pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
4.0, 10.13, 88.2, 14.6, 88.0, 8.0, 10.1, 10.1, 8.0, 0.0, 0.0,2020-05-13 00:00:00, -6999.0, None,20
4.0, 9.99, 89.9, 14.6, 90.0, 8.0, 10.0, 9.8, 8.0, 0.0, 0.0,2020-05-13 01:00:00, -6999.0, None,20
4.0, 9.54, 89.9, 14.6, 90.0, 8.0, 9.5, 9.4, 8.0, 0.0, 0.0,2020-05-13 02:00:00, -6999.0, None,20
4.0, 9.35, 90.3, 14.6, 90.0, 8.0, 9.4, 9.3, 8.0, 0.0, 0.0,2020-05-13 03:00:00, -6999.0, None,20
4.0, 9.19, 90.8, 14.6, 91.0, 8.0, 9.2, 9.1, 8.0, 0.0, 0.0,2020-05-13 04:00:00, -6999.0, None,20
3.8, 9.02, 91.8, 14.6, 92.0, 8.0, 9.0, 9.0, 8.0, 0.0, 0.0,2020-05-13 05:00:00, -6999.0, None,20
2.7, 8.88, 91.0, 14.6, 91.0, 7.0, 8.9, 8.7, 7.0, 0.0, 0.0,2020-05-13 06:00:00, -6999.0, None,20
1.5, 9.27, 89.7, 9.3, 90.0, 8.0, 9.3, 8.7, 8.0, 0.0, 0.0,2020-05-13 07:00:00, -6999.0, None,20
0.8, 10.41, 82.3, 10.5, 82.0, 7.0, 10.4, 8.7, 7.0, 0.0, 0.0,2020-05-13 08:00:00, -6999.0, None,20
0.2, 13.38, 58.03, 13.4, 58.0, 5.0, 13.4, 8.7, 5.0, 0.0, 0.0,2020-05-13 09:00:00, -6999.0, None,20
0.2, 14.35, 49.73, 14.4, 50.0, 4.0, 14.4, 8.7, 4.0, 0.0, 0.0,2020-05-13 10:00:00, -6999.0, None,20
0.0, 14.63, 47.62, 15.0, 48.0, 4.0, 14.6, 8.7, 4.0, 0.0, 0.0,2020-05-13 11:00:00, -6999.0, None,20
0.0, 15.6, 43.15, 15.7, 43.0, 3.0, 15.6, 8.7, 3.0, 0.0, 0.0,2020-05-13 12:00:00, -6999.0, None,20
0.0, 16.56, 42.12, 16.6, 42.0, 3.0, 16.6, 8.7, 3.0, 0.0, 0.0,2020-05-13 13:00:00, -6999.0, None,20
0.0, 18.63, 34.95, 18.5, 35.0, 3.0, 18.6, 8.7, 3.0, 0.0, 0.0,2020-05-13 14:00:00, -6999.0, None,20
0.0, 17.48, 36.68, 18.6, 37.0, 3.0, 17.5, 8.7, 3.0, 0.0, 0.0,2020-05-13 15:00:00, -6999.0, None,20
0.0, 17.46, 35.93, 19.0, 36.0, 2.0, 17.5, 8.7, 2.0, 0.0, 0.0,2020-05-13 16:00:00, -6999.0, None,20
0.0, 16.24, 45.34, 19.0, 45.0, 4.0, 16.2, 8.7, 4.0, 0.0, 0.0,2020-05-13 17:00:00, -6999.0, None,20
0.0, 16.75, 41.04, 19.0, 41.0, 4.0, 16.8, 8.7, 4.0, 0.0, 0.0,2020-05-13 18:00:00, -6999.0, None,20
0.0, 15.48, 43.36, 16.8, 43.0, 3.0, 15.5, 15.4, 3.0, 0.0, 0.0,2020-05-13 19:00:00, -6999.0, None,20
0.0, 12.57, 62.61, 16.8, 63.0, 6.0, 12.6, 12.6, 6.0, 0.0, 0.0,2020-05-13 20:00:00, -6999.0, None,20
0.0, 11.45, 67.44, 16.8, 67.0, 6.0, 11.5, 11.6, 6.0, 0.0, 0.0,2020-05-13 21:00:00, -6999.0, None,20
0.0, 10.74, 68.74, 16.8, 69.0, 5.0, 10.7, 10.2, 5.0, 0.0, 0.0,2020-05-13 22:00:00, -6999.0, None,20
0.0, 9.29, 73.78, 16.8, 74.0, 5.0, 9.3, 9.2, 5.0, 0.0, 0.0,2020-05-13 23:00:00, -6999.0, None,20
0.0, 9.1, 74.15, 16.8, 74.0, 5.0, 9.1, 9.1, 5.0, 0.0, 0.0,2020-05-14 00:00:00, -6999.0, None,20
0.0, 9.44, 74.59, 16.8, 75.0, 5.0, 9.4, 9.1, 5.0, 0.0, 0.0,2020-05-14 01:00:00, -6999.0, None,20
0.0, 9.3, 71.49, 16.8, 71.0, 4.0, 9.3, 9.1, 4.0, 0.0, 0.0,2020-05-14 02:00:00, -6999.0, None,20
0.0, 8.99, 73.19, 16.8, 73.0, 5.0, 9.0, 9.0, 5.0, 0.0, 0.0,2020-05-14 03:00:00, -6999.0, None,20
0.0, 7.142, 81.5, 16.8, 82.0, 4.0, 7.1, 7.2, 4.0, 0.0, 0.0,2020-05-14 04:00:00, -6999.0, None,20
0.0, 5.765, 83.0, 16.8, 83.0, 3.0, 5.8, 5.8, 3.0, 0.0, 0.0,2020-05-14 05:00:00, -6999.0, None,20
0.0, 5.56, 86.4, 16.8, 86.0, 4.0, 5.6, 5.3, 4.0, 0.0, 0.0,2020-05-14 06:00:00, -6999.0, None,20
0.0, 6.286, 80.6, 6.3, 81.0, 3.0, 6.3, 5.5, 3.0, 0.0, 0.0,2020-05-14 07:00:00, -6999.0, None,20
0.0, 8.08, 72.28, 8.1, 72.0, 3.0, 8.1, 5.5, 3.0, 0.0, 0.0,2020-05-14 08:00:00, -6999.0, None,20
0.0, 9.99, 64.54, 10.1, 65.0, 4.0, 10.0, 5.5, 4.0, 0.0, 0.0,2020-05-14 09:00:00, -6999.0, None,20
0.0, 12.88, 52.01, 12.8, 52.0, 3.0, 12.9, 5.5, 3.0, 0.0, 0.0,2020-05-14 10:00:00, -6999.0, None,20
0.0, 15.3, 40.13, 15.3, 40.0, 2.0, 15.3, 5.5, 2.0, 0.0, 0.0,2020-05-14 11:00:00, -6999.0, None,20
0.0, 17.21, 36.21, 17.2, 36.0, 2.0, 17.2, 5.5, 2.0, 0.0, 0.0,2020-05-14 12:00:00, -6999.0, None,20
0.0, 18.05, 31.71, 18.1, 32.0, 1.0, 18.1, 5.5, 1.0, 0.0, 0.0,2020-05-14 13:00:00, -6999.0, None,20
0.0, 16.28, 39.18, 18.6, 39.0, 2.0, 16.3, 5.5, 2.0, 0.0, 0.0,2020-05-14 14:00:00, -6999.0, None,20
0.7, 12.34, 70.09, 18.6, 70.0, 7.0, 12.3, 5.5, 7.0, 0.7, 0.0,2020-05-14 15:00:00, -6999.0, None,20
0.7, 12.94, 63.34, 18.6, 63.0, 6.0, 12.9, 5.5, 6.0, 0.0, 0.0,2020-05-14 16:00:00, -6999.0, None,20
1.4, 11.13, 90.7, 18.6, 91.0, 10.0, 11.1, 5.5, 10.0, 0.7, 0.0,2020-05-14 17:00:00, -6999.0, None,20
1.4, 11.16, 88.7, 18.6, 89.0, 10.0, 11.2, 5.5, 10.0, 0.0, 0.0,2020-05-14 18:00:00, -6999.0, None,20
1.4, 11.05, 89.0, 11.3, 89.0, 9.0, 11.1, 10.8, 9.0, 0.0, 0.0,2020-05-14 19:00:00, -6999.0, None,20
1.4, 9.98, 91.3, 11.3, 91.0, 9.0, 10.0, 10.1, 9.0, 0.0, 0.0,2020-05-14 20:00:00, -6999.0, None,20
1.4, 9.52, 92.6, 11.3, 93.0, 8.0, 9.5, 9.4, 8.0, 0.0, 0.0,2020-05-14 21:00:00, -6999.0, None,20
1.4, 8.81, 93.6, 11.3, 94.0, 8.0, 8.8, 8.8, 8.0, 0.0, 0.0,2020-05-14 22:00:00, -6999.0, None,20
1.4, 8.81, 93.5, 11.3, 94.0, 8.0, 8.8, 8.5, 8.0, 0.0, 0.0,2020-05-14 23:00:00, -6999.0, None,20
1.4, 8.97, 93.0, 11.3, 93.0, 8.0, 9.0, 8.5, 8.0, 0.0, 0.0,2020-05-15 00:00:00, -6999.0, None,20
1.4, 8.89, 92.2, 11.3, 92.0, 8.0, 8.9, 8.5, 8.0, 0.0, 0.0,2020-05-15 01:00:00, -6999.0, None,20
1.4, 8.89, 92.9, 11.3, 93.0, 8.0, 8.9, 8.5, 8.0, 0.0, 0.0,2020-05-15 02:00:00, -6999.0, None,20
1.4, 8.29, 92.7, 11.3, 93.0, 7.0, 8.3, 8.3, 7.0, 0.0, 0.0,2020-05-15 03:00:00, -6999.0, None,20
1.4, 8.28, 90.1, 11.3, 90.0, 7.0, 8.3, 8.3, 7.0, 0.0, 0.0,2020-05-15 04:00:00, -6999.0, None,20
1.4, 8.39, 89.6, 11.3, 90.0, 7.0, 8.4, 8.3, 7.0, 0.0, 0.0,2020-05-15 05:00:00, -6999.0, None,20
1.4, 8.64, 87.1, 11.3, 87.0, 6.0, 8.6, 8.2, 6.0, 0.0, 0.0,2020-05-15 06:00:00, -6999.0, None,20
1.4, 8.8, 85.3, 8.8, 85.0, 7.0, 8.8, 8.3, 7.0, 0.0, 0.0,2020-05-15 07:00:00, -6999.0, None,20
1.4, 9.28, 82.4, 9.4, 82.0, 6.0, 9.3, 8.3, 6.0, 0.0, 0.0,2020-05-15 08:00:00, -6999.0, None,20
1.4, 10.9, 75.94, 10.9, 76.0, 7.0, 10.9, 8.3, 7.0, 0.0, 0.0,2020-05-15 09:00:00, -6999.0, None,20
1.4, 12.38, 69.5, 12.3, 70.0, 7.0, 12.4, 8.3, 7.0, 0.0, 0.0,2020-05-15 10:00:00, -6999.0, None,20
