pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -2.006, 82.4, None, None, None, None, None, -4.0, None, None,2020-05-13 00:00:00, None, 29.72,20
None, -2.551, 83.1, None, None, None, None, None, -5.0, None, None,2020-05-13 01:00:00, None, 29.67,20
None, -2.75, 82.5, None, None, None, None, None, -5.0, None, None,2020-05-13 02:00:00, None, 29.59,20
None, -3.078, 82.9, None, None, None, None, None, -5.0, None, None,2020-05-13 03:00:00, None, 29.58,20
None, -3.058, 81.1, None, None, None, None, None, -6.0, None, None,2020-05-13 04:00:00, None, 29.7,20
None, -4.04, 84.7, None, None, None, None, None, -6.0, None, None,2020-05-13 05:00:00, None, 29.57,20
None, -4.103, 86.6, None, None, None, None, None, -6.0, None, None,2020-05-13 06:00:00, None, 29.65,20
None, -3.881, 88.5, None, None, None, None, None, -6.0, None, None,2020-05-13 07:00:00, None, 29.73,20
None, -1.746, 87.3, None, None, None, None, None, -4.0, None, None,2020-05-13 08:00:00, None, 29.64,20
None, 3.953, 63.49, None, None, None, None, None, -2.0, None, None,2020-05-13 09:00:00, None, 28.79,20
None, 6.754, 54.24, None, None, None, None, None, -2.0, None, None,2020-05-13 10:00:00, None, 28.93,20
None, 12.3, 32.51, None, None, None, None, None, -3.0, None, None,2020-05-13 11:00:00, None, 27.89,20
None, 14.81, 18.62, None, None, None, None, None, -9.0, None, None,2020-05-13 12:00:00, None, 28.29,20
None, 16.1, 17.07, None, None, None, None, None, -9.0, None, None,2020-05-13 13:00:00, None, 27.76,20
None, 16.55, 18.17, None, None, None, None, None, -7.0, None, None,2020-05-13 14:00:00, None, 26.77,20
None, 17.02, 18.76, None, None, None, None, None, -8.0, None, None,2020-05-13 15:00:00, None, 26.09,20
None, 16.64, 17.58, None, None, None, None, None, -8.0, None, None,2020-05-13 16:00:00, None, 24.83,20
None, 16.22, 20.47, None, None, None, None, None, -6.0, None, None,2020-05-13 17:00:00, None, 24.87,20
None, 14.76, 22.58, None, None, None, None, None, -5.0, None, None,2020-05-13 18:00:00, None, 24.88,20
None, 12.15, 22.41, None, None, None, None, None, -7.0, None, None,2020-05-13 19:00:00, None, 23.45,20
None, 4.624, 61.43, None, None, None, None, None, -2.0, None, None,2020-05-13 20:00:00, None, 24.33,20
None, 2.674, 68.78, None, None, None, None, None, -2.0, None, None,2020-05-13 21:00:00, None, 24.49,20
None, 1.845, 69.56, None, None, None, None, None, -3.0, None, None,2020-05-13 22:00:00, None, 24.59,20
None, 0.942, 69.94, None, None, None, None, None, -4.0, None, None,2020-05-13 23:00:00, None, 24.64,20
None, -0.088, 76.39, None, None, None, None, None, -4.0, None, None,2020-05-14 00:00:00, None, 24.5,20
None, 0.514, 72.49, None, None, None, None, None, -4.0, None, None,2020-05-14 01:00:00, None, 24.51,20
None, 0.609, 75.67, None, None, None, None, None, -3.0, None, None,2020-05-14 02:00:00, None, 24.69,20
None, -0.263, 79.19, None, None, None, None, None, -3.0, None, None,2020-05-14 03:00:00, None, 24.83,20
None, -0.833, 84.1, None, None, None, None, None, -3.0, None, None,2020-05-14 04:00:00, None, 24.6,20
None, -1.419, 84.6, None, None, None, None, None, -4.0, None, None,2020-05-14 05:00:00, None, 24.81,20
None, -0.896, 85.4, None, None, None, None, None, -3.0, None, None,2020-05-14 06:00:00, None, 24.79,20
None, -0.12, 84.0, None, None, None, None, None, -2.0, None, None,2020-05-14 07:00:00, None, 24.63,20
None, 1.877, 85.0, None, None, None, None, None, 0.0, None, None,2020-05-14 08:00:00, None, 24.68,20
None, 6.583, 70.19, None, None, None, None, None, 2.0, None, None,2020-05-14 09:00:00, None, 24.28,20
None, 9.99, 53.89, None, None, None, None, None, 2.0, None, None,2020-05-14 10:00:00, None, 24.79,20
None, 13.56, 41.14, None, None, None, None, None, 0.0, None, None,2020-05-14 11:00:00, None, 24.51,20
None, 13.93, 42.99, None, None, None, None, None, 2.0, None, None,2020-05-14 12:00:00, None, 23.87,20
None, 13.7, 44.87, None, None, None, None, None, 2.0, None, None,2020-05-14 13:00:00, None, 23.16,20
None, 14.48, 40.65, None, None, None, None, None, 1.0, None, None,2020-05-14 14:00:00, None, 22.34,20
None, 8.71, 64.35, None, None, None, None, None, 2.0, None, None,2020-05-14 15:00:00, None, 21.55,20
None, 5.78, 94.4, None, None, None, None, None, 5.0, None, None,2020-05-14 16:00:00, None, 21.49,20
None, 8.19, 80.6, None, None, None, None, None, 5.0, None, None,2020-05-14 17:00:00, None, 21.47,20
None, 4.855, 94.6, None, None, None, None, None, 4.0, None, None,2020-05-14 18:00:00, None, 21.54,20
None, 4.988, 96.7, None, None, None, None, None, 4.0, None, None,2020-05-14 19:00:00, None, 21.74,20
None, 4.126, 98.1, None, None, None, None, None, 4.0, None, None,2020-05-14 20:00:00, None, 21.45,20
None, 2.747, 98.3, None, None, None, None, None, 2.0, None, None,2020-05-14 21:00:00, None, 21.57,20
None, 2.4, 98.3, None, None, None, None, None, 2.0, None, None,2020-05-14 22:00:00, None, 21.65,20
None, 2.384, 98.8, None, None, None, None, None, 2.0, None, None,2020-05-14 23:00:00, None, 21.53,20
None, 2.415, 98.9, None, None, None, None, None, 2.0, None, None,2020-05-15 00:00:00, None, 21.35,20
None, 2.273, 99.0, None, None, None, None, None, 2.0, None, None,2020-05-15 01:00:00, None, 21.38,20
