station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 2.0, None, 2020-01-01 00:00:00, -10.9, -2.3
None, 4.0, None, 2020-01-02 00:00:00, -12.5, -7.3
None, 28.0, None, 2020-01-03 00:00:00, -7.3, -1.5
None, 2.0, None, 2020-01-04 00:00:00, -11.3, -3.7
None, 3.0, None, 2020-01-05 00:00:00, -12.2, -5.4
None, 0.0, None, 2020-01-06 00:00:00, -12.0, -6.5
None, 4.0, None, 2020-01-07 00:00:00, -7.4, -3.7
None, 2.0, None, 2020-01-08 00:00:00, -14.8, -5.0
None, 0.0, None, 2020-01-09 00:00:00, -14.8, -8.7
None, 3.0, None, 2020-01-10 00:00:00, -12.8, -6.9
None, 3.0, None, 2020-01-11 00:00:00, -10.8, -1.9
None, 3.0, None, 2020-01-12 00:00:00, -30.9, -10.0
None, 0.0, None, 2020-01-13 00:00:00, -32.3, -24.4
None, 0.0, None, 2020-01-14 00:00:00, -33.1, -26.8
None, 0.0, None, 2020-01-15 00:00:00, -33.1, -23.4
None, 3.0, None, 2020-01-16 00:00:00, -23.5, -6.5
None, 0.0, None, 2020-01-17 00:00:00, -18.7, -7.6
None, 0.0, None, 2020-01-18 00:00:00, -16.1, -4.2
None, 8.0, None, 2020-01-19 00:00:00, -4.2, -0.1
None, 2.0, None, 2020-01-20 00:00:00, -6.7, -0.5
None, 3.0, None, 2020-01-21 00:00:00, -6.5, -2.0
None, 1.0, None, 2020-01-22 00:00:00, -7.3, -4.9
None, 7.0, None, 2020-01-23 00:00:00, -4.9, -0.4
None, 3.0, None, 2020-01-24 00:00:00, -5.2, -0.2
None, 0.0, None, 2020-01-25 00:00:00, -7.3, -0.5
None, 2.0, None, 2020-01-26 00:00:00, -7.0, -0.5
None, 2.0, None, 2020-01-27 00:00:00, -8.3, -3.3
None, 0.0, None, 2020-01-28 00:00:00, -8.1, -0.3
None, 1.0, None, 2020-01-29 00:00:00, -9.0, -1.6
None, 1.0, None, 2020-01-30 00:00:00, -9.4, -5.0
None, 21.0, None, 2020-01-31 00:00:00, -5.6, -2.0
None, 14.0, None, 2020-02-01 00:00:00, -15.0, -2.3
None, 3.0, None, 2020-02-02 00:00:00, -15.4, -8.8
None, 8.0, None, 2020-02-03 00:00:00, -18.8, -5.8
None, 7.0, None, 2020-02-04 00:00:00, -15.7, -8.1
None, 9.0, None, 2020-02-05 00:00:00, -8.2, -4.3
None, 4.0, None, 2020-02-06 00:00:00, -7.6, -4.0
None, 6.0, None, 2020-02-07 00:00:00, -10.0, -4.5
None, 3.0, None, 2020-02-08 00:00:00, -13.3, -7.0
None, 0.0, None, 2020-02-09 00:00:00, -10.9, -2.5
None, 0.0, None, 2020-02-10 00:00:00, -6.7, -0.3
None, 0.0, None, 2020-02-11 00:00:00, -7.2, -0.3
None, 0.0, None, 2020-02-12 00:00:00, -8.7, -2.3
None, 1.0, None, 2020-02-13 00:00:00, -9.7, -4.3
None, 0.0, None, 2020-02-14 00:00:00, -9.9, -4.5
None, 0.0, None, 2020-02-15 00:00:00, -9.9, -4.7
None, 0.0, None, 2020-02-16 00:00:00, -11.9, -4.7
None, 2.0, None, 2020-02-17 00:00:00, -12.1, -5.9
None, 0.0, None, 2020-02-18 00:00:00, -12.9, -2.4
None, 0.0, None, 2020-02-19 00:00:00, -10.4, -0.2
None, 0.0, None, 2020-02-20 00:00:00, -8.8, -0.7
None, 0.0, None, 2020-02-21 00:00:00, -7.3, -1.2
None, 0.0, None, 2020-02-22 00:00:00, -10.6, -3.4
None, 6.0, None, 2020-02-23 00:00:00, -10.3, -4.0
None, 0.0, None, 2020-02-24 00:00:00, -10.7, -6.3
None, 0.0, None, 2020-02-25 00:00:00, -10.6, -2.0
None, 0.0, None, 2020-02-26 00:00:00, -8.9, -2.1
None, 0.0, None, 2020-02-27 00:00:00, -6.3, -0.1
