station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 1.1, -6.3, None, 2020-01-01 00:00:00, None, 0.3
None, 0.5, -10.8, None, 2020-01-02 00:00:00, None, -4.0
None, 5.3, -9.7, None, 2020-01-03 00:00:00, None, -2.6
None, 18.9, -8.2, None, 2020-01-04 00:00:00, None, -2.9
None, 14.9, -8.9, None, 2020-01-05 00:00:00, None, -6.1
None, 2.4, -11.8, None, 2020-01-06 00:00:00, None, -7.1
None, 20.6, -8.7, None, 2020-01-07 00:00:00, None, -2.9
None, 13.2, -17.2, None, 2020-01-08 00:00:00, None, -2.9
None, 3.5, -17.6, None, 2020-01-09 00:00:00, None, -10.1
None, 4.1, -14.2, None, 2020-01-10 00:00:00, None, -10.4
None, 3.1, -12.2, None, 2020-01-11 00:00:00, None, -5.0
None, 5.4, -20.9, None, 2020-01-12 00:00:00, None, -7.6
None, 1.4, -30.9, None, 2020-01-13 00:00:00, None, -19.2
None, 1.3, -26.8, None, 2020-01-14 00:00:00, None, -19.2
None, 4.1, -25.5, None, 2020-01-15 00:00:00, None, -12.3
None, 7.7, -12.4, None, 2020-01-16 00:00:00, None, -6.2
None, 0.2, -17.3, None, 2020-01-17 00:00:00, None, -6.7
None, 4.3, -17.6, None, 2020-01-18 00:00:00, None, -8.5
None, 2.1, -8.5, None, 2020-01-19 00:00:00, None, -3.1
None, 2.4, -6.2, None, 2020-01-20 00:00:00, None, 0.1
None, 5.2, -4.9, None, 2020-01-21 00:00:00, None, -1.0
None, 4.1, -5.4, None, 2020-01-22 00:00:00, None, -2.5
None, 6.2, -5.3, None, 2020-01-23 00:00:00, None, -0.5
None, 14.6, -3.6, None, 2020-01-24 00:00:00, None, -0.1
None, 1.7, -5.1, None, 2020-01-25 00:00:00, None, 1.5
None, 2.1, -5.0, None, 2020-01-26 00:00:00, None, -1.4
None, 2.8, -8.3, None, 2020-01-27 00:00:00, None, -2.1
None, 1.0, -6.2, None, 2020-01-28 00:00:00, None, -1.6
None, 13.7, -6.6, None, 2020-01-29 00:00:00, None, -3.8
None, 5.6, -9.3, None, 2020-01-30 00:00:00, None, -4.7
None, 36.9, -5.4, None, 2020-01-31 00:00:00, None, 0.1
None, 25.5, -11.8, None, 2020-02-01 00:00:00, None, 0.7
None, 7.9, -13.1, None, 2020-02-02 00:00:00, None, -9.2
None, 5.6, -18.6, None, 2020-02-03 00:00:00, None, -10.3
None, 3.1, -18.7, None, 2020-02-04 00:00:00, None, -11.7
None, 8.9, -13.6, None, 2020-02-05 00:00:00, None, -7.5
None, 2.1, -9.4, None, 2020-02-06 00:00:00, None, -2.9
None, 10.7, -9.5, None, 2020-02-07 00:00:00, None, -3.1
None, 2.1, -11.0, None, 2020-02-08 00:00:00, None, -4.9
None, 0.0, -10.6, None, 2020-02-09 00:00:00, None, -8.0
None, 0.4, -11.5, None, 2020-02-10 00:00:00, None, -2.7
None, 17.3, -8.4, None, 2020-02-11 00:00:00, None, -1.7
None, 0.9, -9.5, None, 2020-02-12 00:00:00, None, -0.7
None, 17.9, -8.3, None, 2020-02-13 00:00:00, None, -4.6
None, 7.4, -8.5, None, 2020-02-14 00:00:00, None, -4.4
None, 15.8, -8.1, None, 2020-02-15 00:00:00, None, -5.3
None, 7.7, -11.0, None, 2020-02-16 00:00:00, None, -0.9
None, 2.0, -13.1, None, 2020-02-17 00:00:00, None, -2.4
None, 0.0, -14.7, None, 2020-02-18 00:00:00, None, -4.8
None, 0.1, -15.4, None, 2020-02-19 00:00:00, None, -3.5
None, 0.4, -14.7, None, 2020-02-20 00:00:00, None, 1.7
None, 0.6, -11.8, None, 2020-02-21 00:00:00, None, 0.1
None, 15.0, -11.1, None, 2020-02-22 00:00:00, None, -2.9
None, 8.0, -10.7, None, 2020-02-23 00:00:00, None, -4.8
None, 2.3, -12.4, None, 2020-02-24 00:00:00, None, -2.1
None, 1.8, -13.1, None, 2020-02-25 00:00:00, None, -4.3
None, 4.8, -7.8, None, 2020-02-26 00:00:00, None, -4.5
None, 5.3, -5.4, None, 2020-02-27 00:00:00, None, -1.1
None, 20.2, -4.1, None, 2020-02-28 00:00:00, None, 2.9
None, 3.3, -8.4, None, 2020-02-29 00:00:00, None, -4.1
None, 1.6, -9.1, None, 2020-03-01 00:00:00, None, -5.6
None, 12.5, -8.1, None, 2020-03-02 00:00:00, None, -3.6
None, 2.1, -6.5, None, 2020-03-03 00:00:00, None, -2.1
None, 4.9, -11.1, None, 2020-03-04 00:00:00, None, -4.4
None, 3.5, -9.4, None, 2020-03-05 00:00:00, None, -1.3
None, 6.9, -7.2, None, 2020-03-06 00:00:00, None, -1.9
None, 3.9, -10.9, None, 2020-03-07 00:00:00, None, -2.9
None, 0.3, -13.7, None, 2020-03-08 00:00:00, None, -3.5
None, 0.0, -13.3, None, 2020-03-09 00:00:00, None, -4.4
None, 25.7, -12.5, None, 2020-03-10 00:00:00, None, -5.8
None, 4.8, -12.9, None, 2020-03-11 00:00:00, None, -2.6
None, 0.9, -14.3, None, 2020-03-12 00:00:00, None, -4.1
None, 1.2, -18.0, None, 2020-03-13 00:00:00, None, -9.7
None, 0.3, -21.5, None, 2020-03-14 00:00:00, None, -10.0
None, 0.0, -21.7, None, 2020-03-15 00:00:00, None, -2.3
None, 0.2, -13.1, None, 2020-03-16 00:00:00, None, 2.6
None, 0.1, -9.4, None, 2020-03-17 00:00:00, None, 3.4
None, 0.0, -9.6, None, 2020-03-18 00:00:00, None, 1.8
None, 0.0, -9.9, None, 2020-03-19 00:00:00, None, 3.3
None, 0.3, -8.6, None, 2020-03-20 00:00:00, None, 3.7
None, 0.0, -9.2, None, 2020-03-21 00:00:00, None, 2.4
None, 0.6, -10.5, None, 2020-03-22 00:00:00, None, 1.7
None, 4.7, -7.8, None, 2020-03-23 00:00:00, None, -1.0
None, 1.8, -9.2, None, 2020-03-24 00:00:00, None, -3.2
None, 0.0, -12.6, None, 2020-03-25 00:00:00, None, -3.4
None, 1.8, -13.1, None, 2020-03-26 00:00:00, None, -3.8
None, 7.4, -6.0, None, 2020-03-27 00:00:00, None, -3.3
None, 16.8, -4.1, None, 2020-03-28 00:00:00, None, 0.2
None, 14.1, -6.4, None, 2020-03-29 00:00:00, None, 2.2
None, 11.1, -7.5, None, 2020-03-30 00:00:00, None, -0.8
