time,HUMIDITY,week_of_year
2021-03-26 00:00:00,79.9,13
2021-03-26 01:00:00,81.2,13
2021-03-26 02:00:00,83.5,13
2021-03-26 03:00:00,83.5,13
2021-03-26 04:00:00,77.3,13
2021-03-26 05:00:00,82.9,13
2021-03-26 06:00:00,87.4,13
2021-03-26 07:00:00,84.4,13
2021-03-26 08:00:00,73.4,13
2021-03-26 09:00:00,60.8,13
2021-03-26 10:00:00,53.0,13
2021-03-26 11:00:00,44.9,13
2021-03-26 12:00:00,36.9,13
2021-03-26 13:00:00,34.4,13
2021-03-26 14:00:00,33.8,13
2021-03-26 15:00:00,33.0,13
2021-03-26 16:00:00,35.1,13
2021-03-26 17:00:00,36.3,13
2021-03-26 18:00:00,38.9,13
2021-03-26 19:00:00,45.3,13
2021-03-26 20:00:00,55.4,13
2021-03-26 21:00:00,62.3,13
2021-03-26 22:00:00,74.0,13
2021-03-26 23:00:00,78.0,13
2021-03-27 00:00:00,77.8,13
2021-03-27 01:00:00,67.2,13
2021-03-27 02:00:00,66.3,13
2021-03-27 03:00:00,76.8,13
2021-03-27 04:00:00,80.5,13
2021-03-27 05:00:00,74.8,13
2021-03-27 06:00:00,65.7,13
2021-03-27 07:00:00,74.8,13
2021-03-27 08:00:00,70.3,13
2021-03-27 09:00:00,74.8,13
2021-03-27 10:00:00,55.4,13
2021-03-27 11:00:00,47.5,13
2021-03-27 12:00:00,46.9,13
2021-03-27 13:00:00,49.0,13
2021-03-27 14:00:00,49.5,13
2021-03-27 15:00:00,52.3,13
2021-03-27 16:00:00,56.5,13
2021-03-27 17:00:00,60.7,13
2021-03-27 18:00:00,56.3,13
2021-03-27 19:00:00,59.6,13
2021-03-27 20:00:00,66.4,13
2021-03-27 21:00:00,71.1,13
2021-03-27 22:00:00,69.9,13
2021-03-27 23:00:00,67.7,13
2021-03-28 00:00:00,67.9,13
2021-03-28 01:00:00,66.7,13
2021-03-28 02:00:00,64.9,13
2021-03-28 03:00:00,72.4,13
2021-03-28 04:00:00,72.9,13
2021-03-28 05:00:00,59.7,13
2021-03-28 06:00:00,54.8,13
2021-03-28 07:00:00,48.8,13
2021-03-28 08:00:00,46.2,13
2021-03-28 09:00:00,47.6,13
2021-03-28 10:00:00,40.1,13
2021-03-28 11:00:00,61.6,13
2021-03-28 12:00:00,69.2,13
2021-03-28 13:00:00,53.5,13
2021-03-28 14:00:00,61.8,13
2021-03-28 15:00:00,54.1,13
2021-03-28 16:00:00,37.8,13
2021-03-28 17:00:00,39.1,13
2021-03-28 18:00:00,47.8,13
2021-03-28 19:00:00,57.3,13
2021-03-28 20:00:00,54.5,13
2021-03-28 21:00:00,54.8,13
2021-03-28 22:00:00,60.4,13
2021-03-28 23:00:00,66.1,13
2021-03-29 00:00:00,83.1,13
2021-03-29 01:00:00,82.1,13
2021-03-29 02:00:00,68.4,13
2021-03-29 03:00:00,55.3,13
2021-03-29 04:00:00,54.3,13
2021-03-29 05:00:00,58.8,13
2021-03-29 06:00:00,66.5,13
2021-03-29 07:00:00,65.9,13
2021-03-29 08:00:00,56.0,13
2021-03-29 09:00:00,48.4,13
2021-03-29 10:00:00,46.3,13
2021-03-29 11:00:00,42.0,13
2021-03-29 12:00:00,38.5,13
2021-03-29 13:00:00,36.9,13
2021-03-29 14:00:00,31.1,13
2021-03-29 15:00:00,28.0,13
2021-03-29 16:00:00,24.6,13
2021-03-29 17:00:00,23.1,13
2021-03-29 18:00:00,23.9,13
2021-03-29 19:00:00,33.2,13
2021-03-29 20:00:00,46.6,13
2021-03-29 21:00:00,55.5,13
2021-03-29 22:00:00,65.6,13
2021-03-29 23:00:00,67.6,13
2021-03-30 00:00:00,71.2,13
2021-03-30 01:00:00,70.6,13
2021-03-30 02:00:00,68.3,13
2021-03-30 03:00:00,69.5,13
2021-03-30 04:00:00,72.1,13
2021-03-30 05:00:00,75.2,13
2021-03-30 06:00:00,77.9,13
2021-03-30 07:00:00,77.1,13
2021-03-30 08:00:00,64.8,13
2021-03-30 09:00:00,43.6,13
2021-03-30 10:00:00,37.6,13
2021-03-30 11:00:00,37.6,13
2021-03-30 12:00:00,37.0,13
2021-03-30 13:00:00,34.8,13
2021-03-30 14:00:00,34.6,13
2021-03-30 15:00:00,35.8,13
2021-03-30 16:00:00,35.1,13
2021-03-30 17:00:00,36.8,13
2021-03-30 18:00:00,38.6,13
2021-03-30 19:00:00,44.6,13
2021-03-30 20:00:00,48.1,13
2021-03-30 21:00:00,47.1,13
2021-03-30 22:00:00,48.7,13
2021-03-30 23:00:00,49.6,13
2021-03-31 00:00:00,48.6,13
2021-03-31 01:00:00,51.1,13
2021-03-31 02:00:00,52.2,13
2021-03-31 03:00:00,49.7,13
2021-03-31 04:00:00,46.0,13
2021-03-31 05:00:00,45.2,13
2021-03-31 06:00:00,46.5,13
2021-03-31 07:00:00,45.0,13
2021-03-31 08:00:00,44.9,13
2021-03-31 09:00:00,43.4,13
2021-03-31 10:00:00,40.8,13
2021-03-31 11:00:00,39.0,13
2021-03-31 12:00:00,36.5,13
2021-03-31 13:00:00,34.9,13
2021-03-31 14:00:00,35.4,13
2021-03-31 15:00:00,34.0,13
2021-03-31 16:00:00,34.8,13
2021-03-31 17:00:00,40.0,13
2021-03-31 18:00:00,46.9,13
2021-03-31 19:00:00,55.1,13
2021-03-31 20:00:00,55.6,13
2021-03-31 21:00:00,49.5,13
2021-03-31 22:00:00,49.1,13
2021-03-31 23:00:00,53.7,13
2021-04-01 00:00:00,60.4,13
2021-04-01 01:00:00,46.4,13
2021-04-01 02:00:00,39.5,13
2021-04-01 03:00:00,41.5,13
2021-04-01 04:00:00,49.9,13
2021-04-01 05:00:00,57.9,13
2021-04-01 06:00:00,65.1,13
2021-04-01 07:00:00,61.5,13
2021-04-01 08:00:00,61.6,13
2021-04-01 09:00:00,61.6,13
2021-04-01 10:00:00,54.5,13
2021-04-01 11:00:00,68.6,13
2021-04-01 12:00:00,43.6,13
