AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
1.3,0.0, 3.5, 0.002,2020-04-08 00:00:00, 248.0,98.0,15
1.6,0.0, 6.1, None,2020-04-08 00:15:00, 271.0,99.0,15
1.6,0.0, 6.0, None,2020-04-08 00:30:00, 274.0,98.0,15
1.5,0.0, 6.4, None,2020-04-08 00:45:00, 273.0,98.0,15
1.1,0.0, 3.7, 0.001,2020-04-08 01:00:00, 278.0,97.0,15
1.0,0.0, 5.3, None,2020-04-08 01:15:00, 272.0,99.0,15
1.1,0.0, 4.8, None,2020-04-08 01:30:00, 266.0,99.0,15
1.0,0.0, 4.0, None,2020-04-08 01:45:00, 278.0,99.0,15
0.9,0.0, 2.7, 0.002,2020-04-08 02:00:00, 276.0,99.0,15
0.9,0.0, 6.0, None,2020-04-08 02:15:00, 285.0,100.0,15
1.2,0.0, 4.5, None,2020-04-08 02:30:00, 268.0,100.0,15
1.1,0.0, 6.0, None,2020-04-08 02:45:00, 284.0,100.0,15
1.3,0.0, 6.0, 0.004,2020-04-08 03:00:00, 274.0,99.0,15
1.1,0.0, 4.8, None,2020-04-08 03:15:00, 283.0,98.0,15
0.9,0.0, 7.6, None,2020-04-08 03:30:00, 280.0,98.0,15
0.9,0.0, 6.6, None,2020-04-08 03:45:00, 271.0,96.0,15
0.7,0.0, 7.6, 0.004,2020-04-08 04:00:00, 284.0,97.0,15
0.7,0.0, 7.0, None,2020-04-08 04:15:00, 280.0,96.0,15
1.0,0.0, 7.0, None,2020-04-08 04:30:00, 288.0,93.0,15
0.8,0.0, 8.2, None,2020-04-08 04:45:00, 283.0,94.0,15
0.5,0.0, 8.1, 0.004,2020-04-08 05:00:00, 284.0,95.0,15
0.3,0.0, 7.9, None,2020-04-08 05:15:00, 284.0,96.0,15
0.2,0.0, 6.5, None,2020-04-08 05:30:00, 278.0,96.0,15
0.1,0.0, 7.9, None,2020-04-08 05:45:00, 288.0,96.0,15
0.1,0.0, 6.8, 0.006,2020-04-08 06:00:00, 286.0,96.0,15
0.4,0.0, 7.7, None,2020-04-08 06:15:00, 286.0,96.0,15
1.0,0.0, 6.5, None,2020-04-08 06:30:00, 283.0,93.0,15
2.1,0.0, 4.7, None,2020-04-08 06:45:00, 291.0,87.0,15
2.9,0.0, 5.3, 0.002,2020-04-08 07:00:00, 294.0,85.0,15
4.4,0.0, 1.2, None,2020-04-08 07:15:00, 350.0,82.0,15
5.3,0.0, 2.7, None,2020-04-08 07:30:00, 288.0,82.0,15
7.1,0.0, 4.0, None,2020-04-08 07:45:00, 66.0,61.0,15
7.6,0.0, 3.9, 0.0,2020-04-08 08:00:00, 73.0,61.0,15
8.0,0.0, 3.9, None,2020-04-08 08:15:00, 92.0,56.0,15
8.1,0.0, 6.0, None,2020-04-08 08:30:00, 77.0,55.0,15
8.6,0.0, 7.9, None,2020-04-08 08:45:00, 88.0,57.0,15
9.1,0.0, 5.7, 0.001,2020-04-08 09:00:00, 113.0,50.0,15
10.3,0.0, 4.4, None,2020-04-08 09:15:00, 149.0,45.0,15
10.5,0.0, 4.8, None,2020-04-08 09:30:00, 135.0,47.0,15
11.5,0.0, 4.3, None,2020-04-08 09:45:00, 130.0,42.0,15
11.7,0.0, 5.3, 0.001,2020-04-08 10:00:00, 88.0,42.0,15
11.4,0.0, 6.7, None,2020-04-08 10:15:00, 86.0,41.0,15
12.0,0.0, 5.9, None,2020-04-08 10:30:00, 82.0,40.0,15
12.1,0.0, 5.5, None,2020-04-08 10:45:00, 132.0,42.0,15
12.3,0.0, 6.9, 0.002,2020-04-08 11:00:00, 111.0,42.0,15
12.9,0.0, 5.7, None,2020-04-08 11:15:00, 103.0,41.0,15
13.1,0.0, 5.8, None,2020-04-08 11:30:00, 135.0,42.0,15
13.2,0.0, 7.1, None,2020-04-08 11:45:00, 101.0,40.0,15
13.8,0.0, 6.6, 0.004,2020-04-08 12:00:00, 105.0,38.0,15
14.3,0.0, 6.6, None,2020-04-08 12:15:00, 104.0,38.0,15
14.4,0.0, 8.2, None,2020-04-08 12:30:00, 78.0,37.0,15
14.6,0.0, 8.6, None,2020-04-08 12:45:00, 55.0,39.0,15
14.8,0.0, 7.3, 0.003,2020-04-08 13:00:00, 95.0,37.0,15
15.1,0.0, 8.1, None,2020-04-08 13:15:00, 95.0,36.0,15
