station_observations
wind_direction, air_temperature, wind_gust_speed, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
None, None, None, None, None, None, None, None, 2.7, None, 2012-03-27 06:00:00, -17.9, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-03-27 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, 8.6, None, 2012-03-28 06:00:00, -10.9, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-03-28 23:00:00, None, 0.0
247.5, None, 44.45, None, None, None, None, None, 8.6, None, 2012-03-29 06:00:00, -8.4, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-03-29 23:00:00, None, 0.2
202.5, None, 42.6, None, None, None, None, None, 5.8, None, 2012-03-30 06:00:00, -4.7, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-03-30 23:00:00, None, 0.2
247.5, None, 35.19, None, None, None, None, None, 3.8, None, 2012-03-31 06:00:00, -7.9, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-03-31 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, 3.2, None, 2012-04-01 06:00:00, -7.4, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-01 23:00:00, None, 0.2
270.0, None, 31.48, None, None, None, None, None, 4.0, None, 2012-04-02 06:00:00, -13.2, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-02 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-04 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-08 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-09 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-11 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-12 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-13 23:00:00, None, 0.8
None, None, None, None, None, None, None, None, None, None, 2012-04-14 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-15 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-04-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-17 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-18 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-19 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-22 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-23 23:00:00, None, 0.7
None, None, None, None, None, None, None, None, None, None, 2012-04-24 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-04-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-26 23:00:00, None, 1.2
None, None, None, None, None, None, None, None, None, None, 2012-04-27 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-04-28 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-04-29 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-04-30 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-01 23:00:00, None, 2.1
None, None, None, None, None, None, None, None, None, None, 2012-05-02 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-04 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-05-05 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-08 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-09 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-12 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-13 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-14 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-15 23:00:00, None, 1.0
None, None, None, None, None, None, None, None, None, None, 2012-05-16 23:00:00, None, 0.9
None, None, None, None, None, None, None, None, None, None, 2012-05-17 23:00:00, None, 0.5
None, None, None, None, None, None, None, None, None, None, 2012-05-18 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-19 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-22 23:00:00, None, 5.3
None, None, None, None, None, None, None, None, None, None, 2012-05-23 23:00:00, None, 3.4
None, None, None, None, None, None, None, None, None, None, 2012-05-24 23:00:00, None, 0.8
None, None, None, None, None, None, None, None, None, None, 2012-05-25 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-05-26 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-27 23:00:00, None, 1.2
None, None, None, None, None, None, None, None, None, None, 2012-05-28 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-05-29 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-30 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-05-31 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-06-01 23:00:00, None, 0.5
None, None, None, None, None, None, None, None, None, None, 2012-06-02 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-06-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-04 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-06-05 23:00:00, None, 3.5
None, None, None, None, None, None, None, None, None, None, 2012-06-06 23:00:00, None, 8.5
None, None, None, None, None, None, None, None, None, None, 2012-06-07 23:00:00, None, 14.0
None, None, None, None, None, None, None, None, None, None, 2012-06-08 23:00:00, None, 1.7
None, None, None, None, None, None, None, None, None, None, 2012-06-09 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-11 23:00:00, None, 2.1
None, None, None, None, None, None, None, None, None, None, 2012-06-12 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-06-13 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-14 23:00:00, None, 1.1
None, None, None, None, None, None, None, None, None, None, 2012-06-15 23:00:00, None, 1.0
None, None, None, None, None, None, None, None, None, None, 2012-06-16 23:00:00, None, 5.0
None, None, None, None, None, None, None, None, None, None, 2012-06-17 23:00:00, None, 1.1
None, None, None, None, None, None, None, None, None, None, 2012-06-18 23:00:00, None, 4.7
None, None, None, None, None, None, None, None, None, None, 2012-06-19 23:00:00, None, 2.3
None, None, None, None, None, None, None, None, None, None, 2012-06-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-21 23:00:00, None, 0.9
None, None, None, None, None, None, None, None, None, None, 2012-06-22 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-06-23 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-24 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-06-26 23:00:00, None, 0.5
None, None, None, None, None, None, None, None, None, None, 2012-06-27 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-06-28 23:00:00, None, 3.8
None, None, None, None, None, None, None, None, None, None, 2012-06-29 23:00:00, None, 4.3
None, None, None, None, None, None, None, None, None, None, 2012-06-30 23:00:00, None, 2.7
None, None, None, None, None, None, None, None, None, None, 2012-07-01 23:00:00, None, 1.4
None, None, None, None, None, None, None, None, None, None, 2012-07-02 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-07-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-04 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-08 23:00:00, None, 2.4
None, None, None, None, None, None, None, None, None, None, 2012-07-09 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-10 23:00:00, None, 1.6
None, None, None, None, None, None, None, None, None, None, 2012-07-11 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-07-12 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-13 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-14 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-15 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-17 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-18 23:00:00, None, 3.3
None, None, None, None, None, None, None, None, None, None, 2012-07-19 23:00:00, None, 0.4
None, None, None, None, None, None, None, None, None, None, 2012-07-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-22 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-23 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-24 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-26 23:00:00, None, 10.6
None, None, None, None, None, None, None, None, None, None, 2012-07-27 23:00:00, None, 6.9
None, None, None, None, None, None, None, None, None, None, 2012-07-28 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-07-29 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-07-30 23:00:00, None, 6.8
None, None, None, None, None, None, None, None, None, None, 2012-07-31 23:00:00, None, 0.5
None, None, None, None, None, None, None, None, None, None, 2012-08-01 23:00:00, None, 5.3
None, None, None, None, None, None, None, None, None, None, 2012-08-02 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-03 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-08-04 23:00:00, None, 3.2
None, None, None, None, None, None, None, None, None, None, 2012-08-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-08 23:00:00, None, 0.8
None, None, None, None, None, None, None, None, None, None, 2012-08-09 23:00:00, None, 5.7
None, None, None, None, None, None, None, None, None, None, 2012-08-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-11 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-08-12 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-13 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-14 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-15 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-17 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-18 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-08-19 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-08-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-22 23:00:00, None, 0.8
None, None, None, None, None, None, None, None, None, None, 2012-08-23 23:00:00, None, 20.1
None, None, None, None, None, None, None, None, None, None, 2012-08-24 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-25 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-26 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-08-27 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-08-28 23:00:00, None, 10.7
None, None, None, None, None, None, None, None, None, None, 2012-08-29 23:00:00, None, 4.1
None, None, None, None, None, None, None, None, None, None, 2012-08-30 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-08-31 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-01 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-02 23:00:00, None, 1.1
None, None, None, None, None, None, None, None, None, None, 2012-09-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-04 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-09-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-08 23:00:00, None, 1.4
None, None, None, None, None, None, None, None, None, None, 2012-09-09 23:00:00, None, 9.6
None, None, None, None, None, None, None, None, None, None, 2012-09-10 23:00:00, None, 3.5
None, None, None, None, None, None, None, None, None, None, 2012-09-11 23:00:00, None, 0.3
None, None, None, None, None, None, None, None, None, None, 2012-09-12 23:00:00, None, 5.4
None, None, None, None, None, None, None, None, None, None, 2012-09-13 23:00:00, None, 2.6
None, None, None, None, None, None, None, None, None, None, 2012-09-14 23:00:00, None, 1.0
None, None, None, None, None, None, None, None, None, None, 2012-09-15 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-16 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-17 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-09-18 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-19 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-20 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-21 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-22 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-23 23:00:00, None, 2.4
None, None, None, None, None, None, None, None, None, None, 2012-09-24 23:00:00, None, 1.1
None, None, None, None, None, None, None, None, None, None, 2012-09-25 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-09-26 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-27 23:00:00, None, 4.7
None, None, None, None, None, None, None, None, None, None, 2012-09-28 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-09-29 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-09-30 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-01 23:00:00, None, 4.5
None, None, None, None, None, None, None, None, None, None, 2012-10-02 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-03 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-04 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-05 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-06 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-07 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-08 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-09 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-10 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-11 23:00:00, None, 4.5
None, None, None, None, None, None, None, None, None, None, 2012-10-12 23:00:00, None, 7.7
None, None, None, None, None, None, None, None, None, None, 2012-10-13 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-10-14 23:00:00, None, 3.3
None, None, None, None, None, None, None, None, None, None, 2012-10-15 23:00:00, None, 0.6
None, None, None, None, None, None, None, None, None, None, 2012-10-16 23:00:00, None, 4.6
None, None, None, None, None, None, None, None, None, None, 2012-10-17 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-18 23:00:00, None, 0.6
None, None, None, None, None, None, None, None, None, None, 2012-10-19 23:00:00, None, 0.8
None, None, None, None, None, None, None, None, None, None, 2012-10-21 23:00:00, None, 0.2
None, None, None, None, None, None, None, None, None, None, 2012-10-22 23:00:00, None, 0.0
None, None, None, None, None, None, None, None, None, None, 2012-10-23 23:00:00, None, 0.2
