station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, air_temperature_yesterday_low, total_precipitation, wind_gust_speed, air_temperature_yesterday_high, tendency_amount
0.0, 103.24, -11.86, 337.5, 92.0, -10.8, 2012-01-01 00:00:00, None, None, None, None, -0.04
0.0, 103.31, -15.77, 22.5, 90.0, -14.5, 2012-01-01 01:00:00, None, None, None, None, -0.13
0.0, 103.31, -15.17, 112.5, 93.0, -14.3, 2012-01-01 02:00:00, None, None, None, None, -0.12
3.6, 103.25, -15.14, None, 90.0, -13.8, 2012-01-01 03:00:00, None, None, None, None, -0.01
3.6, 103.25, -11.45, None, 99.0, -11.3, 2012-01-01 04:00:00, None, None, None, None, -0.06
3.6, 103.24, -12.04, None, 97.0, -11.6, 2012-01-01 05:00:00, None, None, None, None, -0.07
3.6, 103.28, -15.01, None, 93.0, -14.1, 2012-01-01 06:00:00, -17.8, 0.0, None, -5.0, -0.03
0.0, 103.22, -14.37, 22.5, 94.0, -13.6, 2012-01-01 07:00:00, None, None, None, None, -0.03
3.6, 103.14, -15.98, None, 91.0, -14.8, 2012-01-01 08:00:00, None, None, None, None, -0.1
0.0, 103.13, -16.65, 337.5, 91.0, -15.5, 2012-01-01 09:00:00, None, None, None, None, -0.15
3.6, 103.14, -17.3, 0.0, 91.0, -16.1, 2012-01-01 10:00:00, None, None, None, None, -0.08
3.6, 103.16, -14.9, 45.0, 93.0, -14.0, 2012-01-01 11:00:00, None, None, None, None, -0.02
3.6, 103.12, -15.2, None, 92.0, -14.2, 2012-01-01 12:00:00, None, None, None, None, -0.01
3.6, 103.11, -16.9, None, 91.0, -15.8, 2012-01-01 13:00:00, None, None, None, None, -0.03
3.6, 103.04, -16.16, None, 91.0, -15.0, 2012-01-01 14:00:00, None, None, None, None, -0.12
3.6, 103.03, -16.82, 315.0, 92.0, -15.8, 2012-01-01 15:00:00, None, None, None, None, -0.09
5.4, 102.96, -16.12, 180.0, 92.0, -15.1, 2012-01-01 16:00:00, None, None, None, None, -0.15
0.0, 103.03, -15.82, 292.5, 92.0, -14.8, 2012-01-01 17:00:00, None, None, None, None, -0.01
3.6, 102.97, -13.71, None, 93.0, -12.8, 2012-01-01 18:00:00, None, None, None, None, -0.06
5.4, 102.83, -11.54, 157.5, 95.0, -10.9, 2012-01-01 19:00:00, None, None, None, None, -0.13
20.5, 102.68, -4.1, 135.0, 100.0, -4.1, 2012-01-01 20:00:00, None, None, None, None, -0.35
18.4, 102.52, -7.72, 157.5, 57.0, -0.1, 2012-01-01 21:00:00, None, None, None, None, -0.45
31.3, 102.43, -7.25, 157.5, 56.0, 0.5, 2012-01-01 22:00:00, None, None, None, None, -0.4
22.3, 102.35, -6.94, 157.5, 55.0, 1.1, 2012-01-01 23:00:00, None, None, 33.5, None, -0.33
24.1, 102.33, -6.35, 157.5, 56.0, 1.5, 2012-01-02 00:00:00, None, None, 38.9, None, -0.19
29.5, 102.16, -5.95, 157.5, 57.0, 1.7, 2012-01-02 01:00:00, None, None, 42.5, None, -0.27
22.3, 102.06, -5.65, 135.0, 57.0, 1.9, 2012-01-02 02:00:00, None, None, 35.3, None, -0.29
22.3, 101.95, -4.86, 157.5, 61.0, 2.0, 2012-01-02 03:00:00, None, None, None, None, -0.38
33.5, 101.78, -4.27, 157.5, 61.0, 2.5, 2012-01-02 04:00:00, None, None, 46.4, None, -0.38
24.1, 101.78, -4.16, 157.5, 62.0, 2.5, 2012-01-02 05:00:00, None, None, 37.1, None, -0.28
14.8, 101.7, -4.3, 157.5, 62.0, 2.2, 2012-01-02 06:00:00, -16.3, 0.0, None, 2.6, -0.25
24.1, 101.61, -4.31, 157.5, 63.0, 2.1, 2012-01-02 07:00:00, None, None, 33.5, None, -0.17
24.1, 101.51, -4.18, 157.5, 63.0, 2.1, 2012-01-02 08:00:00, None, None, 37.1, None, -0.27
22.3, 101.5, -4.22, 157.5, 63.0, 2.1, 2012-01-02 09:00:00, None, None, None, None, -0.2
33.5, 101.35, -4.34, 157.5, 62.0, 2.2, 2012-01-02 10:00:00, None, None, 44.3, None, -0.26
27.7, 101.18, -4.52, 135.0, 60.0, 2.4, 2012-01-02 11:00:00, None, None, None, None, -0.33
25.9, 101.12, -4.54, 135.0, 60.0, 2.4, 2012-01-02 12:00:00, None, None, 35.3, None, -0.38
31.3, 101.03, -4.64, 157.5, 59.0, 2.6, 2012-01-02 13:00:00, None, None, None, None, -0.32
29.5, 100.97, -4.66, 157.5, 58.0, 2.8, 2012-01-02 14:00:00, None, None, 38.9, None, -0.21
29.5, 100.97, -4.64, 157.5, 59.0, 2.7, 2012-01-02 15:00:00, None, None, None, None, -0.15
22.3, 100.93, -4.61, 157.5, 57.0, 3.1, 2012-01-02 16:00:00, None, None, None, None, -0.1
16.6, 100.98, -4.51, 157.5, 58.0, 3.0, 2012-01-02 17:00:00, None, None, None, None, -0.01
11.2, 101.0, -4.18, 157.5, 57.0, 3.6, 2012-01-02 18:00:00, None, None, None, None, -0.03
7.6, 100.98, -4.04, 202.5, 57.0, 3.8, 2012-01-02 19:00:00, None, None, None, None, -0.05
9.4, 100.97, -4.24, 112.5, 54.0, 4.2, 2012-01-02 20:00:00, None, None, None, None, -0.01
11.2, 100.89, -4.1, 135.0, 52.0, 5.0, 2012-01-02 21:00:00, None, None, None, None, -0.11
14.8, 100.79, -3.7, 135.0, 53.0, 5.1, 2012-01-02 22:00:00, None, None, None, None, -0.19
14.8, 100.75, -3.91, 157.5, 51.0, 5.4, 2012-01-02 23:00:00, None, None, None, None, -0.22
9.4, 100.76, -2.87, 157.5, 62.0, 3.7, 2012-01-03 00:00:00, None, None, None, None, -0.13
3.6, 100.82, -3.07, 180.0, 58.0, 4.6, 2012-01-03 01:00:00, None, None, None, None, -0.03
5.4, 100.89, -1.7, None, 74.0, 2.5, 2012-01-03 02:00:00, None, None, None, None, -0.14
0.0, 100.88, -1.24, 45.0, 84.0, 1.2, 2012-01-03 03:00:00, None, None, None, None, -0.12
5.4, 100.91, -1.11, 22.5, 84.0, 1.3, 2012-01-03 04:00:00, None, None, None, None, -0.09
5.4, 100.97, -0.95, 202.5, 86.0, 1.2, 2012-01-03 05:00:00, None, None, None, None, -0.08
9.4, 100.99, -1.28, 202.5, 80.0, 1.8, 2012-01-03 06:00:00, 0.8, 0.0, None, 5.6, -0.11
9.4, 101.01, -1.4, 157.5, 76.0, 2.4, 2012-01-03 07:00:00, None, None, None, None, -0.1
16.6, 101.1, -2.91, 135.0, 57.0, 4.9, 2012-01-03 08:00:00, None, None, None, None, -0.13
13.0, 101.14, -2.6, 157.5, 58.0, 5.0, 2012-01-03 09:00:00, None, None, None, None, -0.15
16.6, 101.16, -2.4, 157.5, 60.0, 4.8, 2012-01-03 10:00:00, None, None, 31.3, None, -0.15
18.4, 101.24, -2.19, 135.0, 62.0, 4.5, 2012-01-03 11:00:00, None, None, 31.3, None, -0.14
13.0, 101.23, -1.96, 135.0, 64.0, 4.2, 2012-01-03 12:00:00, None, None, None, None, -0.09
20.5, 101.21, -1.65, 135.0, 66.0, 4.2, 2012-01-03 13:00:00, None, None, None, None, -0.05
18.4, 101.23, -1.55, 157.5, 67.0, 4.0, 2012-01-03 14:00:00, None, None, None, None, -0.01
22.3, 101.27, -1.39, 135.0, 68.0, 4.0, 2012-01-03 15:00:00, None, None, None, None, -0.04
18.4, 101.27, -1.47, 157.5, 67.0, 4.1, 2012-01-03 16:00:00, None, None, None, None, -0.06
20.5, 101.27, -1.5, 135.0, 65.0, 4.5, 2012-01-03 17:00:00, None, None, None, None, -0.04
22.3, 101.19, -1.48, 157.5, 62.0, 5.2, 2012-01-03 18:00:00, None, None, 33.5, None, -0.08
18.4, 101.15, -1.57, 135.0, 60.0, 5.7, 2012-01-03 19:00:00, None, None, None, None, -0.12
18.4, 101.07, -2.13, 135.0, 53.0, 6.8, 2012-01-03 20:00:00, None, None, 33.5, None, -0.2
31.3, 100.99, -2.04, 135.0, 54.0, 6.6, 2012-01-03 21:00:00, None, None, 44.3, None, -0.2
18.4, 100.99, -1.92, 157.5, 53.0, 7.0, 2012-01-03 22:00:00, None, None, 35.3, None, -0.16
11.2, 101.01, -1.68, 135.0, 56.0, 6.5, 2012-01-03 23:00:00, None, None, None, None, -0.06
13.0, 101.07, -2.05, 112.5, 53.0, 6.8, 2012-01-04 00:00:00, None, None, None, None, -0.08
16.6, 101.14, -2.19, 135.0, 52.0, 7.1, 2012-01-04 01:00:00, None, None, None, None, -0.15
