station_observations
wind_direction, air_temperature, wind_gust_speed, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
292.5, 3.8, None, 0.48, 39.2, 101.14, 0.4, None, None, 78.0, 2012-01-05 16:00:00, None, None
292.5, 4.4, 55.8, None, 42.1, 101.44, -0.9, None, None, 69.0, 2012-01-05 18:00:00, None, None
315.0, 4.5, None, None, 43.2, 101.72, -1.5, None, None, 65.0, 2012-01-05 20:00:00, None, None
315.0, 4.7, None, 0.32, 25.9, 101.77, -2.6, None, None, 59.0, 2012-01-05 21:00:00, None, None
315.0, 4.6, None, None, 28.4, 101.84, -2.3, None, None, 61.0, 2012-01-05 22:00:00, None, None
315.0, 4.5, None, 0.16, 29.2, 101.88, -2.8, None, None, 59.0, 2012-01-05 23:00:00, None, None
337.5, 4.2, None, 0.14, 21.6, 101.91, -2.9, None, None, 60.0, 2012-01-06 00:00:00, None, None
337.5, 3.8, None, 0.07, 14.4, 101.91, -3.7, None, None, 58.0, 2012-01-06 01:00:00, None, None
202.5, 1.4, None, 0.03, 5.4, 101.88, -4.4, None, None, 65.0, 2012-01-06 03:00:00, None, None
180.0, 2.0, None, 0.04, 13.7, 101.87, -3.9, None, None, 65.0, 2012-01-06 04:00:00, None, None
157.5, 1.9, None, None, 14.4, 101.79, -3.9, None, None, 65.0, 2012-01-06 05:00:00, None, None
292.5, 1.9, 81.49, -0.2, 10.4, 101.68, -2.5, None, 4.8, 73.0, 2012-01-06 06:00:00, 3.0, 1.8
157.5, 2.1, None, -0.25, 10.8, 101.62, -3.2, None, None, 68.0, 2012-01-06 07:00:00, None, None
157.5, 1.4, None, -0.21, 10.8, 101.58, -2.7, None, None, 74.0, 2012-01-06 08:00:00, None, None
135.0, 1.4, None, -0.21, 13.0, 101.47, -1.8, None, None, 80.0, 2012-01-06 09:00:00, None, None
135.0, 1.1, None, -0.25, 13.7, 101.37, -1.6, None, None, 83.0, 2012-01-06 10:00:00, None, None
135.0, 1.4, None, -0.33, 18.4, 101.24, -1.0, None, None, 84.0, 2012-01-06 11:00:00, None, None
135.0, 2.0, None, 0.32, 15.5, 101.05, -0.5, None, None, 84.0, 2012-01-06 13:00:00, None, None
135.0, 2.0, 32.0, 0.31, 17.6, 100.93, 0.3, None, None, 89.0, 2012-01-06 14:00:00, None, None
135.0, 2.2, 42.1, None, 15.8, 100.8, 0.7, None, None, 90.0, 2012-01-06 15:00:00, None, None
157.5, 2.3, None, -0.3, 14.4, 100.74, 0.2, None, None, 86.0, 2012-01-06 16:00:00, None, None
157.5, 2.8, 31.7, -0.21, 14.4, 100.72, 0.1, None, None, 83.0, 2012-01-06 17:00:00, None, None
180.0, 3.3, None, -0.03, 12.6, 100.77, 0.8, None, None, 84.0, 2012-01-06 18:00:00, None, None
180.0, 3.2, None, 0.06, 12.2, 100.8, 2.2, None, None, 93.0, 2012-01-06 19:00:00, None, None
247.5, 4.8, 36.4, 0.11, 21.2, 100.83, 4.2, None, None, 96.0, 2012-01-06 20:00:00, None, None
247.5, 5.1, 50.0, 0.13, 24.8, 100.93, 4.3, None, None, 95.0, 2012-01-06 22:00:00, None, None
247.5, 4.1, 33.5, None, 19.8, 101.26, 2.6, None, None, 90.0, 2012-01-07 02:00:00, None, None
247.5, 3.9, 33.8, None, 19.1, 101.28, 2.4, None, None, 90.0, 2012-01-07 03:00:00, None, None
180.0, 3.2, None, 0.06, 9.7, 101.2, 2.1, None, None, 93.0, 2012-01-07 05:00:00, None, None
270.0, 3.0, 51.86, 0.1, 8.6, 101.18, 2.1, None, 5.4, 94.0, 2012-01-07 06:00:00, 1.4, 3.2
135.0, 3.1, None, 0.17, 13.3, 101.03, 2.4, None, None, 95.0, 2012-01-07 08:00:00, None, None
135.0, 3.1, None, 0.35, 13.0, 100.83, 2.2, None, None, 94.0, 2012-01-07 09:00:00, None, None
112.5, 3.3, None, None, 14.0, 100.71, 1.9, None, None, 91.0, 2012-01-07 10:00:00, None, None
135.0, 3.4, 41.8, -0.45, 22.3, 100.58, 2.2, None, None, 92.0, 2012-01-07 11:00:00, None, None
135.0, 3.9, 45.4, -0.52, 21.6, 100.31, 3.1, None, None, 95.0, 2012-01-07 12:00:00, None, None
135.0, 4.5, 41.0, 0.56, 19.8, 99.75, 3.8, None, None, 95.0, 2012-01-07 15:00:00, None, None
157.5, 5.0, 31.7, None, 18.4, 99.53, 4.3, None, None, 96.0, 2012-01-07 17:00:00, None, None
157.5, 5.7, 31.7, 0.21, 18.0, 99.54, 5.0, None, None, 96.0, 2012-01-07 18:00:00, None, None
225.0, 8.5, 52.9, 0.0, 25.2, 99.52, 7.8, None, None, 96.0, 2012-01-07 20:00:00, None, None
225.0, 8.2, 76.0, 0.02, 43.6, 99.55, 7.7, None, None, 97.0, 2012-01-07 21:00:00, None, None
247.5, 8.0, 69.5, None, 39.2, 99.59, 7.6, None, None, 98.0, 2012-01-07 22:00:00, None, None
247.5, 7.9, 72.7, 0.13, 38.9, 99.65, 7.5, None, None, 98.0, 2012-01-07 23:00:00, None, None
225.0, 7.8, 69.1, 0.23, 37.8, 99.78, 7.4, None, None, 98.0, 2012-01-08 00:00:00, None, None
225.0, 7.7, 50.8, 0.13, 29.9, 99.78, 7.4, None, None, 98.0, 2012-01-08 02:00:00, None, None
225.0, 7.6, 69.5, 0.04, 39.6, 99.82, 7.3, None, None, 98.0, 2012-01-08 03:00:00, None, None
225.0, 7.5, 67.3, None, 35.3, 99.86, 7.2, None, None, 98.0, 2012-01-08 04:00:00, None, None
225.0, 7.2, 56.5, 0.15, 33.5, 99.93, 6.9, None, None, 98.0, 2012-01-08 05:00:00, None, None
225.0, 7.2, 68.52, 0.17, 36.4, 99.99, 6.8, None, 8.7, 98.0, 2012-01-08 06:00:00, 2.9, 15.8
225.0, 7.1, 65.2, 0.2, 34.6, 100.06, 6.6, None, None, 97.0, 2012-01-08 07:00:00, None, None
247.5, 7.3, 63.0, 0.17, 38.2, 100.1, 6.5, None, None, 95.0, 2012-01-08 08:00:00, None, None
247.5, 6.8, 75.6, 0.14, 41.4, 100.21, 5.9, None, None, 94.0, 2012-01-08 10:00:00, None, None
247.5, 4.4, 77.8, None, 45.7, 100.31, 3.5, None, None, 94.0, 2012-01-08 12:00:00, None, None
247.5, 6.0, 57.6, 0.11, 33.8, 100.32, 5.4, None, None, 96.0, 2012-01-08 13:00:00, None, None
247.5, 5.5, 57.2, 0.1, 31.3, 100.41, 4.5, None, None, 93.0, 2012-01-08 15:00:00, None, None
247.5, 6.0, 60.1, 0.14, 31.0, 100.46, 4.2, None, None, 88.0, 2012-01-08 16:00:00, None, None
247.5, 5.6, 54.0, None, 29.2, 100.55, 3.9, None, None, 89.0, 2012-01-08 17:00:00, None, None
247.5, 6.0, 50.4, 0.23, 25.6, 100.64, 4.9, None, None, 93.0, 2012-01-08 18:00:00, None, None
247.5, 6.0, 36.7, 0.26, 20.5, 100.72, 4.8, None, None, 93.0, 2012-01-08 19:00:00, None, None
225.0, 6.0, 35.6, 0.21, 15.8, 100.76, 4.4, None, None, 90.0, 2012-01-08 20:00:00, None, None
247.5, 6.3, 40.0, 0.02, 22.3, 100.74, 4.5, None, None, 88.0, 2012-01-08 22:00:00, None, None
247.5, 5.6, 38.2, 0.02, 20.2, 100.74, 4.3, None, None, 92.0, 2012-01-08 23:00:00, None, None
247.5, 5.8, 31.7, None, 19.4, 100.72, 3.9, None, None, 88.0, 2012-01-09 00:00:00, None, None
247.5, 5.7, None, -0.05, 14.8, 100.69, 4.1, None, None, 90.0, 2012-01-09 01:00:00, None, None
247.5, 5.5, None, -0.1, 10.1, 100.64, 4.0, None, None, 91.0, 2012-01-09 02:00:00, None, None
247.5, 5.3, None, -0.14, 12.2, 100.58, 3.6, None, None, 89.0, 2012-01-09 03:00:00, None, None
247.5, 4.2, None, -0.14, 12.6, 100.55, 3.1, None, None, 93.0, 2012-01-09 04:00:00, None, None
292.5, 5.4, None, -0.15, 25.9, 100.49, 3.6, None, None, 88.0, 2012-01-09 05:00:00, None, None
247.5, None, 62.97, None, None, None, None, None, 7.4, None, 2012-01-09 06:00:00, 4.4, 4.4
292.5, 5.2, None, 0.04, 31.0, 100.51, 2.3, None, None, 82.0, 2012-01-09 07:00:00, None, None
315.0, 4.7, 39.2, 0.03, 29.5, 100.52, 2.5, None, None, 86.0, 2012-01-09 08:00:00, None, None
292.5, 5.0, None, None, 40.3, 100.54, 2.1, None, None, 82.0, 2012-01-09 09:00:00, None, None
337.5, 4.1, 58.7, 0.12, 49.0, 100.63, 2.2, None, None, 88.0, 2012-01-09 10:00:00, None, None
315.0, 4.4, 58.0, 0.27, 47.9, 100.79, 1.0, None, None, 79.0, 2012-01-09 11:00:00, None, None
315.0, 4.0, 63.0, 0.42, 52.6, 100.96, -0.1, None, None, 75.0, 2012-01-09 12:00:00, None, None
315.0, 3.4, 67.7, 0.46, 49.7, 101.09, -0.6, None, None, 75.0, 2012-01-09 13:00:00, None, None
315.0, 3.5, 60.1, 0.47, 46.4, 101.26, -2.2, None, None, 66.0, 2012-01-09 14:00:00, None, None
337.5, 1.9, 64.1, 0.55, 49.7, 101.82, -2.1, None, None, 75.0, 2012-01-09 17:00:00, None, None
337.5, 2.4, 65.2, None, 47.2, 101.99, -2.9, None, None, 68.0, 2012-01-09 18:00:00, None, None
337.5, 1.7, 65.2, 0.54, 47.2, 102.36, -1.1, None, None, 82.0, 2012-01-09 20:00:00, None, None
315.0, 2.1, 53.3, 0.38, 39.2, 102.37, -1.8, None, None, 75.0, 2012-01-09 21:00:00, None, None
315.0, 2.2, 53.6, None, 40.7, 102.49, -2.6, None, None, 71.0, 2012-01-09 22:00:00, None, None
292.5, 2.6, 58.3, 0.21, 43.2, 102.57, -0.1, None, None, 83.0, 2012-01-09 23:00:00, None, None
337.5, 2.6, 48.2, 0.21, 36.7, 102.7, -0.6, None, None, 80.0, 2012-01-10 01:00:00, None, None
315.0, 3.2, 48.2, 0.2, 37.1, 102.77, -2.9, None, None, 65.0, 2012-01-10 02:00:00, None, None
315.0, 3.0, 51.8, 0.24, 38.9, 102.94, -3.3, None, None, 63.0, 2012-01-10 04:00:00, None, None
315.0, 2.7, 50.0, 0.26, 39.6, 103.03, -1.9, None, None, 72.0, 2012-01-10 05:00:00, None, None
292.5, 3.0, 66.67, None, 34.6, 103.09, -2.7, None, 4.4, 67.0, 2012-01-10 06:00:00, 2.4, 1.8
0.0, 3.2, 41.8, 0.22, 28.4, 103.16, -1.2, None, None, 73.0, 2012-01-10 07:00:00, None, None
337.5, 3.1, None, 0.17, 20.2, 103.34, -2.5, None, None, 67.0, 2012-01-10 10:00:00, None, None
0.0, 3.1, None, None, 16.6, 103.35, -2.7, None, None, 66.0, 2012-01-10 11:00:00, None, None
0.0, 3.1, None, None, 15.1, 103.37, -3.3, None, None, 63.0, 2012-01-10 12:00:00, None, None
22.5, 2.3, None, 0.06, 7.2, 103.4, -3.3, None, None, 67.0, 2012-01-10 13:00:00, None, None
270.0, 2.0, None, 0.09, 6.1, 103.44, -2.9, None, None, 70.0, 2012-01-10 14:00:00, None, None
247.5, 1.7, None, 0.08, 5.0, 103.45, -3.0, None, None, 71.0, 2012-01-10 15:00:00, None, None
225.0, 1.4, None, 0.04, 6.5, 103.44, -3.4, None, None, 70.0, 2012-01-10 16:00:00, None, None
202.5, 2.0, None, 0.07, 10.8, 103.51, -3.4, None, None, 68.0, 2012-01-10 17:00:00, None, None
180.0, 2.1, None, 0.07, 13.0, 103.52, -3.5, None, None, 66.0, 2012-01-10 18:00:00, None, None
180.0, 3.1, None, 0.04, 8.6, 103.47, -3.7, None, None, 61.0, 2012-01-10 20:00:00, None, None
157.5, 3.5, None, 0.06, 7.9, 103.46, -4.2, None, None, 57.0, 2012-01-10 21:00:00, None, None
180.0, 3.2, None, None, 6.5, 103.48, -3.8, None, None, 60.0, 2012-01-10 22:00:00, None, None
157.5, 2.8, None, -0.08, 11.9, 103.39, -3.5, None, None, 64.0, 2012-01-10 23:00:00, None, None
157.5, 2.6, None, -0.1, 10.1, 103.36, -3.5, None, None, 64.0, 2012-01-11 00:00:00, None, None
157.5, 2.5, None, -0.17, 13.3, 103.31, -3.0, None, None, 67.0, 2012-01-11 01:00:00, None, None
157.5, 2.4, None, -0.12, 13.3, 103.27, -2.4, None, None, 71.0, 2012-01-11 02:00:00, None, None
157.5, 2.3, None, -0.11, 15.1, 103.25, -2.2, None, None, 73.0, 2012-01-11 03:00:00, None, None
135.0, 2.0, None, -0.18, 15.5, 103.12, -2.3, None, None, 73.0, 2012-01-11 04:00:00, None, None
157.5, 2.4, None, 0.2, 14.0, 103.04, -1.9, None, 3.6, 74.0, 2012-01-11 06:00:00, 1.4, 0.0
135.0, 2.5, None, 0.1, 16.6, 103.02, -1.5, None, None, 75.0, 2012-01-11 07:00:00, None, None
135.0, 2.4, None, None, 13.0, 102.96, -1.3, None, None, 77.0, 2012-01-11 08:00:00, None, None
157.5, 2.7, None, -0.11, 9.0, 102.93, -0.7, None, None, 79.0, 2012-01-11 09:00:00, None, None
157.5, 2.8, None, -0.15, 13.0, 102.87, -0.3, None, None, 80.0, 2012-01-11 10:00:00, None, None
157.5, 3.0, None, 0.21, 13.3, 102.72, 0.6, None, None, 85.0, 2012-01-11 12:00:00, None, None
180.0, 3.1, None, 0.16, 7.6, 102.71, 1.9, None, None, 92.0, 2012-01-11 13:00:00, None, None
157.5, 2.4, None, 0.13, 11.5, 102.59, 1.8, None, None, 96.0, 2012-01-11 15:00:00, None, None
157.5, 2.8, None, 0.22, 10.8, 102.49, 2.2, None, None, 96.0, 2012-01-11 16:00:00, None, None
180.0, 3.4, None, None, 10.8, 102.48, 2.8, None, None, 96.0, 2012-01-11 17:00:00, None, None
225.0, 4.8, None, -0.09, 10.4, 102.5, 4.1, None, None, 96.0, 2012-01-11 18:00:00, None, None
225.0, 5.5, 49.0, 0.01, 22.7, 102.5, 4.9, None, None, 96.0, 2012-01-11 19:00:00, None, None
225.0, 5.8, 46.8, 0.0, 23.4, 102.48, 5.1, None, None, 96.0, 2012-01-11 20:00:00, None, None
225.0, 6.7, 32.4, 0.17, 13.7, 102.31, 5.0, None, None, 89.0, 2012-01-11 23:00:00, None, None
180.0, 5.9, None, None, 8.6, 102.18, 4.4, None, None, 90.0, 2012-01-12 01:00:00, None, None
180.0, 5.6, None, 0.22, 8.6, 102.09, 4.3, None, None, 92.0, 2012-01-12 02:00:00, None, None
202.5, 6.5, 35.3, 0.21, 13.0, 101.97, 4.1, None, None, 85.0, 2012-01-12 04:00:00, None, None
202.5, 6.6, 35.6, 0.18, 17.3, 101.91, 3.8, None, None, 82.0, 2012-01-12 05:00:00, None, None
225.0, 6.2, 46.3, None, 11.5, 101.83, 3.6, None, 7.1, 84.0, 2012-01-12 06:00:00, 2.4, 6.0
202.5, 6.2, None, -0.16, 9.7, 101.8, 3.4, None, None, 82.0, 2012-01-12 07:00:00, None, None
157.5, 5.4, None, -0.19, 11.9, 101.71, 3.6, None, None, 88.0, 2012-01-12 08:00:00, None, None
157.5, 4.3, 34.2, 0.32, 15.5, 101.48, 3.5, None, None, 95.0, 2012-01-12 10:00:00, None, None
157.5, 4.1, 30.6, 0.37, 16.6, 101.34, 3.4, None, None, 96.0, 2012-01-12 11:00:00, None, None
157.5, 3.7, 31.7, None, 15.5, 101.2, 3.1, None, None, 96.0, 2012-01-12 12:00:00, None, None
157.5, 3.4, 35.3, -0.49, 18.7, 100.99, 2.8, None, None, 96.0, 2012-01-12 13:00:00, None, None
157.5, 3.5, None, -0.45, 11.9, 100.89, 2.9, None, None, 96.0, 2012-01-12 14:00:00, None, None
202.5, 5.8, 51.5, -0.37, 22.0, 100.83, 5.0, None, None, 95.0, 2012-01-12 15:00:00, None, None
270.0, 6.0, 78.8, -0.05, 51.5, 100.94, 5.3, None, None, 96.0, 2012-01-12 16:00:00, None, None
270.0, 4.7, 47.2, 0.29, 33.8, 101.18, 4.2, None, None, 97.0, 2012-01-12 17:00:00, None, None
270.0, 4.4, 64.1, 0.38, 46.8, 101.32, 3.9, None, None, 97.0, 2012-01-12 19:00:00, None, None
247.5, 4.5, 54.0, 0.18, 34.2, 101.36, 3.2, None, None, 91.0, 2012-01-12 20:00:00, None, None
247.5, 4.5, 51.5, None, 28.1, 101.37, 3.5, None, None, 93.0, 2012-01-12 21:00:00, None, None
270.0, 4.9, 69.8, 0.08, 44.6, 101.4, 3.8, None, None, 93.0, 2012-01-12 22:00:00, None, None
270.0, 5.0, 75.6, 0.16, 62.3, 101.52, 3.5, None, None, 91.0, 2012-01-12 23:00:00, None, None
270.0, 4.1, 86.0, 0.24, 64.4, 101.62, 2.9, None, None, 92.0, 2012-01-13 00:00:00, None, None
270.0, 3.8, 60.8, 0.34, 48.6, 101.75, 2.6, None, None, 92.0, 2012-01-13 01:00:00, None, None
292.5, 4.0, 66.6, 0.25, 54.4, 101.78, -0.7, None, None, 71.0, 2012-01-13 02:00:00, None, None
292.5, 3.9, None, 0.18, 42.8, 101.8, 0.0, None, None, 76.0, 2012-01-13 03:00:00, None, None
