station_observations
wind_speed, dew_point, wind_direction, relative_humidity, air_temperature, time, total_cloud_cover
9.4, None, 270.0, None, -5.5, 2012-04-08 14:00:00, 0.0
3.6, None, 270.0, None, -4.5, 2012-04-08 15:00:00, 0.0
0.0, -3.0, 0.0, None, 6.0, 2012-04-08 18:00:00, 0.0
9.4, 5.2, 0.0, None, 11.6, 2012-04-08 22:00:00, 0.0
9.4, -6.8, 225.0, None, -3.5, 2012-04-09 14:00:00, 0.0
9.4, -6.3, 135.0, None, -1.3, 2012-04-09 15:00:00, 0.0
0.0, -1.0, 0.0, None, 8.5, 2012-04-09 18:00:00, 0.0
9.4, 1.5, 270.0, None, 13.7, 2012-04-09 22:00:00, 0.0
0.0, -6.9, 0.0, None, -3.6, 2012-04-10 14:00:00, 10.0
0.0, -5.2, 0.0, None, -2.0, 2012-04-10 15:00:00, 10.0
3.6, 1.7, 180.0, None, 6.3, 2012-04-10 18:00:00, 1.0
9.4, 9.3, 270.0, None, 11.0, 2012-04-10 22:00:00, 0.0
3.6, -1.3, 0.0, None, -0.2, 2012-04-11 14:00:00, 4.0
0.0, -4.3, 0.0, None, -0.1, 2012-04-11 15:00:00, 4.0
3.6, -6.9, 0.0, None, 1.4, 2012-04-11 18:00:00, 6.0
3.6, 1.0, 90.0, None, 7.0, 2012-04-11 22:00:00, 4.0
0.0, -3.6, 0.0, None, -1.2, 2012-04-12 14:00:00, 6.0
0.0, -3.3, 0.0, None, -0.3, 2012-04-12 15:00:00, 4.0
0.0, -3.7, 0.0, None, 0.6, 2012-04-12 18:00:00, 6.0
9.4, -3.0, 270.0, None, 4.6, 2012-04-12 22:00:00, 4.0
3.6, -3.0, 270.0, None, -1.9, 2012-04-13 14:00:00, 6.0
9.4, -3.7, 270.0, None, -2.3, 2012-04-13 15:00:00, 6.0
9.4, -4.6, 270.0, None, -2.3, 2012-04-13 18:00:00, 6.0
9.4, -3.7, 270.0, None, -1.3, 2012-04-13 22:00:00, 6.0
0.0, -8.8, 0.0, None, -5.4, 2012-04-14 14:00:00, 6.0
0.0, -7.8, 0.0, None, -4.3, 2012-04-14 15:00:00, 6.0
3.6, -5.5, 270.0, None, -3.8, 2012-04-14 18:00:00, 4.0
3.6, -4.9, 135.0, None, -1.5, 2012-04-14 22:00:00, 4.0
0.0, -9.6, 0.0, None, -6.6, 2012-04-15 14:00:00, 4.0
3.6, -7.3, 270.0, None, -5.0, 2012-04-15 15:00:00, 4.0
0.0, -4.1, 0.0, None, 0.5, 2012-04-15 18:00:00, 4.0
3.6, -0.6, 90.0, None, 4.1, 2012-04-15 22:00:00, 4.0
0.0, -3.4, 0.0, None, -0.6, 2012-04-16 14:00:00, 6.0
0.0, -2.4, 0.0, None, -0.5, 2012-04-16 15:00:00, 6.0
0.0, -3.3, 0.0, None, 0.0, 2012-04-16 18:00:00, 6.0
3.6, -2.2, 90.0, None, 2.5, 2012-04-16 22:00:00, 6.0
3.6, -10.6, 270.0, None, -7.1, 2012-04-17 14:00:00, 0.0
9.4, -9.1, 270.0, None, -5.6, 2012-04-17 15:00:00, 0.0
3.6, 0.3, 135.0, None, 3.5, 2012-04-17 18:00:00, 0.0
3.6, -1.3, 135.0, None, 8.5, 2012-04-17 22:00:00, 1.0
3.6, -6.5, 270.0, None, -4.9, 2012-04-18 14:00:00, 10.0
0.0, -5.1, 0.0, None, -2.4, 2012-04-18 15:00:00, 9.0
0.0, -0.6, 0.0, None, 7.7, 2012-04-18 18:00:00, 10.0
9.4, -0.7, 180.0, None, 10.0, 2012-04-18 22:00:00, 2.0
0.0, -7.5, 0.0, None, -3.0, 2012-04-19 14:00:00, 1.0
0.0, -6.7, 0.0, None, -2.4, 2012-04-19 15:00:00, 9.0
0.0, -0.2, 0.0, None, 9.1, 2012-04-19 18:00:00, 9.0
0.0, 0.9, 0.0, None, 10.3, 2012-04-19 22:00:00, 4.0
0.0, -1.3, 0.0, None, 0.2, 2012-04-20 13:00:00, 4.0
0.0, -1.2, 0.0, None, 1.1, 2012-04-20 15:00:00, 6.0
3.6, -0.9, 270.0, None, 5.5, 2012-04-20 18:00:00, 6.0
3.6, 1.7, 135.0, None, 8.6, 2012-04-20 22:00:00, 6.0
3.6, -7.2, 270.0, None, -4.4, 2012-04-21 14:00:00, 1.0
0.0, -7.2, 0.0, None, -3.8, 2012-04-21 15:00:00, 10.0
16.6, 4.0, 270.0, None, 7.4, 2012-04-21 18:00:00, 2.0
16.6, 0.1, 270.0, None, 9.6, 2012-04-21 22:00:00, 4.0
9.4, -6.4, 270.0, None, -3.7, 2012-04-22 14:00:00, 0.0
9.4, -4.8, 270.0, None, 0.5, 2012-04-22 15:00:00, 0.0
3.6, -4.0, 270.0, None, 8.5, 2012-04-22 18:00:00, 9.0
0.0, -2.7, 0.0, None, 10.6, 2012-04-22 22:00:00, 2.0
3.6, -8.9, 180.0, None, -1.6, 2012-04-23 14:00:00, 4.0
0.0, -5.4, 0.0, None, -0.4, 2012-04-23 15:00:00, 6.0
3.6, -1.7, 90.0, None, 8.0, 2012-04-23 18:00:00, 4.0
3.6, 1.8, 90.0, None, 7.4, 2012-04-23 22:00:00, 6.0
0.0, -0.5, 0.0, None, 0.2, 2012-04-24 14:00:00, 6.0
0.0, 0.6, 0.0, None, 2.1, 2012-04-24 15:00:00, 6.0
0.0, -0.8, 0.0, None, 0.5, 2012-04-24 18:00:00, 6.0
9.4, -1.1, 270.0, None, 1.0, 2012-04-24 22:00:00, 6.0
9.4, -2.3, 0.0, None, -1.3, 2012-04-25 14:00:00, 6.0
3.6, -2.2, 0.0, None, 0.8, 2012-04-25 15:00:00, 6.0
3.6, -4.6, 90.0, None, -0.3, 2012-04-25 18:00:00, 6.0
0.0, -0.9, 0.0, None, 0.3, 2012-04-25 22:00:00, 6.0
3.6, -4.9, 270.0, None, -1.0, 2012-04-26 14:00:00, 6.0
0.0, -6.2, 0.0, None, 1.4, 2012-04-26 15:00:00, 6.0
3.6, -6.3, 270.0, None, 0.4, 2012-04-26 18:00:00, 6.0
9.4, 0.0, 135.0, None, 2.0, 2012-04-26 22:00:00, 6.0
3.6, -2.9, 45.0, None, -0.2, 2012-04-27 14:00:00, 6.0
0.0, -3.3, 0.0, None, 1.1, 2012-04-27 15:00:00, 6.0
0.0, 1.9, 0.0, None, 4.9, 2012-04-27 18:00:00, 6.0
9.4, 4.2, 90.0, None, 7.0, 2012-04-27 22:00:00, 4.0
3.6, -4.3, 270.0, None, -2.3, 2012-04-28 14:00:00, 10.0
0.0, -2.6, 0.0, None, -1.1, 2012-04-28 15:00:00, 10.0
16.6, -7.7, 180.0, None, 7.8, 2012-04-28 18:00:00, 0.0
9.4, -5.2, 270.0, None, 11.1, 2012-04-28 22:00:00, 0.0
9.4, -5.0, 270.0, None, 0.6, 2012-04-29 14:00:00, 4.0
9.4, -5.5, 270.0, None, 3.3, 2012-04-29 15:00:00, 4.0
3.6, -1.4, 270.0, None, 10.6, 2012-04-29 18:00:00, 10.0
3.6, -2.0, 270.0, None, 12.9, 2012-04-29 22:00:00, 4.0
0.0, -2.0, 0.0, None, 0.1, 2012-04-30 14:00:00, 6.0
3.6, -0.6, 270.0, None, 1.4, 2012-04-30 15:00:00, 6.0
9.4, -2.1, 45.0, None, 12.0, 2012-04-30 22:00:00, 6.0
0.0, -1.7, 0.0, None, 2.2, 2012-05-01 14:00:00, 4.0
0.0, 0.0, 0.0, None, 3.2, 2012-05-01 15:00:00, 9.0
3.6, -6.3, 90.0, None, 9.9, 2012-05-01 18:00:00, 10.0
3.6, 2.9, 90.0, None, 9.8, 2012-05-01 22:00:00, 6.0
0.0, 0.5, 0.0, None, 1.0, 2012-05-02 14:00:00, 4.0
0.0, 0.4, 0.0, None, 2.4, 2012-05-02 15:00:00, 4.0
0.0, 1.7, 0.0, None, 1.9, 2012-05-02 18:00:00, 4.0
16.6, -2.5, 270.0, None, 0.8, 2012-05-03 14:00:00, 2.0
3.6, -1.5, 270.0, None, 1.6, 2012-05-03 15:00:00, 2.0
3.6, 0.4, 270.0, None, 9.3, 2012-05-03 18:00:00, 4.0
3.6, 0.0, 0.0, None, 10.5, 2012-05-03 22:00:00, 2.0
0.0, 1.9, 0.0, None, 2.8, 2012-05-04 14:00:00, 6.0
0.0, 1.7, 0.0, None, 4.9, 2012-05-04 15:00:00, 6.0
0.0, 4.1, 0.0, None, 6.9, 2012-05-04 18:00:00, 4.0
0.0, 4.0, 0.0, None, 6.6, 2012-05-04 22:00:00, 4.0
0.0, -3.7, 0.0, None, -2.5, 2012-05-05 14:00:00, 10.0
9.4, -4.4, 270.0, None, 1.2, 2012-05-05 15:00:00, 9.0
16.6, -6.0, 180.0, None, 8.0, 2012-05-05 18:00:00, 10.0
16.6, -6.5, 180.0, None, 10.2, 2012-05-05 22:00:00, 10.0
9.4, -5.1, 135.0, None, -0.9, 2012-05-06 14:00:00, 2.0
0.0, -4.2, 0.0, None, 1.6, 2012-05-06 15:00:00, 10.0
0.0, 0.9, 0.0, None, 14.3, 2012-05-06 22:00:00, 4.0
0.0, -2.4, 0.0, None, 0.7, 2012-05-07 14:00:00, 1.0
3.6, -3.3, 270.0, None, 0.2, 2012-05-07 15:00:00, 2.0
0.0, 1.7, 0.0, None, 4.7, 2012-05-07 18:00:00, 6.0
0.0, 1.4, 0.0, None, 15.9, 2012-05-07 22:00:00, 4.0
9.4, None, 270.0, None, 4.6, 2012-05-08 14:00:00, 2.0
0.0, None, 0.0, None, 9.8, 2012-05-08 18:00:00, 4.0
16.6, None, 270.0, None, 10.7, 2012-05-08 22:00:00, 2.0
3.6, None, 270.0, None, 3.5, 2012-05-09 14:00:00, 10.0
3.6, None, 270.0, None, 1.2, 2012-05-09 15:00:00, 10.0
9.4, None, 270.0, None, 5.3, 2012-05-09 18:00:00, 1.0
16.6, None, 270.0, None, 8.4, 2012-05-09 22:00:00, 2.0
25.9, -0.7, 270.0, None, 4.7, 2012-05-10 14:00:00, 4.0
35.3, None, 180.0, None, 4.0, 2012-05-10 15:00:00, 2.0
25.9, None, 180.0, None, 6.4, 2012-05-10 18:00:00, 2.0
25.9, None, 270.0, None, 10.1, 2012-05-10 22:00:00, 2.0
3.6, -5.1, 270.0, None, 6.9, 2012-05-11 14:00:00, 4.0
3.6, None, 270.0, None, 7.0, 2012-05-11 15:00:00, 4.0
3.6, -4.4, 180.0, None, 13.0, 2012-05-11 22:00:00, 10.0
9.4, None, 270.0, None, 1.8, 2012-05-12 14:00:00, 1.0
3.6, None, 270.0, None, 5.3, 2012-05-12 15:00:00, 10.0
9.4, None, 270.0, None, 12.5, 2012-05-12 18:00:00, 4.0
16.6, None, 180.0, None, 16.3, 2012-05-12 22:00:00, 4.0
3.6, None, 247.5, None, 5.2, 2012-05-13 14:00:00, 10.0
0.0, None, 0.0, None, 7.2, 2012-05-13 15:00:00, 10.0
3.6, 3.2, 0.0, None, 11.4, 2012-05-13 22:00:00, 4.0
0.0, -6.0, 0.0, None, -2.1, 2012-05-14 14:00:00, 0.0
3.6, -6.5, 270.0, None, 1.9, 2012-05-14 15:00:00, 4.0
0.0, -3.6, 0.0, None, 8.1, 2012-05-14 18:00:00, 0.0
9.4, -1.3, 180.0, None, 14.5, 2012-05-14 22:00:00, 0.0
9.4, -5.0, 180.0, None, 3.1, 2012-05-15 14:00:00, 10.0
3.6, -3.9, 270.0, None, 5.1, 2012-05-15 15:00:00, 0.0
3.6, None, 45.0, None, 12.4, 2012-05-15 18:00:00, 10.0
3.6, -2.5, 270.0, None, 12.4, 2012-05-15 22:00:00, 4.0
9.4, -4.2, 270.0, None, 1.8, 2012-05-16 14:00:00, 4.0
9.4, -6.2, 270.0, None, 3.3, 2012-05-16 15:00:00, 4.0
9.4, -7.2, 270.0, None, 4.7, 2012-05-16 18:00:00, 10.0
9.4, None, 270.0, None, 0.9, 2012-05-16 22:00:00, 6.0
9.4, -2.4, 270.0, None, 1.2, 2012-05-17 14:00:00, 6.0
3.6, -19.9, 270.0, None, 1.6, 2012-05-17 15:00:00, 6.0
3.6, -5.3, 270.0, None, -1.3, 2012-05-17 18:00:00, 6.0
3.6, -8.0, 270.0, None, -2.8, 2012-05-17 22:00:00, 6.0
3.6, -5.5, 270.0, None, -2.0, 2012-05-18 14:00:00, 6.0
0.0, -2.8, 0.0, None, -0.6, 2012-05-18 15:00:00, 6.0
9.4, -1.4, 225.0, None, 0.4, 2012-05-18 18:00:00, 4.0
0.0, -1.6, 0.0, None, 3.5, 2012-05-18 22:00:00, 3.0
0.0, -3.7, 0.0, None, -1.3, 2012-05-19 14:00:00, 4.0
0.0, -2.8, 0.0, None, -0.3, 2012-05-19 15:00:00, 4.0
0.0, -0.9, 0.0, None, 5.5, 2012-05-19 18:00:00, 10.0
0.0, 1.2, 0.0, None, 9.5, 2012-05-19 22:00:00, 2.0
16.6, -2.5, 270.0, None, 1.8, 2012-05-20 14:00:00, 2.0
9.4, -3.1, 270.0, None, 5.0, 2012-05-20 15:00:00, 2.0
3.6, -1.3, 90.0, None, 9.4, 2012-05-20 18:00:00, 4.0
3.6, -0.5, 270.0, None, 13.0, 2012-05-20 22:00:00, 1.0
0.0, 1.2, 0.0, None, 4.3, 2012-05-21 14:00:00, 4.0
0.0, 3.9, 0.0, None, 5.0, 2012-05-21 15:00:00, 4.0
0.0, 1.2, 0.0, None, 11.3, 2012-05-21 18:00:00, 4.0
9.4, 4.0, 135.0, None, 15.6, 2012-05-21 22:00:00, 4.0
0.0, -4.2, 0.0, None, 4.9, 2012-05-22 14:00:00, 6.0
0.0, 5.4, 0.0, None, 6.0, 2012-05-22 15:00:00, 6.0
0.0, 5.2, 0.0, None, 5.8, 2012-05-23 14:00:00, 6.0
0.0, 5.4, 0.0, None, 5.8, 2012-05-23 15:00:00, 6.0
3.6, 6.7, 270.0, None, 8.3, 2012-05-23 18:00:00, 6.0
0.0, 7.8, 0.0, None, 9.5, 2012-05-23 22:00:00, 6.0
0.0, 6.7, 0.0, None, 7.5, 2012-05-24 14:00:00, 2.0
0.0, 7.9, 0.0, None, 8.5, 2012-05-24 15:00:00, 2.0
0.0, 6.1, 0.0, None, 12.0, 2012-05-24 19:00:00, 4.0
3.6, 5.5, 270.0, None, 14.9, 2012-05-24 22:00:00, 4.0
9.4, 2.9, 270.0, None, 6.0, 2012-05-25 14:00:00, 10.0
9.4, 1.5, 270.0, None, 9.3, 2012-05-25 15:00:00, 0.0
16.6, -0.2, 270.0, None, 20.2, 2012-05-25 22:00:00, 4.0
0.0, 2.3, 0.0, None, 9.7, 2012-05-26 14:00:00, 10.0
0.0, 2.5, 0.0, None, 13.0, 2012-05-26 15:00:00, 2.0
3.6, -1.5, 270.0, None, 18.6, 2012-05-26 18:00:00, 10.0
3.6, -1.3, 270.0, None, 21.8, 2012-05-26 22:00:00, 10.0
3.6, 1.4, 270.0, None, 8.8, 2012-05-27 14:00:00, 2.0
3.6, 2.8, 270.0, None, 11.5, 2012-05-27 15:00:00, 10.0
3.6, 6.7, 270.0, None, 15.6, 2012-05-27 18:00:00, 2.0
3.6, 2.3, 270.0, None, 23.1, 2012-05-27 22:00:00, 10.0
16.6, -1.0, 270.0, None, 8.1, 2012-05-28 14:00:00, 0.0
16.6, 1.3, 270.0, None, 10.8, 2012-05-28 15:00:00, 10.0
0.0, 6.4, 0.0, None, 18.4, 2012-05-28 18:00:00, 10.0
3.6, 5.1, 135.0, None, 21.8, 2012-05-28 22:00:00, 4.0
3.6, 4.8, 270.0, None, 6.3, 2012-05-29 14:00:00, 6.0
0.0, 5.7, 0.0, None, 6.9, 2012-05-29 15:00:00, 6.0
0.0, None, 0.0, None, 15.7, 2012-05-29 18:00:00, 6.0
3.6, 8.0, 270.0, None, 17.7, 2012-05-29 22:00:00, 4.0
0.0, 3.3, 0.0, None, 5.3, 2012-05-30 14:00:00, 4.0
0.0, 4.0, 0.0, None, 7.0, 2012-05-30 15:00:00, 4.0
0.0, 8.2, 0.0, None, 12.3, 2012-05-30 17:00:00, 2.0
0.0, 1.1, 0.0, None, 4.9, 2012-05-31 14:00:00, 4.0
16.6, -3.0, 270.0, None, 11.3, 2012-05-31 15:00:00, 10.0
9.4, -2.5, 270.0, None, 15.2, 2012-05-31 18:00:00, 10.0
16.6, -2.0, 270.0, None, 18.0, 2012-05-31 22:00:00, 4.0
16.6, -1.7, 270.0, None, 3.7, 2012-06-01 14:00:00, 10.0
3.6, 3.3, 270.0, None, 5.9, 2012-06-01 15:00:00, 10.0
3.6, 1.7, 135.0, None, 13.8, 2012-06-01 18:00:00, 10.0
9.4, 3.3, 270.0, None, 18.8, 2012-06-01 21:00:00, 4.0
0.0, 5.5, 0.0, None, 9.2, 2012-06-02 14:00:00, 6.0
0.0, 5.9, 0.0, None, 7.3, 2012-06-02 15:00:00, 6.0
3.6, 6.1, 135.0, None, 7.5, 2012-06-02 18:00:00, 4.0
0.0, 2.9, 0.0, None, 7.5, 2012-06-02 22:00:00, 6.0
0.0, 4.9, 0.0, None, 5.5, 2012-06-03 14:00:00, 6.0
0.0, 5.5, 0.0, None, 6.1, 2012-06-03 15:00:00, 6.0
0.0, 6.1, 0.0, None, 6.7, 2012-06-03 18:00:00, 6.0
0.0, 4.2, 0.0, None, 5.3, 2012-06-03 22:00:00, 6.0
3.6, 4.5, 270.0, None, 5.6, 2012-06-04 14:00:00, 6.0
0.0, 5.3, 0.0, None, 6.1, 2012-06-04 15:00:00, 6.0
0.0, 5.3, 0.0, None, 6.8, 2012-06-04 18:00:00, 6.0
9.4, 6.7, 270.0, None, 9.5, 2012-06-04 22:00:00, 4.0
0.0, 6.4, 0.0, None, 7.0, 2012-06-05 13:00:00, 6.0
0.0, 6.4, 0.0, None, 7.2, 2012-06-05 15:00:00, 6.0
3.6, 7.5, 135.0, None, 9.3, 2012-06-05 18:00:00, 6.0
0.0, 8.9, 0.0, None, 10.4, 2012-06-05 22:00:00, 6.0
0.0, 6.3, 0.0, None, 8.9, 2012-06-06 14:00:00, 6.0
0.0, 5.5, 0.0, None, 8.4, 2012-06-06 15:00:00, 6.0
0.0, 9.5, 0.0, None, 10.1, 2012-06-06 18:00:00, 6.0
0.0, 10.0, 0.0, None, 10.9, 2012-06-06 22:00:00, 6.0
0.0, 9.8, 0.0, None, 10.0, 2012-06-07 14:00:00, 6.0
0.0, 9.8, 0.0, None, 10.2, 2012-06-07 15:00:00, 6.0
0.0, 12.0, 0.0, None, 12.5, 2012-06-07 18:00:00, 6.0
3.6, 13.6, 90.0, None, 17.1, 2012-06-07 22:00:00, 6.0
0.0, 3.7, 0.0, None, 4.8, 2012-06-08 13:00:00, 0.0
9.4, 6.7, 180.0, None, 11.2, 2012-06-09 15:00:00, 3.0
9.4, 5.5, 270.0, None, 17.0, 2012-06-09 18:00:00, 4.0
16.6, 7.7, 270.0, None, 17.6, 2012-06-09 22:00:00, 6.0
0.0, 9.5, 0.0, None, 10.1, 2012-06-11 15:00:00, 6.0
0.0, 10.1, 0.0, None, 11.4, 2012-06-11 18:00:00, 6.0
3.6, 10.4, 270.0, None, 12.0, 2012-06-11 22:00:00, 6.0
3.6, 6.0, 270.0, None, 6.6, 2012-06-12 14:00:00, 2.0
0.0, 7.6, 0.0, None, 8.0, 2012-06-12 15:00:00, 3.0
9.4, 8.3, 270.0, None, 11.5, 2012-06-12 18:00:00, 4.0
9.4, 7.9, 135.0, None, 11.5, 2012-06-12 22:00:00, 4.0
0.0, 3.7, 0.0, None, 4.8, 2012-06-13 14:00:00, 6.0
0.0, 4.1, 0.0, None, 5.0, 2012-06-13 15:00:00, 6.0
9.4, 4.8, 135.0, None, 7.1, 2012-06-13 18:00:00, 4.0
0.0, 3.4, 0.0, None, 11.0, 2012-06-13 22:00:00, 4.0
9.4, 2.8, 270.0, None, 5.5, 2012-06-14 14:00:00, 4.0
0.0, 2.2, 0.0, None, 7.1, 2012-06-14 15:00:00, 4.0
9.4, 3.1, 315.0, None, 10.5, 2012-06-14 18:00:00, 4.0
9.4, 1.3, 270.0, None, 12.6, 2012-06-14 22:00:00, 4.0
0.0, 5.1, 0.0, None, 5.7, 2012-06-15 14:00:00, 6.0
0.0, 5.5, 0.0, None, 6.1, 2012-06-15 15:00:00, 6.0
16.6, 5.9, 90.0, None, 10.7, 2012-06-15 18:00:00, 10.0
3.6, 6.8, 270.0, None, 11.5, 2012-06-15 22:00:00, 4.0
0.0, 6.0, 0.0, None, 6.8, 2012-06-16 14:00:00, 6.0
0.0, None, 0.0, None, 8.4, 2012-06-16 15:00:00, 4.0
3.6, 7.1, 270.0, None, 13.9, 2012-06-16 18:00:00, 4.0
9.4, 9.3, 135.0, None, 12.6, 2012-06-16 22:00:00, 6.0
0.0, 5.3, 0.0, None, 9.0, 2012-06-17 14:00:00, 10.0
0.0, 6.0, 0.0, None, 9.8, 2012-06-17 15:00:00, 2.0
0.0, 6.7, 0.0, None, 16.3, 2012-06-17 22:00:00, 4.0
0.0, 8.6, 0.0, None, 9.7, 2012-06-18 14:00:00, 6.0
0.0, 9.0, 0.0, None, 10.1, 2012-06-18 15:00:00, 6.0
0.0, 9.4, 0.0, None, 11.6, 2012-06-18 18:00:00, 6.0
0.0, 11.2, 0.0, None, 12.6, 2012-06-18 22:00:00, 6.0
0.0, 8.4, 0.0, None, 9.9, 2012-06-19 14:00:00, 10.0
0.0, 10.7, 0.0, None, 11.6, 2012-06-19 15:00:00, 1.0
0.0, 11.6, 0.0, None, 12.3, 2012-06-19 18:00:00, 4.0
0.0, 8.2, 0.0, None, 19.5, 2012-06-19 22:00:00, 10.0
3.6, 5.2, 135.0, None, 8.7, 2012-06-20 13:00:00, 2.0
0.0, 6.3, 0.0, None, 11.0, 2012-06-20 14:00:00, 10.0
0.0, 14.8, 0.0, None, 15.8, 2012-06-20 18:00:00, 10.0
3.6, 9.0, 270.0, None, 20.8, 2012-06-20 22:00:00, 2.0
0.0, 6.4, 0.0, None, 9.0, 2012-06-21 14:00:00, 0.0
0.0, 8.4, 0.0, None, 11.8, 2012-06-21 15:00:00, 0.0
3.6, 11.2, 135.0, None, 19.2, 2012-06-21 18:00:00, 10.0
16.6, 8.4, 135.0, None, 21.2, 2012-06-21 22:00:00, 10.0
0.0, 7.2, 0.0, None, 9.7, 2012-06-22 14:00:00, 10.0
3.6, 8.4, 180.0, None, 11.8, 2012-06-22 15:00:00, 4.0
0.0, 10.5, 0.0, None, 19.0, 2012-06-22 18:00:00, 10.0
16.6, 10.9, 0.0, None, 21.9, 2012-06-22 22:00:00, 4.0
0.0, 7.5, 0.0, None, 9.6, 2012-06-23 14:00:00, 0.0
0.0, 8.8, 0.0, None, 12.0, 2012-06-23 15:00:00, 0.0
0.0, 9.7, 0.0, None, 20.5, 2012-06-23 18:00:00, 2.0
16.6, 5.4, 45.0, None, 22.2, 2012-06-23 22:00:00, 2.0
0.0, 7.3, 0.0, None, 9.8, 2012-06-24 14:00:00, 2.0
0.0, 7.6, 0.0, None, 11.6, 2012-06-24 15:00:00, 4.0
0.0, 9.9, 0.0, None, 15.1, 2012-06-24 18:00:00, 6.0
0.0, 9.9, 0.0, None, 20.8, 2012-06-24 22:00:00, 10.0
16.6, 7.3, 270.0, None, 9.4, 2012-06-25 14:00:00, 0.0
9.4, 8.7, 270.0, None, 12.2, 2012-06-25 15:00:00, 2.0
3.6, 12.3, 270.0, None, 16.7, 2012-06-25 18:00:00, 0.0
16.6, 7.2, 45.0, None, 23.5, 2012-06-25 22:00:00, 4.0
3.6, 9.0, 45.0, None, 11.2, 2012-06-26 14:00:00, 10.0
3.6, 8.4, 45.0, None, 14.3, 2012-06-26 15:00:00, 10.0
16.6, 5.6, 315.0, None, 18.2, 2012-06-26 18:00:00, 10.0
16.6, 9.9, 270.0, None, 21.5, 2012-06-26 22:00:00, 1.0
16.6, 3.4, 270.0, None, 19.7, 2012-06-27 22:00:00, 4.0
0.0, 1.9, 0.0, None, 5.8, 2012-06-28 14:00:00, 0.0
0.0, 6.2, 0.0, None, 9.8, 2012-06-28 15:00:00, 0.0
0.0, 12.2, 0.0, None, 17.4, 2012-06-28 18:00:00, 0.0
9.4, 5.1, 45.0, None, 20.8, 2012-06-28 22:00:00, 4.0
0.0, 7.2, 0.0, None, 12.4, 2012-06-29 14:00:00, 10.0
0.0, 5.9, 0.0, None, 14.1, 2012-06-29 15:00:00, 10.0
0.0, 11.8, 0.0, None, 14.2, 2012-06-29 17:00:00, 6.0
3.6, 9.9, 45.0, None, 18.0, 2012-06-29 22:00:00, 2.0
0.0, 5.1, 0.0, None, 9.6, 2012-06-30 14:00:00, 2.0
0.0, 3.1, 0.0, None, 12.7, 2012-06-30 15:00:00, 4.0
9.4, 7.3, 270.0, None, 14.5, 2012-06-30 22:00:00, 2.0
0.0, 2.1, 0.0, None, 2.8, 2012-07-01 14:00:00, 0.0
16.6, 7.6, 45.0, None, 12.5, 2012-07-01 18:00:00, 10.0
0.0, 4.5, 0.0, None, 15.4, 2012-07-01 22:00:00, 4.0
9.4, -0.5, 270.0, None, 2.5, 2012-07-02 14:00:00, 10.0
3.6, 1.7, 270.0, None, 7.3, 2012-07-02 15:00:00, 4.0
16.6, 4.0, 45.0, None, 14.5, 2012-07-02 18:00:00, 2.0
0.0, 5.0, 0.0, None, 17.2, 2012-07-02 21:00:00, 4.0
9.4, 5.8, 270.0, None, 9.8, 2012-07-03 14:00:00, 10.0
3.6, 7.1, 270.0, None, 11.0, 2012-07-03 15:00:00, 10.0
0.0, 8.1, 0.0, None, 10.0, 2012-07-04 14:00:00, 4.0
0.0, 9.2, 0.0, None, 11.2, 2012-07-04 15:00:00, 10.0
0.0, 7.1, 0.0, None, 15.9, 2012-07-04 18:00:00, 4.0
0.0, 8.4, 0.0, None, 19.2, 2012-07-04 22:00:00, 4.0
0.0, 4.9, 0.0, None, 8.6, 2012-07-05 14:00:00, 2.0
3.6, 5.4, 45.0, None, 9.7, 2012-07-05 15:00:00, 10.0
3.6, 9.5, 270.0, None, 21.3, 2012-07-05 22:00:00, 10.0
3.6, 7.1, 270.0, None, 12.7, 2012-07-06 14:00:00, 10.0
9.4, 8.0, 270.0, None, 14.7, 2012-07-06 15:00:00, 2.0
0.0, 5.8, 0.0, None, 19.9, 2012-07-06 18:00:00, 10.0
3.6, 8.6, 45.0, None, 21.5, 2012-07-06 22:00:00, 10.0
0.0, 6.7, 0.0, None, 10.6, 2012-07-07 14:00:00, 10.0
16.6, 7.2, 180.0, None, 13.1, 2012-07-07 15:00:00, 4.0
0.0, 9.1, 0.0, None, 21.5, 2012-07-07 18:00:00, 2.0
16.6, 9.0, 45.0, None, 22.8, 2012-07-07 22:00:00, 4.0
0.0, 6.9, 0.0, None, 10.4, 2012-07-08 14:00:00, 4.0
9.4, 9.2, 270.0, None, 13.0, 2012-07-08 15:00:00, 4.0
0.0, 11.9, 0.0, None, 17.2, 2012-07-08 18:00:00, 2.0
9.4, 11.3, 45.0, None, 25.7, 2012-07-08 22:00:00, 2.0
0.0, 7.5, 0.0, None, 10.8, 2012-07-09 14:00:00, 6.0
0.0, 7.5, 0.0, None, 12.1, 2012-07-09 15:00:00, 6.0
0.0, 12.6, 0.0, None, 18.9, 2012-07-09 18:00:00, 4.0
9.4, 14.0, 45.0, None, 25.6, 2012-07-09 22:00:00, 4.0
16.6, 6.6, 180.0, None, 22.1, 2012-07-10 17:00:00, 10.0
9.4, 7.7, 270.0, None, 25.3, 2012-07-10 22:00:00, 10.0
9.4, 0.4, 270.0, None, 4.9, 2012-07-11 14:00:00, 0.0
3.6, 3.7, 270.0, None, 8.6, 2012-07-11 15:00:00, 0.0
25.9, 0.5, 270.0, None, 22.5, 2012-07-11 22:00:00, 10.0
16.6, 0.1, 45.0, None, 5.4, 2012-07-12 14:00:00, 0.0
