station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, wind_gust_speed, total_cloud_cover, tendency_amount
0.0, 102.98, -5.6, 0.0, 93.0, -4.7, 2012-01-04 00:00:00, None, 2.0, 0.08
0.0, 102.44, -2.9, 0.0, 96.0, -2.3, 2012-01-04 14:00:00, None, 2.0, None
0.0, 102.36, -1.8, 0.0, 97.0, -1.4, 2012-01-04 15:00:00, None, 2.0, -0.2
0.0, 102.31, -0.3, 0.0, 95.0, 0.4, 2012-01-04 16:00:00, None, 10.0, None
7.6, 102.17, 0.0, 180.0, 84.0, 2.5, 2012-01-04 17:00:00, None, 10.0, None
22.3, 102.01, 0.0, 112.5, 75.0, 4.0, 2012-01-04 18:00:00, None, 2.0, -0.26
14.8, 101.91, -0.1, 135.0, 74.0, 4.1, 2012-01-04 19:00:00, None, 10.0, None
20.5, 101.78, 0.0, 112.5, 72.0, 4.6, 2012-01-04 20:00:00, None, 2.0, None
18.4, 101.67, 0.3, 112.5, 69.0, 5.5, 2012-01-04 21:00:00, None, 2.0, -0.29
14.8, 101.63, 0.1, 112.5, 68.0, 5.5, 2012-01-04 22:00:00, None, 10.0, None
18.4, 101.6, 0.7, 112.5, 72.0, 5.4, 2012-01-04 23:00:00, None, 10.0, None
11.2, 101.55, 3.0, 135.0, 89.0, 4.6, 2012-01-05 00:00:00, None, 10.0, -0.11
0.0, 101.22, 1.4, 0.0, 97.0, 1.8, 2012-01-05 14:00:00, None, 10.0, None
0.0, 101.25, 1.3, 0.0, 97.0, 1.7, 2012-01-05 15:00:00, None, 2.0, 0.05
5.4, 101.28, 0.2, 202.5, 96.0, 0.7, 2012-01-05 16:00:00, None, 10.0, None
5.4, 101.34, 0.5, 0.0, 95.0, 1.2, 2012-01-05 17:00:00, None, 2.0, None
5.4, 101.44, 0.6, 22.5, 97.0, 1.0, 2012-01-05 18:00:00, None, 2.0, 0.16
0.0, 101.41, 0.7, 0.0, 94.0, 1.6, 2012-01-05 19:00:00, None, 2.0, None
0.0, 101.37, 0.5, 0.0, 80.0, 3.6, 2012-01-05 20:00:00, None, 4.0, None
7.6, 101.37, 0.5, 337.5, 85.0, 2.7, 2012-01-05 21:00:00, None, 10.0, -0.07
9.4, 101.41, 0.2, 292.5, 88.0, 2.0, 2012-01-05 22:00:00, None, 10.0, None
7.6, 101.55, -0.1, 0.0, 85.0, 2.1, 2012-01-05 23:00:00, None, 10.0, None
16.6, 101.63, -0.4, 157.5, 90.0, 1.0, 2012-01-06 00:00:00, None, 10.0, 0.24
0.0, 102.29, -1.9, 0.0, 97.0, -1.5, 2012-01-06 14:00:00, None, 2.0, None
0.0, 102.28, -2.8, 0.0, 93.0, -1.8, 2012-01-06 15:00:00, None, 10.0, -0.04
0.0, 102.31, -3.2, 0.0, 94.0, -2.4, 2012-01-06 16:00:00, None, 10.0, None
7.6, 102.34, -2.7, 202.5, 93.0, -1.7, 2012-01-06 17:00:00, None, 10.0, None
11.2, 102.38, -2.8, 180.0, 90.0, -1.4, 2012-01-06 18:00:00, None, 10.0, 0.07
9.4, 102.34, -3.1, 157.5, 86.0, -1.0, 2012-01-06 19:00:00, None, 10.0, None
5.4, 102.29, -3.0, 180.0, 83.0, -0.5, 2012-01-06 20:00:00, None, 10.0, None
0.0, 102.25, -3.1, 0.0, 77.0, 0.5, 2012-01-06 21:00:00, None, 10.0, -0.12
0.0, 102.22, -3.5, 0.0, 74.0, 0.6, 2012-01-06 22:00:00, None, 10.0, None
7.6, 102.26, -2.0, 337.5, 86.0, 0.1, 2012-01-06 23:00:00, None, 10.0, None
0.0, 102.29, -2.8, 0.0, 84.0, -0.5, 2012-01-07 00:00:00, None, 4.0, 0.04
0.0, 102.63, -4.7, 0.0, 94.0, -3.9, 2012-01-07 14:00:00, None, 10.0, None
5.4, 102.7, -5.5, 0.0, 96.0, -4.9, 2012-01-07 15:00:00, None, 10.0, 0.07
0.0, 102.75, -4.3, 0.0, 95.0, -3.6, 2012-01-07 16:00:00, None, 2.0, None
0.0, 102.82, -4.0, 0.0, 93.0, -3.1, 2012-01-07 17:00:00, None, 10.0, None
5.4, 102.88, -3.7, 0.0, 94.0, -2.8, 2012-01-07 18:00:00, None, 2.0, 0.18
3.6, 102.92, -3.9, 0.0, 90.0, -2.5, 2012-01-07 19:00:00, None, 10.0, None
0.0, 102.87, -4.1, 0.0, 83.0, -1.6, 2012-01-07 20:00:00, None, 10.0, None
0.0, 102.82, -3.8, 0.0, 81.0, -0.9, 2012-01-07 21:00:00, None, 10.0, -0.04
0.0, 102.78, -2.8, 0.0, 84.0, -0.5, 2012-01-07 22:00:00, None, 10.0, None
0.0, 102.79, -3.7, 0.0, 84.0, -1.3, 2012-01-07 23:00:00, None, 10.0, None
0.0, 102.78, -3.6, 0.0, 87.0, -1.8, 2012-01-08 00:00:00, None, 2.0, -0.05
0.0, 102.82, -4.0, 0.0, 93.0, -3.1, 2012-01-08 14:00:00, None, 2.0, None
0.0, 102.84, -4.0, 0.0, 93.0, -3.1, 2012-01-08 15:00:00, None, 4.0, -0.03
0.0, 102.8, -3.8, 0.0, 93.0, -2.9, 2012-01-08 16:00:00, None, 10.0, None
0.0, 102.85, -3.7, 0.0, 94.0, -2.8, 2012-01-08 17:00:00, None, 10.0, None
0.0, 102.88, -3.9, 0.0, 90.0, -2.5, 2012-01-08 18:00:00, None, 10.0, 0.04
0.0, 102.82, -3.6, 0.0, 85.0, -1.4, 2012-01-08 19:00:00, None, 10.0, None
0.0, 102.81, -4.3, 0.0, 71.0, 0.4, 2012-01-08 20:00:00, None, 10.0, None
0.0, 102.7, -2.7, 0.0, 81.0, 0.2, 2012-01-08 21:00:00, None, 10.0, -0.13
5.4, 102.66, -3.6, 0.0, 77.0, -0.1, 2012-01-08 22:00:00, None, 10.0, None
0.0, 102.69, -3.7, 0.0, 76.0, 0.0, 2012-01-08 23:00:00, None, 10.0, None
0.0, 102.72, -3.4, 0.0, 84.0, -1.0, 2012-01-09 00:00:00, None, 10.0, 0.0
5.4, 102.28, -1.4, 0.0, 97.0, -1.0, 2012-01-09 14:00:00, None, 2.0, None
0.0, 102.21, -1.1, 0.0, 99.0, -1.0, 2012-01-09 15:00:00, None, 8.0, -0.1
14.8, 102.08, -1.2, 180.0, 85.0, 1.1, 2012-01-09 16:00:00, None, 10.0, None
16.6, 102.04, 0.3, 135.0, 85.0, 2.5, 2012-01-09 17:00:00, None, 10.0, None
24.1, 101.92, 0.3, 112.5, 80.0, 3.4, 2012-01-09 18:00:00, None, 10.0, -0.22
9.4, 101.88, 0.1, 22.5, 73.0, 4.5, 2012-01-09 19:00:00, None, 10.0, None
14.8, 101.84, 0.1, 157.5, 73.0, 4.5, 2012-01-09 20:00:00, None, 10.0, None
0.0, 101.77, 0.2, 0.0, 76.0, 4.1, 2012-01-09 21:00:00, None, 10.0, -0.13
0.0, 101.74, 0.4, 0.0, 84.0, 2.8, 2012-01-09 22:00:00, None, 10.0, None
0.0, 101.71, 0.7, 0.0, 92.0, 1.8, 2012-01-09 23:00:00, None, 10.0, None
0.0, 101.7, 0.3, 0.0, 92.0, 1.4, 2012-01-10 00:00:00, None, 10.0, -0.09
9.4, 101.94, -1.7, 0.0, 97.0, -1.3, 2012-01-10 14:00:00, None, 2.0, None
11.2, 102.09, -2.7, 337.5, 89.0, -1.1, 2012-01-10 15:00:00, None, 4.0, 0.31
9.4, 102.21, -4.8, 0.0, 78.0, -1.5, 2012-01-10 16:00:00, None, 4.0, None
13.0, 102.35, -7.1, 0.0, 65.0, -1.4, 2012-01-10 17:00:00, None, 10.0, None
13.0, 102.58, -7.8, 292.5, 64.0, -1.9, 2012-01-10 18:00:00, None, 10.0, 0.43
5.4, 102.67, -8.4, 292.5, 62.0, -2.1, 2012-01-10 19:00:00, None, 10.0, None
14.8, 102.74, -9.0, 337.5, 59.0, -2.0, 2012-01-10 20:00:00, None, 10.0, None
25.9, 102.86, -10.1, 0.0, 51.0, -1.3, 2012-01-10 21:00:00, None, 10.0, 0.27
20.5, 103.01, -5.7, 0.0, 74.0, -1.7, 2012-01-10 22:00:00, None, 10.0, None
5.4, 103.14, -10.3, 270.0, 55.0, -2.4, 2012-01-10 23:00:00, None, 10.0, None
14.8, 103.31, -10.2, 337.5, 59.0, -3.3, 2012-01-11 00:00:00, None, 10.0, 0.39
11.2, 104.28, -17.0, 337.5, 83.0, -14.8, 2012-01-11 14:00:00, None, 0.0, None
0.0, 104.38, -17.5, 0.0, 83.0, -15.2, 2012-01-11 15:00:00, None, 9.0, 0.06
0.0, 104.38, -17.5, 0.0, 86.0, -15.7, 2012-01-11 16:00:00, None, 9.0, None
0.0, 104.36, -16.8, 0.0, 86.0, -15.0, 2012-01-11 17:00:00, None, 9.0, None
5.4, 104.34, -16.3, 0.0, 81.0, -13.8, 2012-01-11 18:00:00, None, 9.0, -0.04
0.0, 104.29, -15.5, 0.0, 77.0, -12.3, 2012-01-11 19:00:00, None, 9.0, None
0.0, 104.19, -14.1, 0.0, 71.0, -9.8, 2012-01-11 20:00:00, None, 1.0, None
0.0, 104.05, -12.7, 0.0, 66.0, -7.5, 2012-01-11 21:00:00, None, 1.0, -0.22
0.0, 103.97, -12.7, 0.0, 71.0, -8.4, 2012-01-11 22:00:00, None, 10.0, None
0.0, 103.91, -12.0, 0.0, 76.0, -8.5, 2012-01-11 23:00:00, None, 10.0, None
0.0, 104.0, -13.5, 0.0, 70.0, -9.0, 2012-01-12 00:00:00, None, 10.0, -0.08
0.0, 104.08, -17.6, 0.0, 89.0, -16.2, 2012-01-12 14:00:00, None, 0.0, None
0.0, 104.05, -17.7, 0.0, 89.0, -16.3, 2012-01-12 15:00:00, None, 10.0, -0.01
5.4, 103.96, -16.3, 112.5, 90.0, -15.0, 2012-01-12 16:00:00, None, 2.0, None
7.6, 103.91, -15.5, 157.5, 88.0, -13.9, 2012-01-12 17:00:00, None, 2.0, None
0.0, 103.89, -16.0, 0.0, 84.0, -13.9, 2012-01-12 18:00:00, None, 10.0, -0.14
0.0, 103.78, -15.0, 0.0, 82.0, -12.6, 2012-01-12 19:00:00, None, 4.0, None
5.4, 103.68, -14.0, 0.0, 84.0, -11.8, 2012-01-12 20:00:00, None, 4.0, None
5.4, 103.59, -13.8, 337.5, 79.0, -10.9, 2012-01-12 21:00:00, None, 4.0, -0.27
0.0, 103.51, -13.2, 0.0, 80.0, -10.4, 2012-01-12 22:00:00, None, 10.0, None
0.0, 103.45, -13.4, 0.0, 77.0, -10.2, 2012-01-12 23:00:00, None, 10.0, None
0.0, 103.47, -13.0, 0.0, 78.0, -9.9, 2012-01-13 00:00:00, None, 10.0, -0.11
0.0, 102.97, -13.3, 0.0, 91.0, -12.2, 2012-01-13 14:00:00, None, 10.0, None
0.0, 103.06, -15.5, 0.0, 91.0, -14.3, 2012-01-13 15:00:00, None, 10.0, 0.12
0.0, 103.14, -16.2, 0.0, 90.0, -14.9, 2012-01-13 16:00:00, None, 10.0, None
0.0, 103.18, -15.5, 0.0, 85.0, -13.5, 2012-01-13 17:00:00, None, 10.0, None
5.4, 103.22, -15.0, 0.0, 82.0, -12.6, 2012-01-13 18:00:00, None, 10.0, 0.15
0.0, 103.16, -13.4, 0.0, 80.0, -10.6, 2012-01-13 19:00:00, None, 10.0, None
0.0, 103.08, -13.4, 0.0, 67.0, -8.3, 2012-01-13 20:00:00, None, 10.0, None
0.0, 102.94, -11.5, 0.0, 70.0, -6.9, 2012-01-13 21:00:00, None, 10.0, -0.19
0.0, 102.9, -11.8, 0.0, 72.0, -7.7, 2012-01-13 22:00:00, None, 10.0, None
0.0, 102.91, -11.2, 0.0, 77.0, -7.8, 2012-01-13 23:00:00, None, 10.0, None
0.0, 102.96, -11.2, 0.0, 80.0, -8.4, 2012-01-14 00:00:00, None, 3.0, -0.02
5.4, 101.42, -10.5, 337.5, 89.0, -9.0, 2012-01-14 14:00:00, None, 8.0, None
7.6, 101.32, -9.9, 247.5, 92.0, -8.8, 2012-01-14 15:00:00, None, 8.0, -0.33
0.0, 101.25, -10.2, 0.0, 90.0, -8.8, 2012-01-14 16:00:00, None, 8.0, None
5.4, 101.17, -10.0, 0.0, 90.0, -8.6, 2012-01-14 17:00:00, None, 8.0, None
5.4, 101.11, -9.5, 0.0, 90.0, -8.2, 2012-01-14 18:00:00, None, 8.0, -0.19
0.0, 101.06, -8.9, 0.0, 90.0, -7.6, 2012-01-14 19:00:00, None, 8.0, None
5.4, 100.99, -8.5, 22.5, 89.0, -7.0, 2012-01-14 20:00:00, None, 4.0, None
7.6, 100.91, -7.8, 0.0, 90.0, -6.4, 2012-01-14 21:00:00, None, 4.0, -0.16
11.2, 100.85, -8.0, 0.0, 86.0, -6.0, 2012-01-14 22:00:00, None, 4.0, None
0.0, 100.78, -8.4, 0.0, 87.0, -6.6, 2012-01-14 23:00:00, None, 2.0, None
0.0, 100.73, -7.8, 0.0, 88.0, -6.1, 2012-01-15 00:00:00, None, 4.0, -0.17
0.0, 101.32, -7.3, 0.0, 94.0, -6.5, 2012-01-15 14:00:00, None, 4.0, None
0.0, 101.38, -9.1, 0.0, 90.0, -7.8, 2012-01-15 15:00:00, None, 4.0, 0.13
0.0, 101.43, -9.5, 0.0, 90.0, -8.2, 2012-01-15 16:00:00, None, 2.0, None
0.0, 101.5, -9.1, 0.0, 88.0, -7.5, 2012-01-15 17:00:00, None, 2.0, None
7.6, 101.59, -10.6, 315.0, 76.0, -7.1, 2012-01-15 18:00:00, None, 2.0, 0.2
9.4, 101.6, -13.0, 337.5, 63.0, -7.1, 2012-01-15 19:00:00, None, 4.0, None
7.6, 101.6, -11.7, 0.0, 72.0, -7.6, 2012-01-15 20:00:00, None, 8.0, None
7.6, 101.61, -11.8, 337.5, 71.0, -7.4, 2012-01-15 21:00:00, None, 8.0, 0.02
9.4, 101.62, -10.7, 337.5, 81.0, -8.0, 2012-01-15 22:00:00, None, 7.0, None
9.4, 101.63, -10.9, 0.0, 81.0, -8.2, 2012-01-15 23:00:00, None, 8.0, None
0.0, 101.68, -11.0, 0.0, 83.0, -8.6, 2012-01-16 00:00:00, None, 7.0, 0.04
0.0, 101.81, -17.7, 0.0, 83.0, -15.4, 2012-01-16 14:00:00, None, 10.0, None
0.0, 101.81, -17.7, 0.0, 80.0, -15.0, 2012-01-16 15:00:00, None, 2.0, -0.03
5.4, 101.83, -17.7, 337.5, 83.0, -15.4, 2012-01-16 16:00:00, None, 10.0, None
11.2, 101.83, -18.2, 0.0, 79.0, -15.4, 2012-01-16 17:00:00, None, 10.0, None
14.8, 101.91, -18.8, 337.5, 73.0, -15.0, 2012-01-16 18:00:00, None, 2.0, 0.06
13.0, 101.9, -18.7, 0.0, 76.0, -15.4, 2012-01-16 19:00:00, None, 2.0, None
13.0, 101.83, -18.6, 0.0, 76.0, -15.3, 2012-01-16 20:00:00, None, 4.0, None
16.6, 101.84, -18.6, 0.0, 76.0, -15.3, 2012-01-16 21:00:00, None, 8.0, -0.11
18.4, 101.84, -18.7, 0.0, 76.0, -15.4, 2012-01-16 22:00:00, None, 8.0, None
0.0, 102.21, -23.4, 0.0, 69.0, -19.2, 2012-01-19 00:00:00, None, 10.0, -0.03
0.0, 102.07, -28.6, 0.0, 71.0, -24.9, 2012-01-19 14:00:00, None, 10.0, None
0.0, 102.02, -28.2, 0.0, 78.0, -25.5, 2012-01-19 15:00:00, None, 10.0, -0.09
3.6, 102.02, -29.6, 22.5, 70.0, -25.8, 2012-01-19 16:00:00, None, 10.0, None
5.4, 102.04, -27.7, 157.5, 78.0, -25.0, 2012-01-19 17:00:00, None, 10.0, None
5.4, 102.0, -26.7, 157.5, 79.0, -24.1, 2012-01-19 18:00:00, None, 10.0, -0.02
0.0, 101.87, -24.6, 0.0, 76.0, -21.5, 2012-01-19 19:00:00, None, 10.0, None
7.6, 101.8, -24.2, 315.0, 68.0, -19.8, 2012-01-19 20:00:00, None, 10.0, None
14.8, 101.63, -22.4, 0.0, 78.0, -19.5, 2012-01-19 21:00:00, None, 3.0, -0.29
7.6, 101.59, -24.3, 0.0, 61.0, -18.7, 2012-01-19 22:00:00, None, 3.0, None
0.0, 101.57, -22.8, 0.0, 70.0, -18.7, 2012-01-19 23:00:00, None, 10.0, None
0.0, 101.65, -22.2, 0.0, 83.0, -20.0, 2012-01-20 00:00:00, None, 10.0, -0.05
0.0, 102.08, -22.7, 0.0, 82.0, -20.4, 2012-01-20 14:00:00, None, 7.0, None
0.0, 102.14, -23.9, 0.0, 72.0, -20.2, 2012-01-20 15:00:00, None, 7.0, 0.05
0.0, 102.18, -23.4, 0.0, 73.0, -19.8, 2012-01-20 16:00:00, None, 7.0, None
0.0, 102.18, -22.2, 0.0, 78.0, -19.4, 2012-01-20 17:00:00, None, 8.0, None
0.0, 102.14, -21.6, 0.0, 79.0, -18.8, 2012-01-20 18:00:00, None, 8.0, 0.01
5.4, 102.1, -21.5, 337.5, 75.0, -18.2, 2012-01-20 19:00:00, None, 4.0, None
0.0, 102.0, -20.0, 0.0, 80.0, -17.4, 2012-01-20 20:00:00, None, 4.0, None
0.0, 101.79, -20.1, 0.0, 74.0, -16.5, 2012-01-20 21:00:00, None, 4.0, -0.27
0.0, 101.7, -19.5, 0.0, 74.0, -16.0, 2012-01-20 22:00:00, None, 4.0, None
0.0, 101.61, -18.3, 0.0, 79.0, -15.5, 2012-01-20 23:00:00, None, 4.0, None
0.0, 101.51, -17.7, 0.0, 83.0, -15.4, 2012-01-21 00:00:00, None, 4.0, -0.24
0.0, 99.62, -17.5, 0.0, 83.0, -15.2, 2012-01-21 14:00:00, None, 7.0, None
0.0, 99.58, -16.6, 0.0, 83.0, -14.4, 2012-01-21 15:00:00, None, 7.0, -0.17
0.0, 99.54, -16.8, 0.0, 81.0, -14.2, 2012-01-21 16:00:00, None, 8.0, None
5.4, 99.56, -15.9, 135.0, 84.0, -13.8, 2012-01-21 17:00:00, None, 8.0, None
0.0, 99.58, -16.1, 0.0, 81.0, -13.6, 2012-01-21 18:00:00, None, 8.0, 0.02
0.0, 99.56, -16.0, 0.0, 79.0, -13.1, 2012-01-21 19:00:00, None, 8.0, None
0.0, 99.55, -13.6, 0.0, 79.0, -10.7, 2012-01-21 20:00:00, None, 2.0, None
0.0, 99.55, -14.3, 0.0, 74.0, -10.6, 2012-01-21 21:00:00, None, 2.0, 0.01
0.0, 99.64, -12.9, 0.0, 78.0, -9.8, 2012-01-21 22:00:00, None, 2.0, None
0.0, 99.75, -12.4, 0.0, 79.0, -9.4, 2012-01-21 23:00:00, None, 2.0, None
0.0, 99.81, -11.7, 0.0, 84.0, -9.5, 2012-01-22 00:00:00, None, 10.0, 0.24
9.4, 101.26, -17.0, 0.0, 86.0, -15.2, 2012-01-22 14:00:00, None, 0.0, None
0.0, 101.38, -18.1, 0.0, 85.0, -16.2, 2012-01-22 15:00:00, None, 10.0, 0.16
0.0, 101.5, -17.7, 0.0, 89.0, -16.3, 2012-01-22 16:00:00, None, 10.0, None
0.0, 101.55, -17.3, 0.0, 86.0, -15.5, 2012-01-22 17:00:00, None, 10.0, None
7.6, 101.55, -15.8, 180.0, 87.0, -14.1, 2012-01-22 18:00:00, None, 10.0, 0.19
9.4, 101.51, -13.0, 157.5, 78.0, -9.9, 2012-01-22 19:00:00, None, 10.0, None
0.0, 101.44, -11.2, 0.0, 78.0, -8.1, 2012-01-22 20:00:00, None, 10.0, None
0.0, 101.26, -9.9, 0.0, 75.0, -6.2, 2012-01-22 21:00:00, None, 10.0, -0.22
0.0, 101.16, -12.1, 0.0, 63.0, -6.2, 2012-01-22 22:00:00, None, 2.0, None
9.4, 101.1, -6.5, 180.0, 81.0, -3.8, 2012-01-22 23:00:00, None, 10.0, None
9.4, 101.01, -6.4, 157.5, 81.0, -3.7, 2012-01-23 00:00:00, None, 10.0, -0.22
22.3, 100.63, -3.5, 135.0, 92.0, -2.4, 2012-01-23 14:00:00, None, 10.0, None
7.6, 100.62, -4.6, 180.0, 88.0, -2.9, 2012-01-23 15:00:00, None, 10.0, 0.05
5.4, 100.73, -4.6, 157.5, 89.0, -3.1, 2012-01-23 16:00:00, None, 10.0, None
0.0, 100.85, -4.5, 0.0, 93.0, -3.5, 2012-01-23 17:00:00, None, 10.0, None
9.4, 100.99, -4.2, 157.5, 91.0, -3.0, 2012-01-23 18:00:00, None, 10.0, 0.33
13.0, 101.01, -4.4, 157.5, 80.0, -1.4, 2012-01-23 19:00:00, None, 10.0, None
14.8, 101.04, -3.8, 157.5, 77.0, -0.3, 2012-01-23 20:00:00, None, 10.0, None
7.6, 101.08, -3.7, 157.5, 76.0, 0.0, 2012-01-23 21:00:00, None, 10.0, 0.12
0.0, 101.14, -4.3, 0.0, 75.0, -0.4, 2012-01-23 22:00:00, None, 10.0, None
0.0, 101.23, -3.1, 0.0, 84.0, -0.8, 2012-01-23 23:00:00, None, 10.0, None
0.0, 101.34, -4.6, 0.0, 88.0, -2.9, 2012-01-24 00:00:00, None, 10.0, 0.2
7.6, 101.86, -7.8, 180.0, 84.0, -5.6, 2012-01-24 14:00:00, None, 10.0, None
14.8, 101.89, -8.0, 157.5, 79.0, -5.0, 2012-01-24 15:00:00, None, 10.0, 0.01
13.0, 101.87, -7.1, 135.0, 76.0, -3.5, 2012-01-24 16:00:00, None, 10.0, None
20.5, 101.87, -7.4, 157.5, 72.0, -3.0, 2012-01-24 17:00:00, None, 4.0, None
14.8, 101.78, -6.7, 157.5, 77.0, -3.2, 2012-01-24 18:00:00, None, 4.0, -0.05
33.5, 101.72, -6.7, 180.0, 76.0, -3.0, 2012-01-24 19:00:00, None, 10.0, None
18.4, 101.63, -6.0, 157.5, 80.0, -3.1, 2012-01-24 20:00:00, None, 8.0, None
24.1, 101.52, -5.4, 157.5, 84.0, -3.1, 2012-01-24 21:00:00, None, 8.0, -0.22
13.0, 101.39, -4.6, 157.5, 91.0, -3.4, 2012-01-24 22:00:00, None, 7.0, None
9.4, 101.26, -4.0, 135.0, 95.0, -3.3, 2012-01-24 23:00:00, None, 7.0, None
11.2, 101.19, -3.5, 135.0, 96.0, -2.9, 2012-01-25 00:00:00, None, 8.0, -0.31
13.0, 100.68, -1.5, 157.5, 93.0, -0.5, 2012-01-25 14:00:00, None, 10.0, None
11.2, 100.72, -1.6, 112.5, 92.0, -0.4, 2012-01-25 15:00:00, None, 10.0, 0.15
5.4, 100.81, -1.4, 112.5, 94.0, -0.6, 2012-01-25 16:00:00, None, 10.0, None
0.0, 100.98, -1.5, 0.0, 93.0, -0.5, 2012-01-25 17:00:00, None, 4.0, None
3.6, 101.12, -0.2, 135.0, 96.0, 0.3, 2012-01-25 18:00:00, None, 2.0, 0.36
9.4, 101.23, -0.9, 180.0, 87.0, 1.0, 2012-01-25 19:00:00, None, 4.0, None
5.4, 101.34, -1.8, 180.0, 78.0, 1.7, 2012-01-25 20:00:00, None, 10.0, None
14.8, 101.43, -2.2, 157.5, 75.0, 1.8, 2012-01-25 21:00:00, None, 2.0, 0.29
0.0, 101.43, -1.3, 0.0, 85.0, 1.0, 2012-01-25 22:00:00, None, 10.0, None
9.4, 101.41, -0.4, 135.0, 94.0, 0.5, 2012-01-25 23:00:00, None, 4.0, None
3.6, 101.47, -0.9, 112.5, 95.0, -0.2, 2012-01-26 00:00:00, None, 2.0, 0.02
7.6, 100.92, -3.0, 180.0, 94.0, -2.2, 2012-01-26 14:00:00, None, 7.0, None
7.6, 100.83, -3.1, 202.5, 93.0, -2.1, 2012-01-26 15:00:00, None, 7.0, -0.29
0.0, 100.83, -3.1, 0.0, 94.0, -2.3, 2012-01-26 16:00:00, None, 7.0, None
0.0, 100.9, -2.3, 0.0, 98.0, -2.0, 2012-01-26 17:00:00, None, 7.0, None
5.4, 101.02, -2.5, 315.0, 95.0, -1.8, 2012-01-26 18:00:00, None, 7.0, 0.16
11.2, 101.13, -2.5, 337.5, 94.0, -1.6, 2012-01-26 19:00:00, None, 2.0, None
11.2, 101.18, -3.1, 0.0, 87.0, -1.2, 2012-01-26 20:00:00, None, 10.0, None
0.0, 101.32, -3.0, 0.0, 82.0, -0.3, 2012-01-26 21:00:00, None, 10.0, 0.27
