station_observations
wind_direction, air_temperature, wind_gust_speed, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
0.0, -7.1, None, -0.06, 2.9, 103.03, -8.7, None, None, 89.0, 2012-01-01 00:00:00, None, None
337.5, -7.4, None, -0.05, 4.3, 103.02, -8.5, None, None, 92.0, 2012-01-01 01:00:00, None, None
0.0, -9.3, None, -0.04, 4.0, 103.04, -10.0, None, None, 95.0, 2012-01-01 02:00:00, None, None
0.0, -10.6, None, 0.0, 3.2, 103.07, -11.2, None, None, 96.0, 2012-01-01 03:00:00, None, None
0.0, -10.8, None, -0.01, 2.5, 103.03, -11.3, None, None, 96.0, 2012-01-01 04:00:00, None, None
0.0, -10.8, None, -0.01, 5.4, 103.03, -11.7, None, None, 93.0, 2012-01-01 05:00:00, None, None
0.0, -10.0, None, -0.03, 3.2, 103.0, -11.1, None, -5.7, 92.0, 2012-01-01 06:00:00, -14.6, 0.0
337.5, -9.8, None, -0.03, 4.7, 102.94, -10.9, None, None, 92.0, 2012-01-01 07:00:00, None, None
0.0, -9.6, None, -0.08, 4.3, 102.86, -10.7, None, None, 92.0, 2012-01-01 08:00:00, None, None
0.0, -9.0, None, -0.1, 4.3, 102.81, -10.3, None, None, 91.0, 2012-01-01 09:00:00, None, None
337.5, -8.7, None, -0.07, 2.2, 102.81, -10.0, None, None, 91.0, 2012-01-01 10:00:00, None, None
22.5, -8.7, None, 0.06, 1.8, 102.91, -9.9, None, None, 91.0, 2012-01-01 11:00:00, None, None
337.5, -10.8, None, -0.05, 2.2, 102.79, -12.3, None, None, 89.0, 2012-01-01 12:00:00, None, None
337.5, -10.6, None, -0.07, 4.7, 102.79, -11.5, None, None, 94.0, 2012-01-01 13:00:00, None, None
337.5, -10.7, None, -0.21, 3.6, 102.74, -11.9, None, None, 91.0, 2012-01-01 14:00:00, None, None
337.5, -10.4, None, -0.1, 3.2, 102.72, -11.6, None, None, 91.0, 2012-01-01 15:00:00, None, None
0.0, -9.9, None, -0.08, 1.8, 102.71, -11.2, None, None, 90.0, 2012-01-01 16:00:00, None, None
0.0, -10.2, None, -0.03, 5.4, 102.7, -11.6, None, None, 90.0, 2012-01-01 17:00:00, None, None
337.5, -9.3, None, -0.02, 3.2, 102.67, -11.2, None, None, 87.0, 2012-01-01 18:00:00, None, None
315.0, -8.1, None, -0.08, 6.8, 102.59, -10.3, None, None, 84.0, 2012-01-01 19:00:00, None, None
337.5, -6.4, None, -0.2, 6.1, 102.41, -8.7, None, None, 84.0, 2012-01-01 20:00:00, None, None
337.5, -5.4, None, -0.27, 4.3, 102.31, -7.2, None, None, 87.0, 2012-01-01 21:00:00, None, None
337.5, -4.4, None, -0.34, 6.5, 102.15, -6.2, None, None, 87.0, 2012-01-01 22:00:00, None, None
337.5, -4.2, None, -0.31, 6.5, 102.06, -6.5, None, None, 84.0, 2012-01-01 23:00:00, None, 0.0
0.0, -4.1, None, -0.3, 5.8, 101.98, -6.6, None, None, 83.0, 2012-01-02 00:00:00, None, None
0.0, -5.0, None, -0.27, 7.6, 101.88, -7.3, None, None, 84.0, 2012-01-02 01:00:00, None, None
0.0, -5.4, None, -0.25, 6.1, 101.79, -7.4, None, None, 86.0, 2012-01-02 02:00:00, None, None
0.0, -5.7, None, -0.34, 5.8, 101.61, -7.6, None, None, 86.0, 2012-01-02 03:00:00, None, None
45.0, -6.8, None, -0.26, 5.8, 101.61, -8.3, None, None, 90.0, 2012-01-02 04:00:00, None, None
45.0, -7.0, None, -0.27, 5.4, 101.5, -8.0, None, None, 93.0, 2012-01-02 05:00:00, None, None
202.5, 8.5, 59.26, -0.26, 18.7, 101.13, -1.5, None, -3.8, 49.0, 2012-01-02 06:00:00, -12.7, 0.0
180.0, 9.4, 38.5, -0.08, 24.1, 100.8, -9.0, None, None, 26.0, 2012-01-02 11:00:00, None, None
180.0, 9.4, 43.6, -0.07, 24.5, 100.8, -7.5, None, None, 30.0, 2012-01-02 12:00:00, None, None
157.5, 9.2, 46.8, -0.05, 28.8, 100.76, -5.5, None, None, 35.0, 2012-01-02 13:00:00, None, None
180.0, 8.0, 36.0, -0.04, 18.7, 100.79, -2.9, None, None, 46.0, 2012-01-02 14:00:00, None, None
157.5, 9.0, 43.2, -0.12, 24.5, 100.69, -3.7, None, None, 41.0, 2012-01-02 15:00:00, None, None
180.0, 8.2, 50.4, -0.08, 27.4, 100.7, -3.0, None, None, 45.0, 2012-01-02 16:00:00, None, None
180.0, 6.6, 50.0, -0.01, 23.4, 100.56, -0.1, None, None, 63.0, 2012-01-02 21:00:00, None, None
180.0, 9.2, 30.6, -0.1, 14.0, 100.44, -4.0, None, None, 39.0, 2012-01-02 22:00:00, None, None
157.5, 7.5, 44.3, -0.14, 23.4, 100.5, -2.6, None, None, 49.0, 2012-01-02 23:00:00, None, 0.0
135.0, 5.5, 39.2, 0.01, 22.0, 100.59, -0.5, None, None, 66.0, 2012-01-03 00:00:00, None, None
157.5, 4.5, None, 0.18, 6.5, 100.71, 0.3, None, None, 74.0, 2012-01-03 01:00:00, None, None
112.5, 4.1, None, 0.16, 11.9, 100.71, 0.3, None, None, 77.0, 2012-01-03 02:00:00, None, None
112.5, 3.6, None, 0.15, 7.2, 100.78, 0.3, None, None, 79.0, 2012-01-03 03:00:00, None, None
180.0, 2.2, None, 0.12, 5.0, 100.87, -0.3, None, None, 84.0, 2012-01-03 04:00:00, None, None
315.0, 0.6, None, 0.21, 2.9, 101.01, -1.2, None, None, 88.0, 2012-01-03 05:00:00, None, None
157.5, 4.0, 75.93, 0.19, 11.9, 101.02, 0.9, None, 11.0, 80.0, 2012-01-03 06:00:00, 0.6, 0.0
22.5, 2.5, None, 0.18, 4.3, 101.09, 0.8, None, None, 89.0, 2012-01-03 07:00:00, None, None
67.5, 4.8, None, 0.1, 5.8, 101.08, 0.1, None, None, 72.0, 2012-01-03 08:00:00, None, None
45.0, 5.3, None, 0.08, 6.5, 101.05, 0.4, None, None, 71.0, 2012-01-03 09:00:00, None, None
135.0, 7.3, 45.4, 0.07, 24.5, 101.1, -2.0, None, None, 52.0, 2012-01-03 10:00:00, None, None
135.0, 7.0, 42.5, 0.05, 22.3, 101.12, -4.2, None, None, 45.0, 2012-01-03 11:00:00, None, None
135.0, 6.5, 43.6, -0.03, 28.8, 101.06, -3.0, None, None, 51.0, 2012-01-03 12:00:00, None, None
157.5, 6.4, 59.4, -0.1, 39.6, 101.03, -4.2, None, None, 47.0, 2012-01-03 13:00:00, None, None
157.5, 3.9, 65.5, -0.1, 33.5, 101.06, -1.8, None, None, 66.0, 2012-01-03 14:00:00, None, None
157.5, 3.6, 63.4, -0.01, 38.5, 101.1, -1.0, None, None, 72.0, 2012-01-03 15:00:00, None, None
157.5, 3.7, 67.7, -0.09, 38.9, 101.0, -1.3, None, None, 70.0, 2012-01-03 16:00:00, None, None
157.5, 3.5, 70.2, 0.01, 35.6, 101.07, -0.1, None, None, 77.0, 2012-01-03 17:00:00, None, None
157.5, 3.0, 67.3, -0.11, 34.9, 100.99, 0.7, None, None, 85.0, 2012-01-03 18:00:00, None, None
157.5, 4.7, 56.2, -0.05, 34.2, 100.89, 0.3, None, None, 74.0, 2012-01-03 19:00:00, None, None
157.5, 5.1, 54.0, -0.12, 34.2, 100.91, 0.5, None, None, 72.0, 2012-01-03 20:00:00, None, None
