station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
225.0, -7.8, None, 1.0, 0.09, 18.4, 102.55, -16.5, None, None, 50.0, 2012-01-01 00:00:00, None, None
225.0, -8.5, None, 1.0, None, 18.4, 102.59, -16.5, None, None, 52.0, 2012-01-01 01:00:00, None, None
225.0, -7.7, None, 1.0, None, 25.9, 102.66, -16.1, None, None, 51.0, 2012-01-01 02:00:00, None, None
225.0, -7.9, None, 3.0, 0.18, 20.5, 102.75, -15.8, None, None, 53.0, 2012-01-01 03:00:00, None, None
225.0, -7.7, None, 10.0, None, 27.7, 102.76, -15.8, None, None, 52.0, 2012-01-01 04:00:00, None, None
225.0, -7.9, None, 4.0, None, 18.4, 102.79, -15.6, None, None, 54.0, 2012-01-01 05:00:00, None, None
225.0, -7.6, None, 4.0, 0.09, 22.3, 102.84, -15.6, 0.0, -5.9, 53.0, 2012-01-01 06:00:00, -10.9, 0.0
225.0, -8.6, None, 3.0, None, 18.4, 102.88, -16.0, None, None, 55.0, 2012-01-01 07:00:00, None, None
225.0, -8.4, None, 1.0, None, 22.3, 102.89, -16.6, None, None, 52.0, 2012-01-01 08:00:00, None, None
247.5, -9.0, None, 0.0, 0.09, 18.4, 102.93, -17.0, None, None, 52.0, 2012-01-01 09:00:00, None, None
225.0, -10.5, None, 0.0, None, 13.0, 102.95, -17.6, None, None, 56.0, 2012-01-01 10:00:00, None, None
202.5, -10.4, None, 9.0, None, 13.0, 102.98, -17.6, None, None, 55.0, 2012-01-01 11:00:00, None, None
135.0, -10.5, None, 9.0, 0.05, 9.4, 103.01, -17.7, None, None, 55.0, 2012-01-01 12:00:00, None, None
135.0, -10.2, None, 0.0, None, 18.4, 102.97, -17.8, None, None, 54.0, 2012-01-01 13:00:00, None, None
112.5, -12.2, None, 0.0, None, 18.4, 102.93, -18.4, None, None, 60.0, 2012-01-01 14:00:00, None, None
112.5, -11.7, None, 9.0, -0.11, 14.8, 102.9, -18.4, None, None, 58.0, 2012-01-01 15:00:00, None, None
112.5, -11.9, None, 9.0, None, 16.6, 102.95, -18.9, None, None, 56.0, 2012-01-01 16:00:00, None, None
90.0, -12.0, None, 1.0, None, 20.5, 102.86, -19.1, None, None, 56.0, 2012-01-01 17:00:00, None, None
112.5, -11.7, None, 3.0, 0.02, 11.2, 102.92, -19.1, None, None, 54.0, 2012-01-01 18:00:00, None, None
112.5, -12.7, None, 3.0, None, 16.6, 102.92, -19.4, None, None, 57.0, 2012-01-01 19:00:00, None, None
90.0, -11.3, None, 5.0, None, 18.4, 102.75, -19.2, None, None, 52.0, 2012-01-01 20:00:00, None, None
135.0, -10.3, None, 5.0, -0.3, 18.4, 102.6, -18.6, None, None, 51.0, 2012-01-01 21:00:00, None, None
112.5, -11.0, None, 3.0, None, 18.4, 102.52, -18.9, None, None, 52.0, 2012-01-01 22:00:00, None, None
112.5, -11.1, None, 4.0, None, 18.4, 102.44, -18.7, None, None, 53.0, 2012-01-01 23:00:00, None, None
112.5, -11.4, None, 4.0, -0.23, 14.8, 102.37, -18.4, None, None, 56.0, 2012-01-02 00:00:00, None, None
112.5, -11.3, None, 2.0, None, 14.8, 102.21, -18.7, None, None, 54.0, 2012-01-02 01:00:00, None, None
112.5, -11.3, None, 4.0, None, 18.4, 102.09, -18.1, None, None, 57.0, 2012-01-02 02:00:00, None, None
112.5, -11.0, None, 4.0, -0.42, 22.3, 101.92, -18.1, None, None, 56.0, 2012-01-02 03:00:00, None, None
112.5, -10.7, None, 10.0, None, 18.4, 101.8, -18.0, None, None, 55.0, 2012-01-02 04:00:00, None, None
112.5, -10.8, None, 6.0, None, 22.3, 101.65, -17.3, None, None, 59.0, 2012-01-02 05:00:00, None, None
112.5, -10.5, None, 6.0, -0.41, 18.4, 101.46, -16.9, 0.0, -10.0, 59.0, 2012-01-02 06:00:00, -12.6, 0.0
135.0, -9.7, None, 6.0, None, 18.4, 101.38, -16.0, None, None, 60.0, 2012-01-02 07:00:00, None, None
112.5, -9.8, None, 10.0, None, 18.4, 101.26, -15.8, None, None, 62.0, 2012-01-02 08:00:00, None, None
112.5, -9.6, None, 10.0, -0.34, 18.4, 101.07, -15.5, None, None, 62.0, 2012-01-02 09:00:00, None, None
112.5, -9.1, None, 1.0, None, 18.4, 101.03, -15.5, None, None, 60.0, 2012-01-02 10:00:00, None, None
112.5, -8.6, None, 0.0, None, 14.8, 100.96, -15.2, None, None, 59.0, 2012-01-02 11:00:00, None, None
90.0, -8.5, None, 0.0, -0.2, 7.6, 100.85, -15.0, None, None, 59.0, 2012-01-02 12:00:00, None, None
90.0, -8.4, None, 9.0, None, 18.4, 100.73, -14.5, None, None, 61.0, 2012-01-02 13:00:00, None, None
112.5, -7.6, None, 9.0, None, 18.4, 100.67, -14.2, None, None, 59.0, 2012-01-02 14:00:00, None, None
112.5, -7.5, None, 9.0, -0.22, 14.8, 100.6, -13.5, None, None, 62.0, 2012-01-02 15:00:00, None, None
135.0, -7.9, None, 1.0, None, 14.8, 100.58, -13.9, None, None, 62.0, 2012-01-02 16:00:00, None, None
135.0, -7.9, None, 10.0, None, 14.8, 100.52, -13.3, None, None, 65.0, 2012-01-02 17:00:00, None, None
180.0, -6.5, None, 10.0, -0.09, 5.4, 100.49, -12.0, None, None, 65.0, 2012-01-02 18:00:00, None, None
202.5, -4.9, None, 10.0, None, 22.3, 100.45, -9.8, None, None, 68.0, 2012-01-02 19:00:00, None, None
225.0, -0.8, None, 10.0, None, 18.4, 100.42, -5.9, None, None, 68.0, 2012-01-02 20:00:00, None, None
247.5, 2.6, 37.1, 2.0, -0.14, 27.7, 100.25, -2.7, None, None, 68.0, 2012-01-02 21:00:00, None, None
225.0, 2.7, 37.1, 10.0, None, 27.7, 100.2, -2.7, None, None, 68.0, 2012-01-02 22:00:00, None, None
225.0, 2.2, 37.1, 10.0, None, 27.7, 100.21, -2.9, None, None, 69.0, 2012-01-02 23:00:00, None, None
225.0, 1.9, None, 10.0, -0.02, 18.4, 100.23, -3.2, None, None, 69.0, 2012-01-03 00:00:00, None, None
225.0, 1.4, None, 10.0, None, 18.4, 100.24, -3.5, None, None, 70.0, 2012-01-03 01:00:00, None, None
225.0, 1.2, None, 0.0, None, 18.4, 100.34, -4.3, None, None, 67.0, 2012-01-03 02:00:00, None, None
202.5, 0.4, None, 0.0, 0.17, 18.4, 100.41, -4.8, None, None, 68.0, 2012-01-03 03:00:00, None, None
202.5, 0.6, None, 0.0, None, 18.4, 100.44, -5.1, None, None, 66.0, 2012-01-03 04:00:00, None, None
202.5, -0.1, None, 0.0, None, 14.8, 100.52, -5.7, None, None, 66.0, 2012-01-03 05:00:00, None, None
247.5, -0.2, 37.04, 9.0, 0.15, 18.4, 100.58, -5.8, 0.0, 2.8, 66.0, 2012-01-03 06:00:00, -10.5, 0.0
225.0, -0.5, None, 0.0, None, 18.4, 100.63, -6.1, None, None, 66.0, 2012-01-03 07:00:00, None, None
247.5, 1.3, None, 0.0, None, 27.7, 100.71, -5.9, None, None, 59.0, 2012-01-03 08:00:00, None, None
247.5, 0.1, None, 9.0, 0.16, 27.7, 100.67, -5.8, None, None, 64.0, 2012-01-03 09:00:00, None, None
202.5, 0.3, None, 9.0, None, 14.8, 100.74, -5.6, None, None, 65.0, 2012-01-03 10:00:00, None, None
247.5, 0.6, None, 10.0, None, 18.4, 100.79, -5.5, None, None, 64.0, 2012-01-03 11:00:00, None, None
247.5, 0.8, None, 3.0, 0.16, 22.3, 100.84, -5.4, None, None, 63.0, 2012-01-03 12:00:00, None, None
247.5, 0.2, None, 2.0, None, 18.4, 100.82, -5.6, None, None, 65.0, 2012-01-03 13:00:00, None, None
247.5, 0.4, None, 2.0, None, 14.8, 100.87, -5.2, None, None, 66.0, 2012-01-03 14:00:00, None, None
247.5, 0.6, None, 6.0, -0.02, 18.4, 100.84, -4.8, None, None, 67.0, 2012-01-03 15:00:00, None, None
0.0, 0.6, None, 2.0, None, 0.0, 100.89, -4.8, None, None, 67.0, 2012-01-03 16:00:00, None, None
135.0, 0.3, None, 2.0, None, 9.4, 100.92, -5.2, None, None, 67.0, 2012-01-03 17:00:00, None, None
135.0, 0.7, None, 6.0, 0.11, 7.6, 100.96, -4.8, None, None, 67.0, 2012-01-03 18:00:00, None, None
90.0, -0.9, None, 6.0, None, 11.2, 100.89, -3.8, None, None, 81.0, 2012-01-03 19:00:00, None, None
135.0, -0.2, None, 6.0, None, 13.0, 100.86, -2.8, None, None, 83.0, 2012-01-03 20:00:00, None, None
112.5, -0.1, None, 6.0, -0.19, 18.4, 100.76, -2.6, None, None, 83.0, 2012-01-03 21:00:00, None, None
112.5, 0.1, None, 6.0, None, 18.4, 100.68, -2.1, None, None, 85.0, 2012-01-03 22:00:00, None, None
112.5, 0.5, None, 4.0, None, 18.4, 100.6, -1.7, None, None, 85.0, 2012-01-03 23:00:00, None, None
112.5, 0.5, None, 4.0, -0.15, 20.5, 100.58, -1.8, None, None, 85.0, 2012-01-04 00:00:00, None, None
112.5, 0.7, None, 10.0, None, 18.4, 100.55, -1.5, None, None, 85.0, 2012-01-04 01:00:00, None, None
157.5, 0.3, None, 10.0, None, 14.8, 100.52, -1.7, None, None, 86.0, 2012-01-04 02:00:00, None, None
202.5, 1.3, None, 3.0, -0.11, 18.4, 100.46, -1.8, None, None, 80.0, 2012-01-04 03:00:00, None, None
225.0, 2.7, 37.1, 3.0, None, 27.7, 100.5, -1.1, None, None, 76.0, 2012-01-04 04:00:00, None, None
225.0, 3.5, 37.1, 4.0, None, 27.7, 100.43, -1.0, None, None, 72.0, 2012-01-04 05:00:00, None, None
225.0, 3.5, 37.04, 3.0, -0.01, 27.7, 100.43, -1.1, 0.4, 3.8, 72.0, 2012-01-04 06:00:00, -0.9, 1.4
225.0, 3.9, 37.1, 6.0, None, 22.3, 100.53, -1.1, None, None, 70.0, 2012-01-04 07:00:00, None, None
180.0, 2.6, None, 6.0, None, 9.4, 100.5, -1.4, None, None, 75.0, 2012-01-04 08:00:00, None, None
135.0, 3.8, None, 6.0, 0.05, 9.4, 100.49, -1.3, None, None, 69.0, 2012-01-04 09:00:00, None, None
90.0, 2.6, None, 6.0, None, 18.4, 100.46, -1.7, None, None, 73.0, 2012-01-04 10:00:00, None, None
90.0, 1.9, None, 6.0, None, 18.4, 100.36, -1.6, None, None, 78.0, 2012-01-04 11:00:00, None, None
112.5, 0.9, None, 6.0, -0.3, 14.8, 100.18, -1.9, None, None, 82.0, 2012-01-04 12:00:00, None, None
135.0, 1.3, None, 6.0, None, 18.4, 100.19, -1.3, None, None, 83.0, 2012-01-04 13:00:00, None, None
135.0, 2.3, None, 4.0, None, 22.3, 100.07, 0.0, None, None, 85.0, 2012-01-04 14:00:00, None, None
135.0, 2.4, None, 2.0, -0.24, 22.3, 99.9, -0.1, None, None, 84.0, 2012-01-04 15:00:00, None, None
135.0, 2.0, None, 10.0, None, 18.4, 99.87, -0.4, None, None, 84.0, 2012-01-04 16:00:00, None, None
135.0, 2.2, None, 10.0, None, 18.4, 99.84, -0.5, None, None, 82.0, 2012-01-04 17:00:00, None, None
