station_observations
wind_speed, mean_sea_level, dew_point, wind_direction, relative_humidity, air_temperature, time, air_temperature_yesterday_low, total_precipitation, wind_gust_speed, air_temperature_yesterday_high, tendency_amount
42.5, None, None, 67.5, None, None, 2012-01-01 00:00:00, None, None, None, None, -0.27
43.2, None, None, 67.5, None, None, 2012-01-01 01:00:00, None, None, None, None, -0.18
45.7, None, None, 67.5, None, None, 2012-01-01 02:00:00, None, None, None, None, -0.28
41.4, None, None, 67.5, None, None, 2012-01-01 03:00:00, None, None, None, None, -0.27
41.4, None, None, 67.5, None, None, 2012-01-01 04:00:00, None, None, None, None, -0.29
29.5, None, None, 90.0, None, None, 2012-01-01 05:00:00, None, None, None, None, -0.16
53.3, None, None, 67.5, None, None, 2012-01-01 06:00:00, None, None, 65.9, None, -0.15
57.2, None, None, 67.5, None, None, 2012-01-01 07:00:00, None, None, 68.0, None, -0.13
51.5, None, None, 67.5, None, None, 2012-01-01 08:00:00, None, None, 62.3, None, -0.16
58.0, None, None, 67.5, None, None, 2012-01-01 10:00:00, None, None, 67.7, None, 0.16
57.2, None, None, 67.5, None, None, 2012-01-01 11:00:00, None, None, 68.0, None, 0.21
51.5, None, None, 67.5, None, None, 2012-01-01 12:00:00, None, None, 71.6, None, None
50.8, None, None, 67.5, None, None, 2012-01-01 13:00:00, None, None, 65.2, None, -0.18
53.6, None, None, 67.5, None, None, 2012-01-01 14:00:00, None, None, 65.2, None, -0.19
56.5, None, None, 45.0, None, None, 2012-01-01 15:00:00, None, None, 74.5, None, -0.3
57.6, None, None, 45.0, None, None, 2012-01-01 16:00:00, None, None, 70.2, None, -0.38
60.5, None, None, 45.0, None, None, 2012-01-01 17:00:00, None, None, 73.4, None, -0.42
59.4, None, None, 67.5, None, None, 2012-01-01 18:00:00, None, None, 70.9, None, -0.45
56.9, None, None, 67.5, None, None, 2012-01-01 19:00:00, None, None, 68.8, None, -0.45
59.8, None, None, 67.5, None, None, 2012-01-01 20:00:00, None, None, 73.4, None, -0.48
56.2, None, None, 67.5, None, None, 2012-01-01 21:00:00, None, None, 67.0, None, -0.46
36.7, None, None, 90.0, None, None, 2012-01-01 22:00:00, None, None, None, None, -0.46
63.4, None, None, 157.5, None, None, 2012-01-01 23:00:00, None, None, 74.5, None, -0.41
52.9, None, None, 157.5, None, None, 2012-01-02 00:00:00, None, None, None, None, -0.28
54.0, None, None, 157.5, None, None, 2012-01-02 01:00:00, None, None, None, None, -0.21
60.8, None, None, 157.5, None, None, 2012-01-02 02:00:00, None, None, 71.3, None, -0.14
72.7, None, None, 157.5, None, None, 2012-01-02 03:00:00, None, None, 85.7, None, -0.17
71.6, None, None, 157.5, None, None, 2012-01-02 04:00:00, None, None, 81.4, None, -0.06
70.6, None, None, 157.5, None, None, 2012-01-02 05:00:00, None, None, 83.5, None, 0.05
65.5, None, None, 157.5, None, None, 2012-01-02 06:00:00, None, None, 77.8, None, 0.18
60.5, None, None, 157.5, None, None, 2012-01-02 07:00:00, None, None, 74.9, None, 0.19
67.3, None, None, 157.5, None, None, 2012-01-02 08:00:00, None, None, 77.0, None, 0.18
55.8, None, None, 157.5, None, None, 2012-01-02 09:00:00, None, None, 65.5, None, 0.17
43.9, None, None, 157.5, None, None, 2012-01-02 10:00:00, None, None, None, None, 0.15
44.3, None, None, 157.5, None, None, 2012-01-02 11:00:00, None, None, 54.0, None, 0.13
38.9, None, None, 157.5, None, None, 2012-01-02 12:00:00, None, None, 49.0, None, 0.14
38.5, None, None, 157.5, None, None, 2012-01-02 13:00:00, None, None, None, None, 0.11
37.4, None, None, 157.5, None, None, 2012-01-02 14:00:00, None, None, None, None, 0.15
21.2, None, None, 180.0, None, None, 2012-01-02 15:00:00, None, None, None, None, 0.17
14.8, None, None, 247.5, None, None, 2012-01-02 16:00:00, None, None, None, None, 0.22
19.4, None, None, 247.5, None, None, 2012-01-02 17:00:00, None, None, None, None, 0.27
21.2, None, None, 270.0, None, None, 2012-01-02 18:00:00, None, None, None, None, 0.25
9.7, None, None, 247.5, None, None, 2012-01-02 19:00:00, None, None, None, None, 0.29
4.7, None, None, 247.5, None, None, 2012-01-02 20:00:00, None, None, None, None, 0.15
0.0, None, None, 315.0, None, None, 2012-01-02 21:00:00, None, None, None, None, 0.08
0.0, None, None, 270.0, None, None, 2012-01-02 22:00:00, None, None, None, None, -0.05
0.4, None, None, 337.5, None, None, 2012-01-02 23:00:00, None, 10.8, None, None, -0.01
7.9, None, None, 22.5, None, None, 2012-01-03 00:00:00, None, None, None, None, -0.03
8.3, None, None, 90.0, None, None, 2012-01-03 01:00:00, None, None, None, None, 0.02
17.3, None, None, 67.5, None, None, 2012-01-03 02:00:00, None, None, None, None, 0.0
20.9, None, None, 45.0, None, None, 2012-01-03 03:00:00, None, None, None, None, -0.01
33.1, None, None, 67.5, None, None, 2012-01-03 04:00:00, None, None, None, None, -0.07
34.6, None, None, 67.5, None, None, 2012-01-03 05:00:00, None, None, None, None, -0.12
40.3, None, None, 157.5, None, None, 2012-01-03 06:00:00, None, 10.8, 79.64, None, -0.09
36.0, None, None, 67.5, None, None, 2012-01-03 07:00:00, None, None, 46.4, None, -0.02
36.4, None, None, 67.5, None, None, 2012-01-03 08:00:00, None, None, None, None, -0.03
36.0, None, None, 67.5, None, None, 2012-01-03 09:00:00, None, None, None, None, -0.12
31.7, None, None, 67.5, None, None, 2012-01-03 10:00:00, None, None, None, None, -0.15
22.0, None, None, 135.0, None, None, 2012-01-03 11:00:00, None, None, 32.0, None, -0.11
28.4, None, None, 135.0, None, None, 2012-01-03 12:00:00, None, None, None, None, -0.12
26.3, None, None, 90.0, None, None, 2012-01-03 13:00:00, None, None, None, None, -0.21
49.7, None, None, 67.5, None, None, 2012-01-03 14:00:00, None, None, 62.3, None, -0.42
46.4, None, None, 67.5, None, None, 2012-01-03 15:00:00, None, None, None, None, -0.56
40.3, None, None, 67.5, None, None, 2012-01-03 16:00:00, None, None, None, None, -0.57
25.6, None, None, 90.0, None, None, 2012-01-03 17:00:00, None, None, None, None, -0.43
58.7, None, None, 157.5, None, None, 2012-01-03 18:00:00, None, None, 70.9, None, -0.31
60.1, None, None, 157.5, None, None, 2012-01-03 19:00:00, None, None, 74.2, None, -0.24
59.0, None, None, 157.5, None, None, 2012-01-03 20:00:00, None, None, 68.8, None, -0.08
56.5, None, None, 157.5, None, None, 2012-01-03 21:00:00, None, None, None, None, 0.15
49.3, None, None, 157.5, None, None, 2012-01-03 22:00:00, None, None, None, None, 0.22
46.1, None, None, 157.5, None, None, 2012-01-03 23:00:00, None, 36.4, None, None, 0.26
38.9, None, None, 180.0, None, None, 2012-01-04 00:00:00, None, None, 49.0, None, 0.25
38.2, None, None, 157.5, None, None, 2012-01-04 01:00:00, None, None, None, None, 0.27
24.8, None, None, 157.5, None, None, 2012-01-04 02:00:00, None, None, None, None, 0.16
32.8, None, None, 67.5, None, None, 2012-01-04 03:00:00, None, None, None, None, -0.1
43.6, None, None, 67.5, None, None, 2012-01-04 04:00:00, None, None, None, None, -0.21
44.6, None, None, 45.0, None, None, 2012-01-04 05:00:00, None, None, None, None, -0.38
51.5, None, None, 157.5, None, None, 2012-01-04 06:00:00, None, 36.4, 75.93, None, -0.44
60.1, None, None, 67.5, None, None, 2012-01-04 07:00:00, None, None, 73.4, None, -0.73
55.4, None, None, 67.5, None, None, 2012-01-04 08:00:00, None, None, 65.5, None, -0.86
32.8, None, None, 90.0, None, None, 2012-01-04 09:00:00, None, None, None, None, -0.79
52.9, None, None, 135.0, None, None, 2012-01-04 10:00:00, None, None, 64.1, None, -0.69
82.4, None, None, 157.5, None, None, 2012-01-04 11:00:00, None, None, 110.2, None, -0.48
83.2, None, None, 180.0, None, None, 2012-01-04 12:00:00, None, None, 96.5, None, 0.01
74.9, None, None, 180.0, None, None, 2012-01-04 13:00:00, None, None, 86.4, None, 0.52
62.6, None, None, 180.0, None, None, 2012-01-04 14:00:00, None, None, 72.4, None, 0.83
57.2, None, None, 157.5, None, None, 2012-01-04 15:00:00, None, None, 68.0, None, 0.63
54.4, None, None, 180.0, None, None, 2012-01-04 16:00:00, None, None, None, None, 0.48
50.4, None, None, 157.5, None, None, 2012-01-04 17:00:00, None, None, None, None, 0.39
54.0, None, None, 157.5, None, None, 2012-01-04 18:00:00, None, None, None, None, 0.27
50.8, None, None, 157.5, None, None, 2012-01-04 19:00:00, None, None, None, None, 0.15
51.1, None, None, 180.0, None, None, 2012-01-04 20:00:00, None, None, 60.8, None, -0.02
59.8, None, None, 157.5, None, None, 2012-01-04 21:00:00, None, None, 69.8, None, 0.01
60.5, None, None, 157.5, None, None, 2012-01-04 22:00:00, None, None, 70.6, None, -0.04
55.8, None, None, 180.0, None, None, 2012-01-04 23:00:00, None, 33.0, None, None, 0.09
46.4, None, None, 180.0, None, None, 2012-01-05 00:00:00, None, None, 56.5, None, 0.09
50.0, None, None, 180.0, None, None, 2012-01-05 01:00:00, None, None, None, None, 0.26
40.0, None, None, 180.0, None, None, 2012-01-05 02:00:00, None, None, None, None, 0.28
50.0, None, None, 180.0, None, None, 2012-01-05 03:00:00, None, None, 60.1, None, 0.28
57.2, None, None, 157.5, None, None, 2012-01-05 04:00:00, None, None, 67.0, None, 0.21
59.0, None, None, 180.0, None, None, 2012-01-05 05:00:00, None, None, None, None, 0.23
56.5, None, None, 157.5, None, None, 2012-01-05 06:00:00, None, 33.0, 114.82, None, 0.31
52.2, None, None, 180.0, None, None, 2012-01-05 07:00:00, None, None, 63.7, None, 0.4
57.2, None, None, 180.0, None, None, 2012-01-05 08:00:00, None, None, 66.2, None, 0.37
58.0, None, None, 180.0, None, None, 2012-01-05 09:00:00, None, None, 71.6, None, 0.39
55.4, None, None, 180.0, None, None, 2012-01-05 10:00:00, None, None, 64.8, None, 0.3
60.1, None, None, 180.0, None, None, 2012-01-05 11:00:00, None, None, 72.7, None, 0.28
61.6, None, None, 157.5, None, None, 2012-01-05 12:00:00, None, None, 74.9, None, 0.18
66.2, None, None, 180.0, None, None, 2012-01-05 13:00:00, None, None, 77.8, None, 0.2
52.9, None, None, 202.5, None, None, 2012-01-05 14:00:00, None, None, None, None, 0.28
40.0, None, None, 247.5, None, None, 2012-01-05 15:00:00, None, None, None, None, 0.4
34.9, None, None, 247.5, None, None, 2012-01-05 16:00:00, None, None, None, None, 0.47
32.8, None, None, 247.5, None, None, 2012-01-05 17:00:00, None, None, None, None, 0.49
29.2, None, None, 247.5, None, None, 2012-01-05 18:00:00, None, None, 39.6, None, 0.51
18.7, None, None, 247.5, None, None, 2012-01-05 19:00:00, None, None, None, None, 0.5
25.6, None, None, 270.0, None, None, 2012-01-05 20:00:00, None, None, None, None, 0.41
13.7, None, None, 270.0, None, None, 2012-01-05 21:00:00, None, None, None, None, 0.33
17.3, None, None, 247.5, None, None, 2012-01-05 22:00:00, None, None, None, None, 0.2
19.1, None, None, 247.5, None, None, 2012-01-05 23:00:00, None, 4.6, None, None, 0.17
24.5, None, None, 225.0, None, None, 2012-01-06 00:00:00, None, None, None, None, 0.15
9.4, None, None, 270.0, None, None, 2012-01-06 01:00:00, None, None, None, None, 0.19
4.3, None, None, 247.5, None, None, 2012-01-06 02:00:00, None, None, None, None, 0.13
19.8, None, None, 157.5, None, None, 2012-01-06 03:00:00, None, None, None, None, 0.04
11.2, None, None, 180.0, None, None, 2012-01-06 04:00:00, None, None, None, None, -0.03
8.6, None, None, 225.0, None, None, 2012-01-06 05:00:00, None, None, None, None, 0.01
7.9, None, None, 157.5, None, None, 2012-01-06 06:00:00, None, 4.6, 77.78, None, 0.0
28.4, None, None, 157.5, None, None, 2012-01-06 07:00:00, None, None, None, None, -0.02
28.8, None, None, 135.0, None, None, 2012-01-06 08:00:00, None, None, None, None, -0.12
38.2, None, None, 157.5, None, None, 2012-01-06 09:00:00, None, None, None, None, -0.15
30.2, None, None, 135.0, None, None, 2012-01-06 10:00:00, None, None, None, None, -0.14
37.1, None, None, 135.0, None, None, 2012-01-06 11:00:00, None, None, None, None, -0.18
34.9, None, None, 135.0, None, None, 2012-01-06 12:00:00, None, None, None, None, -0.2
35.6, None, None, 135.0, None, None, 2012-01-06 13:00:00, None, None, None, None, -0.26
34.9, None, None, 135.0, None, None, 2012-01-06 14:00:00, None, None, None, None, -0.2
31.7, None, None, 135.0, None, None, 2012-01-06 15:00:00, None, None, 42.1, None, -0.2
29.5, None, None, 135.0, None, None, 2012-01-06 16:00:00, None, None, 41.8, None, -0.16
