wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
4.0, 101.4, 9.6, 112.5, 85.0, 12.1,2017-10-29 00:00:00, None, None, None, None, -0.09,44
7.0, 101.3, 9.0, 90.0, 87.0, 11.0,2017-10-29 01:00:00, None, None, None, None, -0.09,44
1.0, 101.3, 8.9, 90.0, 88.0, 10.9,2017-10-29 02:00:00, None, None, None, None, -0.06,44
1.0, 101.3, 9.0, 90.0, 88.0, 10.9,2017-10-29 03:00:00, None, None, None, None, -0.04,44
5.0, 101.3, 8.9, 90.0, 89.0, 10.6,2017-10-29 04:00:00, None, None, None, None, 0.02,44
1.0, 101.4, 8.9, 90.0, 90.0, 10.4,2017-10-29 05:00:00, None, None, None, None, 0.06,44
0.0, 101.4, 8.9, None, 90.0, 10.4,2017-10-29 06:00:00, None, None, None, None, 0.11,44
4.0, 101.5, 9.2, 90.0, 86.0, 11.6,2017-10-29 07:00:00, None, None, None, None, 0.11,44
1.0, 101.5, 8.8, 45.0, 87.0, 10.9,2017-10-29 08:00:00, None, None, None, None, 0.09,44
5.0, 101.5, 7.8, 292.5, 89.0, 9.6,2017-10-29 09:00:00, None, None, None, None, 0.05,44
2.0, 101.5, 8.6, 67.5, 92.0, 9.8,2017-10-29 10:00:00, None, None, None, None, 0.03,44
2.0, 101.5, 8.8, 337.5, 94.0, 9.8,2017-10-29 11:00:00, None, None, None, None, 0.0,44
0.0, 101.5, 8.2, None, 93.0, 9.3,2017-10-29 12:00:00, None, None, None, None, -0.03,44
6.0, 101.5, 7.9, 90.0, 94.0, 8.8,2017-10-29 13:00:00, None, None, None, None, 0.04,44
5.0, 101.6, 8.3, 90.0, 94.0, 9.2,2017-10-29 14:00:00, None, None, None, None, 0.07,44
7.0, 101.6, 8.1, 90.0, 94.0, 8.9,2017-10-29 15:00:00, None, None, None, None, 0.14,44
10.0, 101.7, 8.4, 90.0, 93.0, 9.5,2017-10-29 16:00:00, None, None, None, None, 0.14,44
11.0, 101.8, 7.7, 112.5, 89.0, 9.4,2017-10-29 17:00:00, None, None, None, None, 0.21,44
7.0, 101.8, 8.3, 90.0, 88.0, 10.2,2017-10-29 18:00:00, None, None, None, None, 0.2,44
10.0, 101.8, 8.4, 112.5, 92.0, 9.7,2017-10-29 19:00:00, None, None, None, None, 0.13,44
12.0, 101.8, 8.8, 90.0, 80.0, 12.2,2017-10-29 20:00:00, None, None, None, None, 0.03,44
11.0, 101.8, 8.9, 90.0, 79.0, 12.5,2017-10-29 21:00:00, None, None, None, None, -0.01,44
12.0, 101.8, 8.7, 112.5, 81.0, 11.8,2017-10-29 22:00:00, None, None, None, None, 0.0,44
4.0, 101.8, 9.4, 67.5, 76.0, 13.5,2017-10-29 23:00:00, None, 0.0, None, None, 0.01,44
4.0, 101.8, 9.2, 90.0, 80.0, 12.5,2017-10-30 00:00:00, None, None, None, None, 0.04,44
8.0, 101.9, 8.9, 90.0, 81.0, 12.1,2017-10-30 01:00:00, None, None, None, None, 0.05,44
7.0, 101.9, 8.7, 67.5, 84.0, 11.3,2017-10-30 02:00:00, None, None, None, None, 0.1,44
8.0, 102.0, 5.5, 67.5, 59.0, 13.4,2017-10-30 03:00:00, None, None, None, None, 0.12,44
9.0, 102.0, 6.4, 90.0, 72.0, 11.1,2017-10-30 04:00:00, None, None, None, None, 0.17,44
1.0, 102.1, 3.7, 292.5, 59.0, 11.4,2017-10-30 05:00:00, None, None, None, None, 0.19,44
11.0, 102.1, 3.8, 90.0, 67.0, 9.7,2017-10-30 06:00:00, None, None, None, None, 0.19,44
9.0, 102.2, 4.0, 90.0, 66.0, 10.1,2017-10-30 07:00:00, None, None, None, None, 0.18,44
9.0, 102.2, 2.7, 90.0, 64.0, 9.1,2017-10-30 08:00:00, None, None, None, None, 0.11,44
11.0, 102.2, 1.7, 90.0, 59.0, 9.3,2017-10-30 09:00:00, None, None, None, None, 0.09,44
10.0, 102.3, 1.8, 90.0, 61.0, 8.9,2017-10-30 10:00:00, None, None, None, None, 0.07,44
6.0, 102.3, 1.1, 90.0, 59.0, 8.8,2017-10-30 11:00:00, None, None, None, None, 0.07,44
7.0, 102.3, 2.0, 90.0, 68.0, 7.5,2017-10-30 12:00:00, None, None, None, None, 0.04,44
10.0, 102.3, 0.8, 90.0, 59.0, 8.2,2017-10-30 13:00:00, None, None, None, None, 0.02,44
7.0, 102.3, 0.3, 90.0, 59.0, 7.9,2017-10-30 14:00:00, None, None, None, None, 0.04,44
6.0, 102.3, 1.1, 67.5, 64.0, 7.5,2017-10-30 15:00:00, None, None, None, None, 0.05,44
8.0, 102.4, 2.6, 90.0, 65.0, 8.9,2017-10-30 16:00:00, None, None, None, None, 0.07,44
8.0, 102.4, 2.4, 90.0, 61.0, 9.6,2017-10-30 17:00:00, None, None, None, None, 0.06,44
4.0, 102.4, 2.5, 135.0, 56.0, 10.9,2017-10-30 18:00:00, None, None, None, None, 0.05,44
5.0, 102.3, -0.1, 270.0, 43.0, 12.1,2017-10-30 19:00:00, None, None, None, None, -0.02,44
4.0, 102.3, 0.2, 202.5, 39.0, 13.9,2017-10-30 20:00:00, None, None, None, None, -0.06,44
23.0, 102.3, 3.2, 270.0, 57.0, 11.4,2017-10-30 21:00:00, None, None, None, None, -0.12,44
22.0, 102.2, 6.7, 270.0, 78.0, 10.4,2017-10-30 22:00:00, None, None, None, None, -0.18,44
19.0, 102.1, 7.2, 270.0, 79.0, 10.8,2017-10-30 23:00:00, None, 0.0, None, None, -0.21,44
7.0, 102.1, 5.9, 292.5, 66.0, 11.9,2017-10-31 00:00:00, None, None, None, None, -0.16,44
2.0, 102.1, 4.6, 90.0, 63.0, 11.4,2017-10-31 01:00:00, None, None, None, None, -0.08,44
3.0, 102.1, 6.3, 45.0, 73.0, 10.9,2017-10-31 02:00:00, None, None, None, None, -0.04,44
0.0, 102.1, 5.1, None, 73.0, 9.7,2017-10-31 03:00:00, None, None, None, None, -0.03,44
1.0, 102.1, 4.5, 0.0, 73.0, 9.1,2017-10-31 04:00:00, None, None, None, None, 0.02,44
7.0, 102.1, 4.7, 90.0, 75.0, 9.0,2017-10-31 05:00:00, None, None, None, None, 0.0,44
