wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
7.0, None, None,0.0, None,1.7, None,0.1, None, None,100.0,2016-12-30 00:00:00, None,53
277.0, None, None,0.0, None,2.3, None,0.1, None, None,100.0,2016-12-30 01:00:00, None,53
348.0, None, None,0.0, None,1.7, None,-0.1, None, None,100.0,2016-12-30 02:00:00, None,53
8.0, None, None,0.0, None,0.0, None,-0.3, None, None,100.0,2016-12-30 03:00:00, None,53
270.0, None, None,0.0, None,0.0, None,-0.1, None, None,100.0,2016-12-30 04:00:00, None,53
265.0, None, None,0.0, None,0.0, None,-0.2, None, None,100.0,2016-12-30 05:00:00, None,53
298.0, None, None,0.0, None,0.0, None,-0.5, None, None,100.0,2016-12-30 06:00:00, None,53
350.0, None, None,0.0, None,0.0, None,-1.0, None, None,100.0,2016-12-30 07:00:00, None,53
346.0, None, None,0.0, None,0.0, None,-0.5, None, None,100.0,2016-12-30 08:00:00, None,53
16.0, None, None,0.0, None,0.0, None,-1.2, None, None,100.0,2016-12-30 09:00:00, None,53
322.0, None, None,0.0, None,0.0, None,-1.0, None, None,100.0,2016-12-30 10:00:00, None,53
268.0, None, None,0.0, None,0.0, None,-0.8, None, None,100.0,2016-12-30 11:00:00, None,53
302.0, None, None,0.0, None,0.0, None,-0.6, None, None,100.0,2016-12-30 12:00:00, None,53
297.0, None, None,0.0, None,0.0, None,-0.2, None, None,100.0,2016-12-30 13:00:00, None,53
231.0, None, None,0.0, None,1.6, None,-0.1, None, None,100.0,2016-12-30 14:00:00, None,53
325.0, None, None,0.0, None,0.0, None,-0.1, None, None,100.0,2016-12-30 15:00:00, None,53
16.0, None, None,0.0, None,0.0, None,-0.7, None, None,100.0,2016-12-30 16:00:00, None,53
316.0, None, None,0.0, None,0.0, None,-1.0, None, None,100.0,2016-12-30 17:00:00, None,53
349.0, None, None,0.0, None,0.0, None,-1.1, None, None,100.0,2016-12-30 18:00:00, None,53
306.0, None, None,0.0, None,0.0, None,-1.0, None, None,100.0,2016-12-30 19:00:00, None,53
311.0, None, None,0.0, None,0.0, None,-0.8, None, None,100.0,2016-12-30 20:00:00, None,53
347.0, None, None,0.0, None,0.0, None,-0.4, None, None,100.0,2016-12-30 21:00:00, None,53
275.0, None, None,0.0, None,0.0, None,-0.4, None, None,100.0,2016-12-30 22:00:00, None,53
351.0, None, None,0.0, None,0.0, None,-0.4, None, None,100.0,2016-12-30 23:00:00, None,53
340.0, None, None,0.0, None,0.0, None,-0.4, None, None,100.0,2016-12-31 00:00:00, None,53
