wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
7.9, None, None,176.0, None,0.0, None, None, None,0.0,2017-06-11 14:00:00,24
11.3, None, None,185.0, None,0.0, None, None, None,0.0,2017-06-11 15:00:00,24
6.0, None, None,204.0, None,0.0, None, None, None,0.0,2017-06-11 16:00:00,24
7.9, None, None,153.0, None,0.0, None, None, None,0.0,2017-06-11 17:00:00,24
10.8, None, None,189.0, None,0.0, None, None, None,0.0,2017-06-11 18:00:00,24
16.0, None, None,200.0, None,0.0, None, None, None,0.0,2017-06-11 19:00:00,24
15.6, None, None,204.0, None,0.0, None, None, None,0.0,2017-06-11 20:00:00,24
15.8, None, None,203.0, None,0.0, None, None, None,0.0,2017-06-11 21:00:00,24
10.4, None, None,199.0, None,0.0, None, None, None,0.0,2017-06-11 22:00:00,24
10.7, None, None,188.0, None,0.0, None, None, None,0.0,2017-06-11 23:00:00,24
13.1, None, None,201.0, None,0.0, None, None, None,0.0,2017-06-12 00:00:00,24
8.9, None, None,205.0, None,0.0, None, None, None,0.0,2017-06-12 01:00:00,24
6.7, None, None,264.0, None,0.0, None, None, None,0.0,2017-06-12 02:00:00,24
10.7, None, None,211.0, None,0.0, None, None, None,0.0,2017-06-12 03:00:00,24
5.9, None, None,209.0, None,0.0, None, None, None,0.0,2017-06-12 04:00:00,24
7.9, None, None,278.0, None,0.0, None, None, None,0.0,2017-06-12 05:00:00,24
11.6, None, None,312.0, None,0.0, None, None, None,0.0,2017-06-12 06:00:00,24
14.7, None, None,320.0, None,0.0, None, None, None,0.0,2017-06-12 07:00:00,24
13.1, None, None,328.0, None,0.0, None, None, None,0.0,2017-06-12 08:00:00,24
10.0, None, None,324.0, None,0.0, None, None, None,0.0,2017-06-12 09:00:00,24
9.6, None, None,289.0, None,0.0, None, None, None,0.0,2017-06-12 10:00:00,24
6.0, None, None,289.0, None,0.0, None, None, None,0.0,2017-06-12 11:00:00,24
9.3, None, None,247.0, None,0.0, None, None, None,0.0,2017-06-12 12:00:00,24
5.8, None, None,29.0, None,0.0, None, None, None,0.0,2017-06-12 13:00:00,24
4.5, None, None,71.0, None,0.0, None, None, None,0.0,2017-06-12 14:00:00,24
7.4, None, None,64.0, None,0.0, None, None, None,0.0,2017-06-12 15:00:00,24
4.1, None, None,142.0, None,0.0, None, None, None,0.0,2017-06-12 16:00:00,24
7.4, None, None,165.0, None,0.0, None, None, None,0.0,2017-06-12 17:00:00,24
10.9, None, None,182.0, None,0.0, None, None, None,0.0,2017-06-12 18:00:00,24
12.5, None, None,202.0, None,0.0, None, None, None,0.0,2017-06-12 19:00:00,24
11.7, None, None,212.0, None,0.0, None, None, None,0.0,2017-06-12 20:00:00,24
11.9, None, None,221.0, None,0.0, None, None, None,0.0,2017-06-12 21:00:00,24
9.4, None, None,219.0, None,0.0, None, None, None,0.0,2017-06-12 22:00:00,24
10.2, None, None,230.0, None,0.0, None, None, None,0.0,2017-06-12 23:00:00,24
11.9, None, None,256.0, None,0.0, None, None, None,0.0,2017-06-13 00:00:00,24
8.9, None, None,225.0, None,0.0, None, None, None,0.0,2017-06-13 01:00:00,24
11.2, None, None,245.0, None,0.0, None, None, None,0.0,2017-06-13 02:00:00,24
10.4, None, None,264.0, None,0.0, None, None, None,0.0,2017-06-13 03:00:00,24
9.4, None, None,282.0, None,0.0, None, None, None,0.0,2017-06-13 04:00:00,24
10.0, None, None,306.0, None,0.0, None, None, None,0.0,2017-06-13 05:00:00,24
12.6, None, None,312.0, None,0.0, None, None, None,0.0,2017-06-13 06:00:00,24
16.9, None, None,315.0, None,0.0, None, None, None,0.0,2017-06-13 07:00:00,24
16.0, None, None,306.0, None,0.0, None, None, None,0.0,2017-06-13 08:00:00,24
11.3, None, None,315.0, None,0.0, None, None, None,0.0,2017-06-13 09:00:00,24
15.6, None, None,312.0, None,0.0, None, None, None,0.0,2017-06-13 10:00:00,24
11.0, None, None,308.0, None,0.0, None, None, None,0.0,2017-06-13 11:00:00,24
7.8, None, None,335.0, None,0.0, None, None, None,0.0,2017-06-13 12:00:00,24
10.1, None, None,270.0, None,0.0, None, None, None,0.0,2017-06-13 13:00:00,24
9.7, None, None,293.0, None,0.0, None, None, None,0.0,2017-06-13 14:00:00,24
10.2, None, None,336.0, None,0.0, None, None, None,0.0,2017-06-13 15:00:00,24
9.1, None, None,227.0, None,0.0, None, None, None,0.0,2017-06-13 16:00:00,24
9.1, None, None,186.0, None,0.0, None, None, None,0.0,2017-06-13 17:00:00,24
10.9, None, None,222.0, None,0.0, None, None, None,0.0,2017-06-13 18:00:00,24
12.9, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-13 19:00:00,24
18.9, None, None,188.0, None,0.0, None, None, None,0.0,2017-06-13 20:00:00,24
17.2, None, None,189.0, None,0.0, None, None, None,0.0,2017-06-13 21:00:00,24
14.9, None, None,191.0, None,0.0, None, None, None,0.0,2017-06-13 22:00:00,24
12.8, None, None,190.0, None,0.0, None, None, None,0.0,2017-06-13 23:00:00,24
16.7, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-14 00:00:00,24
16.6, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-14 01:00:00,24
11.5, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-14 02:00:00,24
9.8, None, None,197.0, None,0.0, None, None, None,0.0,2017-06-14 03:00:00,24
9.7, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-14 04:00:00,24
10.4, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-14 05:00:00,24
12.9, None, None,213.0, None,0.0, None, None, None,0.0,2017-06-14 06:00:00,24
10.5, None, None,206.0, None,0.0, None, None, None,0.0,2017-06-14 07:00:00,24
8.4, None, None,230.0, None,0.0, None, None, None,0.0,2017-06-14 08:00:00,24
10.2, None, None,184.0, None,0.0, None, None, None,0.0,2017-06-14 09:00:00,24
12.8, None, None,203.0, None,0.0, None, None, None,0.0,2017-06-14 10:00:00,24
10.2, None, None,170.0, None,0.0, None, None, None,0.0,2017-06-14 11:00:00,24
12.5, None, None,213.0, None,0.0, None, None, None,0.0,2017-06-14 12:00:00,24
13.6, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-14 13:00:00,24
20.5, None, None,190.0, None,0.0, None, None, None,0.0,2017-06-14 14:00:00,24
20.0, None, None,185.0, None,0.0, None, None, None,0.0,2017-06-14 15:00:00,24
18.1, None, None,182.0, None,0.0, None, None, None,0.0,2017-06-14 16:00:00,24
14.8, None, None,169.0, None,0.0, None, None, None,0.0,2017-06-14 17:00:00,24
16.0, None, None,182.0, None,0.0, None, None, None,0.0,2017-06-14 18:00:00,24
16.0, None, None,201.0, None,0.0, None, None, None,0.0,2017-06-14 19:00:00,24
18.3, None, None,197.0, None,0.0, None, None, None,0.0,2017-06-14 20:00:00,24
16.0, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-14 21:00:00,24
14.3, None, None,193.0, None,0.0, None, None, None,0.0,2017-06-14 22:00:00,24
14.2, None, None,204.0, None,0.0, None, None, None,0.0,2017-06-14 23:00:00,24
13.7, None, None,197.0, None,0.0, None, None, None,0.0,2017-06-15 00:00:00,24
13.0, None, None,201.0, None,0.0, None, None, None,0.0,2017-06-15 01:00:00,24
15.5, None, None,199.0, None,0.0, None, None, None,0.0,2017-06-15 02:00:00,24
18.8, None, None,202.0, None,0.0, None, None, None,0.0,2017-06-15 03:00:00,24
17.1, None, None,195.0, None,0.0, None, None, None,0.0,2017-06-15 04:00:00,24
12.3, None, None,188.0, None,0.0, None, None, None,0.0,2017-06-15 05:00:00,24
16.3, None, None,194.0, None,0.0, None, None, None,0.0,2017-06-15 06:00:00,24
14.8, None, None,189.0, None,0.0, None, None, None,0.0,2017-06-15 07:00:00,24
18.0, None, None,176.0, None,0.0, None, None, None,0.0,2017-06-15 08:00:00,24
17.2, None, None,162.0, None,0.0, None, None, None,0.0,2017-06-15 09:00:00,24
22.4, None, None,157.0, None,0.0, None, None, None,0.0,2017-06-15 10:00:00,24
17.1, None, None,169.0, None,0.0, None, None, None,0.0,2017-06-15 11:00:00,24
16.0, None, None,127.0, None,0.0, None, None, None,0.0,2017-06-15 12:00:00,24
15.5, None, None,147.0, None,0.0, None, None, None,0.0,2017-06-15 13:00:00,24
17.4, None, None,145.0, None,0.0, None, None, None,0.0,2017-06-15 14:00:00,24
20.9, None, None,168.0, None,0.0, None, None, None,0.0,2017-06-15 15:00:00,24
22.2, None, None,161.0, None,0.0, None, None, None,0.0,2017-06-15 16:00:00,24
22.8, None, None,178.0, None,0.0, None, None, None,0.0,2017-06-15 17:00:00,24
29.4, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-15 18:00:00,24
25.0, None, None,197.0, None,0.0, None, None, None,0.0,2017-06-15 19:00:00,24
25.8, None, None,195.0, None,0.0, None, None, None,0.0,2017-06-15 20:00:00,24
27.8, None, None,200.0, None,0.0, None, None, None,0.0,2017-06-15 21:00:00,24
25.7, None, None,201.0, None,0.0, None, None, None,0.0,2017-06-15 22:00:00,24
23.1, None, None,206.0, None,0.0, None, None, None,0.0,2017-06-15 23:00:00,24
22.8, None, None,206.0, None,0.0, None, None, None,0.0,2017-06-16 00:00:00,24
21.3, None, None,213.0, None,0.0, None, None, None,0.0,2017-06-16 01:00:00,24
19.6, None, None,209.0, None,0.0, None, None, None,0.0,2017-06-16 02:00:00,24
22.8, None, None,212.0, None,0.0, None, None, None,0.0,2017-06-16 03:00:00,24
19.8, None, None,230.0, None,0.0, None, None, None,0.0,2017-06-16 04:00:00,24
21.2, None, None,222.0, None,0.0, None, None, None,0.0,2017-06-16 05:00:00,24
17.4, None, None,229.0, None,0.0, None, None, None,0.0,2017-06-16 06:00:00,24
17.1, None, None,202.0, None,0.0, None, None, None,0.0,2017-06-16 07:00:00,24
14.1, None, None,190.0, None,0.0, None, None, None,0.0,2017-06-16 08:00:00,24
13.2, None, None,226.0, None,0.0, None, None, None,0.0,2017-06-16 09:00:00,24
12.9, None, None,237.0, None,0.0, None, None, None,0.0,2017-06-16 10:00:00,24
11.8, None, None,181.0, None,0.0, None, None, None,0.0,2017-06-16 11:00:00,24
16.4, None, None,185.0, None,0.0, None, None, None,0.0,2017-06-16 12:00:00,24
14.5, None, None,192.0, None,0.0, None, None, None,0.0,2017-06-16 13:00:00,24
17.6, None, None,188.0, None,0.0, None, None, None,0.0,2017-06-16 14:00:00,24
12.8, None, None,154.0, None,0.0, None, None, None,0.0,2017-06-16 15:00:00,24
11.6, None, None,337.0, None,0.0, None, None, None,0.0,2017-06-16 16:00:00,24
13.0, None, None,267.0, None,0.0, None, None, None,0.0,2017-06-16 17:00:00,24
11.5, None, None,202.0, None,0.0, None, None, None,0.0,2017-06-16 18:00:00,24
10.0, None, None,4.0, None,0.0, None, None, None,0.0,2017-06-16 19:00:00,24
10.1, None, None,244.0, None,0.0, None, None, None,0.0,2017-06-16 20:00:00,24
10.0, None, None,218.0, None,0.0, None, None, None,0.0,2017-06-16 21:00:00,24
14.6, None, None,196.0, None,0.0, None, None, None,0.0,2017-06-16 22:00:00,24
13.1, None, None,202.0, None,0.0, None, None, None,0.0,2017-06-16 23:00:00,24
11.6, None, None,208.0, None,0.0, None, None, None,0.0,2017-06-17 00:00:00,24
9.2, None, None,214.0, None,0.0, None, None, None,0.0,2017-06-17 01:00:00,24
8.5, None, None,246.0, None,0.0, None, None, None,0.0,2017-06-17 02:00:00,24
9.9, None, None,304.0, None,0.0, None, None, None,0.0,2017-06-17 03:00:00,24
13.2, None, None,307.0, None,0.0, None, None, None,0.0,2017-06-17 04:00:00,24
13.8, None, None,302.0, None,0.0, None, None, None,0.0,2017-06-17 05:00:00,24
13.1, None, None,312.0, None,0.0, None, None, None,0.0,2017-06-17 06:00:00,24
6.7, None, None,327.0, None,0.0, None, None, None,0.0,2017-06-17 07:00:00,24
6.7, None, None,278.0, None,0.0, None, None, None,0.0,2017-06-17 08:00:00,24
7.8, None, None,105.0, None,0.0, None, None, None,0.0,2017-06-17 09:00:00,24
7.3, None, None,92.0, None,0.0, None, None, None,0.0,2017-06-17 10:00:00,24
10.8, None, None,107.0, None,0.0, None, None, None,0.0,2017-06-17 11:00:00,24
9.7, None, None,158.0, None,0.0, None, None, None,0.0,2017-06-17 12:00:00,24
13.1, None, None,199.0, None,0.0, None, None, None,0.0,2017-06-17 13:00:00,24
12.3, None, None,191.0, None,0.0, None, None, None,0.0,2017-06-17 14:00:00,24
15.3, None, None,193.0, None,0.0, None, None, None,0.0,2017-06-17 15:00:00,24
16.2, None, None,184.0, None,0.0, None, None, None,0.0,2017-06-17 16:00:00,24
14.3, None, None,184.0, None,0.0, None, None, None,0.0,2017-06-17 17:00:00,24
20.1, None, None,189.0, None,0.0, None, None, None,0.0,2017-06-17 18:00:00,24
16.1, None, None,195.0, None,0.0, None, None, None,0.0,2017-06-17 19:00:00,24
18.2, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-17 20:00:00,24
18.1, None, None,198.0, None,0.0, None, None, None,0.0,2017-06-17 21:00:00,24
20.2, None, None,200.0, None,0.0, None, None, None,0.0,2017-06-17 22:00:00,24
13.3, None, None,204.0, None,0.0, None, None, None,0.0,2017-06-17 23:00:00,24
