SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,9.7, 0.0,0.0,3.4, None,2016-04-01 00:00:00,12.0,81.0,14
None,9.5, None,0.0,3.5, None,2016-04-01 00:15:00,10.0,85.0,14
None,9.2, None,0.0,3.8, None,2016-04-01 00:30:00,11.0,85.0,14
None,9.0, None,0.0,2.5, None,2016-04-01 00:45:00,19.0,88.0,14
None,8.5, 0.0,0.0,2.5, None,2016-04-01 01:00:00,33.0,85.0,14
None,8.4, None,0.0,2.5, None,2016-04-01 01:15:00,32.0,89.0,14
None,8.2, None,0.0,2.8, None,2016-04-01 01:30:00,30.0,90.0,14
None,8.1, None,0.0,2.5, None,2016-04-01 01:45:00,40.0,91.0,14
None,7.7, 0.0,0.0,2.3, None,2016-04-01 02:00:00,61.0,92.0,14
None,7.5, None,0.0,2.7, None,2016-04-01 02:15:00,52.0,91.0,14
None,7.3, None,0.0,1.3, None,2016-04-01 02:30:00,39.0,93.0,14
None,7.1, None,0.0,1.4, None,2016-04-01 02:45:00,120.0,94.0,14
None,6.9, 0.0,0.0,2.3, None,2016-04-01 03:00:00,274.0,94.0,14
None,6.7, None,0.0,0.9, None,2016-04-01 03:15:00,89.0,94.0,14
None,6.6, None,0.0,1.9, None,2016-04-01 03:30:00,89.0,92.0,14
None,6.8, None,0.0,1.6, None,2016-04-01 03:45:00,45.0,92.0,14
None,6.9, 0.0,0.0,2.7, None,2016-04-01 04:00:00,47.0,92.0,14
None,6.8, None,0.0,1.4, None,2016-04-01 04:15:00,2.0,95.0,14
None,6.5, None,0.0,1.5, None,2016-04-01 04:30:00,87.0,96.0,14
None,6.5, None,0.0,1.3, None,2016-04-01 04:45:00,77.0,97.0,14
None,6.7, 0.0,0.0,3.1, None,2016-04-01 05:00:00,56.0,96.0,14
None,6.6, None,0.0,2.0, None,2016-04-01 05:15:00,83.0,97.0,14
None,6.6, None,0.0,2.2, None,2016-04-01 05:30:00,58.0,98.0,14
None,6.3, None,0.0,2.2, None,2016-04-01 05:45:00,104.0,98.0,14
None,6.4, 0.0,0.0,2.6, None,2016-04-01 06:00:00,90.0,99.0,14
