WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.487,86.8,2016-01-29 00:00:00,5.726,5
None, None, 1.898,82.4,2016-01-29 01:00:00,6.714,5
None, None, 0.892,81.1,2016-01-29 02:00:00,6.949,5
None, None, 0.421999,83.8,2016-01-29 03:00:00,6.632,5
None, None, 1.303,84.5,2016-01-29 04:00:00,6.718,5
None, None, 1.523,88.2,2016-01-29 05:00:00,6.376,5
None, None, 2.629,86.5,2016-01-29 06:00:00,6.661,5
None, None, 3.678,83.3,2016-01-29 07:00:00,6.715,5
None, None, 2.008,84.2,2016-01-29 08:00:00,6.399,5
None, None, 1.065,90.9,2016-01-29 09:00:00,5.715,5
None, None, 3.617,91.6,2016-01-29 10:00:00,5.453,5
None, None, 5.078,86.0,2016-01-29 11:00:00,5.714,5
None, None, 2.708,85.8,2016-01-29 12:00:00,5.841,5
None, None, 0.518998,89.4,2016-01-29 13:00:00,5.677,5
None, None, 1.591,89.2,2016-01-29 14:00:00,5.294,5
None, None, 2.027,89.9,2016-01-29 15:00:00,5.037,5
None, None, 1.394,90.7,2016-01-29 16:00:00,5.042,5
None, None, 1.56,90.1,2016-01-29 17:00:00,5.327,5
None, None, 1.701,90.1,2016-01-29 18:00:00,4.893,5
None, None, 1.635,91.8,2016-01-29 19:00:00,4.279,5
None, None, 1.366,92.6,2016-01-29 20:00:00,4.5,5
None, None, 1.034,92.8,2016-01-29 21:00:00,4.757,5
None, None, 1.578,92.8,2016-01-29 22:00:00,4.264,5
None, None, 1.277,92.6,2016-01-29 23:00:00,3.985,5
None, None, 1.535,92.8,2016-01-30 00:00:00,3.92,5
None, None, 1.652,93.3,2016-01-30 01:00:00,3.708,5
None, None, 1.45,93.3,2016-01-30 02:00:00,3.588,5
None, None, 1.48,93.0,2016-01-30 03:00:00,3.78,5
None, None, 0.754,92.5,2016-01-30 04:00:00,3.693,5
None, None, 1.306,93.0,2016-01-30 05:00:00,3.203,5
None, None, 1.593,93.2,2016-01-30 06:00:00,3.322,5
None, None, 1.224,92.0,2016-01-30 07:00:00,3.699,5
None, None, 0.944998,91.2,2016-01-30 08:00:00,3.75,5
None, None, 1.319,90.9,2016-01-30 09:00:00,4.078,5
None, None, 1.612,89.2,2016-01-30 10:00:00,4.509,5
None, None, 3.033,85.3,2016-01-30 11:00:00,5.067,5
None, None, 1.943,85.3,2016-01-30 12:00:00,5.051,5
None, None, 2.023,89.9,2016-01-30 13:00:00,4.266,5
None, None, 2.074,91.1,2016-01-30 14:00:00,3.843,5
None, None, 2.323,91.9,2016-01-30 15:00:00,3.863,5
None, None, 2.204,92.6,2016-01-30 16:00:00,3.83,5
None, None, 2.034,92.8,2016-01-30 17:00:00,3.952,5
