WDIR_VECT,time,HUMIDITY,week_of_year
176.0,2020-07-27 00:00:00,85.0,30
80.6,2020-07-27 01:00:00,89.1,30
38.8,2020-07-27 02:00:00,91.4,30
64.8,2020-07-27 03:00:00,92.5,30
167.7,2020-07-27 04:00:00,92.6,30
152.7,2020-07-27 05:00:00,92.5,30
163.5,2020-07-27 06:00:00,89.4,30
161.4,2020-07-27 07:00:00,77.8,30
154.6,2020-07-27 08:00:00,68.3,30
161.7,2020-07-27 09:00:00,59.3,30
140.8,2020-07-27 10:00:00,51.3,30
140.7,2020-07-27 11:00:00,43.6,30
134.9,2020-07-27 12:00:00,36.9,30
152.5,2020-07-27 13:00:00,31.6,30
149.3,2020-07-27 14:00:00,28.5,30
148.6,2020-07-27 15:00:00,26.6,30
155.1,2020-07-27 16:00:00,25.6,30
155.9,2020-07-27 17:00:00,25.0,30
145.5,2020-07-27 18:00:00,25.1,30
174.3,2020-07-27 19:00:00,27.4,30
122.4,2020-07-27 20:00:00,35.0,30
116.6,2020-07-27 21:00:00,44.4,30
106.3,2020-07-27 22:00:00,55.1,30
129.5,2020-07-27 23:00:00,53.3,30
104.7,2020-07-28 00:00:00,57.2,30
119.7,2020-07-28 01:00:00,61.1,30
44.4,2020-07-28 02:00:00,63.3,30
46.6,2020-07-28 03:00:00,76.4,30
53.2,2020-07-28 04:00:00,84.9,30
96.6,2020-07-28 05:00:00,88.4,30
4.8,2020-07-28 06:00:00,87.2,30
182.6,2020-07-28 07:00:00,71.9,30
190.6,2020-07-28 08:00:00,60.0,30
299.1,2020-07-28 09:00:00,57.6,30
343.5,2020-07-28 10:00:00,52.7,30
318.9,2020-07-28 11:00:00,50.0,30
325.1,2020-07-28 12:00:00,52.4,30
332.9,2020-07-28 13:00:00,51.2,30
7.9,2020-07-28 14:00:00,48.5,30
342.1,2020-07-28 15:00:00,50.4,30
330.7,2020-07-28 16:00:00,55.4,30
32.8,2020-07-28 17:00:00,43.8,30
334.0,2020-07-28 18:00:00,56.0,30
330.3,2020-07-28 19:00:00,55.2,30
61.8,2020-07-28 20:00:00,60.1,30
351.3,2020-07-28 21:00:00,65.5,30
348.3,2020-07-28 22:00:00,68.3,30
332.6,2020-07-28 23:00:00,73.4,30
