station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
20.4, -1.9, 2.343, None, 2019-01-03 22:00:00, -1.908
21.2, -2.0, 1.48, None, 2019-01-03 23:00:00, -1.968
23.1, -2.3, 1.841, None, 2019-01-04 00:00:00, -2.272
10.1, -2.4, 1.645, None, 2019-01-04 01:00:00, -2.374
27.5, -2.5, 1.971, None, 2019-01-04 02:00:00, -2.466
27.0, -2.5, 1.377, None, 2019-01-04 03:00:00, -2.459
33.5, -2.6, 1.483, None, 2019-01-04 04:00:00, -2.588
24.1, -2.7, 1.051, None, 2019-01-04 05:00:00, -2.686
19.6, -2.7, 1.106, None, 2019-01-04 06:00:00, -2.654
19.3, -2.9, 1.087, None, 2019-01-04 07:00:00, -2.939
145.2, -3.1, 1.144, None, 2019-01-04 08:00:00, -3.142
248.1, -3.3, 1.632, None, 2019-01-04 09:00:00, -3.328
271.0, -3.3, 1.875, None, 2019-01-04 10:00:00, -3.255
2.1, -3.2, 0.736998, None, 2019-01-04 11:00:00, -3.173
6.6, -3.2, 1.592, None, 2019-01-04 12:00:00, -3.213
2.6, -3.3, 1.248, None, 2019-01-04 13:00:00, -3.337
10.6, -3.3, 1.043, None, 2019-01-04 14:00:00, -3.32
38.3, -3.1, 0.998, None, 2019-01-04 15:00:00, -3.072
28.6, -2.9, 1.121, None, 2019-01-04 16:00:00, -2.907
12.7, -3.0, 0.816999, None, 2019-01-04 17:00:00, -2.969
353.9, -2.9, 0.893998, None, 2019-01-04 18:00:00, -2.946
347.5, -2.9, 0.695999, None, 2019-01-04 19:00:00, -2.944
9.0, -3.0, 0.880999, None, 2019-01-04 20:00:00, -2.97
7.4, -3.0, 0.768998, None, 2019-01-04 21:00:00, -3.022
342.8, -3.1, 0.337998, None, 2019-01-04 22:00:00, -3.078
60.5, -3.0, 0.241999, None, 2019-01-04 23:00:00, -3.027
329.6, -2.9, 0.537, None, 2019-01-05 00:00:00, -2.867
45.7, -2.9, 0.455, None, 2019-01-05 01:00:00, -2.858
1.3, -2.8, 1.246, None, 2019-01-05 02:00:00, -2.839
16.7, -3.0, 1.17, None, 2019-01-05 03:00:00, -2.991
24.0, -3.2, 1.428, None, 2019-01-05 04:00:00, -3.169
10.1, -3.3, 1.81, None, 2019-01-05 05:00:00, -3.329
21.6, -3.4, 1.655, None, 2019-01-05 06:00:00, -3.431
5.1, -3.7, 2.355, None, 2019-01-05 07:00:00, -3.654
15.5, -3.7, 2.079, None, 2019-01-05 08:00:00, -3.744
27.4, -3.8, 1.724, None, 2019-01-05 09:00:00, -3.832
26.2, -3.7, 1.654, None, 2019-01-05 10:00:00, -3.696
35.5, -3.6, 1.187, None, 2019-01-05 11:00:00, -3.589
5.9, -3.0, 1.002, None, 2019-01-05 12:00:00, -2.959
57.2, -2.6, 1.107, None, 2019-01-05 13:00:00, -2.567
55.8, -2.1, 0.839999, None, 2019-01-05 14:00:00, -2.064
39.4, -1.7, 0.898, None, 2019-01-05 15:00:00, -1.702
62.2, -1.8, 0.492, None, 2019-01-05 16:00:00, -1.77
73.7, -1.7, 0.690998, None, 2019-01-05 17:00:00, -1.66
76.7, -1.3, 1.083, None, 2019-01-05 18:00:00, -1.264
56.5, -1.4, 0.570999, None, 2019-01-05 19:00:00, -1.37
55.9, -1.4, 0.839999, None, 2019-01-05 20:00:00, -1.351
72.1, -1.1, 0.344998, None, 2019-01-05 21:00:00, -1.055
62.3, -0.5, 0.456999, None, 2019-01-05 22:00:00, -0.522
36.7, -1.0, 1.828, None, 2019-01-05 23:00:00, -0.981998
12.1, -0.8, 2.061, None, 2019-01-06 00:00:00, -0.822
8.6, -0.3, 2.101, None, 2019-01-06 01:00:00, -0.312
2.2, -0.2, 1.972, None, 2019-01-06 02:00:00, -0.152998
5.2, -0.1, 1.867, None, 2019-01-06 03:00:00, -0.146999
8.6, -0.1, 1.762, None, 2019-01-06 04:00:00, -0.130998
12.8, -0.1, 1.238, None, 2019-01-06 05:00:00, -0.127
350.0, -0.1, 0.032999, None, 2019-01-06 06:00:00, -0.086
0.2, -0.1, 0.787998, None, 2019-01-06 07:00:00, -0.075998
8.6, 0.1, 1.631, None, 2019-01-06 08:00:00, 0.097998
9.2, 0.2, 2.513, None, 2019-01-06 09:00:00, 0.208
356.8, -1.0, 2.978, None, 2019-01-06 10:00:00, -0.986998
7.4, -2.0, 3.161, None, 2019-01-06 11:00:00, -2.049
6.7, -2.9, 3.109, None, 2019-01-06 12:00:00, -2.897
7.3, -3.4, 3.084, None, 2019-01-06 13:00:00, -3.43
348.5, -3.7, 2.763, None, 2019-01-06 14:00:00, -3.65
298.5, -4.0, 2.468, None, 2019-01-06 15:00:00, -4.007
267.1, -5.1, 1.902, None, 2019-01-06 16:00:00, -5.078
295.0, -5.5, 2.457, None, 2019-01-06 17:00:00, -5.462
27.8, -5.9, 1.513, None, 2019-01-06 18:00:00, -5.867
7.9, -6.5, 1.951, None, 2019-01-06 19:00:00, -6.495
20.2, -6.8, 1.515, None, 2019-01-06 20:00:00, -6.806
351.0, -7.1, 1.568, None, 2019-01-06 21:00:00, -7.11
0.6, -7.3, 1.466, None, 2019-01-06 22:00:00, -7.32
10.6, -7.5, 1.059, None, 2019-01-06 23:00:00, -7.48
307.7, -7.9, 1.644, None, 2019-01-07 00:00:00, -7.86
318.2, -8.6, 1.211, None, 2019-01-07 01:00:00, -8.55
343.8, -9.3, 1.837, None, 2019-01-07 02:00:00, -9.29
327.7, -9.8, 1.677, None, 2019-01-07 03:00:00, -9.76
358.8, -10.1, 1.391, None, 2019-01-07 04:00:00, -10.11
24.3, -10.7, 1.877, None, 2019-01-07 05:00:00, -10.74
32.7, -11.4, 1.975, None, 2019-01-07 06:00:00, -11.4
34.5, -11.7, 1.978, None, 2019-01-07 07:00:00, -11.7
57.0, -11.7, 1.292, None, 2019-01-07 08:00:00, -11.74
26.4, -11.6, 0.968999, None, 2019-01-07 09:00:00, -11.61
10.4, -11.9, 1.398, None, 2019-01-07 10:00:00, -11.92
19.9, -12.0, 2.404, None, 2019-01-07 11:00:00, -11.95
21.5, -12.0, 1.926, None, 2019-01-07 12:00:00, -11.96
4.2, -11.4, 2.155, None, 2019-01-07 13:00:00, -11.37
24.6, -10.5, 1.369, None, 2019-01-07 14:00:00, -10.46
18.2, -10.0, 1.162, None, 2019-01-07 15:00:00, -9.97
11.6, -9.7, 1.264, None, 2019-01-07 16:00:00, -9.7
16.7, -10.7, 1.672, None, 2019-01-07 17:00:00, -10.67
27.6, -11.3, 1.781, None, 2019-01-07 18:00:00, -11.34
29.8, -12.4, 1.503, None, 2019-01-07 19:00:00, -12.4
22.6, -13.7, 0.995, None, 2019-01-07 20:00:00, -13.73
10.1, -15.0, 0.734, None, 2019-01-07 21:00:00, -14.99
19.1, -15.5, 0.597998, None, 2019-01-07 22:00:00, -15.51
17.5, -16.2, 0.874, None, 2019-01-07 23:00:00, -16.16
25.3, -16.4, 0.935, None, 2019-01-08 00:00:00, -16.43
14.1, -17.0, 0.735, None, 2019-01-08 01:00:00, -17.02
17.1, -17.6, 0.606, None, 2019-01-08 02:00:00, -17.64
18.1, -18.1, 0.607999, None, 2019-01-08 03:00:00, -18.13
37.4, -19.5, 0.409, None, 2019-01-08 04:00:00, -19.49
25.4, -19.8, 0.365, None, 2019-01-08 05:00:00, -19.8
31.0, -20.1, 0.400999, None, 2019-01-08 06:00:00, -20.12
22.4, -20.3, 0.388998, None, 2019-01-08 07:00:00, -20.34
22.1, -20.5, 0.280999, None, 2019-01-08 08:00:00, -20.48
38.0, -20.5, 0.284, None, 2019-01-08 09:00:00, -20.5
10.8, -20.5, 0.189998, None, 2019-01-08 10:00:00, -20.47
32.3, -19.7, 0.123998, None, 2019-01-08 11:00:00, -19.72
None, -18.0, None, None, 2019-01-08 12:00:00, -17.95
None, -16.3, None, None, 2019-01-08 13:00:00, -16.33
None, -15.7, None, None, 2019-01-08 14:00:00, -15.69
224.5, -13.7, 0.032999, None, 2019-01-08 15:00:00, -13.73
94.9, -12.8, 0.017, None, 2019-01-08 16:00:00, -12.78
39.9, -12.9, 0.428, None, 2019-01-08 17:00:00, -12.94
19.6, -11.7, 0.514998, None, 2019-01-08 18:00:00, -11.71
6.0, -9.8, 2.28, None, 2019-01-08 19:00:00, -9.75
13.8, -9.3, 2.745, None, 2019-01-08 20:00:00, -9.26
12.3, -9.1, 2.545, None, 2019-01-08 21:00:00, -9.09
16.8, -8.7, 2.632, None, 2019-01-08 22:00:00, -8.68
16.8, -8.4, 3.221, None, 2019-01-08 23:00:00, -8.35
18.9, -7.8, 3.092, None, 2019-01-09 00:00:00, -7.85
9.3, -7.4, 2.549, None, 2019-01-09 01:00:00, -7.43
11.1, -7.1, 2.556, None, 2019-01-09 02:00:00, -7.13
6.8, -7.1, 2.569, None, 2019-01-09 03:00:00, -7.05
12.2, -6.7, 2.372, None, 2019-01-09 04:00:00, -6.726
3.7, -6.4, 2.451, None, 2019-01-09 05:00:00, -6.387
359.2, -6.2, 2.376, None, 2019-01-09 06:00:00, -6.154
10.6, -5.8, 2.556, None, 2019-01-09 07:00:00, -5.778
12.2, -5.7, 2.412, None, 2019-01-09 08:00:00, -5.657
12.6, -5.6, 2.362, None, 2019-01-09 09:00:00, -5.639
16.3, -5.8, 2.314, None, 2019-01-09 10:00:00, -5.793
12.7, -5.9, 2.641, None, 2019-01-09 11:00:00, -5.861
11.5, -5.7, 2.701, None, 2019-01-09 12:00:00, -5.718
16.8, -5.3, 2.209, None, 2019-01-09 13:00:00, -5.25
19.3, -4.9, 2.381, None, 2019-01-09 14:00:00, -4.918
13.0, -4.6, 2.46, None, 2019-01-09 15:00:00, -4.634
6.5, -4.4, 2.473, None, 2019-01-09 16:00:00, -4.392
17.6, -4.4, 2.915, None, 2019-01-09 17:00:00, -4.375
16.6, -4.4, 2.926, None, 2019-01-09 18:00:00, -4.413
8.9, -4.5, 2.525, None, 2019-01-09 19:00:00, -4.517
11.0, -4.5, 2.319, None, 2019-01-09 20:00:00, -4.526
12.8, -4.6, 2.491, None, 2019-01-09 21:00:00, -4.566
1.6, -4.4, 2.517, None, 2019-01-09 22:00:00, -4.358
6.2, -4.2, 2.359, None, 2019-01-09 23:00:00, -4.17
26.7, -4.3, 1.895, None, 2019-01-10 00:00:00, -4.267
40.3, -4.4, 1.884, None, 2019-01-10 01:00:00, -4.384
41.3, -4.5, 2.448, None, 2019-01-10 02:00:00, -4.47
44.8, -4.6, 2.49, None, 2019-01-10 03:00:00, -4.644
25.3, -4.6, 3.321, None, 2019-01-10 04:00:00, -4.591
21.7, -4.3, 3.027, None, 2019-01-10 05:00:00, -4.33
34.7, -4.0, 2.349, None, 2019-01-10 06:00:00, -4.018
24.6, -3.9, 2.174, None, 2019-01-10 07:00:00, -3.894
49.5, -4.0, 1.541, None, 2019-01-10 08:00:00, -3.984
42.0, -4.2, 1.542, None, 2019-01-10 09:00:00, -4.194
23.7, -4.1, 2.553, None, 2019-01-10 10:00:00, -4.095
43.6, -3.6, 1.646, None, 2019-01-10 11:00:00, -3.626
57.8, -3.2, 1.442, None, 2019-01-10 12:00:00, -3.155
26.4, -2.4, 1.611, None, 2019-01-10 13:00:00, -2.401
22.4, -1.7, 2.073, None, 2019-01-10 14:00:00, -1.699
21.4, -1.1, 1.999, None, 2019-01-10 15:00:00, -1.104
14.3, -0.8, 2.475, None, 2019-01-10 16:00:00, -0.834999
15.6, -1.0, 2.045, None, 2019-01-10 17:00:00, -0.962998
6.3, -0.9, 2.962, None, 2019-01-10 18:00:00, -0.933
24.1, -1.1, 1.696, None, 2019-01-10 19:00:00, -1.14
20.5, -1.2, 1.944, None, 2019-01-10 20:00:00, -1.159
23.0, -1.2, 2.053, None, 2019-01-10 21:00:00, -1.194
9.9, -0.9, 3.09, None, 2019-01-10 22:00:00, -0.889998
19.3, -0.7, 2.46, None, 2019-01-10 23:00:00, -0.725
27.5, -0.6, 1.83, None, 2019-01-11 00:00:00, -0.606998
39.4, -0.5, 1.844, None, 2019-01-11 01:00:00, -0.5
13.0, -0.2, 2.35, None, 2019-01-11 02:00:00, -0.209
13.7, 0.0, 2.485, None, 2019-01-11 03:00:00, -0.023
5.5, 0.4, 2.44, None, 2019-01-11 04:00:00, 0.432
358.5, 1.2, 3.033, None, 2019-01-11 05:00:00, 1.183
39.9, 2.4, 1.801, None, 2019-01-11 06:00:00, 2.432
195.8, 5.8, 2.546, None, 2019-01-11 07:00:00, 5.77
198.3, 5.9, 2.99, None, 2019-01-11 08:00:00, 5.851
208.7, 5.8, 2.652, None, 2019-01-11 09:00:00, 5.787
206.9, 6.0, 2.605, None, 2019-01-11 10:00:00, 5.952
206.4, 6.1, 2.627, None, 2019-01-11 11:00:00, 6.111
195.0, 6.4, 1.955, None, 2019-01-11 12:00:00, 6.365
197.4, 6.6, 2.187, None, 2019-01-11 13:00:00, 6.591
160.8, 5.1, 1.533, None, 2019-01-11 14:00:00, 5.05
358.1, 1.9, 2.276, None, 2019-01-11 15:00:00, 1.86
8.8, 1.4, 1.884, None, 2019-01-11 16:00:00, 1.393
2.0, 1.1, 2.874, None, 2019-01-11 17:00:00, 1.147
1.3, 1.3, 3.201, None, 2019-01-11 18:00:00, 1.266
5.9, 1.2, 2.363, None, 2019-01-11 19:00:00, 1.177
21.1, 1.0, 1.961, None, 2019-01-11 20:00:00, 1.042
12.4, 0.8, 1.836, None, 2019-01-11 21:00:00, 0.806999
1.5, 0.9, 2.126, None, 2019-01-11 22:00:00, 0.902998
343.0, 3.1, 1.701, None, 2019-01-11 23:00:00, 3.053
336.5, 3.7, 1.398, None, 2019-01-12 00:00:00, 3.743
181.2, 4.4, 1.854, None, 2019-01-12 01:00:00, 4.425
174.3, 6.2, 3.8, None, 2019-01-12 02:00:00, 6.192
176.8, 6.2, 4.529, None, 2019-01-12 03:00:00, 6.202
169.3, 5.5, 2.325, None, 2019-01-12 04:00:00, 5.545
356.0, 3.7, 1.548, None, 2019-01-12 05:00:00, 3.705
5.1, 1.6, 1.671, None, 2019-01-12 06:00:00, 1.572
2.4, 1.1, 2.205, None, 2019-01-12 07:00:00, 1.074
0.5, 0.8, 2.016, None, 2019-01-12 08:00:00, 0.763998
12.1, 0.8, 1.943, None, 2019-01-12 09:00:00, 0.792999
11.6, 0.7, 2.661, None, 2019-01-12 10:00:00, 0.699998
15.2, 1.1, 2.578, None, 2019-01-12 11:00:00, 1.069
3.9, 1.6, 2.556, None, 2019-01-12 12:00:00, 1.555
8.4, 2.2, 3.024, None, 2019-01-12 13:00:00, 2.189
21.8, 2.8, 1.903, None, 2019-01-12 14:00:00, 2.759
23.8, 2.8, 1.868, None, 2019-01-12 15:00:00, 2.78
19.1, 2.3, 1.994, None, 2019-01-12 16:00:00, 2.333
27.7, 1.6, 1.629, None, 2019-01-12 17:00:00, 1.562
35.2, 1.0, 1.697, None, 2019-01-12 18:00:00, 0.995
39.1, 0.7, 2.099, None, 2019-01-12 19:00:00, 0.671998
27.2, 0.3, 1.729, None, 2019-01-12 20:00:00, 0.254999
37.5, 0.2, 1.468, None, 2019-01-12 21:00:00, 0.229
53.9, 0.7, 1.119, None, 2019-01-12 22:00:00, 0.656
19.6, 0.2, 1.31, None, 2019-01-12 23:00:00, 0.168999
38.9, 0.3, 2.1, None, 2019-01-13 00:00:00, 0.344998
48.4, 0.6, 1.763, None, 2019-01-13 01:00:00, 0.634998
16.8, 0.4, 2.215, None, 2019-01-13 02:00:00, 0.404
29.2, 0.3, 1.951, None, 2019-01-13 03:00:00, 0.324
5.4, 0.0, 2.101, None, 2019-01-13 04:00:00, -0.026
4.4, -0.2, 2.16, None, 2019-01-13 05:00:00, -0.178
0.5, 0.1, 1.857, None, 2019-01-13 06:00:00, 0.083999
15.2, 0.6, 1.521, None, 2019-01-13 07:00:00, 0.633
2.3, -0.2, 2.293, None, 2019-01-13 08:00:00, -0.15
10.1, 0.1, 2.494, None, 2019-01-13 09:00:00, 0.063
5.5, 0.3, 2.61, None, 2019-01-13 10:00:00, 0.275
11.3, 0.7, 1.592, None, 2019-01-13 11:00:00, 0.661
131.1, 3.5, 1.435, None, 2019-01-13 12:00:00, 3.512
6.2, 3.2, 1.639, None, 2019-01-13 13:00:00, 3.185
356.2, 2.2, 3.335, None, 2019-01-13 14:00:00, 2.237
5.8, 2.4, 2.585, None, 2019-01-13 15:00:00, 2.356
3.4, 2.1, 2.622, None, 2019-01-13 16:00:00, 2.08
16.9, 1.3, 2.359, None, 2019-01-13 17:00:00, 1.304
9.8, 0.6, 2.152, None, 2019-01-13 18:00:00, 0.626999
61.1, 0.0, 1.75, None, 2019-01-13 19:00:00, -0.020998
19.2, -0.8, 1.45, None, 2019-01-13 20:00:00, -0.763998
29.7, -1.6, 1.092, None, 2019-01-13 21:00:00, -1.564
6.2, -2.0, 1.358, None, 2019-01-13 22:00:00, -2.004
10.7, -2.5, 1.213, None, 2019-01-13 23:00:00, -2.504
35.0, -2.9, 1.384, None, 2019-01-14 00:00:00, -2.929
287.1, -3.3, 1.415, None, 2019-01-14 01:00:00, -3.331
29.6, -3.8, 1.118, None, 2019-01-14 02:00:00, -3.763
21.3, -4.8, 0.925, None, 2019-01-14 03:00:00, -4.768
10.3, -4.9, 1.26, None, 2019-01-14 04:00:00, -4.894
32.9, -5.2, 0.897, None, 2019-01-14 05:00:00, -5.172
10.7, -5.5, 0.663999, None, 2019-01-14 06:00:00, -5.468
9.0, -6.2, 0.582, None, 2019-01-14 07:00:00, -6.24
4.2, -6.6, 1.232, None, 2019-01-14 08:00:00, -6.588
28.9, -6.6, 0.917999, None, 2019-01-14 09:00:00, -6.641
22.3, -5.7, 0.66, None, 2019-01-14 10:00:00, -5.698
25.8, -4.8, 0.875998, None, 2019-01-14 11:00:00, -4.819
6.2, -3.9, 1.117, None, 2019-01-14 12:00:00, -3.941
15.0, -3.1, 1.273, None, 2019-01-14 13:00:00, -3.148
9.1, -2.3, 1.185, None, 2019-01-14 14:00:00, -2.261
8.6, -1.2, 1.822, None, 2019-01-14 15:00:00, -1.233
8.3, -1.0, 1.682, None, 2019-01-14 16:00:00, -1.001
26.7, -1.0, 0.944998, None, 2019-01-14 17:00:00, -1.032
69.7, -1.7, 0.883, None, 2019-01-14 18:00:00, -1.677
29.4, -2.2, 0.643, None, 2019-01-14 19:00:00, -2.18
342.5, -3.1, 1.042, None, 2019-01-14 20:00:00, -3.1
327.8, -3.2, 0.256, None, 2019-01-14 21:00:00, -3.161
0.0, -4.0, None, None, 2019-01-14 22:00:00, -3.97
0.0, -4.9, None, None, 2019-01-14 23:00:00, -4.912
0.0, -5.3, None, None, 2019-01-15 00:00:00, -5.324
0.0, -4.9, None, None, 2019-01-15 01:00:00, -4.866
0.0, -5.4, None, None, 2019-01-15 02:00:00, -5.372
0.0, -5.5, None, None, 2019-01-15 03:00:00, -5.506
0.0, -5.6, None, None, 2019-01-15 04:00:00, -5.555
0.0, -5.7, None, None, 2019-01-15 05:00:00, -5.703
0.0, -5.8, None, None, 2019-01-15 06:00:00, -5.841
0.0, -5.9, None, None, 2019-01-15 07:00:00, -5.881
0.0, -6.6, None, None, 2019-01-15 08:00:00, -6.556
0.0, -6.6, None, None, 2019-01-15 09:00:00, -6.583
0.0, -6.4, None, None, 2019-01-15 10:00:00, -6.421
0.0, -6.5, None, None, 2019-01-15 11:00:00, -6.481
0.0, -6.3, None, None, 2019-01-15 12:00:00, -6.274
0.0, -6.0, None, None, 2019-01-15 13:00:00, -6.015
0.0, -5.9, None, None, 2019-01-15 14:00:00, -5.925
0.0, -5.8, None, None, 2019-01-15 15:00:00, -5.776
232.0, -5.6, 0.008, None, 2019-01-15 16:00:00, -5.628
96.7, -5.5, 0.694, None, 2019-01-15 17:00:00, -5.504
105.7, -5.6, 0.930998, None, 2019-01-15 18:00:00, -5.612
160.0, -5.7, 0.699, None, 2019-01-15 19:00:00, -5.662
24.1, -5.9, 1.077, None, 2019-01-15 20:00:00, -5.893
34.4, -6.2, 1.063, None, 2019-01-15 21:00:00, -6.196
71.5, -6.3, 0.523, None, 2019-01-15 22:00:00, -6.26
141.1, -6.2, 0.896, None, 2019-01-15 23:00:00, -6.206
154.0, -6.3, 0.818, None, 2019-01-16 00:00:00, -6.306
158.9, -6.3, 0.749, None, 2019-01-16 01:00:00, -6.341
171.7, -6.4, 0.405999, None, 2019-01-16 02:00:00, -6.425
125.3, -6.5, 0.432, None, 2019-01-16 03:00:00, -6.542
121.8, -6.7, 0.785, None, 2019-01-16 04:00:00, -6.688
177.8, -6.7, 0.331, None, 2019-01-16 05:00:00, -6.724
152.3, -6.9, 0.555998, None, 2019-01-16 06:00:00, -6.92
167.3, -7.0, 0.49, None, 2019-01-16 07:00:00, -7.04
49.5, -7.2, 0.611998, None, 2019-01-16 08:00:00, -7.24
30.0, -7.4, 0.949998, None, 2019-01-16 09:00:00, -7.4
41.0, -7.5, 0.897, None, 2019-01-16 10:00:00, -7.5
23.7, -7.7, 0.882, None, 2019-01-16 11:00:00, -7.69
23.1, -7.9, 0.899999, None, 2019-01-16 12:00:00, -7.88
22.3, -8.0, 0.921998, None, 2019-01-16 13:00:00, -8.02
357.9, -7.9, 0.851998, None, 2019-01-16 14:00:00, -7.87
9.3, -7.7, 0.632, None, 2019-01-16 15:00:00, -7.7
341.7, -7.5, 0.897, None, 2019-01-16 16:00:00, -7.51
6.5, -7.6, 0.109999, None, 2019-01-16 17:00:00, -7.57
351.4, -7.8, 0.351, None, 2019-01-16 18:00:00, -7.77
50.7, -8.7, 0.107, None, 2019-01-16 19:00:00, -8.73
354.1, -9.5, 0.72, None, 2019-01-16 20:00:00, -9.46
4.5, -9.6, 0.423, None, 2019-01-16 21:00:00, -9.63
16.0, -10.3, 0.469, None, 2019-01-16 22:00:00, -10.27
62.2, -10.2, 1.024, None, 2019-01-16 23:00:00, -10.18
49.0, -10.3, 1.855, None, 2019-01-17 00:00:00, -10.33
46.0, -10.9, 1.844, None, 2019-01-17 01:00:00, -10.85
27.1, -11.2, 1.806, None, 2019-01-17 02:00:00, -11.23
26.2, -11.2, 1.782, None, 2019-01-17 03:00:00, -11.19
35.8, -11.1, 2.75, None, 2019-01-17 04:00:00, -11.13
30.4, -10.8, 2.446, None, 2019-01-17 05:00:00, -10.83
29.4, -10.3, 2.699, None, 2019-01-17 06:00:00, -10.3
21.6, -10.2, 2.218, None, 2019-01-17 07:00:00, -10.17
24.7, -10.1, 2.712, None, 2019-01-17 08:00:00, -10.13
25.6, -10.2, 2.452, None, 2019-01-17 09:00:00, -10.24
24.4, -10.2, 2.579, None, 2019-01-17 10:00:00, -10.2
10.4, -9.8, 2.48, None, 2019-01-17 11:00:00, -9.8
