station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time
320.7, -3.2, None, 92.6, 2019-01-20 07:00:00
72.3, -3.5, None, 94.0, 2019-01-20 08:00:00
307.0, -4.8, None, 94.3, 2019-01-20 09:00:00
38.7, -3.3, None, 87.7, 2019-01-20 10:00:00
117.5, 1.1, None, 74.2, 2019-01-20 11:00:00
129.6, 2.8, None, 64.0, 2019-01-20 12:00:00
149.7, 3.5, None, 57.6, 2019-01-20 13:00:00
144.3, 3.2, None, 59.1, 2019-01-20 14:00:00
171.8, 3.0, None, 59.8, 2019-01-20 15:00:00
174.3, 2.1, None, 64.3, 2019-01-20 16:00:00
142.6, 0.5, None, 72.7, 2019-01-20 17:00:00
133.1, -0.6, None, 75.5, 2019-01-20 18:00:00
124.9, -1.0, None, 72.9, 2019-01-20 19:00:00
122.6, -1.4, None, 73.3, 2019-01-20 20:00:00
125.0, -1.7, None, 73.3, 2019-01-20 21:00:00
123.0, -2.2, None, 75.4, 2019-01-20 22:00:00
123.0, -2.5, None, 77.3, 2019-01-20 23:00:00
118.0, -2.6, None, 78.4, 2019-01-21 00:00:00
115.5, -2.7, None, 78.7, 2019-01-21 01:00:00
115.8, -2.8, None, 77.3, 2019-01-21 02:00:00
120.7, -3.2, None, 75.9, 2019-01-21 03:00:00
113.3, -3.6, None, 77.2, 2019-01-21 04:00:00
121.7, -3.8, None, 77.2, 2019-01-21 05:00:00
119.2, -4.1, None, 79.0, 2019-01-21 06:00:00
118.1, -4.4, None, 81.7, 2019-01-21 07:00:00
131.7, -4.4, None, 82.1, 2019-01-21 08:00:00
138.8, -4.6, None, 82.9, 2019-01-21 09:00:00
145.8, -4.3, None, 81.6, 2019-01-21 10:00:00
153.0, -3.7, None, 78.2, 2019-01-21 11:00:00
181.5, -2.4, None, 72.0, 2019-01-21 12:00:00
190.4, -1.7, None, 69.3, 2019-01-21 13:00:00
169.8, -1.0, None, 66.9, 2019-01-21 14:00:00
176.8, -0.2, None, 64.1, 2019-01-21 15:00:00
200.9, -1.1, None, 66.2, 2019-01-21 16:00:00
139.2, -2.0, None, 70.5, 2019-01-21 17:00:00
129.4, -2.7, None, 74.2, 2019-01-21 18:00:00
138.6, -3.5, None, 78.0, 2019-01-21 19:00:00
132.4, -4.1, None, 81.4, 2019-01-21 20:00:00
127.9, -4.3, None, 84.5, 2019-01-21 21:00:00
132.9, -4.1, None, 84.0, 2019-01-21 22:00:00
156.1, -3.4, None, 80.5, 2019-01-21 23:00:00
178.1, -2.8, None, 78.6, 2019-01-22 00:00:00
169.5, -2.6, None, 77.6, 2019-01-22 01:00:00
163.5, -2.2, None, 75.6, 2019-01-22 02:00:00
166.3, -2.0, None, 74.3, 2019-01-22 03:00:00
154.6, -1.6, None, 69.7, 2019-01-22 04:00:00
170.0, -1.4, None, 68.5, 2019-01-22 05:00:00
171.5, -1.1, None, 68.6, 2019-01-22 06:00:00
175.2, -1.2, None, 68.4, 2019-01-22 07:00:00
176.3, -1.1, None, 68.3, 2019-01-22 08:00:00
171.7, -0.9, None, 65.8, 2019-01-22 09:00:00
170.8, -0.4, None, 62.5, 2019-01-22 10:00:00
171.6, -1.2, None, 74.9, 2019-01-22 11:00:00
172.0, -1.0, None, 74.4, 2019-01-22 12:00:00
170.9, -0.7, None, 72.6, 2019-01-22 13:00:00
165.9, -0.4, None, 71.4, 2019-01-22 14:00:00
163.5, -0.3, None, 71.0, 2019-01-22 15:00:00
163.1, -0.4, None, 70.5, 2019-01-22 16:00:00
159.1, -0.5, None, 70.0, 2019-01-22 17:00:00
145.4, -0.6, None, 70.3, 2019-01-22 18:00:00
151.9, -0.7, None, 71.4, 2019-01-22 19:00:00
154.4, -0.8, None, 72.6, 2019-01-22 20:00:00
150.4, -0.9, None, 73.1, 2019-01-22 21:00:00
141.3, -1.0, None, 73.4, 2019-01-22 22:00:00
147.5, -1.2, None, 75.1, 2019-01-22 23:00:00
147.2, -1.4, None, 75.6, 2019-01-23 00:00:00
150.7, -1.2, None, 73.8, 2019-01-23 01:00:00
178.3, -1.5, None, 75.5, 2019-01-23 02:00:00
197.0, -1.8, None, 78.0, 2019-01-23 03:00:00
183.3, -2.5, None, 83.1, 2019-01-23 04:00:00
154.6, -2.9, None, 85.6, 2019-01-23 05:00:00
0.9, -3.0, None, 86.0, 2019-01-23 06:00:00
31.0, -3.6, None, 88.3, 2019-01-23 07:00:00
319.9, -3.7, None, 89.2, 2019-01-23 08:00:00
338.0, -3.5, None, 92.8, 2019-01-23 09:00:00
183.8, -3.1, None, 92.5, 2019-01-23 10:00:00
327.6, -2.1, None, 90.4, 2019-01-23 11:00:00
163.9, -1.5, None, 88.0, 2019-01-23 12:00:00
158.2, -1.7, None, 90.9, 2019-01-23 13:00:00
132.2, -1.5, None, 91.6, 2019-01-23 14:00:00
318.2, -0.6, None, 87.1, 2019-01-23 15:00:00
310.0, -0.3, None, 82.7, 2019-01-23 16:00:00
327.0, -0.7, None, 81.3, 2019-01-23 17:00:00
350.6, -1.5, None, 83.6, 2019-01-23 18:00:00
345.6, -2.1, None, 84.9, 2019-01-23 19:00:00
324.8, -2.5, None, 85.8, 2019-01-23 20:00:00
349.9, -3.1, None, 88.0, 2019-01-23 21:00:00
314.3, -3.1, None, 88.1, 2019-01-23 22:00:00
346.1, -3.4, None, 88.8, 2019-01-23 23:00:00
332.4, -3.4, None, 89.0, 2019-01-24 00:00:00
319.4, -3.6, None, 89.3, 2019-01-24 01:00:00
332.2, -3.7, None, 89.4, 2019-01-24 02:00:00
12.3, -3.8, None, 90.2, 2019-01-24 03:00:00
155.2, -3.9, None, 90.8, 2019-01-24 04:00:00
143.6, -4.0, None, 91.3, 2019-01-24 05:00:00
150.0, -4.2, None, 92.2, 2019-01-24 06:00:00
162.8, -4.6, None, 93.5, 2019-01-24 07:00:00
38.0, -5.8, None, 95.1, 2019-01-24 08:00:00
156.3, -6.3, None, 93.6, 2019-01-24 09:00:00
155.9, -3.8, None, 84.1, 2019-01-24 10:00:00
159.5, -2.5, None, 80.6, 2019-01-24 11:00:00
177.5, -0.8, None, 72.4, 2019-01-24 12:00:00
172.0, 0.6, None, 66.0, 2019-01-24 13:00:00
164.8, 1.2, None, 63.4, 2019-01-24 14:00:00
165.9, 1.7, None, 61.8, 2019-01-24 15:00:00
163.0, 0.2, None, 67.9, 2019-01-24 16:00:00
147.5, -1.9, None, 78.5, 2019-01-24 17:00:00
159.2, -2.5, None, 81.9, 2019-01-24 18:00:00
159.6, -2.9, None, 84.9, 2019-01-24 19:00:00
145.0, -3.2, None, 86.3, 2019-01-24 20:00:00
136.1, -3.7, None, 88.7, 2019-01-24 21:00:00
339.7, -4.3, None, 90.7, 2019-01-24 22:00:00
215.9, -4.3, None, 90.8, 2019-01-24 23:00:00
146.7, -4.8, None, 92.4, 2019-01-25 00:00:00
169.5, -5.0, None, 92.9, 2019-01-25 01:00:00
141.9, -4.6, None, 92.4, 2019-01-25 02:00:00
301.7, -4.2, None, 91.2, 2019-01-25 03:00:00
342.1, -4.4, None, 91.7, 2019-01-25 04:00:00
332.6, -4.8, None, 92.8, 2019-01-25 05:00:00
327.9, -5.1, None, 93.4, 2019-01-25 06:00:00
298.6, -5.1, None, 93.6, 2019-01-25 07:00:00
146.5, -4.9, None, 92.9, 2019-01-25 08:00:00
132.2, -4.6, None, 92.3, 2019-01-25 09:00:00
236.8, -3.6, None, 89.1, 2019-01-25 10:00:00
28.7, -2.2, None, 83.9, 2019-01-25 11:00:00
304.5, -1.3, None, 81.5, 2019-01-25 12:00:00
168.5, 0.1, None, 77.0, 2019-01-25 13:00:00
161.5, 0.3, None, 76.1, 2019-01-25 14:00:00
151.1, 0.4, None, 75.7, 2019-01-25 15:00:00
153.4, -0.1, None, 83.7, 2019-01-25 16:00:00
159.8, -0.8, None, 92.3, 2019-01-25 17:00:00
157.9, -1.0, None, 95.4, 2019-01-25 18:00:00
182.2, -1.0, None, 96.4, 2019-01-25 19:00:00
157.3, -1.1, None, 96.8, 2019-01-25 20:00:00
141.8, -1.1, None, 96.6, 2019-01-25 21:00:00
161.0, -1.1, None, 96.2, 2019-01-25 22:00:00
158.8, -1.2, None, 96.3, 2019-01-25 23:00:00
173.0, -1.1, None, 95.5, 2019-01-26 00:00:00
151.8, -0.9, None, 94.6, 2019-01-26 01:00:00
173.0, -1.2, None, 94.8, 2019-01-26 02:00:00
171.9, -1.3, None, 95.3, 2019-01-26 03:00:00
161.1, -1.1, None, 94.7, 2019-01-26 04:00:00
172.1, -1.6, None, 95.8, 2019-01-26 05:00:00
167.1, -1.5, None, 95.6, 2019-01-26 06:00:00
161.7, -1.3, None, 95.1, 2019-01-26 07:00:00
175.6, -1.4, None, 94.7, 2019-01-26 08:00:00
125.3, -0.7, None, 92.7, 2019-01-26 09:00:00
134.5, 1.1, None, 86.3, 2019-01-26 10:00:00
141.4, 2.0, None, 82.6, 2019-01-26 11:00:00
131.4, 2.6, None, 80.1, 2019-01-26 12:00:00
143.8, 2.7, None, 79.3, 2019-01-26 13:00:00
145.8, 3.1, None, 77.5, 2019-01-26 14:00:00
133.8, 3.4, None, 76.5, 2019-01-26 15:00:00
148.0, 3.1, None, 78.4, 2019-01-26 16:00:00
140.4, 2.7, None, 80.8, 2019-01-26 17:00:00
140.8, 2.5, None, 81.9, 2019-01-26 18:00:00
133.6, 2.9, None, 80.4, 2019-01-26 19:00:00
131.0, 3.1, None, 79.4, 2019-01-26 20:00:00
161.3, 1.9, None, 84.1, 2019-01-26 21:00:00
129.2, 2.8, None, 79.7, 2019-01-26 22:00:00
154.4, 3.2, None, 80.2, 2019-01-26 23:00:00
149.8, 2.7, None, 85.6, 2019-01-27 00:00:00
133.3, 3.0, None, 84.3, 2019-01-27 01:00:00
329.8, 2.5, None, 90.4, 2019-01-27 02:00:00
324.1, 2.6, None, 91.8, 2019-01-27 03:00:00
330.3, 3.4, None, 83.4, 2019-01-27 04:00:00
312.0, 2.6, None, 87.6, 2019-01-27 05:00:00
299.6, 2.3, None, 88.1, 2019-01-27 06:00:00
302.0, 2.2, None, 86.2, 2019-01-27 07:00:00
305.4, 2.1, None, 83.6, 2019-01-27 08:00:00
313.9, 2.1, None, 82.6, 2019-01-27 09:00:00
320.9, 2.2, None, 81.7, 2019-01-27 10:00:00
324.0, 2.2, None, 82.4, 2019-01-27 11:00:00
331.3, 2.1, None, 77.6, 2019-01-27 12:00:00
344.3, 1.6, None, 74.0, 2019-01-27 13:00:00
356.1, 1.3, None, 76.8, 2019-01-27 14:00:00
345.1, 2.3, None, 63.2, 2019-01-27 15:00:00
338.8, 1.6, None, 65.1, 2019-01-27 16:00:00
352.2, 1.0, None, 61.8, 2019-01-27 17:00:00
348.1, 0.0, None, 70.3, 2019-01-27 18:00:00
327.0, -0.8, None, 75.2, 2019-01-27 19:00:00
333.8, -1.4, None, 72.5, 2019-01-27 20:00:00
353.8, -1.7, None, 59.3, 2019-01-27 21:00:00
355.5, -2.2, None, 55.9, 2019-01-27 22:00:00
21.7, -3.3, None, 59.6, 2019-01-27 23:00:00
112.4, -5.1, None, 73.6, 2019-01-28 00:00:00
157.6, -6.5, None, 85.5, 2019-01-28 01:00:00
172.7, -7.6, None, 90.8, 2019-01-28 02:00:00
134.4, -8.3, None, 93.0, 2019-01-28 03:00:00
111.8, -9.3, None, 94.0, 2019-01-28 04:00:00
123.4, -10.0, None, 93.5, 2019-01-28 05:00:00
100.6, -10.5, None, 92.9, 2019-01-28 06:00:00
200.8, -11.2, None, 92.0, 2019-01-28 07:00:00
167.4, -11.7, None, 91.1, 2019-01-28 08:00:00
219.4, -11.6, None, 90.1, 2019-01-28 09:00:00
199.9, -9.6, None, 86.0, 2019-01-28 10:00:00
175.9, -7.7, None, 82.6, 2019-01-28 11:00:00
180.7, -5.7, None, 73.4, 2019-01-28 12:00:00
178.7, -4.1, None, 67.0, 2019-01-28 13:00:00
177.4, -3.0, None, 59.7, 2019-01-28 14:00:00
170.9, -3.1, None, 57.9, 2019-01-28 15:00:00
177.6, -3.9, None, 62.9, 2019-01-28 16:00:00
144.2, -5.1, None, 68.9, 2019-01-28 17:00:00
108.4, -7.4, None, 80.0, 2019-01-28 18:00:00
111.2, -9.3, None, 86.6, 2019-01-28 19:00:00
178.8, -10.7, None, 90.4, 2019-01-28 20:00:00
122.8, -11.7, None, 91.1, 2019-01-28 21:00:00
130.6, -12.6, None, 90.9, 2019-01-28 22:00:00
173.3, -13.2, None, 89.9, 2019-01-28 23:00:00
171.7, -14.0, None, 88.6, 2019-01-29 00:00:00
215.0, -14.7, None, 88.1, 2019-01-29 01:00:00
161.8, -15.2, None, 87.4, 2019-01-29 02:00:00
35.5, -15.6, None, 87.4, 2019-01-29 03:00:00
176.4, -16.0, None, 86.5, 2019-01-29 04:00:00
357.3, -16.4, None, 86.9, 2019-01-29 05:00:00
179.4, -16.3, None, 86.5, 2019-01-29 06:00:00
222.7, -16.7, None, 86.1, 2019-01-29 07:00:00
154.4, -17.1, None, 85.9, 2019-01-29 08:00:00
168.2, -15.4, None, 87.2, 2019-01-29 09:00:00
169.9, -12.1, None, 84.5, 2019-01-29 10:00:00
168.3, -9.0, None, 81.1, 2019-01-29 11:00:00
166.8, -7.2, None, 77.2, 2019-01-29 12:00:00
165.0, -5.6, None, 70.9, 2019-01-29 13:00:00
161.6, -4.7, None, 66.6, 2019-01-29 14:00:00
149.8, -4.2, None, 64.2, 2019-01-29 15:00:00
153.5, -4.4, None, 67.5, 2019-01-29 16:00:00
155.2, -5.3, None, 73.0, 2019-01-29 17:00:00
165.5, -6.3, None, 74.9, 2019-01-29 18:00:00
169.3, -7.6, None, 78.7, 2019-01-29 19:00:00
160.4, -7.6, None, 81.0, 2019-01-29 20:00:00
166.4, -8.0, None, 81.5, 2019-01-29 21:00:00
164.0, -7.4, None, 81.3, 2019-01-29 22:00:00
160.0, -6.9, None, 80.1, 2019-01-29 23:00:00
175.7, -6.8, None, 79.6, 2019-01-30 00:00:00
171.6, -6.5, None, 78.4, 2019-01-30 01:00:00
161.7, -5.9, None, 75.4, 2019-01-30 02:00:00
146.7, -5.3, None, 72.0, 2019-01-30 03:00:00
145.8, -5.4, None, 72.1, 2019-01-30 04:00:00
136.4, -5.0, None, 70.6, 2019-01-30 05:00:00
136.2, -4.6, None, 68.6, 2019-01-30 06:00:00
152.0, -4.5, None, 68.9, 2019-01-30 07:00:00
141.1, -4.6, None, 69.8, 2019-01-30 08:00:00
151.4, -4.5, None, 70.5, 2019-01-30 09:00:00
138.1, -4.0, None, 69.0, 2019-01-30 10:00:00
149.8, -3.5, None, 67.8, 2019-01-30 11:00:00
150.9, -3.1, None, 67.7, 2019-01-30 12:00:00
136.7, -2.6, None, 66.0, 2019-01-30 13:00:00
133.5, -1.8, None, 64.1, 2019-01-30 14:00:00
148.2, -0.9, None, 61.6, 2019-01-30 15:00:00
161.8, -1.0, None, 63.4, 2019-01-30 16:00:00
159.5, -1.4, None, 67.0, 2019-01-30 17:00:00
154.5, -1.7, None, 69.6, 2019-01-30 18:00:00
145.0, -1.9, None, 71.7, 2019-01-30 19:00:00
139.5, -2.0, None, 73.0, 2019-01-30 20:00:00
137.8, -2.0, None, 73.4, 2019-01-30 21:00:00
144.2, -2.2, None, 74.5, 2019-01-30 22:00:00
135.7, -2.3, None, 75.3, 2019-01-30 23:00:00
137.2, -2.3, None, 76.0, 2019-01-31 00:00:00
137.8, -2.0, None, 75.6, 2019-01-31 01:00:00
148.0, -1.9, None, 75.5, 2019-01-31 02:00:00
149.7, -1.7, None, 75.5, 2019-01-31 03:00:00
152.4, -1.7, None, 75.0, 2019-01-31 04:00:00
150.7, -1.8, None, 77.9, 2019-01-31 05:00:00
147.0, -1.7, None, 78.0, 2019-01-31 06:00:00
147.1, -1.6, None, 77.5, 2019-01-31 07:00:00
145.4, -1.5, None, 76.7, 2019-01-31 08:00:00
146.5, -1.1, None, 74.7, 2019-01-31 09:00:00
141.7, -0.8, None, 73.9, 2019-01-31 10:00:00
155.5, -0.6, None, 74.4, 2019-01-31 11:00:00
151.5, -0.5, None, 76.6, 2019-01-31 12:00:00
152.7, -0.1, None, 74.9, 2019-01-31 13:00:00
154.0, 0.1, None, 73.7, 2019-01-31 14:00:00
157.1, -0.5, None, 82.1, 2019-01-31 15:00:00
164.5, -0.7, None, 85.7, 2019-01-31 16:00:00
163.1, -0.6, None, 83.2, 2019-01-31 17:00:00
163.8, -0.7, None, 83.7, 2019-01-31 18:00:00
159.9, -0.3, None, 80.5, 2019-01-31 19:00:00
165.2, -0.3, None, 82.0, 2019-01-31 20:00:00
164.3, -0.6, None, 86.9, 2019-01-31 21:00:00
160.4, -0.6, None, 87.4, 2019-01-31 22:00:00
151.4, -0.5, None, 86.3, 2019-01-31 23:00:00
150.2, -0.2, None, 82.9, 2019-02-01 00:00:00
155.6, -0.5, None, 89.5, 2019-02-01 01:00:00
153.8, -0.7, None, 94.0, 2019-02-01 02:00:00
153.2, -0.6, None, 93.6, 2019-02-01 03:00:00
153.5, -0.4, None, 91.3, 2019-02-01 04:00:00
157.4, -0.3, None, 91.2, 2019-02-01 05:00:00
154.5, -0.4, None, 91.7, 2019-02-01 06:00:00
159.4, -0.3, None, 91.5, 2019-02-01 07:00:00
160.1, -0.1, None, 90.8, 2019-02-01 08:00:00
156.0, 0.2, None, 89.9, 2019-02-01 09:00:00
149.4, 0.6, None, 87.5, 2019-02-01 10:00:00
331.3, -2.7, None, 87.9, 2019-02-01 11:00:00
333.4, -4.5, None, 90.2, 2019-02-01 12:00:00
333.5, -5.3, None, 91.2, 2019-02-01 13:00:00
332.5, -5.4, None, 91.1, 2019-02-01 14:00:00
332.9, -5.7, None, 90.5, 2019-02-01 15:00:00
330.6, -6.0, None, 91.5, 2019-02-01 16:00:00
327.6, -6.3, None, 91.9, 2019-02-01 17:00:00
328.8, -6.6, None, 92.3, 2019-02-01 18:00:00
331.7, -6.9, None, 92.2, 2019-02-01 19:00:00
330.5, -7.3, None, 91.9, 2019-02-01 20:00:00
332.9, -8.0, None, 91.3, 2019-02-01 21:00:00
341.5, -8.4, None, 90.5, 2019-02-01 22:00:00
339.0, -8.7, None, 91.1, 2019-02-01 23:00:00
344.2, -9.1, None, 90.9, 2019-02-02 00:00:00
347.0, -9.7, None, 91.0, 2019-02-02 01:00:00
336.4, -10.3, None, 88.8, 2019-02-02 02:00:00
335.7, -12.3, None, 86.2, 2019-02-02 03:00:00
336.5, -13.1, None, 87.1, 2019-02-02 04:00:00
334.8, -13.6, None, 87.2, 2019-02-02 05:00:00
332.8, -14.6, None, 85.3, 2019-02-02 06:00:00
339.9, -15.4, None, 83.1, 2019-02-02 07:00:00
339.9, -16.3, None, 79.3, 2019-02-02 08:00:00
339.4, -17.0, None, 75.4, 2019-02-02 09:00:00
337.0, -17.4, None, 71.7, 2019-02-02 10:00:00
337.7, -17.6, None, 70.1, 2019-02-02 11:00:00
331.9, -17.3, None, 66.9, 2019-02-02 12:00:00
330.2, -16.4, None, 63.3, 2019-02-02 13:00:00
329.6, -16.3, None, 63.2, 2019-02-02 14:00:00
318.9, -16.6, None, 64.7, 2019-02-02 15:00:00
324.4, -17.9, None, 68.4, 2019-02-02 16:00:00
320.9, -19.4, None, 71.9, 2019-02-02 17:00:00
329.4, -20.4, None, 72.7, 2019-02-02 18:00:00
328.9, -21.2, None, 72.7, 2019-02-02 19:00:00
326.6, -21.8, None, 72.4, 2019-02-02 20:00:00
330.3, -22.3, None, 71.3, 2019-02-02 21:00:00
337.0, -22.7, None, 70.9, 2019-02-02 22:00:00
338.4, -23.3, None, 69.6, 2019-02-02 23:00:00
338.3, -23.4, None, 67.1, 2019-02-03 00:00:00
348.5, -23.3, None, 65.4, 2019-02-03 01:00:00
355.6, -23.4, None, 61.2, 2019-02-03 02:00:00
356.0, -23.8, None, 60.4, 2019-02-03 03:00:00
358.4, -24.0, None, 61.1, 2019-02-03 04:00:00
1.0, -24.3, None, 61.6, 2019-02-03 05:00:00
359.9, -24.4, None, 62.3, 2019-02-03 06:00:00
1.2, -24.4, None, 63.0, 2019-02-03 07:00:00
6.7, -24.3, None, 65.4, 2019-02-03 08:00:00
2.1, -24.0, None, 65.6, 2019-02-03 09:00:00
351.6, -23.5, None, 64.6, 2019-02-03 10:00:00
347.4, -23.1, None, 63.8, 2019-02-03 11:00:00
335.7, -22.5, None, 63.3, 2019-02-03 12:00:00
337.3, -21.7, None, 62.4, 2019-02-03 13:00:00
1.1, -20.8, None, 60.6, 2019-02-03 14:00:00
343.0, -20.2, None, 57.9, 2019-02-03 15:00:00
208.7, -20.0, None, 61.0, 2019-02-03 16:00:00
189.8, -20.2, None, 66.5, 2019-02-03 17:00:00
144.4, -20.2, None, 69.3, 2019-02-03 18:00:00
180.9, -20.3, None, 73.8, 2019-02-03 19:00:00
196.8, -20.3, None, 75.4, 2019-02-03 20:00:00
26.2, -20.2, None, 78.7, 2019-02-03 21:00:00
337.1, -20.3, None, 75.9, 2019-02-03 22:00:00
341.6, -20.7, None, 70.7, 2019-02-03 23:00:00
357.9, -21.5, None, 72.1, 2019-02-04 00:00:00
11.0, -22.1, None, 68.1, 2019-02-04 01:00:00
6.0, -22.7, None, 65.0, 2019-02-04 02:00:00
2.4, -23.4, None, 63.5, 2019-02-04 03:00:00
4.7, -24.1, None, 65.6, 2019-02-04 04:00:00
11.9, -24.3, None, 62.7, 2019-02-04 05:00:00
13.0, -25.1, None, 65.9, 2019-02-04 06:00:00
17.6, -26.0, None, 70.3, 2019-02-04 07:00:00
98.5, -27.6, None, 73.9, 2019-02-04 08:00:00
183.3, -27.3, None, 72.6, 2019-02-04 09:00:00
332.2, -23.4, None, 56.2, 2019-02-04 10:00:00
328.0, -21.4, None, 48.0, 2019-02-04 11:00:00
314.7, -20.7, None, 46.9, 2019-02-04 12:00:00
331.3, -19.8, None, 47.8, 2019-02-04 13:00:00
326.1, -19.0, None, 47.7, 2019-02-04 14:00:00
311.2, -18.4, None, 48.3, 2019-02-04 15:00:00
307.1, -18.9, None, 50.7, 2019-02-04 16:00:00
295.4, -21.3, None, 65.5, 2019-02-04 17:00:00
187.1, -23.8, None, 77.4, 2019-02-04 18:00:00
93.1, -25.7, None, 78.1, 2019-02-04 19:00:00
288.5, -27.5, None, 76.6, 2019-02-04 20:00:00
141.3, -28.9, None, 75.7, 2019-02-04 21:00:00
131.0, -30.0, None, 74.3, 2019-02-04 22:00:00
329.8, -30.8, None, 73.4, 2019-02-04 23:00:00
302.0, -31.6, None, 72.6, 2019-02-05 00:00:00
163.2, -32.4, None, 71.8, 2019-02-05 01:00:00
216.6, -32.8, None, 71.1, 2019-02-05 02:00:00
10.2, -33.3, None, 70.9, 2019-02-05 03:00:00
166.6, -33.6, None, 70.4, 2019-02-05 04:00:00
257.2, -33.4, None, 70.5, 2019-02-05 05:00:00
306.9, -32.2, None, 71.8, 2019-02-05 06:00:00
272.9, -31.7, None, 71.7, 2019-02-05 07:00:00
296.0, -32.1, None, 71.5, 2019-02-05 08:00:00
315.2, -30.6, None, 73.0, 2019-02-05 09:00:00
327.1, -27.8, None, 74.5, 2019-02-05 10:00:00
336.5, -25.8, None, 74.0, 2019-02-05 11:00:00
338.6, -23.4, None, 69.1, 2019-02-05 12:00:00
339.6, -21.5, None, 67.1, 2019-02-05 13:00:00
328.0, -20.7, None, 69.9, 2019-02-05 14:00:00
314.4, -20.0, None, 71.8, 2019-02-05 15:00:00
308.8, -19.2, None, 70.9, 2019-02-05 16:00:00
328.7, -18.8, None, 73.3, 2019-02-05 17:00:00
305.9, -19.8, None, 75.7, 2019-02-05 18:00:00
151.9, -21.9, None, 80.6, 2019-02-05 19:00:00
165.9, -23.9, None, 80.2, 2019-02-05 20:00:00
135.0, -25.2, None, 79.6, 2019-02-05 21:00:00
343.2, -26.3, None, 78.1, 2019-02-05 22:00:00
171.0, -27.5, None, 76.7, 2019-02-05 23:00:00
26.6, -28.3, None, 75.7, 2019-02-06 00:00:00
116.5, -29.3, None, 74.8, 2019-02-06 01:00:00
128.6, -29.7, None, 74.0, 2019-02-06 02:00:00
46.4, -30.3, None, 73.9, 2019-02-06 03:00:00
259.3, -31.3, None, 72.7, 2019-02-06 04:00:00
72.9, -31.7, None, 72.4, 2019-02-06 05:00:00
187.4, -32.4, None, 71.5, 2019-02-06 06:00:00
108.1, -32.5, None, 71.6, 2019-02-06 07:00:00
350.0, -32.8, None, 71.1, 2019-02-06 08:00:00
171.7, -30.0, None, 73.8, 2019-02-06 09:00:00
231.0, -23.2, None, 73.8, 2019-02-06 10:00:00
200.5, -20.2, None, 65.1, 2019-02-06 11:00:00
191.2, -16.8, None, 55.8, 2019-02-06 12:00:00
224.8, -15.3, None, 53.9, 2019-02-06 13:00:00
227.8, -13.7, None, 51.5, 2019-02-06 14:00:00
206.3, -12.7, None, 51.2, 2019-02-06 15:00:00
178.8, -12.7, None, 56.8, 2019-02-06 16:00:00
150.2, -15.5, None, 66.9, 2019-02-06 17:00:00
123.8, -17.4, None, 73.4, 2019-02-06 18:00:00
116.0, -17.7, None, 73.9, 2019-02-06 19:00:00
113.4, -18.7, None, 77.0, 2019-02-06 20:00:00
122.6, -18.9, None, 79.3, 2019-02-06 21:00:00
122.5, -18.3, None, 78.5, 2019-02-06 22:00:00
119.4, -18.8, None, 79.3, 2019-02-06 23:00:00
122.1, -19.0, None, 79.9, 2019-02-07 00:00:00
126.1, -18.7, None, 79.0, 2019-02-07 01:00:00
129.6, -18.7, None, 79.3, 2019-02-07 02:00:00
139.9, -18.5, None, 79.7, 2019-02-07 03:00:00
132.2, -18.6, None, 80.1, 2019-02-07 04:00:00
128.5, -18.0, None, 78.5, 2019-02-07 05:00:00
136.6, -17.7, None, 79.3, 2019-02-07 06:00:00
141.5, -17.4, None, 80.9, 2019-02-07 07:00:00
145.5, -17.0, None, 80.5, 2019-02-07 08:00:00
146.2, -16.2, None, 79.2, 2019-02-07 09:00:00
157.4, -15.2, None, 79.1, 2019-02-07 10:00:00
163.5, -13.8, None, 76.0, 2019-02-07 11:00:00
170.4, -12.6, None, 74.5, 2019-02-07 12:00:00
182.8, -11.9, None, 76.9, 2019-02-07 13:00:00
180.3, -11.0, None, 77.3, 2019-02-07 14:00:00
190.8, -10.2, None, 76.8, 2019-02-07 15:00:00
176.6, -9.9, None, 77.8, 2019-02-07 16:00:00
147.8, -10.2, None, 78.8, 2019-02-07 17:00:00
153.0, -10.6, None, 81.4, 2019-02-07 18:00:00
164.9, -11.0, None, 83.4, 2019-02-07 19:00:00
214.1, -11.6, None, 86.7, 2019-02-07 20:00:00
335.2, -12.0, None, 89.0, 2019-02-07 21:00:00
341.3, -11.6, None, 89.2, 2019-02-07 22:00:00
356.0, -11.3, None, 88.7, 2019-02-07 23:00:00
338.4, -11.3, None, 87.9, 2019-02-08 00:00:00
347.4, -11.4, None, 86.7, 2019-02-08 01:00:00
332.6, -11.8, None, 86.8, 2019-02-08 02:00:00
310.9, -12.8, None, 87.4, 2019-02-08 03:00:00
304.6, -13.2, None, 87.8, 2019-02-08 04:00:00
324.5, -13.3, None, 86.3, 2019-02-08 05:00:00
357.3, -13.4, None, 85.6, 2019-02-08 06:00:00
3.1, -13.7, None, 84.4, 2019-02-08 07:00:00
351.8, -14.2, None, 80.8, 2019-02-08 08:00:00
355.6, -14.0, None, 74.8, 2019-02-08 09:00:00
344.8, -13.5, None, 64.0, 2019-02-08 10:00:00
338.7, -13.3, None, 59.6, 2019-02-08 11:00:00
335.9, -12.9, None, 56.9, 2019-02-08 12:00:00
339.3, -12.1, None, 49.4, 2019-02-08 13:00:00
35.5, -11.6, None, 35.8, 2019-02-08 14:00:00
39.3, -12.2, None, 34.2, 2019-02-08 15:00:00
