station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
312.9, 1.3, 0.521, 90.3, 90.3, 2019-01-01 00:00:00, 1.268
295.2, 2.0, 0.128998, 87.8, 87.8, 2019-01-01 01:00:00, 2.044
320.4, 2.1, 0.164, 88.9, 88.9, 2019-01-01 02:00:00, 2.132
309.9, 1.5, 0.428, 94.3, 94.3, 2019-01-01 03:00:00, 1.538
295.6, 1.8, 0.229, 94.8, 94.8, 2019-01-01 04:00:00, 1.811
334.0, 1.6, 0.175999, 96.5, 96.5, 2019-01-01 05:00:00, 1.564
335.6, 1.5, 0.679, 96.1, 96.1, 2019-01-01 06:00:00, 1.489
313.7, 1.8, 0.402, 94.6, 94.6, 2019-01-01 07:00:00, 1.797
325.0, 2.0, 0.541998, 94.0, 94.0, 2019-01-01 08:00:00, 1.978
328.0, 2.0, 0.552999, 94.3, 94.3, 2019-01-01 09:00:00, 1.963
334.9, 2.8, 0.486, 91.1, 91.1, 2019-01-01 10:00:00, 2.829
320.8, 3.9, 0.672999, 85.3, 85.3, 2019-01-01 11:00:00, 3.898
87.9, 5.9, 0.878, 78.1, 78.09, 2019-01-01 12:00:00, 5.875
111.4, 6.1, 1.038, 78.5, 78.46, 2019-01-01 13:00:00, 6.056
103.6, 5.7, 1.299, 80.6, 80.6, 2019-01-01 14:00:00, 5.729
120.7, 5.7, 0.875, 79.6, 79.61, 2019-01-01 15:00:00, 5.735
116.3, 5.5, 0.570999, 77.9, 77.91, 2019-01-01 16:00:00, 5.534
98.9, 5.3, 0.243, 78.6, 78.62, 2019-01-01 17:00:00, 5.263
357.0, 4.0, 0.190999, 87.8, 87.8, 2019-01-01 18:00:00, 4.017
322.9, 3.3, 0.231998, 92.2, 92.2, 2019-01-01 19:00:00, 3.288
332.2, 2.6, 0.314, 96.6, 96.6, 2019-01-01 20:00:00, 2.591
335.7, 2.6, 0.788999, 98.1, 98.1, 2019-01-01 21:00:00, 2.611
