station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
340.6, 2.4, 1.292, 2019-01-01 00:00:00, 2.392
345.3, 2.2, 0.384, 2019-01-01 01:00:00, 2.246
342.4, 2.2, 0.563, 2019-01-01 02:00:00, 2.193
339.8, 2.1, 0.962, 2019-01-01 03:00:00, 2.112
26.4, 2.0, 0.002, 2019-01-01 04:00:00, 1.993
343.1, 2.1, 0.442999, 2019-01-01 05:00:00, 2.112
340.1, 2.4, 1.074, 2019-01-01 06:00:00, 2.352
349.8, 2.3, 0.4, 2019-01-01 07:00:00, 2.324
339.9, 2.5, 0.609, 2019-01-01 08:00:00, 2.491
346.2, 2.9, 0.541, 2019-01-01 09:00:00, 2.899
359.2, 3.1, 0.509, 2019-01-01 10:00:00, 3.145
53.9, 3.9, 0.637, 2019-01-01 11:00:00, 3.873
81.4, 3.6, 0.716, 2019-01-01 12:00:00, 3.623
68.3, 3.6, 0.922999, 2019-01-01 13:00:00, 3.637
59.2, 3.9, 0.717, 2019-01-01 14:00:00, 3.885
61.7, 3.9, 0.976998, 2019-01-01 15:00:00, 3.921
46.3, 3.7, 0.439999, 2019-01-01 16:00:00, 3.699
331.9, 3.1, 1.165, 2019-01-01 17:00:00, 3.115
340.0, 3.0, 0.479, 2019-01-01 18:00:00, 3.017
336.2, 2.8, 1.011, 2019-01-01 19:00:00, 2.834
343.5, 3.1, 0.908999, 2019-01-01 20:00:00, 3.088
347.4, 3.3, 0.456, 2019-01-01 21:00:00, 3.252
339.2, 3.1, 0.240998, 2019-01-01 22:00:00, 3.097
346.0, 3.0, 0.46, 2019-01-01 23:00:00, 3.05
354.9, 3.5, 0.630999, 2019-01-02 00:00:00, 3.516
20.0, 3.5, 0.465, 2019-01-02 01:00:00, 3.503
345.5, 3.3, 0.568, 2019-01-02 02:00:00, 3.322
337.4, 3.2, 0.81, 2019-01-02 03:00:00, 3.168
329.8, 3.3, 0.672999, 2019-01-02 04:00:00, 3.322
31.8, 3.6, 0.379, 2019-01-02 05:00:00, 3.587
325.7, 3.6, 0.375, 2019-01-02 06:00:00, 3.569
3.9, 3.4, 0.414999, 2019-01-02 07:00:00, 3.392
338.2, 3.5, 0.587, 2019-01-02 08:00:00, 3.494
40.9, 3.6, 0.444999, 2019-01-02 09:00:00, 3.614
42.7, 3.8, 0.691999, 2019-01-02 10:00:00, 3.801
335.9, 4.0, 1.542, 2019-01-02 11:00:00, 4.026
344.1, 4.1, 1.367, 2019-01-02 12:00:00, 4.148
336.7, 3.2, 1.405, 2019-01-02 13:00:00, 3.235
