station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 3.52405, None, 82.2262, 2019-01-01 01:00:00, 7.22937
None, None, 3.47283, None, 82.7182, 2019-01-01 02:00:00, 7.38837
None, None, 4.04941, None, 82.6283, 2019-01-01 03:00:00, 7.46572
None, None, 3.60102, None, 82.9283, 2019-01-01 04:00:00, 7.62094
None, None, 3.87408, None, 83.2223, 2019-01-01 05:00:00, 7.81678
None, None, 3.06865, None, 83.852, 2019-01-01 06:00:00, 7.6645
None, None, 3.36932, None, 81.2809, 2019-01-01 07:00:00, 8.04853
None, None, 3.72269, None, 78.3284, 2019-01-01 08:00:00, 8.67552
None, None, 3.24414, None, 78.7898, 2019-01-01 09:00:00, 8.95961
None, None, 3.72835, None, 81.5141, 2019-01-01 10:00:00, 8.59963
None, None, 3.12332, None, 82.2846, 2019-01-01 11:00:00, 8.7733
None, None, 2.96423, None, 78.0871, 2019-01-01 12:00:00, 9.27168
None, None, 3.10617, None, 75.6028, 2019-01-01 13:00:00, 9.74272
None, None, 2.91686, None, 77.9494, 2019-01-01 14:00:00, 9.66419
None, None, 2.83537, None, 77.8839, 2019-01-01 15:00:00, 9.93681
None, None, 3.43254, None, 77.8691, 2019-01-01 16:00:00, 10.0598
None, None, 3.55433, None, 75.9843, 2019-01-01 17:00:00, 10.4546
None, None, 4.70798, None, 74.6986, 2019-01-01 18:00:00, 10.662
None, None, 4.96254, None, 80.4424, 2019-01-01 19:00:00, 10.0659
None, None, 4.34063, None, 86.9289, 2019-01-01 20:00:00, 9.48955
None, None, 4.7567, None, 80.9887, 2019-01-01 21:00:00, 9.97451
None, None, 4.72168, None, 85.3832, 2019-01-01 22:00:00, 9.46619
None, None, 4.01115, None, 87.1974, 2019-01-01 23:00:00, 9.41326
None, None, 3.47402, None, 90.0862, 2019-01-02 00:00:00, 9.39605
None, None, 3.66129, None, 91.2533, 2019-01-02 01:00:00, 9.68992
None, None, 3.36435, None, 93.7511, 2019-01-02 02:00:00, 9.54791
None, None, 3.56876, None, 95.6283, 2019-01-02 03:00:00, 9.19419
None, None, 2.83214, None, 97.6214, 2019-01-02 04:00:00, 7.25409
None, None, 1.54997, None, 97.322, 2019-01-02 05:00:00, 7.0198
None, None, 1.23792, None, 95.9086, 2019-01-02 06:00:00, 6.84268
None, None, 1.49672, None, 98.9392, 2019-01-02 07:00:00, 6.24141
None, None, 1.58432, None, 98.2643, 2019-01-02 08:00:00, 5.51413
None, None, 1.07776, None, 99.1885, 2019-01-02 09:00:00, 5.09995
None, None, 1.61217, None, 99.3504, 2019-01-02 10:00:00, 4.5176
None, None, 2.00159, None, 99.6676, 2019-01-02 11:00:00, 4.46398
None, None, 1.65246, None, 99.6885, 2019-01-02 12:00:00, 4.42821
None, None, 1.7086, None, 98.4511, 2019-01-02 13:00:00, 5.26353
None, None, 1.73367, None, 96.8001, 2019-01-02 14:00:00, 5.99609
None, None, 1.2627, None, 95.4312, 2019-01-02 15:00:00, 5.50447
None, None, 1.53333, None, 96.4824, 2019-01-02 16:00:00, 4.46178
None, None, 1.88461, None, 98.2787, 2019-01-02 17:00:00, 3.49289
None, None, 1.78483, None, 99.0078, 2019-01-02 18:00:00, 3.83289
None, None, 2.22241, None, 99.6755, 2019-01-02 19:00:00, 2.84044
None, None, 2.82716, None, 99.8259, 2019-01-02 20:00:00, 1.99803
None, None, 2.68653, None, 99.6266, 2019-01-02 21:00:00, 1.75114
None, None, 2.6837, None, 99.3292, 2019-01-02 22:00:00, 1.44488
None, None, 2.42699, None, 98.9811, 2019-01-02 23:00:00, 0.982328
None, None, 2.05688, None, 99.2766, 2019-01-03 00:00:00, 0.675124
None, None, 2.18534, None, 99.6681, 2019-01-03 01:00:00, 0.136182
None, None, 2.6781, None, 99.6283, 2019-01-03 02:00:00, -0.081411
None, None, 1.67516, None, 99.3692, 2019-01-03 03:00:00, -0.106225
None, None, 1.59972, None, 99.8885, 2019-01-03 04:00:00, -0.651117
None, None, 1.71664, None, 99.9074, 2019-01-03 05:00:00, -0.931239
None, None, 1.85201, None, 99.785, 2019-01-03 06:00:00, -1.20854
None, None, 2.24482, None, 99.441, 2019-01-03 07:00:00, -1.24964
None, None, 1.71941, None, 97.9431, 2019-01-03 08:00:00, -1.36588
None, None, 1.5223, None, 97.7852, 2019-01-03 09:00:00, -1.60463
None, None, 1.99926, None, 97.2907, 2019-01-03 10:00:00, -1.35677
None, None, 1.61737, None, 93.8008, 2019-01-03 11:00:00, -0.758325
None, None, 1.42767, None, 93.372, 2019-01-03 12:00:00, -0.192057
None, None, 1.42179, None, 92.2728, 2019-01-03 13:00:00, 0.188982
None, None, 1.47776, None, 95.517, 2019-01-03 14:00:00, 0.329724
None, None, 1.96667, None, 93.3523, 2019-01-03 15:00:00, 0.509305
None, None, 1.59338, None, 94.4396, 2019-01-03 16:00:00, 0.424638
None, None, 1.65456, None, 95.8427, 2019-01-03 17:00:00, 0.258807
None, None, 1.41488, None, 93.8113, 2019-01-03 18:00:00, 0.543313
None, None, 1.37883, None, 95.1916, 2019-01-03 19:00:00, 0.698313
None, None, 1.52332, None, 93.6466, 2019-01-03 20:00:00, 1.26892
None, None, 1.53232, None, 92.2533, 2019-01-03 21:00:00, 1.86691
None, None, 1.61726, None, 97.6151, 2019-01-03 22:00:00, 1.43677
None, None, 1.20023, None, 99.5759, 2019-01-03 23:00:00, 1.35339
None, None, 1.51013, None, 99.7862, 2019-01-04 00:00:00, 1.59859
None, None, 1.92354, None, 98.2565, 2019-01-04 01:00:00, 1.92932
None, None, 1.73158, None, 99.5372, 2019-01-04 02:00:00, 2.06021
None, None, 1.55144, None, 99.9499, 2019-01-04 03:00:00, 2.10733
None, None, 1.59717, None, 100.0, 2019-01-04 04:00:00, 2.3354
None, None, 1.26174, None, 100.0, 2019-01-04 05:00:00, 2.20087
None, None, 1.37708, None, 100.0, 2019-01-04 06:00:00, 2.27772
None, None, 1.09366, None, 100.0, 2019-01-04 07:00:00, 2.32964
