station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
26.6, 3.7, 1.219, 0.0, 89.8, 2019-01-02 02:00:00, 89.8, 3.717
15.7, 3.7, 1.184, 0.0, 90.4, 2019-01-02 03:00:00, 90.4, 3.694
27.2, 4.0, 0.838998, 0.0, 90.2, 2019-01-02 04:00:00, 90.2, 3.974
77.0, 4.5, 1.079, 0.0, 87.5, 2019-01-02 05:00:00, 87.5, 4.451
36.4, 4.4, 1.848, 0.0, 86.2, 2019-01-02 06:00:00, 86.2, 4.368
99.6, 4.4, 3.12, 0.0, 84.1, 2019-01-02 07:00:00, 84.1, 4.386
99.6, 4.5, 2.728, 0.0, 83.3, 2019-01-02 08:00:00, 83.3, 4.469
102.5, 4.7, 1.959, 0.0, 84.4, 2019-01-02 09:00:00, 84.4, 4.66
111.5, 4.7, 2.441, 0.0, 84.5, 2019-01-02 10:00:00, 84.5, 4.672
111.7, 4.6, 2.381, 0.0, 83.6, 2019-01-02 11:00:00, 83.6, 4.582
89.2, 4.6, 2.493, 0.0, 81.8, 2019-01-02 12:00:00, 81.8, 4.607
65.2, 4.6, 2.771, 0.1, 82.2, 2019-01-02 13:00:00, 82.2, 4.563
85.8, 4.7, 3.207, 0.0, 82.3, 2019-01-02 14:00:00, 82.3, 4.734
64.4, 4.9, 1.44, 0.699998, 85.1, 2019-01-02 15:00:00, 85.1, 4.855
15.9, 4.4, 1.854, 2.1, 91.3, 2019-01-02 16:00:00, 91.3, 4.384
17.1, 4.2, 1.963, 1.7, 92.9, 2019-01-02 17:00:00, 92.9, 4.181
4.2, 4.4, 2.475, 1.7, 94.7, 2019-01-02 18:00:00, 94.7, 4.368
53.0, 4.9, 2.573, 0.699998, 94.7, 2019-01-02 19:00:00, 94.7, 4.888
108.0, 5.4, 1.719, 0.699998, 88.2, 2019-01-02 20:00:00, 88.2, 5.379
340.9, 4.9, 1.581, 0.8, 93.6, 2019-01-02 21:00:00, 93.6, 4.941
346.2, 4.9, 1.806, 0.5, 96.2, 2019-01-02 22:00:00, 96.2, 4.869
90.1, 6.0, 2.375, 1.3, 95.0, 2019-01-02 23:00:00, 95.0, 5.987
119.6, 6.1, 2.287, 1.6, 95.2, 2019-01-03 00:00:00, 95.2, 6.122
349.9, 5.8, 2.081, 0.899999, 96.3, 2019-01-03 01:00:00, 96.3, 5.847
67.7, 6.3, 1.41, 2.6, 97.1, 2019-01-03 02:00:00, 97.1, 6.31
112.8, 6.8, 1.855, 2.7, 97.0, 2019-01-03 03:00:00, 97.0, 6.767
124.6, 7.0, 2.405, 2.7, 97.3, 2019-01-03 04:00:00, 97.3, 6.951
125.4, 6.9, 2.481, 2.1, 97.3, 2019-01-03 05:00:00, 97.3, 6.893
137.9, 7.2, 3.489, 1.8, 96.7, 2019-01-03 06:00:00, 96.7, 7.15
115.2, 7.3, 3.64, 2.3, 94.9, 2019-01-03 07:00:00, 94.9, 7.32
116.7, 7.7, 2.668, 0.4, 94.3, 2019-01-03 08:00:00, 94.3, 7.73
110.5, 8.0, 2.217, 0.4, 94.4, 2019-01-03 09:00:00, 94.4, 7.99
114.2, 8.2, 1.541, 0.4, 94.4, 2019-01-03 10:00:00, 94.4, 8.18
112.9, 8.5, 3.071, 0.1, 93.3, 2019-01-03 11:00:00, 93.3, 8.48
118.0, 8.8, 3.674, 0.8, 92.4, 2019-01-03 12:00:00, 92.4, 8.79
122.0, 8.7, 2.841, 1.6, 94.0, 2019-01-03 13:00:00, 94.0, 8.69
104.5, 8.7, 1.979, 2.0, 95.6, 2019-01-03 14:00:00, 95.6, 8.72
121.3, 8.8, 3.188, 3.0, 96.6, 2019-01-03 15:00:00, 96.6, 8.8
135.6, 9.4, 2.586, 4.1, 97.2, 2019-01-03 16:00:00, 97.2, 9.42
174.9, 10.1, 1.801, 3.1, 96.5, 2019-01-03 17:00:00, 96.5, 10.1
116.5, 9.4, 2.189, 2.6, 96.8, 2019-01-03 18:00:00, 96.8, 9.38
96.2, 8.7, 2.761, 2.6, 98.2, 2019-01-03 19:00:00, 98.2, 8.66
100.4, 8.5, 2.734, 1.9, 98.8, 2019-01-03 20:00:00, 98.8, 8.52
104.9, 8.5, 1.771, 2.6, 99.1, 2019-01-03 21:00:00, 99.1, 8.53
144.6, 8.8, 3.933, 2.8, 98.0, 2019-01-03 22:00:00, 98.0, 8.8
270.0, 8.6, 4.85, 1.8, 88.9, 2019-01-03 23:00:00, 88.9, 8.62
276.2, 8.1, 3.833, 0.2, 86.6, 2019-01-04 00:00:00, 86.6, 8.08
255.9, 8.0, 3.075, 0.0, 85.4, 2019-01-04 01:00:00, 85.4, 7.99
181.6, 8.0, 2.92, 0.0, 86.6, 2019-01-04 02:00:00, 86.6, 8.01
137.5, 7.6, 2.756, 0.0, 93.4, 2019-01-04 03:00:00, 93.4, 7.58
289.5, 7.7, 0.907, 0.6, 93.1, 2019-01-04 04:00:00, 93.1, 7.66
129.9, 7.3, 1.363, 0.1, 95.3, 2019-01-04 05:00:00, 95.3, 7.33
136.6, 7.3, 2.004, 0.0, 96.3, 2019-01-04 06:00:00, 96.3, 7.32
190.1, 8.0, 1.816, 0.4, 93.3, 2019-01-04 07:00:00, 93.3, 7.97
162.5, 7.9, 2.527, 0.0, 92.1, 2019-01-04 08:00:00, 92.1, 7.92
142.8, 8.1, 3.54, 0.0, 91.8, 2019-01-04 09:00:00, 91.8, 8.12
145.4, 8.8, 3.223, 0.0, 88.6, 2019-01-04 10:00:00, 88.6, 8.75
171.6, 9.5, 3.72, 0.0, 78.7, 2019-01-04 11:00:00, 78.7, 9.54
218.8, 10.3, 3.932, 0.0, 70.0, 2019-01-04 12:00:00, 70.0, 10.34
227.8, 11.1, 4.384, 0.0, 65.68, 2019-01-04 13:00:00, 65.7, 11.05
235.7, 11.0, 3.408, 0.0, 68.76, 2019-01-04 14:00:00, 68.8, 10.99
229.2, 10.9, 2.489, 0.0, 68.08, 2019-01-04 15:00:00, 68.1, 10.87
202.1, 10.4, 1.968, 0.0, 69.51, 2019-01-04 16:00:00, 69.5, 10.38
204.2, 9.7, 1.473, 0.0, 72.4, 2019-01-04 17:00:00, 72.4, 9.68
218.4, 9.3, 0.981998, 0.0, 74.2, 2019-01-04 18:00:00, 74.2, 9.3
95.3, 8.7, 1.268, 0.0, 78.0, 2019-01-04 19:00:00, 78.0, 8.66
84.9, 8.2, 2.713, 0.0, 86.7, 2019-01-04 20:00:00, 86.7, 8.24
84.9, 8.2, 2.459, 0.0, 90.0, 2019-01-04 21:00:00, 90.0, 8.21
64.7, 8.1, 1.678, 0.0, 90.0, 2019-01-04 22:00:00, 90.0, 8.09
48.5, 7.5, 1.906, 0.0, 92.1, 2019-01-04 23:00:00, 92.1, 7.46
82.4, 7.2, 1.648, 0.0, 94.5, 2019-01-05 00:00:00, 94.5, 7.19
24.9, 6.9, 1.57, 0.0, 94.6, 2019-01-05 01:00:00, 94.6, 6.934
13.9, 7.0, 2.269, 0.0, 94.9, 2019-01-05 02:00:00, 94.9, 6.993
19.4, 7.4, 2.231, 0.0, 92.9, 2019-01-05 03:00:00, 92.9, 7.42
25.8, 7.3, 2.477, 0.0, 93.8, 2019-01-05 04:00:00, 93.8, 7.28
37.2, 7.3, 2.487, 0.0, 89.8, 2019-01-05 05:00:00, 89.8, 7.32
31.9, 7.3, 2.033, 0.0, 86.4, 2019-01-05 06:00:00, 86.4, 7.3
22.5, 7.0, 1.651, 0.0, 86.3, 2019-01-05 07:00:00, 86.3, 6.974
15.8, 6.7, 1.887, 0.0, 86.9, 2019-01-05 08:00:00, 86.9, 6.716
10.2, 6.5, 1.72, 0.0, 87.5, 2019-01-05 09:00:00, 87.5, 6.49
7.8, 6.9, 1.814, 0.0, 84.6, 2019-01-05 10:00:00, 84.6, 6.95
9.9, 7.8, 2.449, 0.0, 78.0, 2019-01-05 11:00:00, 78.0, 7.83
9.5, 7.8, 2.638, 0.0, 76.9, 2019-01-05 12:00:00, 76.9, 7.78
8.1, 7.8, 3.194, 0.0, 75.1, 2019-01-05 13:00:00, 75.1, 7.75
5.7, 7.8, 2.754, 0.0, 74.8, 2019-01-05 14:00:00, 74.8, 7.84
1.6, 7.9, 2.054, 0.0, 74.7, 2019-01-05 15:00:00, 74.7, 7.9
0.8, 7.9, 2.084, 0.0, 75.0, 2019-01-05 16:00:00, 75.0, 7.9
14.3, 8.0, 2.19, 0.0, 74.3, 2019-01-05 17:00:00, 74.3, 8.0
98.0, 9.1, 3.864, 0.0, 72.4, 2019-01-05 18:00:00, 72.4, 9.08
131.2, 9.2, 5.687, 0.0, 72.1, 2019-01-05 19:00:00, 72.1, 9.21
129.5, 8.9, 4.534, 0.0, 73.7, 2019-01-05 20:00:00, 73.7, 8.87
99.4, 8.4, 2.978, 0.0, 78.4, 2019-01-05 21:00:00, 78.4, 8.41
53.4, 8.3, 3.449, 0.0, 77.8, 2019-01-05 22:00:00, 77.8, 8.33
37.4, 8.0, 3.369, 0.1, 80.4, 2019-01-05 23:00:00, 80.4, 8.02
36.5, 7.9, 3.514, 0.0, 82.0, 2019-01-06 00:00:00, 82.0, 7.92
101.4, 8.5, 3.433, 0.0, 77.1, 2019-01-06 01:00:00, 77.1, 8.46
135.8, 8.1, 5.162, 0.2, 82.1, 2019-01-06 02:00:00, 82.1, 8.11
231.5, 6.3, 7.34, 2.1, 86.7, 2019-01-06 03:00:00, 86.7, 6.284
260.1, 5.0, 7.68, 0.5, 84.6, 2019-01-06 04:00:00, 84.6, 4.977
256.8, 5.5, 5.948, 0.4, 85.3, 2019-01-06 05:00:00, 85.3, 5.47
239.8, 6.0, 6.785, 0.6, 81.0, 2019-01-06 06:00:00, 81.0, 5.998
223.1, 6.4, 6.956, 0.0, 76.6, 2019-01-06 07:00:00, 76.6, 6.396
215.1, 6.7, 4.805, 0.1, 73.4, 2019-01-06 08:00:00, 73.4, 6.664
186.5, 5.8, 3.562, 0.8, 79.8, 2019-01-06 09:00:00, 79.8, 5.814
199.1, 6.0, 1.607, 0.0, 76.8, 2019-01-06 10:00:00, 76.8, 5.963
192.9, 6.6, 4.034, 0.0, 71.1, 2019-01-06 11:00:00, 71.1, 6.579
231.0, 7.2, 3.86, 0.0, 69.19, 2019-01-06 12:00:00, 69.2, 7.23
222.7, 6.8, 3.413, 0.0, 72.5, 2019-01-06 13:00:00, 72.5, 6.82
214.0, 7.0, 2.187, 0.0, 70.7, 2019-01-06 14:00:00, 70.7, 6.971
286.7, 5.9, 3.307, 0.0, 74.9, 2019-01-06 15:00:00, 74.9, 5.921
328.5, 5.4, 0.796, 0.0, 77.8, 2019-01-06 16:00:00, 77.8, 5.442
287.1, 5.4, 1.129, 0.0, 78.4, 2019-01-06 17:00:00, 78.4, 5.406
293.0, 4.8, 2.068, 0.0, 82.4, 2019-01-06 18:00:00, 82.4, 4.783
300.1, 4.3, 2.772, 0.0, 84.5, 2019-01-06 19:00:00, 84.5, 4.262
304.7, 4.1, 1.57, 0.0, 84.2, 2019-01-06 20:00:00, 84.2, 4.114
266.6, 4.3, 1.283, 0.0, 82.9, 2019-01-06 21:00:00, 82.9, 4.282
275.6, 4.2, 2.4, 0.0, 82.9, 2019-01-06 22:00:00, 82.9, 4.224
315.4, 3.8, 1.32, 0.0, 82.7, 2019-01-06 23:00:00, 82.7, 3.831
287.3, 3.7, 2.545, 0.0, 82.2, 2019-01-07 00:00:00, 82.2, 3.72
254.8, 4.1, 3.214, 0.0, 81.8, 2019-01-07 01:00:00, 81.8, 4.149
244.4, 4.1, 3.82, 0.0, 85.9, 2019-01-07 02:00:00, 85.9, 4.107
243.8, 4.2, 4.278, 0.0, 86.5, 2019-01-07 03:00:00, 86.5, 4.182
273.2, 4.3, 3.929, 0.0, 81.0, 2019-01-07 04:00:00, 81.0, 4.293
263.7, 4.2, 2.967, 0.0, 75.3, 2019-01-07 05:00:00, 75.3, 4.229
265.1, 4.2, 2.684, 0.0, 70.6, 2019-01-07 06:00:00, 70.6, 4.191
265.5, 4.1, 2.298, 0.0, 72.4, 2019-01-07 07:00:00, 72.4, 4.148
267.2, 3.8, 2.255, 0.0, 78.4, 2019-01-07 08:00:00, 78.4, 3.818
282.8, 3.6, 1.721, 0.0, 81.6, 2019-01-07 09:00:00, 81.6, 3.608
297.1, 4.0, 1.095, 0.0, 71.7, 2019-01-07 10:00:00, 71.7, 4.016
238.8, 5.6, 0.907, 0.0, 68.54, 2019-01-07 11:00:00, 68.5, 5.594
339.1, 6.4, 1.255, 0.0, 65.29, 2019-01-07 12:00:00, 65.3, 6.382
35.5, 6.7, 1.189, 0.0, 63.7, 2019-01-07 13:00:00, 63.7, 6.742
48.6, 6.1, 2.652, 0.0, 64.78, 2019-01-07 14:00:00, 64.8, 6.076
42.8, 5.9, 1.915, 0.0, 65.03, 2019-01-07 15:00:00, 65.0, 5.897
27.5, 5.8, 2.354, 0.0, 64.82, 2019-01-07 16:00:00, 64.8, 5.834
40.9, 5.4, 2.387, 0.0, 66.49, 2019-01-07 17:00:00, 66.5, 5.387
41.1, 4.8, 2.571, 0.0, 71.9, 2019-01-07 18:00:00, 71.9, 4.795
62.5, 4.9, 3.087, 0.0, 78.5, 2019-01-07 19:00:00, 78.5, 4.948
74.9, 4.7, 3.351, 0.0, 83.2, 2019-01-07 20:00:00, 83.2, 4.737
81.2, 4.4, 3.686, 0.0, 85.4, 2019-01-07 21:00:00, 85.4, 4.418
72.9, 4.3, 3.733, 0.0, 81.0, 2019-01-07 22:00:00, 81.0, 4.283
73.0, 4.1, 3.504, 0.0, 80.0, 2019-01-07 23:00:00, 80.0, 4.136
46.7, 3.8, 2.993, 0.0, 79.3, 2019-01-08 00:00:00, 79.3, 3.826
35.4, 3.5, 3.399, 0.0, 74.9, 2019-01-08 01:00:00, 74.9, 3.51
51.4, 3.6, 3.822, 0.0, 65.95, 2019-01-08 02:00:00, 66.0, 3.6
38.8, 3.4, 4.125, 0.0, 64.43, 2019-01-08 03:00:00, 64.4, 3.386
46.0, 3.5, 2.792, 0.0, 59.69, 2019-01-08 04:00:00, 59.7, 3.474
44.8, 3.7, 2.873, 0.0, 56.95, 2019-01-08 05:00:00, 57.0, 3.725
31.3, 4.2, 3.238, 0.0, 54.74, 2019-01-08 06:00:00, 54.7, 4.229
32.6, 4.7, 3.816, 0.0, 52.47, 2019-01-08 07:00:00, 52.5, 4.672
33.8, 5.0, 3.963, 0.0, 52.47, 2019-01-08 08:00:00, 52.5, 5.034
38.7, 5.5, 4.189, 0.0, 52.75, 2019-01-08 09:00:00, 52.8, 5.452
66.9, 6.1, 5.093, 0.0, 48.27, 2019-01-08 10:00:00, 48.3, 6.127
71.3, 6.1, 4.211, 0.0, 58.09, 2019-01-08 11:00:00, 58.1, 6.138
80.9, 6.3, 4.345, 0.0, 65.23, 2019-01-08 12:00:00, 65.2, 6.325
43.3, 5.9, 4.268, 0.0, 68.4, 2019-01-08 13:00:00, 68.4, 5.944
26.4, 5.5, 4.611, 0.1, 65.29, 2019-01-08 14:00:00, 65.3, 5.459
31.4, 5.4, 4.16, 0.0, 69.64, 2019-01-08 15:00:00, 69.6, 5.377
25.5, 5.3, 4.526, 0.1, 74.7, 2019-01-08 16:00:00, 74.7, 5.286
23.2, 5.5, 3.918, 0.0, 73.7, 2019-01-08 17:00:00, 73.7, 5.482
23.5, 5.5, 4.267, 0.0, 75.5, 2019-01-08 18:00:00, 75.5, 5.498
25.2, 5.4, 4.203, 0.0, 78.3, 2019-01-08 19:00:00, 78.3, 5.378
17.9, 5.3, 3.513, 0.0, 81.9, 2019-01-08 20:00:00, 81.9, 5.316
17.0, 5.4, 3.89, 0.0, 82.8, 2019-01-08 21:00:00, 82.8, 5.422
23.8, 5.7, 3.652, 0.0, 82.9, 2019-01-08 22:00:00, 82.9, 5.69
22.2, 5.8, 3.484, 0.0, 84.3, 2019-01-08 23:00:00, 84.3, 5.793
22.7, 5.5, 3.869, 0.0, 87.4, 2019-01-09 00:00:00, 87.4, 5.503
8.0, 4.7, 3.429, 0.0, 90.8, 2019-01-09 01:00:00, 90.8, 4.698
11.8, 4.8, 3.913, 0.1, 90.3, 2019-01-09 02:00:00, 90.3, 4.845
10.8, 4.8, 3.421, 0.1, 91.9, 2019-01-09 03:00:00, 91.9, 4.812
12.8, 4.9, 3.272, 0.1, 92.9, 2019-01-09 04:00:00, 92.9, 4.928
24.3, 5.4, 3.606, 0.0, 91.6, 2019-01-09 05:00:00, 91.6, 5.417
32.7, 6.0, 3.831, 0.0, 90.3, 2019-01-09 06:00:00, 90.3, 5.97
36.8, 6.1, 3.822, 0.0, 90.8, 2019-01-09 07:00:00, 90.8, 6.101
42.9, 6.8, 3.478, 0.0, 89.1, 2019-01-09 08:00:00, 89.1, 6.762
35.9, 6.4, 3.989, 0.0, 92.7, 2019-01-09 09:00:00, 92.7, 6.37
93.5, 8.2, 4.078, 0.0, 86.1, 2019-01-09 10:00:00, 86.1, 8.24
118.3, 8.4, 5.852, 0.0, 86.7, 2019-01-09 11:00:00, 86.7, 8.42
124.6, 8.9, 3.735, 0.0, 85.1, 2019-01-09 12:00:00, 85.1, 8.86
141.5, 9.4, 3.154, 0.0, 78.2, 2019-01-09 13:00:00, 78.2, 9.35
128.0, 9.4, 6.647, 0.0, 79.0, 2019-01-09 14:00:00, 79.0, 9.44
129.7, 9.1, 9.87, 0.0, 83.6, 2019-01-09 15:00:00, 83.6, 9.09
128.1, 9.1, 9.47, 0.0, 84.9, 2019-01-09 16:00:00, 84.9, 9.15
133.7, 9.3, 9.6, 0.0, 85.1, 2019-01-09 17:00:00, 85.1, 9.27
132.8, 9.1, 10.17, 0.0, 87.5, 2019-01-09 18:00:00, 87.5, 9.05
133.6, 9.2, 8.97, 0.0, 88.0, 2019-01-09 19:00:00, 88.0, 9.16
135.8, 9.5, 7.75, 0.0, 87.2, 2019-01-09 20:00:00, 87.2, 9.46
136.2, 9.6, 6.967, 0.0, 86.9, 2019-01-09 21:00:00, 86.9, 9.58
140.6, 9.6, 4.509, 0.0, 86.8, 2019-01-09 22:00:00, 86.8, 9.62
132.9, 9.4, 1.701, 0.0, 87.9, 2019-01-09 23:00:00, 87.9, 9.42
46.9, 9.3, 0.917999, 0.0, 88.0, 2019-01-10 00:00:00, 88.0, 9.34
253.7, 10.3, 1.416, 0.0, 83.6, 2019-01-10 01:00:00, 83.6, 10.25
128.2, 9.8, 1.649, 0.2, 87.0, 2019-01-10 02:00:00, 87.0, 9.84
97.5, 9.3, 2.043, 0.6, 91.7, 2019-01-10 03:00:00, 91.7, 9.29
94.8, 9.0, 1.782, 0.2, 94.5, 2019-01-10 04:00:00, 94.5, 9.02
85.8, 8.8, 1.211, 0.1, 96.2, 2019-01-10 05:00:00, 96.2, 8.75
307.4, 8.6, 1.149, 0.1, 97.2, 2019-01-10 06:00:00, 97.2, 8.55
337.8, 8.5, 1.224, 0.0, 98.0, 2019-01-10 07:00:00, 98.0, 8.46
86.6, 8.6, 1.094, 0.0, 98.3, 2019-01-10 08:00:00, 98.3, 8.59
112.3, 8.4, 2.207, 0.1, 98.2, 2019-01-10 09:00:00, 98.2, 8.37
110.8, 9.1, 2.387, 0.0, 97.3, 2019-01-10 10:00:00, 97.3, 9.08
116.2, 9.2, 2.426, 0.0, 96.1, 2019-01-10 11:00:00, 96.1, 9.16
26.3, 9.8, 1.09, 0.0, 94.5, 2019-01-10 12:00:00, 94.5, 9.77
76.8, 10.0, 2.077, 0.0, 89.8, 2019-01-10 13:00:00, 89.8, 10.0
73.1, 10.2, 3.375, 0.0, 86.4, 2019-01-10 14:00:00, 86.4, 10.21
119.6, 9.7, 2.648, 0.0, 89.1, 2019-01-10 15:00:00, 89.1, 9.71
101.4, 9.6, 1.639, 0.0, 88.1, 2019-01-10 16:00:00, 88.1, 9.58
107.8, 9.5, 3.28, 0.0, 90.6, 2019-01-10 17:00:00, 90.6, 9.53
113.3, 9.6, 4.444, 0.0, 91.4, 2019-01-10 18:00:00, 91.4, 9.59
112.3, 9.7, 3.806, 0.0, 90.6, 2019-01-10 19:00:00, 90.6, 9.72
102.5, 9.5, 2.7, 0.0, 91.6, 2019-01-10 20:00:00, 91.6, 9.53
36.4, 9.3, 1.663, 0.0, 92.1, 2019-01-10 21:00:00, 92.1, 9.3
9.9, 8.9, 1.43, 0.0, 93.2, 2019-01-10 22:00:00, 93.2, 8.92
1.3, 8.7, 1.463, 0.0, 94.2, 2019-01-10 23:00:00, 94.2, 8.74
11.1, 8.6, 2.069, 0.0, 94.4, 2019-01-11 00:00:00, 94.4, 8.61
37.3, 8.8, 2.64, 0.0, 89.3, 2019-01-11 01:00:00, 89.3, 8.83
44.8, 9.1, 2.523, 0.0, 85.7, 2019-01-11 02:00:00, 85.7, 9.1
52.5, 9.1, 2.512, 0.0, 82.8, 2019-01-11 03:00:00, 82.8, 9.06
28.6, 8.9, 2.082, 0.0, 82.0, 2019-01-11 04:00:00, 82.0, 8.95
25.9, 8.7, 2.788, 0.0, 83.1, 2019-01-11 05:00:00, 83.1, 8.74
11.6, 8.6, 2.34, 0.0, 84.3, 2019-01-11 06:00:00, 84.3, 8.56
0.6, 8.3, 1.887, 0.0, 85.3, 2019-01-11 07:00:00, 85.3, 8.31
9.1, 8.2, 2.054, 0.0, 84.5, 2019-01-11 08:00:00, 84.5, 8.22
28.2, 8.6, 2.055, 0.0, 81.1, 2019-01-11 09:00:00, 81.1, 8.59
25.5, 8.6, 3.441, 0.0, 86.3, 2019-01-11 10:00:00, 86.3, 8.55
7.3, 8.5, 3.381, 0.0, 82.1, 2019-01-11 11:00:00, 82.1, 8.49
9.2, 9.1, 3.393, 0.0, 75.4, 2019-01-11 12:00:00, 75.4, 9.08
7.2, 9.6, 4.194, 0.0, 70.6, 2019-01-11 13:00:00, 70.6, 9.55
22.0, 10.2, 3.355, 0.0, 68.89, 2019-01-11 14:00:00, 68.9, 10.15
15.0, 10.3, 3.897, 0.0, 67.85, 2019-01-11 15:00:00, 67.9, 10.26
15.6, 10.4, 4.033, 0.0, 65.62, 2019-01-11 16:00:00, 65.6, 10.39
10.8, 9.7, 3.4, 0.0, 69.93, 2019-01-11 17:00:00, 69.9, 9.67
11.7, 9.3, 2.89, 0.0, 70.4, 2019-01-11 18:00:00, 70.4, 9.33
17.4, 9.3, 3.066, 0.0, 71.5, 2019-01-11 19:00:00, 71.5, 9.27
13.4, 9.5, 3.407, 0.0, 70.2, 2019-01-11 20:00:00, 70.2, 9.52
17.2, 9.4, 3.475, 0.0, 71.1, 2019-01-11 21:00:00, 71.1, 9.38
19.1, 8.7, 3.516, 0.0, 74.6, 2019-01-11 22:00:00, 74.6, 8.73
13.7, 8.6, 3.856, 0.0, 75.1, 2019-01-11 23:00:00, 75.1, 8.57
17.8, 8.6, 3.539, 0.0, 73.3, 2019-01-12 00:00:00, 73.3, 8.65
21.3, 8.4, 3.731, 0.0, 73.8, 2019-01-12 01:00:00, 73.8, 8.41
13.9, 8.1, 3.967, 0.0, 75.5, 2019-01-12 02:00:00, 75.5, 8.07
14.6, 7.8, 3.734, 0.0, 76.9, 2019-01-12 03:00:00, 76.9, 7.79
15.9, 7.5, 3.663, 0.0, 78.9, 2019-01-12 04:00:00, 78.9, 7.52
18.0, 7.5, 4.752, 0.0, 78.2, 2019-01-12 05:00:00, 78.2, 7.47
15.4, 7.2, 3.677, 0.0, 79.7, 2019-01-12 06:00:00, 79.7, 7.16
15.3, 6.9, 3.676, 0.0, 79.4, 2019-01-12 07:00:00, 79.4, 6.878
17.1, 7.0, 3.95, 0.0, 78.0, 2019-01-12 08:00:00, 78.0, 6.983
18.7, 7.2, 3.308, 0.0, 75.4, 2019-01-12 09:00:00, 75.4, 7.2
17.7, 8.2, 3.491, 0.0, 69.46, 2019-01-12 10:00:00, 69.5, 8.23
23.2, 8.5, 3.276, 0.0, 67.71, 2019-01-12 11:00:00, 67.7, 8.48
22.0, 9.0, 2.956, 0.0, 65.24, 2019-01-12 12:00:00, 65.2, 9.0
24.9, 9.7, 2.933, 0.0, 63.57, 2019-01-12 13:00:00, 63.6, 9.72
31.9, 9.9, 2.523, 0.0, 62.96, 2019-01-12 14:00:00, 63.0, 9.94
46.7, 9.8, 2.866, 0.0, 64.6, 2019-01-12 15:00:00, 64.6, 9.82
14.9, 9.7, 2.662, 0.0, 67.07, 2019-01-12 16:00:00, 67.1, 9.67
352.7, 8.9, 1.954, 0.0, 69.0, 2019-01-12 17:00:00, 69.0, 8.89
358.2, 8.7, 2.236, 0.0, 68.78, 2019-01-12 18:00:00, 68.8, 8.66
6.1, 9.1, 2.661, 0.0, 62.35, 2019-01-12 19:00:00, 62.4, 9.05
16.9, 8.7, 2.683, 0.0, 67.0, 2019-01-12 20:00:00, 67.0, 8.74
348.0, 7.8, 1.926, 0.0, 70.3, 2019-01-12 21:00:00, 70.3, 7.85
10.5, 8.3, 1.946, 0.0, 68.28, 2019-01-12 22:00:00, 68.3, 8.32
