station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
155.3, 1.5, 4.06, 2019-01-01 00:00:00, 1.498
159.2, 1.6, 4.171, 2019-01-01 01:00:00, 1.582
171.5, 2.0, 4.328, 2019-01-01 02:00:00, 1.952
173.6, 2.1, 3.247, 2019-01-01 03:00:00, 2.073
158.9, 1.8, 3.164, 2019-01-01 04:00:00, 1.831
140.1, 2.0, 3.654, 2019-01-01 05:00:00, 2.012
135.1, 2.3, 4.719, 2019-01-01 06:00:00, 2.289
150.3, 2.1, 5.545, 2019-01-01 07:00:00, 2.135
144.0, 2.2, 5.576, 2019-01-01 08:00:00, 2.247
134.5, 2.5, 3.24, 2019-01-01 09:00:00, 2.453
159.3, 2.2, 2.089, 2019-01-01 10:00:00, 2.207
164.5, 2.6, 3.084, 2019-01-01 11:00:00, 2.618
131.8, 2.8, 3.939, 2019-01-01 12:00:00, 2.849
119.8, 2.9, 2.264, 2019-01-01 13:00:00, 2.875
150.4, 3.2, 3.54, 2019-01-01 14:00:00, 3.222
160.2, 3.9, 3.181, 2019-01-01 15:00:00, 3.893
162.8, 4.1, 5.401, 2019-01-01 16:00:00, 4.095
160.0, 4.5, 6.304, 2019-01-01 17:00:00, 4.519
166.0, 5.5, 5.189, 2019-01-01 18:00:00, 5.456
161.7, 5.3, 5.52, 2019-01-01 19:00:00, 5.346
167.6, 6.0, 5.478, 2019-01-01 20:00:00, 5.954
185.8, 6.9, 5.534, 2019-01-01 21:00:00, 6.923
198.2, 7.7, 6.656, 2019-01-01 22:00:00, 7.66
197.8, 7.5, 6.031, 2019-01-01 23:00:00, 7.51
185.1, 6.7, 4.417, 2019-01-02 00:00:00, 6.675
197.2, 6.9, 5.033, 2019-01-02 01:00:00, 6.944
204.9, 6.5, 6.099, 2019-01-02 02:00:00, 6.54
209.1, 6.1, 5.303, 2019-01-02 03:00:00, 6.061
217.8, 5.2, 2.731, 2019-01-02 04:00:00, 5.154
134.3, 4.4, 1.589, 2019-01-02 05:00:00, 4.394
143.3, 3.7, 1.165, 2019-01-02 06:00:00, 3.726
143.5, 4.2, 1.886, 2019-01-02 07:00:00, 4.207
195.0, 3.7, 1.012, 2019-01-02 08:00:00, 3.721
294.2, 2.9, 0.409, 2019-01-02 09:00:00, 2.859
112.0, 2.8, 0.642, 2019-01-02 10:00:00, 2.779
5.1, 2.9, 0.638, 2019-01-02 11:00:00, 2.919
236.0, 3.2, 0.637, 2019-01-02 12:00:00, 3.218
12.1, 3.6, 1.014, 2019-01-02 13:00:00, 3.62
12.0, 3.7, 0.797999, 2019-01-02 14:00:00, 3.698
32.6, 3.7, 1.095, 2019-01-02 15:00:00, 3.683
10.8, 3.3, 0.642, 2019-01-02 16:00:00, 3.349
338.6, 3.2, 0.569, 2019-01-02 17:00:00, 3.218
321.9, 3.0, 0.879998, 2019-01-02 18:00:00, 3.038
353.5, 3.0, 0.866998, 2019-01-02 19:00:00, 2.959
336.2, 2.9, 0.777998, 2019-01-02 20:00:00, 2.87
8.3, 2.6, 1.235, 2019-01-02 21:00:00, 2.621
18.6, 2.1, 1.582, 2019-01-02 22:00:00, 2.141
9.5, 1.6, 1.799, 2019-01-02 23:00:00, 1.572
16.8, 1.2, 1.514, 2019-01-03 00:00:00, 1.238
16.3, 0.8, 1.593, 2019-01-03 01:00:00, 0.757
6.4, 0.4, 1.598, 2019-01-03 02:00:00, 0.400999
17.9, 0.3, 1.584, 2019-01-03 03:00:00, 0.301999
337.0, 0.5, 1.926, 2019-01-03 04:00:00, 0.545
348.3, 0.2, 1.18, 2019-01-03 05:00:00, 0.233998
335.6, -0.2, 1.351, 2019-01-03 06:00:00, -0.194998
332.7, -0.4, 1.548, 2019-01-03 07:00:00, -0.414999
298.6, -0.6, 1.322, 2019-01-03 08:00:00, -0.573
300.7, -0.6, 1.303, 2019-01-03 09:00:00, -0.606998
258.6, -0.5, 1.242, 2019-01-03 10:00:00, -0.490999
321.5, -0.1, 1.803, 2019-01-03 11:00:00, -0.112
297.0, 0.1, 1.352, 2019-01-03 12:00:00, 0.086998
304.2, 0.3, 1.426, 2019-01-03 13:00:00, 0.268999
317.8, 0.5, 1.272, 2019-01-03 14:00:00, 0.476
303.7, 0.5, 1.687, 2019-01-03 15:00:00, 0.546
322.4, 0.5, 1.554, 2019-01-03 16:00:00, 0.474
284.9, 0.1, 0.924, 2019-01-03 17:00:00, 0.09
286.9, -0.1, 0.55, 2019-01-03 18:00:00, -0.101
315.0, -0.1, None, 2019-01-03 19:00:00, -0.126
0.0, -0.3, None, 2019-01-03 20:00:00, -0.275
0.0, -0.4, None, 2019-01-03 21:00:00, -0.381
0.0, -0.4, None, 2019-01-03 22:00:00, -0.439999
0.0, -0.5, None, 2019-01-03 23:00:00, -0.477999
0.0, -0.5, None, 2019-01-04 00:00:00, -0.467999
0.0, -0.5, None, 2019-01-04 01:00:00, -0.483999
0.0, -0.5, None, 2019-01-04 02:00:00, -0.458
0.0, -0.5, None, 2019-01-04 03:00:00, -0.535
0.0, -0.5, None, 2019-01-04 04:00:00, -0.533999
0.0, -0.6, None, 2019-01-04 05:00:00, -0.598999
0.0, -0.6, None, 2019-01-04 06:00:00, -0.640999
0.0, -0.5, None, 2019-01-04 07:00:00, -0.529999
0.0, -0.6, None, 2019-01-04 08:00:00, -0.607999
0.0, -0.7, None, 2019-01-04 09:00:00, -0.712998
345.7, -0.8, None, 2019-01-04 10:00:00, -0.837998
283.2, -0.3, 0.358, 2019-01-04 11:00:00, -0.319
332.6, 0.2, 0.783999, 2019-01-04 12:00:00, 0.160999
312.5, 0.5, 0.676998, 2019-01-04 13:00:00, 0.477999
303.7, 0.7, 1.027, 2019-01-04 14:00:00, 0.703998
281.3, 0.0, 1.157, 2019-01-04 15:00:00, 0.027
276.2, -0.2, 0.698, 2019-01-04 16:00:00, -0.202998
295.4, -0.3, 0.700999, 2019-01-04 17:00:00, -0.254999
310.2, -0.3, 0.711, 2019-01-04 18:00:00, -0.275999
280.4, -0.1, 0.486999, 2019-01-04 19:00:00, -0.115
285.5, -0.1, 0.504, 2019-01-04 20:00:00, -0.074
300.4, -0.2, None, 2019-01-04 21:00:00, -0.178
0.0, -0.3, None, 2019-01-04 22:00:00, -0.310999
0.0, -0.4, None, 2019-01-04 23:00:00, -0.368
0.0, -0.4, None, 2019-01-05 00:00:00, -0.381998
0.0, -0.4, None, 2019-01-05 01:00:00, -0.382999
0.0, -0.4, None, 2019-01-05 02:00:00, -0.388
0.0, -0.4, None, 2019-01-05 03:00:00, -0.375999
0.0, -0.4, None, 2019-01-05 04:00:00, -0.379
0.0, -0.4, None, 2019-01-05 05:00:00, -0.435
0.0, -0.5, None, 2019-01-05 06:00:00, -0.503
0.0, -0.5, None, 2019-01-05 07:00:00, -0.544
0.0, -0.5, None, 2019-01-05 08:00:00, -0.528998
0.0, -0.5, None, 2019-01-05 09:00:00, -0.545
0.0, -0.6, None, 2019-01-05 10:00:00, -0.570999
44.2, -0.5, None, 2019-01-05 11:00:00, -0.455
327.3, -0.4, 0.151998, 2019-01-05 12:00:00, -0.352999
326.2, -0.1, 1.017, 2019-01-05 13:00:00, -0.120999
322.1, 0.0, 0.85, 2019-01-05 14:00:00, 0.035999
330.4, 0.0, 0.830999, 2019-01-05 15:00:00, -0.032
302.4, 0.0, 0.994, 2019-01-05 16:00:00, 0.023
316.0, -0.1, 0.382999, 2019-01-05 17:00:00, -0.075998
0.0, -0.1, None, 2019-01-05 18:00:00, -0.120999
0.0, -0.3, None, 2019-01-05 19:00:00, -0.266
0.0, -0.3, None, 2019-01-05 20:00:00, -0.275
0.0, -0.3, None, 2019-01-05 21:00:00, -0.312
0.0, -0.3, None, 2019-01-05 22:00:00, -0.319999
0.0, -0.3, None, 2019-01-05 23:00:00, -0.27
None, -0.3, None, 2019-01-06 00:00:00, -0.27
None, -0.4, None, 2019-01-06 01:00:00, -0.388998
None, -0.4, None, 2019-01-06 02:00:00, -0.428
None, -0.5, None, 2019-01-06 03:00:00, -0.46
None, -0.6, None, 2019-01-06 04:00:00, -0.555
None, -0.6, None, 2019-01-06 05:00:00, -0.606998
None, -0.7, None, 2019-01-06 06:00:00, -0.745998
None, -0.8, None, 2019-01-06 07:00:00, -0.791998
None, -0.9, None, 2019-01-06 08:00:00, -0.861
None, -0.9, None, 2019-01-06 09:00:00, -0.911
None, -0.9, None, 2019-01-06 10:00:00, -0.936999
None, -0.9, None, 2019-01-06 11:00:00, -0.857999
None, -0.8, None, 2019-01-06 12:00:00, -0.795
None, -0.6, None, 2019-01-06 13:00:00, -0.648
None, -0.6, None, 2019-01-06 14:00:00, -0.552999
None, -0.4, None, 2019-01-06 15:00:00, -0.449999
350.0, -0.4, None, 2019-01-06 16:00:00, -0.398999
219.6, -0.3, None, 2019-01-06 17:00:00, -0.317999
195.0, 1.4, 4.683, 2019-01-06 18:00:00, 1.382
201.2, 0.9, 4.95, 2019-01-06 19:00:00, 0.915
205.4, 0.4, 4.846, 2019-01-06 20:00:00, 0.363
204.0, 0.1, 5.304, 2019-01-06 21:00:00, 0.054999
203.2, -0.4, 4.971, 2019-01-06 22:00:00, -0.402
209.7, -0.8, 4.105, 2019-01-06 23:00:00, -0.751999
240.6, -1.4, 2.492, 2019-01-07 00:00:00, -1.384
315.1, -2.7, 1.045, 2019-01-07 01:00:00, -2.693
237.6, -1.9, 3.017, 2019-01-07 02:00:00, -1.898
232.0, -2.1, 3.602, 2019-01-07 03:00:00, -2.118
247.5, -3.4, 3.656, 2019-01-07 04:00:00, -3.411
244.7, -3.7, 4.019, 2019-01-07 05:00:00, -3.727
248.7, -3.9, 4.754, 2019-01-07 06:00:00, -3.862
244.7, -4.3, 4.452, 2019-01-07 07:00:00, -4.285
216.0, -4.5, 2.646, 2019-01-07 08:00:00, -4.467
211.7, -4.7, 2.625, 2019-01-07 09:00:00, -4.698
312.6, -6.1, 1.217, 2019-01-07 10:00:00, -6.063
359.9, -5.9, 1.32, 2019-01-07 11:00:00, -5.9
8.9, -4.4, 1.487, 2019-01-07 12:00:00, -4.398
2.3, -3.6, 1.582, 2019-01-07 13:00:00, -3.581
6.7, -3.2, 1.212, 2019-01-07 14:00:00, -3.167
7.2, -2.9, 1.249, 2019-01-07 15:00:00, -2.886
11.9, -3.0, 1.253, 2019-01-07 16:00:00, -2.954
10.4, -3.0, 0.996999, 2019-01-07 17:00:00, -2.971
0.2, -3.0, 0.931999, 2019-01-07 18:00:00, -2.966
8.3, -2.9, 0.712998, 2019-01-07 19:00:00, -2.942
348.4, -3.0, 0.685, 2019-01-07 20:00:00, -3.028
3.5, -3.0, 0.665, 2019-01-07 21:00:00, -3.036
350.8, -3.2, 0.698, 2019-01-07 22:00:00, -3.158
14.8, -3.3, 0.731, 2019-01-07 23:00:00, -3.263
359.2, -3.5, 0.765999, 2019-01-08 00:00:00, -3.467
344.6, -3.7, 0.683, 2019-01-08 01:00:00, -3.695
328.2, -4.6, 0.906, 2019-01-08 02:00:00, -4.567
337.0, -5.1, 1.114, 2019-01-08 03:00:00, -5.099
344.9, -4.9, 1.191, 2019-01-08 04:00:00, -4.899
354.9, -4.8, 1.667, 2019-01-08 05:00:00, -4.76
1.9, -5.0, 1.61, 2019-01-08 06:00:00, -5.016
347.5, -5.9, 0.870998, 2019-01-08 07:00:00, -5.864
326.0, -5.9, 1.341, 2019-01-08 08:00:00, -5.883
334.5, -5.0, 1.617, 2019-01-08 09:00:00, -5.031
330.5, -4.9, 1.601, 2019-01-08 10:00:00, -4.91
330.2, -4.6, 1.766, 2019-01-08 11:00:00, -4.646
303.9, -4.3, 1.381, 2019-01-08 12:00:00, -4.327
302.6, -3.9, 2.049, 2019-01-08 13:00:00, -3.871
314.3, -3.6, 1.978, 2019-01-08 14:00:00, -3.64
317.3, -3.6, 2.096, 2019-01-08 15:00:00, -3.562
334.8, -3.6, 1.855, 2019-01-08 16:00:00, -3.594
305.4, -3.6, 1.541, 2019-01-08 17:00:00, -3.562
291.4, -3.7, 1.15, 2019-01-08 18:00:00, -3.664
316.3, -3.5, 1.602, 2019-01-08 19:00:00, -3.493
273.7, -3.5, 1.361, 2019-01-08 20:00:00, -3.451
347.5, -3.3, 1.592, 2019-01-08 21:00:00, -3.331
290.1, -3.6, 1.405, 2019-01-08 22:00:00, -3.593
41.7, -3.1, 3.139, 2019-01-08 23:00:00, -3.087
40.6, -3.1, 3.357, 2019-01-09 00:00:00, -3.088
45.5, -2.9, 3.039, 2019-01-09 01:00:00, -2.91
37.9, -3.1, 2.756, 2019-01-09 02:00:00, -3.08
44.7, -3.3, 3.029, 2019-01-09 03:00:00, -3.276
43.6, -3.1, 2.385, 2019-01-09 04:00:00, -3.121
32.4, -3.2, 1.946, 2019-01-09 05:00:00, -3.202
19.7, -3.1, 2.033, 2019-01-09 06:00:00, -3.089
0.9, -3.1, 1.774, 2019-01-09 07:00:00, -3.132
342.4, -3.1, 1.497, 2019-01-09 08:00:00, -3.052
355.2, -3.1, 1.393, 2019-01-09 09:00:00, -3.071
320.1, -2.9, 1.846, 2019-01-09 10:00:00, -2.904
312.6, -2.7, 1.531, 2019-01-09 11:00:00, -2.66
302.4, -2.4, 1.438, 2019-01-09 12:00:00, -2.408
331.5, -2.4, 1.57, 2019-01-09 13:00:00, -2.372
331.5, -2.2, 1.629, 2019-01-09 14:00:00, -2.167
348.7, -1.8, 1.675, 2019-01-09 15:00:00, -1.839
357.7, -1.5, 1.946, 2019-01-09 16:00:00, -1.471
8.3, -1.4, 1.659, 2019-01-09 17:00:00, -1.408
306.2, -1.4, 1.462, 2019-01-09 18:00:00, -1.371
317.0, -1.5, 1.246, 2019-01-09 19:00:00, -1.537
296.4, -1.6, 1.082, 2019-01-09 20:00:00, -1.597
247.0, -1.5, 0.86, 2019-01-09 21:00:00, -1.462
280.5, -1.1, 0.879998, 2019-01-09 22:00:00, -1.057
308.5, -1.2, 0.919, 2019-01-09 23:00:00, -1.168
308.7, -1.3, 1.233, 2019-01-10 00:00:00, -1.293
305.6, -1.3, 0.865998, 2019-01-10 01:00:00, -1.299
291.8, -1.3, 0.758, 2019-01-10 02:00:00, -1.264
272.6, -1.3, 0.72, 2019-01-10 03:00:00, -1.28
273.0, -1.2, 0.617999, 2019-01-10 04:00:00, -1.218
283.0, -1.3, 0.441, 2019-01-10 05:00:00, -1.258
316.6, -1.2, 0.584999, 2019-01-10 06:00:00, -1.24
22.8, -0.9, 0.238, 2019-01-10 07:00:00, -0.889998
344.6, -0.7, 0.726998, 2019-01-10 08:00:00, -0.667999
356.7, -0.6, 0.66, 2019-01-10 09:00:00, -0.607999
17.1, -0.5, 0.832, 2019-01-10 10:00:00, -0.486
8.8, -0.3, 0.939, 2019-01-10 11:00:00, -0.347999
19.0, -0.2, 1.137, 2019-01-10 12:00:00, -0.153999
335.1, 0.0, 0.74, 2019-01-10 13:00:00, 0.030998
316.9, 0.2, 0.865998, 2019-01-10 14:00:00, 0.17
336.4, 0.3, 0.792999, 2019-01-10 15:00:00, 0.254
341.8, 0.3, 0.845, 2019-01-10 16:00:00, 0.259
291.7, 0.2, 1.035, 2019-01-10 17:00:00, 0.221
338.2, 0.4, 1.213, 2019-01-10 18:00:00, 0.361999
318.8, 0.2, 1.034, 2019-01-10 19:00:00, 0.167998
306.5, 0.1, 0.702, 2019-01-10 20:00:00, 0.119
329.2, 0.1, 0.247998, 2019-01-10 21:00:00, 0.118
339.1, 0.1, 0.561999, 2019-01-10 22:00:00, 0.115
337.1, 0.1, 0.56, 2019-01-10 23:00:00, 0.104
342.3, 0.1, 0.326999, 2019-01-11 00:00:00, 0.097998
336.7, 0.2, 0.754998, 2019-01-11 01:00:00, 0.152998
304.9, 0.1, 0.497, 2019-01-11 02:00:00, 0.128998
336.7, 0.1, 0.470999, 2019-01-11 03:00:00, 0.123
354.4, 0.2, 0.554, 2019-01-11 04:00:00, 0.204998
328.4, 0.2, 0.768, 2019-01-11 05:00:00, 0.234999
323.1, 0.2, 0.646, 2019-01-11 06:00:00, 0.204998
328.2, 0.2, 0.446999, 2019-01-11 07:00:00, 0.199
302.9, 0.2, 0.432999, 2019-01-11 08:00:00, 0.231998
355.7, 0.3, 0.158, 2019-01-11 09:00:00, 0.261
314.0, 0.3, 0.118, 2019-01-11 10:00:00, 0.264999
254.6, 0.4, 0.019998, 2019-01-11 11:00:00, 0.365
339.7, 0.4, 0.335999, 2019-01-11 12:00:00, 0.418
339.0, 0.5, 0.632, 2019-01-11 13:00:00, 0.537998
340.5, 0.6, 0.561999, 2019-01-11 14:00:00, 0.591
332.7, 0.7, 0.699998, 2019-01-11 15:00:00, 0.657
279.0, 0.6, 0.499, 2019-01-11 16:00:00, 0.586
0.0, 0.5, None, 2019-01-11 17:00:00, 0.495999
337.3, 0.4, 0.151998, 2019-01-11 18:00:00, 0.375999
351.2, 0.4, 1.027, 2019-01-11 19:00:00, 0.430999
335.2, 0.3, 0.505999, 2019-01-11 20:00:00, 0.337998
328.4, 0.3, 0.300998, 2019-01-11 21:00:00, 0.273
342.6, 0.2, 0.275, 2019-01-11 22:00:00, 0.156
341.3, 0.1, 0.651, 2019-01-11 23:00:00, 0.108998
352.6, 0.0, 0.356, 2019-01-12 00:00:00, 0.008999
351.0, 0.0, 0.097, 2019-01-12 01:00:00, -0.041999
348.5, 0.0, 0.054, 2019-01-12 02:00:00, -0.029998
336.8, 0.0, 0.034, 2019-01-12 03:00:00, -0.039999
334.9, 0.0, 0.07, 2019-01-12 04:00:00, -0.039999
19.0, -0.1, 0.017999, 2019-01-12 05:00:00, -0.057998
355.0, 0.0, 0.163, 2019-01-12 06:00:00, -0.048999
346.1, 0.0, 0.524999, 2019-01-12 07:00:00, 0.009998
343.8, 0.0, 0.446999, 2019-01-12 08:00:00, 0.002
342.8, 0.1, 0.694, 2019-01-12 09:00:00, 0.149
331.5, 0.1, 0.541998, 2019-01-12 10:00:00, 0.122
280.2, 0.2, 0.138999, 2019-01-12 11:00:00, 0.15
338.5, 0.2, 0.882, 2019-01-12 12:00:00, 0.217998
350.0, 0.5, 0.694, 2019-01-12 13:00:00, 0.481999
309.4, 0.7, 0.976998, 2019-01-12 14:00:00, 0.665
320.2, 0.9, 0.959999, 2019-01-12 15:00:00, 0.865998
299.1, 0.9, 0.847998, 2019-01-12 16:00:00, 0.870998
303.4, 0.6, 1.111, 2019-01-12 17:00:00, 0.624
314.8, 0.6, 0.689998, 2019-01-12 18:00:00, 0.550998
331.1, 0.5, 0.781, 2019-01-12 19:00:00, 0.476999
355.9, 0.5, 0.822, 2019-01-12 20:00:00, 0.500998
332.5, 0.4, 0.959999, 2019-01-12 21:00:00, 0.446
303.6, 0.6, 0.809, 2019-01-12 22:00:00, 0.582
317.8, 0.6, 0.857999, 2019-01-12 23:00:00, 0.6
344.7, 0.6, 0.769999, 2019-01-13 00:00:00, 0.612999
331.8, 0.6, 0.926998, 2019-01-13 01:00:00, 0.561999
338.8, 0.5, 0.677999, 2019-01-13 02:00:00, 0.538999
344.4, 0.5, 0.708998, 2019-01-13 03:00:00, 0.522
336.4, 0.5, 0.446999, 2019-01-13 04:00:00, 0.504998
300.0, 0.4, 0.723999, 2019-01-13 05:00:00, 0.418998
332.7, 0.5, 0.199, 2019-01-13 06:00:00, 0.517
340.8, 0.5, 0.531, 2019-01-13 07:00:00, 0.504
353.5, 0.4, 0.782, 2019-01-13 08:00:00, 0.437999
342.5, 0.5, 0.712, 2019-01-13 09:00:00, 0.493999
318.0, 0.5, 0.899999, 2019-01-13 10:00:00, 0.541
349.5, 0.8, 0.760999, 2019-01-13 11:00:00, 0.787
351.5, 1.2, 0.602998, 2019-01-13 12:00:00, 1.164
322.2, 1.5, 0.705999, 2019-01-13 13:00:00, 1.534
334.0, 1.9, 0.949998, 2019-01-13 14:00:00, 1.867
348.7, 2.0, 0.717998, 2019-01-13 15:00:00, 1.98
331.9, 1.8, 0.869, 2019-01-13 16:00:00, 1.789
332.8, 1.5, 0.862999, 2019-01-13 17:00:00, 1.468
309.3, 1.1, 0.791998, 2019-01-13 18:00:00, 1.126
330.4, 1.1, 0.814, 2019-01-13 19:00:00, 1.08
320.2, 1.0, 0.700999, 2019-01-13 20:00:00, 1.021
0.3, 1.1, 0.819, 2019-01-13 21:00:00, 1.053
316.8, 1.1, 0.758, 2019-01-13 22:00:00, 1.096
342.6, 1.1, 1.051, 2019-01-13 23:00:00, 1.066
323.0, 1.1, 0.876999, 2019-01-14 00:00:00, 1.15
334.8, 1.1, 0.709999, 2019-01-14 01:00:00, 1.071
318.9, 1.0, 0.994, 2019-01-14 02:00:00, 1.025
341.3, 1.0, 0.990998, 2019-01-14 03:00:00, 0.984
335.4, 1.4, 1.001, 2019-01-14 04:00:00, 1.393
327.5, 1.3, 1.061, 2019-01-14 05:00:00, 1.272
329.7, 1.6, 0.758, 2019-01-14 06:00:00, 1.557
