WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,avg_air_temp_pst1hr,week_of_year
191.5, None, None,93.0,2022-11-12 00:00:00, None,46
54.4, None, None,93.2,2022-11-12 01:00:00, None,46
25.2, None, None,92.9,2022-11-12 02:00:00, None,46
352.2, None, None,92.9,2022-11-12 03:00:00, None,46
346.3, None, None,92.6,2022-11-12 04:00:00, None,46
130.7, None, None,92.8,2022-11-12 05:00:00, None,46
350.2, None, None,92.4,2022-11-12 06:00:00, None,46
10.5, None, None,92.1,2022-11-12 07:00:00, None,46
23.0, None, None,92.8,2022-11-12 08:00:00, None,46
21.5, None, None,93.1,2022-11-12 09:00:00, None,46
25.8, None, None,91.5,2022-11-12 10:00:00, None,46
46.0, None, None,89.5,2022-11-12 11:00:00, None,46
75.8, None, None,88.4,2022-11-12 12:00:00, None,46
119.8, None, None,88.8,2022-11-12 13:00:00, None,46
86.2, None, None,89.0,2022-11-12 14:00:00, None,46
24.8, None, None,90.2,2022-11-12 15:00:00, None,46
20.2, None, None,91.7,2022-11-12 16:00:00, None,46
19.2, None, None,92.5,2022-11-12 17:00:00, None,46
341.5, None, None,92.8,2022-11-12 18:00:00, None,46
358.4, None, None,93.5,2022-11-12 19:00:00, None,46
333.0, None, None,94.8,2022-11-12 20:00:00, None,46
89.6, None, None,94.6,2022-11-12 21:00:00, None,46
332.7, None, None,94.2,2022-11-12 22:00:00, None,46
275.5, None, None,94.0,2022-11-12 23:00:00, None,46
212.4, None, None,93.7,2022-11-13 00:00:00, None,46
129.9, None, None,94.0,2022-11-13 01:00:00, None,46
183.0, None, None,93.8,2022-11-13 02:00:00, None,46
145.1, None, None,94.0,2022-11-13 03:00:00, None,46
136.8, None, None,94.0,2022-11-13 04:00:00, None,46
166.5, None, None,94.9,2022-11-13 05:00:00, None,46
167.0, None, None,95.6,2022-11-13 06:00:00, None,46
177.6, None, None,95.3,2022-11-13 07:00:00, None,46
160.9, None, None,93.3,2022-11-13 08:00:00, None,46
137.3, None, None,90.5,2022-11-13 09:00:00, None,46
86.7, None, None,90.3,2022-11-13 10:00:00, None,46
115.7, None, None,90.6,2022-11-13 11:00:00, None,46
144.4, None, None,88.5,2022-11-13 12:00:00, None,46
142.1, None, None,79.8,2022-11-13 13:00:00, None,46
199.5, None, None,77.6,2022-11-13 14:00:00, None,46
190.8, None, None,78.7,2022-11-13 15:00:00, None,46
194.7, None, None,78.9,2022-11-13 16:00:00, None,46
123.5, None, None,86.1,2022-11-13 17:00:00, None,46
61.5, None, None,89.0,2022-11-13 18:00:00, None,46
240.9, None, None,89.7,2022-11-13 19:00:00, None,46
337.7, None, None,90.6,2022-11-13 20:00:00, None,46
64.9, None, None,92.5,2022-11-13 21:00:00, None,46
290.9, None, None,93.5,2022-11-13 22:00:00, None,46
198.2, None, None,93.7,2022-11-13 23:00:00, None,46
176.9, None, None,93.6,2022-11-14 00:00:00, None,46
215.9, None, None,94.0,2022-11-14 01:00:00, None,46
222.7, None, None,93.4,2022-11-14 02:00:00, None,46
213.2, None, None,92.6,2022-11-14 03:00:00, None,46
258.8, None, None,91.6,2022-11-14 04:00:00, None,46
190.8, None, None,91.7,2022-11-14 05:00:00, None,46
179.1, None, None,92.2,2022-11-14 06:00:00, None,46
215.9, None, None,92.7,2022-11-14 07:00:00, None,46
1.8, None, None,92.6,2022-11-14 08:00:00, None,46
142.3, None, None,92.4,2022-11-14 09:00:00, None,46
187.6, None, None,91.8,2022-11-14 10:00:00, None,46
204.9, None, None,90.3,2022-11-14 11:00:00, None,46
163.6, None, None,90.5,2022-11-14 12:00:00, None,46
108.0, None, None,89.2,2022-11-14 13:00:00, None,46
53.4, None, None,83.9,2022-11-14 14:00:00, None,46
43.4, None, None,84.4,2022-11-14 15:00:00, None,46
329.1, None, None,88.0,2022-11-14 16:00:00, None,46
280.6, None, None,91.3,2022-11-14 17:00:00, None,46
226.4, None, None,93.1,2022-11-14 18:00:00, None,46
257.1, None, None,93.5,2022-11-14 19:00:00, None,46
244.8, None, None,93.9,2022-11-14 20:00:00, None,46
199.3, None, None,94.2,2022-11-14 21:00:00, None,46
228.2, None, None,93.3,2022-11-14 22:00:00, None,46
340.1, None, None,92.1,2022-11-14 23:00:00, None,46
269.5, None, None,92.3,2022-11-15 00:00:00, None,46
242.7, None, None,91.3,2022-11-15 01:00:00, None,46
215.6, None, None,90.5,2022-11-15 02:00:00, None,46
198.4, None, None,91.0,2022-11-15 03:00:00, None,46
91.4, None, None,92.3,2022-11-15 04:00:00, None,46
208.0, None, None,93.7,2022-11-15 05:00:00, None,46
231.1, None, None,93.4,2022-11-15 06:00:00, None,46
139.1, None, None,93.1,2022-11-15 07:00:00, None,46
207.1, None, None,92.8,2022-11-15 08:00:00, None,46
197.9, None, None,92.8,2022-11-15 09:00:00, None,46
208.9, None, None,92.6,2022-11-15 10:00:00, None,46
233.2, None, None,92.5,2022-11-15 11:00:00, None,46
233.3, None, None,92.5,2022-11-15 12:00:00, None,46
218.7, None, None,92.7,2022-11-15 13:00:00, None,46
212.2, None, None,93.1,2022-11-15 14:00:00, None,46
208.7, None, None,93.5,2022-11-15 15:00:00, None,46
216.8, None, None,93.9,2022-11-15 16:00:00, None,46
210.9, None, None,94.0,2022-11-15 17:00:00, None,46
192.4, None, None,94.2,2022-11-15 18:00:00, None,46
197.8, None, None,94.3,2022-11-15 19:00:00, None,46
188.0, None, None,94.3,2022-11-15 20:00:00, None,46
193.9, None, None,94.2,2022-11-15 21:00:00, None,46
190.0, None, None,94.1,2022-11-15 22:00:00, None,46
196.5, None, None,94.1,2022-11-15 23:00:00, None,46
0.0, None, None,94.0,2022-11-16 00:00:00, None,46
0.0, None, None,94.1,2022-11-16 01:00:00, None,46
0.0, None, None,94.2,2022-11-16 02:00:00, None,46
0.0, None, None,94.2,2022-11-16 03:00:00, None,46
0.0, None, None,94.2,2022-11-16 04:00:00, None,46
0.0, None, None,94.2,2022-11-16 05:00:00, None,46
0.0, None, None,94.2,2022-11-16 06:00:00, None,46
0.0, None, None,94.5,2022-11-16 07:00:00, None,46
0.0, None, None,94.6,2022-11-16 08:00:00, None,46
