time,tasmin,tasmax,pcp,week_of_year
2018-10-22,-1.9,9.4,0.0,43
2018-10-23,-1.4,7.8,0.0,43
2018-10-24,2.2,9.2,3.3,43
2018-10-25,-0.1,7.1,13.2,43
2018-10-26,0.4,4.9,20.8,43
2018-10-27,-0.2,7.5,2.4,43
2018-10-28,1.8,4.5,14.0,43
