station_observations
ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, snw_dpth, MAX_TEMP
None, None, None, 558.0, None, 2017-06-20 16:00:00, None, None, None, None
None, None, None, 538.0, None, 2017-06-21 16:00:00, None, None, None, None
None, None, None, 517.0, None, 2017-06-22 16:00:00, None, None, None, None
None, None, None, 491.0, None, 2017-06-23 16:00:00, None, None, None, None
None, None, None, 448.0, None, 2017-06-24 16:00:00, None, None, None, None
None, None, None, 406.0, None, 2017-06-25 16:00:00, None, None, None, None
None, None, None, 372.0, None, 2017-06-26 16:00:00, None, None, None, None
None, None, None, 339.0, None, 2017-06-27 16:00:00, None, None, None, None
None, None, None, 304.0, None, 2017-06-28 16:00:00, None, None, None, None
None, None, None, 277.0, None, 2017-06-29 16:00:00, None, None, None, None
None, None, None, 258.0, None, 2017-06-30 16:00:00, None, None, None, None
None, None, None, 220.0, None, 2017-07-01 16:00:00, None, None, None, None
None, None, None, 173.0, None, 2017-07-02 16:00:00, None, None, None, None
None, None, None, 136.0, None, 2017-07-03 16:00:00, None, None, None, None
None, None, None, 117.0, None, 2017-07-04 16:00:00, None, None, None, None
None, None, None, 93.0, None, 2017-07-05 16:00:00, None, None, None, None
None, None, None, 60.0, None, 2017-07-06 16:00:00, None, None, None, None
None, None, None, 31.0, None, 2017-07-07 16:00:00, None, None, None, None
None, None, None, 8.0, None, 2017-07-08 16:00:00, None, None, None, None
None, None, None, 8.0, None, 2017-07-09 16:00:00, None, None, None, None
None, None, None, 7.0, None, 2017-07-10 16:00:00, None, None, None, None
None, None, None, 6.0, None, 2017-07-11 16:00:00, None, None, None, None
None, None, None, 5.0, None, 2017-07-12 16:00:00, None, None, None, None
None, None, None, 4.0, None, 2017-07-13 16:00:00, None, None, None, None
None, None, None, 5.0, None, 2017-07-14 16:00:00, None, None, None, None
