station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 32.2, -4.3, None, 2014-01-01 00:00:00, None, -2.6
None, 11.8, -4.8, None, 2014-01-02 00:00:00, None, -1.5
None, 0.0, -12.4, None, 2014-01-03 00:00:00, None, -4.8
None, 0.0, -20.3, None, 2014-01-04 00:00:00, None, -12.4
None, 0.0, -20.3, None, 2014-01-05 00:00:00, None, -10.5
None, 0.0, -10.5, None, 2014-01-06 00:00:00, None, -7.2
None, 2.3, -8.5, None, 2014-01-07 00:00:00, None, -4.6
None, 8.7, -7.2, None, 2014-01-08 00:00:00, None, -2.9
None, 15.0, -6.8, None, 2014-01-09 00:00:00, None, -3.2
None, 4.3, -8.3, None, 2014-01-10 00:00:00, None, -6.2
None, 10.0, -7.9, None, 2014-01-11 00:00:00, None, -5.9
None, 31.7, -11.3, None, 2014-01-12 00:00:00, None, -2.5
None, 8.3, -5.2, None, 2014-01-13 00:00:00, None, -2.6
None, 8.7, -5.1, None, 2014-01-14 00:00:00, None, 0.2
None, 2.0, -5.2, None, 2014-01-15 00:00:00, None, -0.1
None, 2.0, -4.3, None, 2014-01-16 00:00:00, None, -1.0
None, 0.0, -3.7, None, 2014-01-17 00:00:00, None, -0.1
None, 0.0, -2.9, None, 2014-01-18 00:00:00, None, 0.5
None, 1.0, -7.9, None, 2014-01-19 00:00:00, None, -1.1
None, 4.0, -7.7, None, 2014-01-20 00:00:00, None, -2.8
None, 1.3, -5.6, None, 2014-01-21 00:00:00, None, -1.4
None, 3.7, -3.2, None, 2014-01-22 00:00:00, None, -1.5
None, 1.0, -3.2, None, 2014-01-23 00:00:00, None, -1.5
None, 0.0, -2.4, None, 2014-01-24 00:00:00, None, -0.2
None, 0.0, -4.7, None, 2014-01-25 00:00:00, None, -1.3
None, 2.7, -6.4, None, 2014-01-26 00:00:00, None, -1.2
None, 1.3, -10.7, None, 2014-01-27 00:00:00, None, -4.6
None, 0.0, -11.8, None, 2014-01-28 00:00:00, None, -9.4
None, 2.0, -17.7, None, 2014-01-29 00:00:00, None, -8.5
None, 0.0, -19.6, None, 2014-01-30 00:00:00, None, -7.7
None, 0.0, -19.7, None, 2014-01-31 00:00:00, None, -6.5
None, 0.0, -14.6, None, 2014-02-01 00:00:00, None, -10.3
None, 2.0, -16.2, None, 2014-02-02 00:00:00, None, -8.6
None, 3.0, -22.0, None, 2014-02-03 00:00:00, None, -16.2
None, 0.0, -23.0, None, 2014-02-04 00:00:00, None, -19.2
None, 0.0, -22.7, None, 2014-02-05 00:00:00, None, -13.8
None, 0.0, -22.3, None, 2014-02-06 00:00:00, None, -13.5
None, 0.0, -22.8, None, 2014-02-07 00:00:00, None, -12.7
None, 0.0, -23.1, None, 2014-02-08 00:00:00, None, -14.4
None, 0.0, -24.1, None, 2014-02-09 00:00:00, None, -14.2
None, 10.0, -24.1, None, 2014-02-10 00:00:00, None, -20.5
None, 4.3, -24.3, None, 2014-02-11 00:00:00, None, -9.9
None, 6.7, -11.7, None, 2014-02-12 00:00:00, None, -6.6
None, 9.0, -8.6, None, 2014-02-13 00:00:00, None, -4.8
None, 6.0, -8.3, None, 2014-02-14 00:00:00, None, -3.0
None, 2.0, -8.0, None, 2014-02-15 00:00:00, None, -0.8
None, 15.0, -8.5, None, 2014-02-16 00:00:00, None, -4.6
None, 12.0, -8.1, None, 2014-02-17 00:00:00, None, -5.2
None, 4.0, -9.8, None, 2014-02-18 00:00:00, None, -2.2
None, 3.0, -10.4, None, 2014-02-19 00:00:00, None, -6.2
None, 12.0, -10.9, None, 2014-02-20 00:00:00, None, -4.2
None, 1.0, -15.0, None, 2014-02-21 00:00:00, None, -5.5
None, 3.0, -20.6, None, 2014-02-22 00:00:00, None, -12.6
None, 0.0, -22.2, None, 2014-02-23 00:00:00, None, -13.7
None, 0.0, -21.0, None, 2014-02-24 00:00:00, None, -5.7
None, 0.0, -17.7, None, 2014-02-25 00:00:00, None, -5.6
None, 0.0, -13.3, None, 2014-02-26 00:00:00, None, -2.3
None, 2.1, -17.7, None, 2014-02-27 00:00:00, None, -7.7
None, 0.0, -25.7, None, 2014-02-28 00:00:00, None, -17.0
None, 0.0, -26.7, None, 2014-03-01 00:00:00, None, -18.4
None, 2.7, -27.4, None, 2014-03-02 00:00:00, None, -20.3
None, 0.0, -26.7, None, 2014-03-03 00:00:00, None, -20.5
None, 0.0, -27.9, None, 2014-03-04 00:00:00, None, -16.1
None, 0.0, -25.0, None, 2014-03-05 00:00:00, None, -12.3
