wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
202.5, -0.7, None, 0.25, 13.0, 100.5, -2.6, None, None, 87.0,2022-04-02 00:00:00, None, None,14
225.0, -0.9, None, 0.24, 19.0, 100.6, -3.3, None, None, 83.0,2022-04-02 01:00:00, None, None,14
225.0, -1.0, None, 0.23, 18.0, 100.7, -4.2, None, None, 79.0,2022-04-02 02:00:00, None, None,14
202.5, -1.5, None, 0.2, 11.0, 100.7, -4.7, None, None, 79.0,2022-04-02 03:00:00, None, None,14
180.0, -2.3, None, 0.18, 6.0, 100.8, -4.7, None, None, 83.0,2022-04-02 04:00:00, None, None,14
90.0, -3.2, None, 0.12, 2.0, 100.8, -4.7, None, None, 90.0,2022-04-02 05:00:00, None, None,14
None, -5.2, None, 0.11, 0.0, 100.9, -5.9, None, None, 95.0,2022-04-02 06:00:00, None, None,14
247.5, -6.3, None, 0.07, 1.0, 100.9, -6.9, None, None, 96.0,2022-04-02 07:00:00, None, None,14
67.5, -5.4, None, 0.02, 1.0, 100.8, -6.6, None, None, 92.0,2022-04-02 08:00:00, None, None,14
67.5, -2.7, None, -0.05, 3.0, 100.8, -7.6, None, None, 69.0,2022-04-02 09:00:00, None, None,14
270.0, -0.9, None, -0.12, 5.0, 100.7, -8.4, None, None, 57.0,2022-04-02 10:00:00, None, None,14
202.5, 0.6, None, -0.14, 12.0, 100.7, -9.1, None, None, 48.0,2022-04-02 11:00:00, None, None,14
202.5, 1.9, None, -0.18, 9.0, 100.6, -8.6, None, None, 46.0,2022-04-02 12:00:00, None, None,14
180.0, 3.3, 28.0, -0.16, 18.0, 100.5, -9.3, None, None, 39.0,2022-04-02 13:00:00, None, None,14
225.0, 3.5, 29.0, -0.2, 20.0, 100.4, -9.3, None, None, 39.0,2022-04-02 14:00:00, None, None,14
202.5, 3.8, 32.0, -0.18, 16.0, 100.3, -8.4, None, None, 41.0,2022-04-02 15:00:00, None, None,14
157.5, 3.7, None, -0.21, 12.0, 100.3, -8.5, None, None, 40.0,2022-04-02 16:00:00, None, None,14
157.5, 3.6, None, -0.2, 18.0, 100.2, -8.6, None, None, 41.0,2022-04-02 17:00:00, None, None,14
112.5, 3.7, None, -0.26, 3.0, 100.1, -8.3, None, None, 41.0,2022-04-02 18:00:00, None, None,14
157.5, 3.3, None, -0.27, 10.0, 100.0, -7.5, None, None, 45.0,2022-04-02 19:00:00, None, None,14
135.0, 2.6, None, -0.29, 7.0, 99.9, -6.7, None, None, 50.0,2022-04-02 20:00:00, None, None,14
0.0, -0.4, None, -0.24, 2.0, 99.9, -5.8, None, None, 67.0,2022-04-02 21:00:00, None, None,14
315.0, 0.8, None, -0.22, 2.0, 99.8, -6.4, None, None, 59.0,2022-04-02 22:00:00, None, None,14
225.0, 0.2, 35.0, -0.24, 1.0, 99.6, -6.3, None, 4.3, 61.0,2022-04-02 23:00:00, -8.1, 0.0,14
202.5, -1.0, None, -0.26, 2.0, 99.5, -6.5, None, None, 66.0,2022-04-03 00:00:00, None, None,14
292.5, -3.0, None, -0.27, 2.0, 99.5, -6.1, None, None, 79.0,2022-04-03 01:00:00, None, None,14
67.5, -5.2, None, -0.24, 7.0, 99.4, -7.9, None, None, 81.0,2022-04-03 02:00:00, None, None,14
90.0, -4.5, None, -0.13, 2.0, 99.4, -7.3, None, None, 81.0,2022-04-03 03:00:00, None, None,14
225.0, -1.2, None, 0.04, 15.0, 99.5, -2.0, None, None, 94.0,2022-04-03 04:00:00, None, None,14
157.5, -1.7, None, 0.12, 4.0, 99.5, -2.6, None, None, 94.0,2022-04-03 05:00:00, None, None,14
202.5, -2.8, None, 0.12, 5.0, 99.5, -3.7, None, None, 93.0,2022-04-03 06:00:00, None, None,14
292.5, -4.8, None, 0.03, 2.0, 99.5, -5.2, None, None, 97.0,2022-04-03 07:00:00, None, None,14
202.5, -3.9, None, 0.0, 12.0, 99.5, -6.0, None, None, 85.0,2022-04-03 08:00:00, None, None,14
270.0, -1.8, None, -0.04, 2.0, 99.5, -7.4, None, None, 66.0,2022-04-03 09:00:00, None, None,14
180.0, 0.1, None, -0.06, 4.0, 99.5, -8.1, None, None, 54.0,2022-04-03 10:00:00, None, None,14
202.5, 0.4, None, -0.04, 11.0, 99.5, -8.0, None, None, 53.0,2022-04-03 11:00:00, None, None,14
157.5, 2.2, 33.0, -0.01, 16.0, 99.5, -9.8, None, None, 41.0,2022-04-03 12:00:00, None, None,14
180.0, 2.5, 31.0, 0.01, 13.0, 99.5, -9.2, None, None, 42.0,2022-04-03 13:00:00, None, None,14
202.5, 2.8, 35.0, -0.01, 23.0, 99.5, -9.9, None, None, 39.0,2022-04-03 14:00:00, None, None,14
225.0, 2.8, 33.0, -0.01, 24.0, 99.5, -9.8, None, None, 39.0,2022-04-03 15:00:00, None, None,14
202.5, 3.2, 37.0, -0.04, 23.0, 99.4, -9.9, None, None, 37.0,2022-04-03 16:00:00, None, None,14
157.5, 2.7, 34.0, -0.05, 14.0, 99.4, -9.1, None, None, 41.0,2022-04-03 17:00:00, None, None,14
180.0, 2.7, 31.0, -0.07, 11.0, 99.4, -8.8, None, None, 43.0,2022-04-03 18:00:00, None, None,14
202.5, 2.2, 28.0, -0.09, 16.0, 99.4, -8.8, None, None, 44.0,2022-04-03 19:00:00, None, None,14
202.5, 1.1, None, -0.08, 5.0, 99.4, -8.7, None, None, 48.0,2022-04-03 20:00:00, None, None,14
315.0, -1.0, None, -0.03, 2.0, 99.4, -9.1, None, None, 54.0,2022-04-03 21:00:00, None, None,14
180.0, -2.5, None, -0.01, 3.0, 99.3, -8.5, None, None, 63.0,2022-04-03 22:00:00, None, None,14
180.0, -4.0, 44.0, -0.03, 1.0, 99.3, -8.5, None, 3.7, 71.0,2022-04-03 23:00:00, -5.8, 0.4,14
0.0, -3.1, None, -0.08, 3.0, 99.3, -8.7, None, None, 65.0,2022-04-04 00:00:00, None, None,14
292.5, -4.4, None, -0.11, 1.0, 99.2, -8.8, None, None, 71.0,2022-04-04 01:00:00, None, None,14
45.0, -5.3, None, -0.11, 6.0, 99.2, -9.2, None, None, 74.0,2022-04-04 02:00:00, None, None,14
67.5, -7.4, None, -0.1, 7.0, 99.2, -10.6, None, None, 78.0,2022-04-04 03:00:00, None, None,14
67.5, -8.0, None, -0.12, 11.0, 99.1, -11.4, None, None, 77.0,2022-04-04 04:00:00, None, None,14
45.0, -9.1, None, -0.16, 8.0, 99.1, -12.2, None, None, 78.0,2022-04-04 05:00:00, None, None,14
45.0, -9.1, None, -0.14, 11.0, 99.0, -12.4, None, None, 77.0,2022-04-04 06:00:00, None, None,14
90.0, -10.1, None, -0.11, 15.0, 99.0, -12.6, None, None, 82.0,2022-04-04 07:00:00, None, None,14
