WDIR_VECT,time,HUMIDITY,week_of_year
310.0,2022-09-10 00:00:00,69.4,37
40.9,2022-09-10 01:00:00,73.9,37
290.6,2022-09-10 02:00:00,76.6,37
40.9,2022-09-10 03:00:00,81.0,37
280.8,2022-09-10 04:00:00,82.1,37
268.7,2022-09-10 05:00:00,83.8,37
26.1,2022-09-10 06:00:00,86.1,37
167.0,2022-09-10 07:00:00,80.5,37
26.0,2022-09-10 08:00:00,71.0,37
6.3,2022-09-10 09:00:00,49.8,37
359.5,2022-09-10 10:00:00,38.8,37
347.0,2022-09-10 11:00:00,31.9,37
355.7,2022-09-10 12:00:00,27.2,37
336.6,2022-09-10 13:00:00,22.6,37
232.8,2022-09-10 14:00:00,19.7,37
221.0,2022-09-10 15:00:00,18.4,37
173.0,2022-09-10 16:00:00,18.2,37
173.5,2022-09-10 17:00:00,22.1,37
155.8,2022-09-10 18:00:00,29.5,37
314.7,2022-09-10 19:00:00,47.8,37
340.7,2022-09-10 20:00:00,52.7,37
346.6,2022-09-10 21:00:00,58.5,37
342.4,2022-09-10 22:00:00,63.1,37
332.6,2022-09-10 23:00:00,67.9,37
259.5,2022-09-11 00:00:00,73.4,37
333.9,2022-09-11 01:00:00,78.7,37
349.9,2022-09-11 02:00:00,80.9,37
350.6,2022-09-11 03:00:00,84.1,37
212.7,2022-09-11 04:00:00,84.8,37
258.7,2022-09-11 05:00:00,87.3,37
189.7,2022-09-11 06:00:00,90.3,37
74.0,2022-09-11 07:00:00,89.4,37
144.4,2022-09-11 08:00:00,80.0,37
169.0,2022-09-11 09:00:00,64.0,37
2.1,2022-09-11 10:00:00,55.5,37
266.1,2022-09-11 11:00:00,50.4,37
349.4,2022-09-11 12:00:00,43.6,37
12.6,2022-09-11 13:00:00,41.8,37
334.3,2022-09-11 14:00:00,32.4,37
255.2,2022-09-11 15:00:00,30.9,37
155.1,2022-09-11 16:00:00,28.5,37
144.2,2022-09-11 17:00:00,27.5,37
316.1,2022-09-11 18:00:00,41.2,37
316.5,2022-09-11 19:00:00,53.1,37
228.8,2022-09-11 20:00:00,59.7,37
344.1,2022-09-11 21:00:00,63.0,37
1.3,2022-09-11 22:00:00,66.4,37
295.0,2022-09-11 23:00:00,71.0,37
353.0,2022-09-12 00:00:00,69.8,37
340.1,2022-09-12 01:00:00,61.8,37
337.5,2022-09-12 02:00:00,64.6,37
339.1,2022-09-12 03:00:00,70.2,37
334.3,2022-09-12 04:00:00,72.3,37
309.0,2022-09-12 05:00:00,69.5,37
0.8,2022-09-12 06:00:00,65.8,37
344.7,2022-09-12 07:00:00,64.6,37
7.9,2022-09-12 08:00:00,59.9,37
7.0,2022-09-12 09:00:00,56.6,37
5.7,2022-09-12 10:00:00,56.2,37
350.9,2022-09-12 11:00:00,52.9,37
1.8,2022-09-12 12:00:00,53.1,37
358.9,2022-09-12 13:00:00,51.3,37
3.4,2022-09-12 14:00:00,56.2,37
1.0,2022-09-12 15:00:00,58.0,37
357.3,2022-09-12 16:00:00,60.2,37
1.8,2022-09-12 17:00:00,61.9,37
6.2,2022-09-12 18:00:00,66.2,37
9.3,2022-09-12 19:00:00,70.0,37
8.3,2022-09-12 20:00:00,70.1,37
4.9,2022-09-12 21:00:00,73.2,37
355.2,2022-09-12 22:00:00,77.2,37
351.8,2022-09-12 23:00:00,80.9,37
346.0,2022-09-13 00:00:00,85.3,37
337.8,2022-09-13 01:00:00,89.3,37
315.1,2022-09-13 02:00:00,91.0,37
348.0,2022-09-13 03:00:00,93.0,37
287.2,2022-09-13 04:00:00,96.5,37
278.3,2022-09-13 05:00:00,96.6,37
68.8,2022-09-13 06:00:00,98.3,37
310.0,2022-09-13 07:00:00,97.7,37
42.5,2022-09-13 08:00:00,94.2,37
85.8,2022-09-13 09:00:00,80.1,37
77.2,2022-09-13 10:00:00,68.9,37
189.1,2022-09-13 11:00:00,57.2,37
206.6,2022-09-13 12:00:00,47.6,37
139.7,2022-09-13 13:00:00,37.9,37
140.7,2022-09-13 14:00:00,31.2,37
163.0,2022-09-13 15:00:00,26.8,37
352.7,2022-09-13 16:00:00,43.4,37
24.8,2022-09-13 17:00:00,50.9,37
23.3,2022-09-13 18:00:00,55.5,37
26.6,2022-09-13 19:00:00,61.3,37
3.1,2022-09-13 20:00:00,63.9,37
1.8,2022-09-13 21:00:00,65.0,37
340.5,2022-09-13 22:00:00,70.2,37
12.0,2022-09-13 23:00:00,77.2,37
331.9,2022-09-14 00:00:00,82.9,37
354.5,2022-09-14 01:00:00,89.1,37
134.5,2022-09-14 02:00:00,91.2,37
349.2,2022-09-14 03:00:00,98.0,37
13.5,2022-09-14 04:00:00,95.7,37
2.8,2022-09-14 05:00:00,94.3,37
139.1,2022-09-14 06:00:00,93.3,37
322.5,2022-09-14 07:00:00,92.4,37
147.8,2022-09-14 08:00:00,93.3,37
12.5,2022-09-14 09:00:00,90.2,37
325.9,2022-09-14 10:00:00,94.7,37
354.1,2022-09-14 11:00:00,86.7,37
332.8,2022-09-14 12:00:00,74.6,37
351.4,2022-09-14 13:00:00,72.7,37
76.2,2022-09-14 14:00:00,78.7,37
162.1,2022-09-14 15:00:00,94.1,37
352.8,2022-09-14 16:00:00,87.4,37
327.0,2022-09-14 17:00:00,86.5,37
243.3,2022-09-14 18:00:00,91.7,37
338.3,2022-09-14 19:00:00,97.0,37
327.5,2022-09-14 20:00:00,95.9,37
336.2,2022-09-14 21:00:00,95.4,37
342.2,2022-09-14 22:00:00,93.4,37
307.5,2022-09-14 23:00:00,91.1,37
303.9,2022-09-15 00:00:00,89.7,37
320.3,2022-09-15 01:00:00,89.6,37
338.9,2022-09-15 02:00:00,88.2,37
335.4,2022-09-15 03:00:00,88.5,37
302.0,2022-09-15 04:00:00,87.9,37
303.2,2022-09-15 05:00:00,88.1,37
317.7,2022-09-15 06:00:00,88.0,37
301.6,2022-09-15 07:00:00,85.3,37
290.6,2022-09-15 08:00:00,82.9,37
20.5,2022-09-15 09:00:00,80.6,37
133.8,2022-09-15 10:00:00,74.0,37
143.5,2022-09-15 11:00:00,67.3,37
135.8,2022-09-15 12:00:00,62.2,37
160.8,2022-09-15 13:00:00,55.4,37
150.1,2022-09-15 14:00:00,49.3,37
151.5,2022-09-15 15:00:00,46.1,37
152.1,2022-09-15 16:00:00,47.1,37
146.2,2022-09-15 17:00:00,49.2,37
141.6,2022-09-15 18:00:00,53.5,37
236.5,2022-09-15 19:00:00,71.5,37
337.2,2022-09-15 20:00:00,80.9,37
343.5,2022-09-15 21:00:00,84.1,37
340.8,2022-09-15 22:00:00,87.5,37
310.5,2022-09-15 23:00:00,87.9,37
319.6,2022-09-16 00:00:00,92.3,37
286.6,2022-09-16 01:00:00,95.1,37
65.4,2022-09-16 02:00:00,95.7,37
200.2,2022-09-16 03:00:00,94.9,37
120.9,2022-09-16 04:00:00,96.2,37
358.5,2022-09-16 05:00:00,97.3,37
3.4,2022-09-16 06:00:00,98.3,37
41.0,2022-09-16 07:00:00,98.7,37
323.3,2022-09-16 08:00:00,96.7,37
201.4,2022-09-16 09:00:00,86.2,37
204.8,2022-09-16 10:00:00,78.8,37
240.8,2022-09-16 11:00:00,70.4,37
174.6,2022-09-16 12:00:00,61.2,37
153.4,2022-09-16 13:00:00,58.1,37
151.8,2022-09-16 14:00:00,53.6,37
159.0,2022-09-16 15:00:00,50.0,37
141.2,2022-09-16 16:00:00,47.4,37
357.3,2022-09-16 17:00:00,63.9,37
20.6,2022-09-16 18:00:00,75.3,37
1.8,2022-09-16 19:00:00,81.9,37
347.2,2022-09-16 20:00:00,90.7,37
334.4,2022-09-16 21:00:00,95.4,37
339.0,2022-09-16 22:00:00,97.9,37
352.7,2022-09-16 23:00:00,97.7,37
