CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-9.11,89.5, None, None, None, None, 26.71, None, 23.23, 319.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 00:00:00, None, None,12
None,-9.35,89.4, None, None, None, None, 24.58, None, 22.88, 322.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 01:00:00, None, None,12
None,-8.82,89.6, None, None, None, None, 28.45, None, 18.19, 304.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 02:00:00, None, None,12
None,-8.87,89.5, None, None, None, None, 26.8, None, 18.88, 300.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 03:00:00, None, None,12
None,-9.27,89.3, None, None, None, None, 23.43, None, 21.14, 297.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 04:00:00, None, None,12
None,-9.05,89.3, None, None, None, None, 24.96, None, 16.34, 314.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 05:00:00, None, None,12
None,-9.39,89.2, None, None, None, None, 19.39, None, 16.92, 347.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 06:00:00, None, None,12
None,-9.03,89.4, None, None, None, None, 16.11, None, 16.03, 349.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 08:00:00, None, None,12
None,-8.28,90.0, None, None, None, None, 23.06, None, 13.06, 330.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 09:00:00, None, None,12
None,-7.496,90.5, None, None, None, None, 25.03, None, 9.32, 316.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 10:00:00, None, None,12
None,-6.378,91.6, None, None, None, None, 22.85, None, 9.16, 319.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 11:00:00, None, None,12
None,-6.161,91.6, None, None, None, None, 23.58, None, 9.09, 319.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 12:00:00, None, None,12
None,-5.144,92.3, None, None, None, None, 35.23, None, 7.498, 301.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 13:00:00, None, None,12
None,-3.929,93.2, None, None, None, None, 34.67, None, 5.48, 303.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 14:00:00, None, None,12
None,-3.33,93.6, None, None, None, None, 50.29, None, 2.624, 328.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 15:00:00, None, None,12
None,-3.011,93.9, None, None, None, None, 45.85, None, 2.846, 333.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 16:00:00, None, None,12
None,-2.024,94.2, None, None, None, None, 32.9, None, 5.829, 323.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 17:00:00, None, None,12
None,-3.745,92.9, None, None, None, None, 29.5, None, 8.25, 351.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 18:00:00, None, None,12
None,-5.341,91.6, None, None, None, None, 17.47, None, 8.91, 8.82, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 19:00:00, None, None,12
None,-6.728,90.9, None, None, None, None, 31.75, None, 6.137, 10.79, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 20:00:00, None, None,12
None,-7.437,90.5, None, None, None, None, 36.8, None, 5.393, 80.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 21:00:00, None, None,12
None,-8.18,90.2, None, None, None, None, 16.9, None, 11.71, 134.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-19 22:00:00, None, None,12
