wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
38.0, None, None,0.0, None,5.2, None,-4.0, None, None, None,86.0,2019-01-29 00:00:00,5,,,,,,
38.0, None, None,0.0, None,4.2, None,-4.5, None, None, None,87.0,2019-01-29 01:00:00,5,,,,,,
44.0, None, None,0.0, None,4.0, None,-4.7, None, None, None,89.0,2019-01-29 02:00:00,5,,,,,,
35.0, None, None,0.0, None,4.3, None,-5.3, None, None, None,88.0,2019-01-29 03:00:00,5,,,,,,
43.0, None, None,0.0, None,3.0, None,-5.5, None, None, None,88.0,2019-01-29 04:00:00,5,,,,,,
32.0, None, None,0.0, None,3.3, None,-5.9, None, None, None,88.0,2019-01-29 05:00:00,5,,,,,,
38.0, None, None,0.0, None,7.2, None,-6.3, None, None, None,91.0,2019-01-29 06:00:00,5,,,,,,
35.0, None, None,0.0, None,7.6, None,-6.2, None, None, None,91.0,2019-01-29 07:00:00,5,,,,,,
100.0, None, None,0.0, None,3.2, None,-5.6, None, None, None,90.0,2019-01-29 08:00:00,5,,,,,,
86.0, None, None,0.0, None,4.2, None,-5.2, None, None, None,88.0,2019-01-29 09:00:00,5,,,,,,
70.0, None, None,0.0, None,8.0, None,-4.7, None, None, None,86.0,2019-01-29 10:00:00,5,,,,,,
115.0, None, None,0.0, None,4.6, None,-4.3, None, None, None,86.0,2019-01-29 11:00:00,5,,,,,,
86.0, None, None,0.0, None,6.9, None,-4.2, None, None, None,86.0,2019-01-29 12:00:00,5,,,,,,
134.0, None, None,0.0, None,2.6, None,-4.0, None, None, None,85.0,2019-01-29 13:00:00,5,,,,,,
144.0, None, None,0.0, None,1.6, None,-3.3, None, None, None,81.0,2019-01-29 14:00:00,5,,,,,,
183.0, None, None,0.0, None,2.9, None,-3.5, None, None, None,81.0,2019-01-29 15:00:00,5,,,,,,
15.0, None, None,0.0, None,1.4, None,-5.7, None, None, None,90.0,2019-01-29 16:00:00,5,,,,,,
272.0, None, None,0.0, None,0.0, None,-5.8, None, None, None,90.0,2019-01-29 17:00:00,5,,,,,,
337.0, None, None,0.0, None,0.0, None,-6.0, None, None, None,91.0,2019-01-29 18:00:00,5,,,,,,
325.0, None, None,0.0, None,0.0, None,-6.1, None, None, None,93.0,2019-01-29 19:00:00,5,,,,,,
341.0, None, None,0.0, None,0.0, None,-6.3, None, None, None,93.0,2019-01-29 20:00:00,5,,,,,,
282.0, None, None,0.0, None,0.0, None,-6.1, None, None, None,93.0,2019-01-29 21:00:00,5,,,,,,
220.0, None, None,0.0, None,1.3, None,-6.1, None, None, None,93.0,2019-01-29 22:00:00,5,,,,,,
218.0, None, None,0.0, None,0.8, None,-6.1, None, None, None,94.0,2019-01-29 23:00:00,5,,,,,,
222.0, None, None,0.0, None,2.7, None,-6.0, None, None, None,93.0,2019-01-30 00:00:00,5,,,,,,
186.0, None, None,0.0, None,2.9, None,-6.1, None, None, None,93.0,2019-01-30 01:00:00,5,,,,,,
77.0, None, None,0.0, None,1.4, None,-6.3, None, None, None,93.0,2019-01-30 02:00:00,5,,,,,,
33.0, None, None,0.0, None,0.5, None,-6.2, None, None, None,93.0,2019-01-30 03:00:00,5,,,,,,
52.0, None, None,0.0, None,4.9, None,-6.4, None, None, None,93.0,2019-01-30 04:00:00,5,,,,,,
349.0, None, None,0.0, None,0.1, None,-5.9, None, None, None,91.0,2019-01-30 05:00:00,5,,,,,,
137.0, None, None,0.0, None,0.0, None,-6.2, None, None, None,93.0,2019-01-30 06:00:00,5,,,,,,
