ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
1.8, 1.8,7.5, 0.0,2018-06-11,0.0, 17.0,24,,,,,,
0.0, 0.0,6.0, 0.0,2018-06-12,0.0, 20.0,24,,,,,,
, None,10.5, None,2018-06-13,0.0, None,24,,,,,,
0.4, 0.4,9.0, 0.0,2018-06-14,0.0, 18.5,24,,,,,,
0.0, 0.0,10.0, 0.0,2018-06-15,0.0, 21.5,24,,,,,,
0.0, 0.0,10.0, 0.0,2018-06-16,0.0, 26.5,24,,,,,,
0.0, 0.0,11.0, 0.0,2018-06-17,0.0, 29.0,24,,,,,,
,,,,2018-06-11 00:00:00,,,24,,11.2, 0.089,61.4,70.57,10.36
,,,,2018-06-11 01:00:00,,,24,,10.4, None,70.6,75.81,9.64
,,,,2018-06-11 02:00:00,,,24,,9.6, None,75.8,78.81,9.63
,,,,2018-06-11 03:00:00,,,24,,9.6, 0.635999,78.8,73.9,9.9
,,,,2018-06-11 04:00:00,,,24,,9.9, 1.998,73.9,61.3,10.45
,,,,2018-06-11 05:00:00,,,24,,10.5, 2.199,61.3,66.45,10.06
,,,,2018-06-11 06:00:00,,,24,,10.1, 1.264,66.5,65.77,9.89
,,,,2018-06-11 07:00:00,,,24,,9.9, 2.014,65.8,60.11,10.69
,,,,2018-06-11 08:00:00,,,24,,10.7, 2.677,60.1,57.51,11.61
,,,,2018-06-11 09:00:00,,,24,,11.6, 2.657,57.5,52.29,13.08
,,,,2018-06-11 10:00:00,,,24,,13.1, 1.774,52.3,46.65,13.85
,,,,2018-06-11 11:00:00,,,24,,13.9, 1.923,46.7,45.38,14.1
,,,,2018-06-11 12:00:00,,,24,,14.1, 1.963,45.4,56.77,13.09
,,,,2018-06-11 13:00:00,,,24,,13.1, 1.566,56.8,54.07,14.27
,,,,2018-06-11 14:00:00,,,24,,14.3, 2.892,54.1,48.98,14.51
,,,,2018-06-11 15:00:00,,,24,,14.5, 3.011,49.0,62.52,12.47
,,,,2018-06-11 16:00:00,,,24,,12.5, 1.884,62.5,67.6,12.25
,,,,2018-06-11 17:00:00,,,24,,12.3, 1.864,67.6,56.12,12.7
,,,,2018-06-11 18:00:00,,,24,,12.7, 1.555,56.1,56.18,12.72
,,,,2018-06-11 19:00:00,,,24,,12.7, 1.737,56.2,64.22,12.33
,,,,2018-06-11 20:00:00,,,24,,12.3, 0.181998,64.2,63.82,12.19
,,,,2018-06-11 21:00:00,,,24,,12.2, 0.620998,63.8,68.38,11.2
,,,,2018-06-11 22:00:00,,,24,,11.2, 0.388,68.4,74.91,10.15
,,,,2018-06-11 23:00:00,,,24,,10.2, None,74.9,85.5,8.37
,,,,2018-06-12 00:00:00,,,24,,8.4, None,85.5,88.9,7.388
,,,,2018-06-12 01:00:00,,,24,,7.4, None,88.9,89.1,6.706
,,,,2018-06-12 02:00:00,,,24,,6.7, None,89.1,90.4,6.179
,,,,2018-06-12 03:00:00,,,24,,6.2, None,90.4,91.3,5.747
,,,,2018-06-12 04:00:00,,,24,,5.7, None,91.3,91.8,5.421
,,,,2018-06-12 05:00:00,,,24,,5.4, None,91.8,89.5,5.483
,,,,2018-06-12 06:00:00,,,24,,5.5, None,89.5,79.16,7.51
