WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
274.4, 1015.0, 11.2, 3.422, 73.5, 70.19,2019-07-30 00:00:00, 11.37,31
258.2, 1014.0, 11.4, 2.986, 70.2, 78.31,2019-07-30 01:00:00, 11.09,31
237.6, 1014.0, 11.1, 2.837, 78.3, 81.2,2019-07-30 02:00:00, 10.65,31
243.0, 1014.0, 10.7, 3.647, 81.2, 87.8,2019-07-30 03:00:00, 9.97,31
240.7, 1014.0, 10.0, 3.427, 87.8, 90.7,2019-07-30 04:00:00, 9.5,31
227.9, 1014.0, 9.5, 2.38, 90.7, 87.3,2019-07-30 05:00:00, 9.28,31
249.6, 1014.0, 9.3, 2.473, 87.3, 85.1,2019-07-30 06:00:00, 9.25,31
248.5, 1014.0, 9.3, 2.534, 85.1, 82.3,2019-07-30 07:00:00, 9.43,31
230.3, 1014.0, 9.4, 2.012, 82.3, 76.68,2019-07-30 08:00:00, 9.92,31
201.9, 1014.0, 9.9, 1.869, 76.7, 78.14,2019-07-30 09:00:00, 10.43,31
174.4, 1014.0, 10.4, 2.418, 78.1, 74.15,2019-07-30 10:00:00, 10.65,31
196.7, 1014.0, 10.7, 2.035, 74.2, 75.42,2019-07-30 11:00:00, 11.31,31
265.5, 1014.0, 11.3, 2.596, 75.4, 77.82,2019-07-30 12:00:00, 11.52,31
212.2, 1014.0, 11.5, 2.358, 77.8, 69.66,2019-07-30 13:00:00, 12.17,31
224.3, 1014.0, 12.2, 3.623, 69.7, 66.76,2019-07-30 14:00:00, 13.56,31
211.9, 1014.0, 13.6, 3.242, 66.8, 65.91,2019-07-30 15:00:00, 12.57,31
241.8, 1014.0, 12.6, 3.076, 65.9, 60.35,2019-07-30 16:00:00, 13.85,31
264.3, 1014.0, 13.9, 3.499, 60.4, 54.99,2019-07-30 17:00:00, 15.22,31
245.3, 1014.0, 15.2, 4.342, 55.0, 55.23,2019-07-30 18:00:00, 14.22,31
272.0, 1014.0, 14.2, 4.586, 55.2, 62.94,2019-07-30 19:00:00, 13.36,31
268.0, 1015.0, 13.4, 4.047, 62.9, 77.83,2019-07-30 20:00:00, 11.62,31
262.6, 1015.0, 11.6, 1.875, 77.8, 79.47,2019-07-30 21:00:00, 11.03,31
237.1, 1015.0, 11.0, 1.636, 79.5, 76.13,2019-07-30 22:00:00, 10.82,31
204.6, 1016.0, 10.8, 2.254, 76.1, 79.17,2019-07-30 23:00:00, 10.79,31
209.7, 1016.0, 10.8, 3.236, 79.2, 80.2,2019-07-31 00:00:00, 10.19,31
205.0, 1016.0, 10.2, 2.746, 80.2, 79.77,2019-07-31 01:00:00, 9.75,31
238.6, 1016.0, 9.8, 3.754, 79.8, 78.56,2019-07-31 02:00:00, 9.85,31
215.5, 1016.0, 9.9, 2.307, 78.6, 79.89,2019-07-31 03:00:00, 9.6,31
241.0, 1017.0, 9.6, 1.703, 79.9, 80.6,2019-07-31 04:00:00, 9.47,31
235.2, 1017.0, 9.5, 1.136, 80.6, 86.0,2019-07-31 05:00:00, 8.86,31
232.0, 1017.0, 8.9, 1.593, 86.0, 92.4,2019-07-31 06:00:00, 8.98,31
197.3, 1017.0, 9.0, 1.958, 92.4, 78.46,2019-07-31 07:00:00, 10.13,31
208.9, 1017.0, 10.1, 0.884998, 78.5, 77.61,2019-07-31 08:00:00, 11.63,31
16.9, 1018.0, 11.6, 1.221, 77.6, 66.49,2019-07-31 09:00:00, 11.72,31
67.2, 1018.0, 11.7, 1.848, 66.5, 48.62,2019-07-31 10:00:00, 13.61,31
188.5, 1017.0, 13.6, 1.517, 48.6, 48.34,2019-07-31 11:00:00, 14.21,31
211.2, 1017.0, 14.2, 2.679, 48.3, 50.25,2019-07-31 12:00:00, 13.99,31
203.9, 1017.0, 14.0, 5.323, 50.3, 65.71,2019-07-31 13:00:00, 11.96,31
253.5, 1018.0, 12.0, 3.447, 65.7, 80.2,2019-07-31 14:00:00, 11.26,31
266.7, 1018.0, 11.3, 4.939, 80.2, 79.5,2019-07-31 15:00:00, 10.08,31
262.4, 1018.0, 10.1, 4.818, 79.5, 73.75,2019-07-31 16:00:00, 10.01,31
255.5, 1018.0, 10.0, 1.222, 73.8, 79.12,2019-07-31 17:00:00, 11.21,31
248.3, 1023.0, 11.2, 1.857, 79.1, 63.29,2019-07-31 18:00:00, 12.41,31
159.9, 1018.0, 12.4, 2.075, 63.3, 81.2,2019-07-31 19:00:00, 11.86,31
229.1, 1018.0, 11.9, 0.686999, 81.2, 83.0,2019-07-31 20:00:00, 10.97,31
48.6, 1017.0, 11.0, 0.606, 83.0, 72.05,2019-07-31 21:00:00, 10.55,31
206.7, 1018.0, 10.6, 2.077, 72.1, 77.17,2019-07-31 22:00:00, 10.23,31
201.5, 1018.0, 10.2, 2.74, 77.2, 82.1,2019-07-31 23:00:00, 10.01,31
223.1, 1018.0, 10.0, 2.825, 82.1, 71.58,2019-08-01 00:00:00, 9.28,31
248.5, 1018.0, 9.3, 1.247, 71.6, 79.22,2019-08-01 01:00:00, 8.7,31
198.7, 1018.0, 8.7, 0.848999, 79.2, 76.57,2019-08-01 02:00:00, 8.34,31
246.7, 1017.0, 8.3, 0.887, 76.6, 76.44,2019-08-01 03:00:00, 7.99,31
163.7, 1017.0, 8.0, 0.474, 76.4, 78.14,2019-08-01 04:00:00, 7.951,31
242.6, 1017.0, 8.0, 0.586, 78.1, 82.8,2019-08-01 05:00:00, 7.64,31
246.9, 1017.0, 7.6, 0.782998, 82.8, 77.98,2019-08-01 06:00:00, 7.327,31
210.2, 1017.0, 7.3, 0.883, 78.0, 81.9,2019-08-01 07:00:00, 8.03,31
