pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0, None,98.0, None,1.9,9.0, None, None, 0.0, 236.0, None,2023-06-18 00:00:00, None,25
0.0, None,98.0, None,1.9,9.0, None, None, 0.0, 236.0, None,2023-06-18 01:00:00, None,25
0.0, None,98.0, None,1.7,9.0, None, None, 0.0, 236.0, None,2023-06-18 02:00:00, None,25
0.0, None,98.0, None,1.7,9.0, None, None, 0.0, 236.0, None,2023-06-18 03:00:00, None,25
0.0, None,98.0, None,1.4,8.0, None, None, 0.0, 237.0, None,2023-06-18 04:00:00, None,25
0.0, None,97.0, None,1.3,7.0, None, None, None, 237.0, None,2023-06-18 05:00:00, None,25
1.0, None,98.0, None,1.4,7.0, None, None, 1.0, 241.0, None,2023-06-18 06:00:00, None,25
1.0, None,98.0, None,1.3,7.0, None, None, 0.0, 240.0, None,2023-06-18 07:00:00, None,25
0.0, None,98.0, None,1.4,6.0, None, None, 0.0, 243.0, None,2023-06-18 08:00:00, None,25
1.0, None,98.0, None,1.5,6.0, None, None, 0.0, 241.0, None,2023-06-18 09:00:00, None,25
1.0, None,98.0, None,2.0,7.0, None, None, 0.0, 236.0, None,2023-06-18 10:00:00, None,25
1.0, None,99.0, None,3.2,7.0, None, None, 1.0, 235.0, None,2023-06-18 11:00:00, None,25
0.0, None,98.0, None,3.7,8.0, None, None, None, 227.0, None,2023-06-18 12:00:00, None,25
1.0, None,98.0, None,5.0,7.0, None, None, 0.0, 232.0, None,2023-06-18 13:00:00, None,25
1.0, None,98.0, None,2.8,-32.0, None, None, 0.0, 234.0, None,2023-06-18 14:00:00, None,25
2.0, None,100.0, None,5.9,8.0, None, None, 2.0, 233.0, None,2023-06-18 15:00:00, None,25
4.0, None,101.0, None,6.4,-3.0, None, None, 1.0, 235.0, None,2023-06-18 16:00:00, None,25
4.0, None,101.0, None,2.3,-4.0, None, None, 0.0, 235.0, None,2023-06-18 17:00:00, None,25
7.0, None,104.0, None,2.1,-36.0, None, None, 3.0, 235.0, None,2023-06-18 18:00:00, None,25
10.0, None,107.0, None,4.7,7.0, None, None, 3.0, 235.0, None,2023-06-18 19:00:00, None,25
10.0, None,108.0, None,4.1,8.0, None, None, 1.0, 235.0, None,2023-06-18 20:00:00, None,25
11.0, None,108.0, None,2.9,9.0, None, None, 0.0, 236.0, None,2023-06-18 21:00:00, None,25
11.0, None,108.0, None,2.5,9.0, None, None, 0.0, 237.0, None,2023-06-18 22:00:00, None,25
