BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,61.5, None,2021-11-26 00:00:00, None,48
None, None, None,62.8, None,2021-11-26 01:00:00, None,48
None, None, None,62.6, None,2021-11-26 02:00:00, None,48
None, None, None,64.3, None,2021-11-26 03:00:00, None,48
None, None, None,70.8, None,2021-11-26 04:00:00, None,48
None, None, None,76.5, None,2021-11-26 05:00:00, None,48
None, None, None,68.9, None,2021-11-26 06:00:00, None,48
None, None, None,78.5, None,2021-11-26 07:00:00, None,48
None, None, None,83.5, None,2021-11-26 08:00:00, None,48
None, None, None,79.8, None,2021-11-26 09:00:00, None,48
None, None, None,56.0, None,2021-11-26 10:00:00, None,48
None, None, None,45.4, None,2021-11-26 11:00:00, None,48
None, None, None,42.1, None,2021-11-26 12:00:00, None,48
None, None, None,40.8, None,2021-11-26 13:00:00, None,48
None, None, None,39.5, None,2021-11-26 14:00:00, None,48
None, None, None,41.3, None,2021-11-26 15:00:00, None,48
None, None, None,53.6, None,2021-11-26 16:00:00, None,48
None, None, None,57.8, None,2021-11-26 17:00:00, None,48
None, None, None,55.3, None,2021-11-26 18:00:00, None,48
None, None, None,55.2, None,2021-11-26 19:00:00, None,48
None, None, None,60.5, None,2021-11-26 20:00:00, None,48
None, None, None,65.8, None,2021-11-26 21:00:00, None,48
None, None, None,63.9, None,2021-11-26 22:00:00, None,48
None, None, None,80.6, None,2021-11-26 23:00:00, None,48
None, None, None,80.1, None,2021-11-27 00:00:00, None,48
None, None, None,75.4, None,2021-11-27 01:00:00, None,48
None, None, None,81.0, None,2021-11-27 02:00:00, None,48
None, None, None,67.9, None,2021-11-27 03:00:00, None,48
None, None, None,67.7, None,2021-11-27 04:00:00, None,48
None, None, None,64.0, None,2021-11-27 05:00:00, None,48
None, None, None,76.6, None,2021-11-27 06:00:00, None,48
None, None, None,85.1, None,2021-11-27 07:00:00, None,48
None, None, None,84.0, None,2021-11-27 08:00:00, None,48
None, None, None,82.5, None,2021-11-27 09:00:00, None,48
None, None, None,83.6, None,2021-11-27 10:00:00, None,48
None, None, None,81.2, None,2021-11-27 11:00:00, None,48
None, None, None,76.2, None,2021-11-27 12:00:00, None,48
None, None, None,91.6, None,2021-11-27 13:00:00, None,48
None, None, None,95.1, None,2021-11-27 14:00:00, None,48
None, None, None,90.3, None,2021-11-27 15:00:00, None,48
None, None, None,88.7, None,2021-11-27 16:00:00, None,48
None, None, None,89.1, None,2021-11-27 17:00:00, None,48
None, None, None,83.8, None,2021-11-27 18:00:00, None,48
None, None, None,81.5, None,2021-11-27 19:00:00, None,48
None, None, None,83.9, None,2021-11-27 20:00:00, None,48
None, None, None,85.6, None,2021-11-27 21:00:00, None,48
None, None, None,88.2, None,2021-11-27 22:00:00, None,48
None, None, None,89.8, None,2021-11-27 23:00:00, None,48
None, None, None,93.5, None,2021-11-28 00:00:00, None,48
None, None, None,96.6, None,2021-11-28 01:00:00, None,48
None, None, None,98.0, None,2021-11-28 02:00:00, None,48
None, None, None,99.3, None,2021-11-28 03:00:00, None,48
None, None, None,99.9, None,2021-11-28 04:00:00, None,48
None, None, None,99.9, None,2021-11-28 05:00:00, None,48
None, None, None,99.9, None,2021-11-28 06:00:00, None,48
None, None, None,99.9, None,2021-11-28 07:00:00, None,48
None, None, None,99.9, None,2021-11-28 08:00:00, None,48
None, None, None,99.9, None,2021-11-28 09:00:00, None,48
None, None, None,99.9, None,2021-11-28 10:00:00, None,48
None, None, None,99.9, None,2021-11-28 11:00:00, None,48
None, None, None,78.2, None,2021-11-28 12:00:00, None,48
None, None, None,69.0, None,2021-11-28 13:00:00, None,48
None, None, None,68.2, None,2021-11-28 14:00:00, None,48
None, None, None,68.6, None,2021-11-28 15:00:00, None,48
None, None, None,71.8, None,2021-11-28 16:00:00, None,48
None, None, None,74.8, None,2021-11-28 17:00:00, None,48
None, None, None,69.5, None,2021-11-28 18:00:00, None,48
None, None, None,72.9, None,2021-11-28 19:00:00, None,48
None, None, None,74.0, None,2021-11-28 20:00:00, None,48
None, None, None,74.7, None,2021-11-28 21:00:00, None,48
None, None, None,62.8, None,2021-11-28 22:00:00, None,48
None, None, None,60.6, None,2021-11-28 23:00:00, None,48
None, None, None,70.7, None,2021-11-29 00:00:00, None,48
None, None, None,78.1, None,2021-11-29 01:00:00, None,48
None, None, None,80.0, None,2021-11-29 02:00:00, None,48
None, None, None,80.8, None,2021-11-29 03:00:00, None,48
None, None, None,85.0, None,2021-11-29 04:00:00, None,48
None, None, None,88.0, None,2021-11-29 05:00:00, None,48
None, None, None,92.6, None,2021-11-29 06:00:00, None,48
None, None, None,92.2, None,2021-11-29 07:00:00, None,48
None, None, None,92.9, None,2021-11-29 08:00:00, None,48
None, None, None,93.7, None,2021-11-29 09:00:00, None,48
None, None, None,99.4, None,2021-11-29 10:00:00, None,48
None, None, None,97.9, None,2021-11-29 11:00:00, None,48
None, None, None,95.3, None,2021-11-29 12:00:00, None,48
None, None, None,96.9, None,2021-11-29 13:00:00, None,48
None, None, None,93.8, None,2021-11-29 14:00:00, None,48
None, None, None,90.3, None,2021-11-29 15:00:00, None,48
None, None, None,91.5, None,2021-11-29 16:00:00, None,48
None, None, None,94.3, None,2021-11-29 17:00:00, None,48
None, None, None,94.9, None,2021-11-29 18:00:00, None,48
None, None, None,92.7, None,2021-11-29 19:00:00, None,48
None, None, None,92.6, None,2021-11-29 20:00:00, None,48
None, None, None,91.7, None,2021-11-29 21:00:00, None,48
None, None, None,90.3, None,2021-11-29 22:00:00, None,48
None, None, None,91.8, None,2021-11-29 23:00:00, None,48
None, None, None,92.7, None,2021-11-30 00:00:00, None,48
None, None, None,94.7, None,2021-11-30 01:00:00, None,48
None, None, None,98.7, None,2021-11-30 02:00:00, None,48
None, None, None,99.9, None,2021-11-30 03:00:00, None,48
None, None, None,99.9, None,2021-11-30 04:00:00, None,48
None, None, None,99.9, None,2021-11-30 05:00:00, None,48
None, None, None,99.9, None,2021-11-30 06:00:00, None,48
None, None, None,99.9, None,2021-11-30 07:00:00, None,48
None, None, None,99.9, None,2021-11-30 08:00:00, None,48
None, None, None,99.9, None,2021-11-30 09:00:00, None,48
None, None, None,99.9, None,2021-11-30 10:00:00, None,48
None, None, None,99.9, None,2021-11-30 11:00:00, None,48
None, None, None,99.9, None,2021-11-30 12:00:00, None,48
None, None, None,99.9, None,2021-11-30 13:00:00, None,48
None, None, None,99.9, None,2021-11-30 14:00:00, None,48
None, None, None,99.9, None,2021-11-30 15:00:00, None,48
None, None, None,99.9, None,2021-11-30 16:00:00, None,48
None, None, None,99.0, None,2021-11-30 17:00:00, None,48
None, None, None,99.6, None,2021-11-30 18:00:00, None,48
None, None, None,99.9, None,2021-11-30 19:00:00, None,48
None, None, None,99.9, None,2021-11-30 20:00:00, None,48
None, None, None,74.8, None,2021-11-30 21:00:00, None,48
None, None, None,82.2, None,2021-11-30 22:00:00, None,48
None, None, None,73.9, None,2021-11-30 23:00:00, None,48
None, None, None,60.1, None,2021-12-01 00:00:00, None,48
None, None, None,61.2, None,2021-12-01 01:00:00, None,48
None, None, None,57.0, None,2021-12-01 02:00:00, None,48
None, None, None,64.7, None,2021-12-01 03:00:00, None,48
None, None, None,68.2, None,2021-12-01 04:00:00, None,48
None, None, None,65.0, None,2021-12-01 05:00:00, None,48
None, None, None,67.8, None,2021-12-01 06:00:00, None,48
None, None, None,70.7, None,2021-12-01 07:00:00, None,48
None, None, None,66.0, None,2021-12-01 08:00:00, None,48
None, None, None,71.4, None,2021-12-01 09:00:00, None,48
None, None, None,74.7, None,2021-12-01 10:00:00, None,48
None, None, None,78.6, None,2021-12-01 11:00:00, None,48
None, None, None,80.3, None,2021-12-01 12:00:00, None,48
None, None, None,54.3, None,2021-12-01 13:00:00, None,48
None, None, None,55.1, None,2021-12-01 14:00:00, None,48
None, None, None,54.8, None,2021-12-01 15:00:00, None,48
None, None, None,59.6, None,2021-12-01 16:00:00, None,48
None, None, None,56.1, None,2021-12-01 17:00:00, None,48
None, None, None,62.9, None,2021-12-01 18:00:00, None,48
None, None, None,64.1, None,2021-12-01 19:00:00, None,48
None, None, None,79.1, None,2021-12-01 20:00:00, None,48
None, None, None,85.1, None,2021-12-01 21:00:00, None,48
None, None, None,87.6, None,2021-12-01 22:00:00, None,48
None, None, None,83.6, None,2021-12-01 23:00:00, None,48
None, None, None,94.0, None,2021-12-02 00:00:00, None,48
None, None, None,95.9, None,2021-12-02 01:00:00, None,48
None, None, None,80.0, None,2021-12-02 02:00:00, None,48
None, None, None,63.2, None,2021-12-02 03:00:00, None,48
None, None, None,60.8, None,2021-12-02 04:00:00, None,48
None, None, None,51.3, None,2021-12-02 05:00:00, None,48
None, None, None,48.4, None,2021-12-02 06:00:00, None,48
None, None, None,48.1, None,2021-12-02 07:00:00, None,48
None, None, None,51.6, None,2021-12-02 08:00:00, None,48
None, None, None,54.1, None,2021-12-02 09:00:00, None,48
None, None, None,56.9, None,2021-12-02 10:00:00, None,48
None, None, None,55.6, None,2021-12-02 11:00:00, None,48
None, None, None,50.8, None,2021-12-02 12:00:00, None,48
None, None, None,47.1, None,2021-12-02 13:00:00, None,48
None, None, None,46.6, None,2021-12-02 14:00:00, None,48
None, None, None,48.1, None,2021-12-02 15:00:00, None,48
None, None, None,51.6, None,2021-12-02 16:00:00, None,48
None, None, None,53.7, None,2021-12-02 17:00:00, None,48
None, None, None,54.9, None,2021-12-02 18:00:00, None,48
None, None, None,59.0, None,2021-12-02 19:00:00, None,48
None, None, None,59.3, None,2021-12-02 20:00:00, None,48
None, None, None,72.4, None,2021-12-02 21:00:00, None,48
None, None, None,72.2, None,2021-12-02 22:00:00, None,48
None, None, None,70.3, None,2021-12-02 23:00:00, None,48
