wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
16.4, None, None,152.0, None,0.0, None, None, None,0.0,2019-03-26 00:00:00,13
15.6, None, None,159.0, None,0.0, None, None, None,0.0,2019-03-26 01:00:00,13
22.9, None, None,199.0, None,0.0, None, None, None,0.0,2019-03-26 02:00:00,13
23.9, None, None,193.0, None,0.0, None, None, None,0.0,2019-03-26 03:00:00,13
17.5, None, None,190.0, None,0.0, None, None, None,0.0,2019-03-26 04:00:00,13
18.8, None, None,197.0, None,0.0, None, None, None,0.0,2019-03-26 05:00:00,13
20.4, None, None,192.0, None,0.0, None, None, None,0.0,2019-03-26 06:00:00,13
21.1, None, None,192.0, None,0.0, None, None, None,0.0,2019-03-26 07:00:00,13
21.2, None, None,207.0, None,0.0, None, None, None,0.0,2019-03-26 08:00:00,13
15.9, None, None,181.0, None,0.0, None, None, None,0.0,2019-03-26 09:00:00,13
16.3, None, None,175.0, None,0.0, None, None, None,0.0,2019-03-26 10:00:00,13
14.3, None, None,111.0, None,0.0, None, None, None,0.0,2019-03-26 11:00:00,13
14.8, None, None,177.0, None,0.0, None, None, None,0.0,2019-03-26 12:00:00,13
15.8, None, None,149.0, None,0.0, None, None, None,0.0,2019-03-26 13:00:00,13
15.1, None, None,165.0, None,0.0, None, None, None,0.0,2019-03-26 14:00:00,13
12.4, None, None,137.0, None,0.0, None, None, None,0.0,2019-03-26 15:00:00,13
13.9, None, None,157.0, None,0.0, None, None, None,0.0,2019-03-26 16:00:00,13
15.6, None, None,190.0, None,0.0, None, None, None,0.0,2019-03-26 17:00:00,13
7.1, None, None,313.0, None,0.0, None, None, None,0.0,2019-03-26 18:00:00,13
7.6, None, None,314.0, None,0.0, None, None, None,0.0,2019-03-26 19:00:00,13
6.0, None, None,334.0, None,0.0, None, None, None,0.0,2019-03-26 20:00:00,13
3.7, None, None,327.0, None,0.0, None, None, None,0.0,2019-03-26 21:00:00,13
6.8, None, None,311.0, None,0.0, None, None, None,0.0,2019-03-26 22:00:00,13
7.3, None, None,298.0, None,0.0, None, None, None,0.0,2019-03-26 23:00:00,13
3.7, None, None,288.0, None,0.0, None, None, None,0.0,2019-03-27 00:00:00,13
8.3, None, None,289.0, None,0.0, None, None, None,0.0,2019-03-27 01:00:00,13
7.7, None, None,293.0, None,0.0, None, None, None,0.0,2019-03-27 02:00:00,13
6.2, None, None,311.0, None,0.0, None, None, None,0.0,2019-03-27 03:00:00,13
7.1, None, None,313.0, None,0.0, None, None, None,0.0,2019-03-27 04:00:00,13
7.0, None, None,329.0, None,0.0, None, None, None,0.0,2019-03-27 05:00:00,13
9.7, None, None,39.0, None,0.0, None, None, None,0.0,2019-03-27 06:00:00,13
7.7, None, None,59.0, None,0.0, None, None, None,0.0,2019-03-27 07:00:00,13
6.9, None, None,53.0, None,0.0, None, None, None,0.0,2019-03-27 08:00:00,13
8.2, None, None,69.0, None,0.0, None, None, None,0.0,2019-03-27 09:00:00,13
9.6, None, None,78.0, None,0.0, None, None, None,0.0,2019-03-27 10:00:00,13
12.5, None, None,77.0, None,0.0, None, None, None,0.0,2019-03-27 11:00:00,13
12.9, None, None,57.0, None,0.0, None, None, None,0.0,2019-03-27 12:00:00,13
16.0, None, None,58.0, None,0.0, None, None, None,0.0,2019-03-27 13:00:00,13
16.5, None, None,49.0, None,0.0, None, None, None,0.0,2019-03-27 14:00:00,13
16.9, None, None,67.0, None,0.0, None, None, None,0.0,2019-03-27 15:00:00,13
13.4, None, None,47.0, None,0.0, None, None, None,0.0,2019-03-27 16:00:00,13
9.6, None, None,71.0, None,0.0, None, None, None,0.0,2019-03-27 17:00:00,13
11.8, None, None,49.0, None,0.0, None, None, None,0.0,2019-03-27 18:00:00,13
12.6, None, None,38.0, None,0.0, None, None, None,0.0,2019-03-27 19:00:00,13
10.1, None, None,26.0, None,0.0, None, None, None,0.0,2019-03-27 20:00:00,13
11.2, None, None,35.0, None,0.0, None, None, None,0.0,2019-03-27 21:00:00,13
12.4, None, None,37.0, None,0.0, None, None, None,0.0,2019-03-27 22:00:00,13
11.9, None, None,53.0, None,0.0, None, None, None,0.0,2019-03-27 23:00:00,13
13.2, None, None,54.0, None,0.0, None, None, None,0.0,2019-03-28 00:00:00,13
13.0, None, None,67.0, None,0.0, None, None, None,0.0,2019-03-28 01:00:00,13
13.9, None, None,69.0, None,0.0, None, None, None,0.0,2019-03-28 02:00:00,13
12.7, None, None,68.0, None,0.0, None, None, None,0.0,2019-03-28 03:00:00,13
15.0, None, None,73.0, None,0.0, None, None, None,0.0,2019-03-28 04:00:00,13
15.0, None, None,72.0, None,0.0, None, None, None,0.0,2019-03-28 05:00:00,13
15.4, None, None,73.0, None,0.0, None, None, None,0.0,2019-03-28 06:00:00,13
13.8, None, None,75.0, None,0.0, None, None, None,0.0,2019-03-28 07:00:00,13
12.7, None, None,85.0, None,0.0, None, None, None,0.0,2019-03-28 08:00:00,13
11.3, None, None,90.0, None,0.0, None, None, None,0.0,2019-03-28 09:00:00,13
9.7, None, None,77.0, None,0.0, None, None, None,0.0,2019-03-28 10:00:00,13
8.7, None, None,20.0, None,0.0, None, None, None,0.0,2019-03-28 11:00:00,13
