RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
98.2, None, None, None, 1.648, 181.9, None, None, None, None, None, None, None, None, None, None, None, None,9.82, None, None, None, None, 38.63, None, None, None, None,2019-09-10 00:00:00,37
98.3, None, None, None, 0.463, 268.1, None, None, None, None, None, None, None, None, None, None, None, None,9.68, None, None, None, None, 50.88, None, None, None, None,2019-09-10 01:00:00,37
98.4, None, None, None, 1.606, 284.2, None, None, None, None, None, None, None, None, None, None, None, None,9.49, None, None, None, None, 7.43, None, None, None, None,2019-09-10 02:00:00,37
98.3, None, None, None, 0.893, 226.0, None, None, None, None, None, None, None, None, None, None, None, None,9.5, None, None, None, None, 60.04, None, None, None, None,2019-09-10 03:00:00,37
98.3, None, None, None, 0.42, 178.3, None, None, None, None, None, None, None, None, None, None, None, None,9.35, None, None, None, None, 51.54, None, None, None, None,2019-09-10 04:00:00,37
98.4, None, None, None, 0.163, 213.3, None, None, None, None, None, None, None, None, None, None, None, None,9.07, None, None, None, None, 34.93, None, None, None, None,2019-09-10 05:00:00,37
98.5, None, None, None, 1.007, 291.5, None, None, None, None, None, None, None, None, None, None, None, None,8.97, None, None, None, None, 3.242, None, None, None, None,2019-09-10 06:00:00,37
98.6, None, None, None, 0.919, 285.6, None, None, None, None, None, None, None, None, None, None, None, None,8.87, None, None, None, None, 6.01, None, None, None, None,2019-09-10 07:00:00,37
98.5, None, None, None, 0.678, 282.8, None, None, None, None, None, None, None, None, None, None, None, None,9.4, None, None, None, None, 6.824, None, None, None, None,2019-09-10 09:00:00,37
98.1, None, None, None, 0.349, 144.0, None, None, None, None, None, None, None, None, None, None, None, None,10.19, None, None, None, None, 50.03, None, None, None, None,2019-09-10 10:00:00,37
97.9, None, None, None, 1.075, 122.0, None, None, None, None, None, None, None, None, None, None, None, None,10.88, None, None, None, None, 30.68, None, None, None, None,2019-09-10 11:00:00,37
96.8, None, None, None, 1.814, 120.9, None, None, None, None, None, None, None, None, None, None, None, None,11.25, None, None, None, None, 34.68, None, None, None, None,2019-09-10 12:00:00,37
97.1, None, None, None, 2.434, 129.6, None, None, None, None, None, None, None, None, None, None, None, None,12.24, None, None, None, None, 30.41, None, None, None, None,2019-09-10 13:00:00,37
88.9, None, None, None, 2.382, 84.5, None, None, None, None, None, None, None, None, None, None, None, None,12.5, None, None, None, None, 32.05, None, None, None, None,2019-09-10 14:00:00,37
88.9, None, None, None, 2.478, 93.0, None, None, None, None, None, None, None, None, None, None, None, None,12.41, None, None, None, None, 34.61, None, None, None, None,2019-09-10 15:00:00,37
89.7, None, None, None, 1.495, 103.2, None, None, None, None, None, None, None, None, None, None, None, None,12.46, None, None, None, None, 26.68, None, None, None, None,2019-09-10 16:00:00,37
92.1, None, None, None, 1.112, 91.9, None, None, None, None, None, None, None, None, None, None, None, None,12.58, None, None, None, None, 19.4, None, None, None, None,2019-09-10 17:00:00,37
91.5, None, None, None, 1.079, 95.5, None, None, None, None, None, None, None, None, None, None, None, None,12.2, None, None, None, None, 36.82, None, None, None, None,2019-09-10 18:00:00,37
92.3, None, None, None, 0.3, 328.9, None, None, None, None, None, None, None, None, None, None, None, None,10.96, None, None, None, None, 59.4, None, None, None, None,2019-09-10 19:00:00,37
96.3, None, None, None, 2.026, 269.5, None, None, None, None, None, None, None, None, None, None, None, None,9.67, None, None, None, None, 14.29, None, None, None, None,2019-09-10 20:00:00,37
97.2, None, None, None, 2.147, 268.4, None, None, None, None, None, None, None, None, None, None, None, None,9.28, None, None, None, None, 10.93, None, None, None, None,2019-09-10 21:00:00,37
97.6, None, None, None, 1.798, 275.0, None, None, None, None, None, None, None, None, None, None, None, None,9.07, None, None, None, None, 9.04, None, None, None, None,2019-09-10 22:00:00,37
97.7, None, None, None, 1.557, 277.8, None, None, None, None, None, None, None, None, None, None, None, None,8.77, None, None, None, None, 11.73, None, None, None, None,2019-09-10 23:00:00,37
98.2, None, None, None, 2.242, 269.6, None, None, None, None, None, None, None, None, None, None, None, None,8.63, None, None, None, None, 10.98, None, None, None, None,2019-09-11 00:00:00,37
98.1, None, None, None, 0.441, 286.3, None, None, None, None, None, None, None, None, None, None, None, None,8.64, None, None, None, None, 24.92, None, None, None, None,2019-09-11 01:00:00,37
98.2, None, None, None, 1.135, 284.1, None, None, None, None, None, None, None, None, None, None, None, None,8.53, None, None, None, None, 21.88, None, None, None, None,2019-09-11 02:00:00,37
98.3, None, None, None, 1.308, 274.3, None, None, None, None, None, None, None, None, None, None, None, None,8.38, None, None, None, None, 10.37, None, None, None, None,2019-09-11 03:00:00,37
98.3, None, None, None, 1.074, 281.9, None, None, None, None, None, None, None, None, None, None, None, None,8.24, None, None, None, None, 16.62, None, None, None, None,2019-09-11 04:00:00,37
98.4, None, None, None, 1.186, 275.3, None, None, None, None, None, None, None, None, None, None, None, None,8.14, None, None, None, None, 5.998, None, None, None, None,2019-09-11 05:00:00,37
98.4, None, None, None, 0.956, 277.1, None, None, None, None, None, None, None, None, None, None, None, None,8.1, None, None, None, None, 7.192, None, None, None, None,2019-09-11 06:00:00,37
98.4, None, None, None, 1.221, 278.5, None, None, None, None, None, None, None, None, None, None, None, None,8.06, None, None, None, None, 13.24, None, None, None, None,2019-09-11 07:00:00,37
98.5, None, None, None, 1.555, 270.5, None, None, None, None, None, None, None, None, None, None, None, None,8.05, None, None, None, None, 8.9, None, None, None, None,2019-09-11 08:00:00,37
98.3, None, None, None, 0.726, 273.0, None, None, None, None, None, None, None, None, None, None, None, None,8.67, None, None, None, None, 19.24, None, None, None, None,2019-09-11 09:00:00,37
95.5, None, None, None, 0.187, 138.9, None, None, None, None, None, None, None, None, None, None, None, None,9.63, None, None, None, None, 50.77, None, None, None, None,2019-09-11 10:00:00,37
94.1, None, None, None, 1.571, 88.4, None, None, None, None, None, None, None, None, None, None, None, None,11.05, None, None, None, None, 20.8, None, None, None, None,2019-09-11 11:00:00,37
91.0, None, None, None, 2.126, 85.8, None, None, None, None, None, None, None, None, None, None, None, None,11.92, None, None, None, None, 22.28, None, None, None, None,2019-09-11 12:00:00,37
87.9, None, None, None, 2.453, 82.9, None, None, None, None, None, None, None, None, None, None, None, None,13.34, None, None, None, None, 38.06, None, None, None, None,2019-09-11 13:00:00,37
75.81, None, None, None, 3.588, 89.6, None, None, None, None, None, None, None, None, None, None, None, None,14.13, None, None, None, None, 39.6, None, None, None, None,2019-09-11 14:00:00,37
91.6, None, None, None, 1.87, 235.1, None, None, None, None, None, None, None, None, None, None, None, None,11.3, None, None, None, None, 65.49, None, None, None, None,2019-09-11 15:00:00,37
86.3, None, None, None, 1.353, 134.2, None, None, None, None, None, None, None, None, None, None, None, None,12.4, None, None, None, None, 63.57, None, None, None, None,2019-09-11 16:00:00,37
84.9, None, None, None, 0.333, 308.9, None, None, None, None, None, None, None, None, None, None, None, None,12.32, None, None, None, None, 29.8, None, None, None, None,2019-09-11 19:00:00,37
92.8, None, None, None, 1.564, 281.9, None, None, None, None, None, None, None, None, None, None, None, None,11.55, None, None, None, None, 12.75, None, None, None, None,2019-09-11 20:00:00,37
95.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,10.15, None, None, None, None, None, None, None, None, None,2019-09-11 21:00:00,37
96.7, None, None, None, 3.063, 279.1, None, None, None, None, None, None, None, None, None, None, None, None,9.0, None, None, None, None, 8.17, None, None, None, None,2019-09-11 22:00:00,37
97.6, None, None, None, 3.422, 280.5, None, None, None, None, None, None, None, None, None, None, None, None,8.34, None, None, None, None, 6.928, None, None, None, None,2019-09-11 23:00:00,37
97.7, None, None, None, 3.291, 285.1, None, None, None, None, None, None, None, None, None, None, None, None,8.19, None, None, None, None, 5.864, None, None, None, None,2019-09-12 00:00:00,37
97.4, None, None, None, 2.93, 283.0, None, None, None, None, None, None, None, None, None, None, None, None,8.73, None, None, None, None, 6.877, None, None, None, None,2019-09-12 01:00:00,37
96.8, None, None, None, 2.523, 283.7, None, None, None, None, None, None, None, None, None, None, None, None,8.96, None, None, None, None, 9.01, None, None, None, None,2019-09-12 02:00:00,37
96.4, None, None, None, 1.83, 286.6, None, None, None, None, None, None, None, None, None, None, None, None,9.02, None, None, None, None, 18.0, None, None, None, None,2019-09-12 03:00:00,37
96.4, None, None, None, 1.709, 286.9, None, None, None, None, None, None, None, None, None, None, None, None,8.92, None, None, None, None, 17.76, None, None, None, None,2019-09-12 04:00:00,37
96.8, None, None, None, 1.646, 249.1, None, None, None, None, None, None, None, None, None, None, None, None,9.54, None, None, None, None, 57.3, None, None, None, None,2019-09-12 05:00:00,37
96.1, None, None, None, 1.259, 202.9, None, None, None, None, None, None, None, None, None, None, None, None,9.65, None, None, None, None, 54.72, None, None, None, None,2019-09-12 06:00:00,37
94.8, None, None, None, 1.578, 192.3, None, None, None, None, None, None, None, None, None, None, None, None,9.47, None, None, None, None, 46.01, None, None, None, None,2019-09-12 07:00:00,37
96.5, None, None, None, 1.652, 219.3, None, None, None, None, None, None, None, None, None, None, None, None,9.4, None, None, None, None, 59.09, None, None, None, None,2019-09-12 08:00:00,37
95.4, None, None, None, 2.151, 193.7, None, None, None, None, None, None, None, None, None, None, None, None,10.12, None, None, None, None, 53.15, None, None, None, None,2019-09-12 09:00:00,37
93.8, None, None, None, 4.734, 164.2, None, None, None, None, None, None, None, None, None, None, None, None,10.71, None, None, None, None, 44.36, None, None, None, None,2019-09-12 10:00:00,37
92.6, None, None, None, 4.393, 125.4, None, None, None, None, None, None, None, None, None, None, None, None,12.45, None, None, None, None, 36.46, None, None, None, None,2019-09-12 11:00:00,37
86.3, None, None, None, 3.867, 139.7, None, None, None, None, None, None, None, None, None, None, None, None,11.63, None, None, None, None, 44.32, None, None, None, None,2019-09-12 12:00:00,37
83.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,12.88, None, None, None, None, None, None, None, None, None,2019-09-12 13:00:00,37
77.06, None, None, None, 5.434, 135.5, None, None, None, None, None, None, None, None, None, None, None, None,14.65, None, None, None, None, 42.23, None, None, None, None,2019-09-12 14:00:00,37
73.42, None, None, None, 4.563, 162.6, None, None, None, None, None, None, None, None, None, None, None, None,14.24, None, None, None, None, 48.2, None, None, None, None,2019-09-12 15:00:00,37
72.0, None, None, None, 4.324, 164.9, None, None, None, None, None, None, None, None, None, None, None, None,14.01, None, None, None, None, 53.06, None, None, None, None,2019-09-12 16:00:00,37
69.84, None, None, None, 5.74, 140.1, None, None, None, None, None, None, None, None, None, None, None, None,14.53, None, None, None, None, 46.22, None, None, None, None,2019-09-12 17:00:00,37
69.91, None, None, None, 7.863, 145.6, None, None, None, None, None, None, None, None, None, None, None, None,14.4, None, None, None, None, 38.06, None, None, None, None,2019-09-12 18:00:00,37
69.03, None, None, None, 7.681, 140.9, None, None, None, None, None, None, None, None, None, None, None, None,14.4, None, None, None, None, 38.91, None, None, None, None,2019-09-12 19:00:00,37
70.16, None, None, None, 4.999, 158.9, None, None, None, None, None, None, None, None, None, None, None, None,14.02, None, None, None, None, 49.18, None, None, None, None,2019-09-12 20:00:00,37
70.09, None, None, None, 5.933, 136.7, None, None, None, None, None, None, None, None, None, None, None, None,13.97, None, None, None, None, 39.17, None, None, None, None,2019-09-12 21:00:00,37
77.87, None, None, None, 6.187, 141.5, None, None, None, None, None, None, None, None, None, None, None, None,12.64, None, None, None, None, 56.34, None, None, None, None,2019-09-12 22:00:00,37
69.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,13.83, None, None, None, None, None, None, None, None, None,2019-09-12 23:00:00,37
68.78, None, None, None, 8.92, 159.3, None, None, None, None, None, None, None, None, None, None, None, None,13.93, None, None, None, None, 32.87, None, None, None, None,2019-09-13 00:00:00,37
72.89, None, None, None, 8.21, 157.9, None, None, None, None, None, None, None, None, None, None, None, None,13.39, None, None, None, None, 35.51, None, None, None, None,2019-09-13 01:00:00,37
74.94, None, None, None, 5.951, 161.6, None, None, None, None, None, None, None, None, None, None, None, None,12.95, None, None, None, None, 45.9, None, None, None, None,2019-09-13 02:00:00,37
78.85, None, None, None, 6.155, 149.0, None, None, None, None, None, None, None, None, None, None, None, None,12.29, None, None, None, None, 37.04, None, None, None, None,2019-09-13 03:00:00,37
78.2, None, None, None, 6.433, 146.2, None, None, None, None, None, None, None, None, None, None, None, None,11.75, None, None, None, None, 44.58, None, None, None, None,2019-09-13 04:00:00,37
78.36, None, None, None, 5.522, 178.4, None, None, None, None, None, None, None, None, None, None, None, None,11.53, None, None, None, None, 62.37, None, None, None, None,2019-09-13 05:00:00,37
86.8, None, None, None, 6.74, 152.6, None, None, None, None, None, None, None, None, None, None, None, None,11.01, None, None, None, None, 40.48, None, None, None, None,2019-09-13 06:00:00,37
91.2, None, None, None, 6.62, 166.3, None, None, None, None, None, None, None, None, None, None, None, None,10.3, None, None, None, None, 62.28, None, None, None, None,2019-09-13 07:00:00,37
96.9, None, None, None, 6.747, 158.9, None, None, None, None, None, None, None, None, None, None, None, None,9.89, None, None, None, None, 54.2, None, None, None, None,2019-09-13 08:00:00,37
95.1, None, None, None, 5.346, 153.6, None, None, None, None, None, None, None, None, None, None, None, None,10.45, None, None, None, None, 54.0, None, None, None, None,2019-09-13 09:00:00,37
97.0, None, None, None, 2.96, 269.3, None, None, None, None, None, None, None, None, None, None, None, None,8.74, None, None, None, None, 60.26, None, None, None, None,2019-09-13 10:00:00,37
96.9, None, None, None, 2.063, 246.1, None, None, None, None, None, None, None, None, None, None, None, None,11.25, None, None, None, None, 66.13, None, None, None, None,2019-09-13 11:00:00,37
91.1, None, None, None, 1.523, 118.0, None, None, None, None, None, None, None, None, None, None, None, None,11.58, None, None, None, None, 50.95, None, None, None, None,2019-09-13 12:00:00,37
92.6, None, None, None, 2.328, 107.3, None, None, None, None, None, None, None, None, None, None, None, None,13.51, None, None, None, None, 40.66, None, None, None, None,2019-09-13 13:00:00,37
