CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-6.993, None, None,2017-03-19 00:00:00, None, None,15.29,10.73,274.0, None, None, None, None, None, None, 237.4,12
None,-7.4, None, None,2017-03-19 01:00:00, None, None,24.62,7.09,277.6, None, None, None, None, None, None, 237.1,12
None,-7.12, None, None,2017-03-19 02:00:00, None, None,19.97,6.418,264.7, None, None, None, None, None, None, 236.5,12
None,-6.601, None, None,2017-03-19 03:00:00, None, None,19.14,8.91,253.4, None, None, None, None, None, None, None,12
None,-6.689, None, None,2017-03-19 04:00:00, None, None,16.27,10.37,255.3, None, None, None, None, None, None, None,12
None,-6.679, None, None,2017-03-19 05:00:00, None, None,25.03,6.24,274.2, None, None, None, None, None, None, 235.3,12
None,-6.826, None, None,2017-03-19 06:00:00, None, None,19.21,9.05,258.5, None, None, None, None, None, None, 234.7,12
None,-7.4, None, None,2017-03-19 08:00:00, None, None,18.73,9.26,257.3, None, None, None, None, None, None, 234.3,12
None,-6.797, None, None,2017-03-19 09:00:00, None, None,24.9,7.03,247.2, None, None, None, None, None, None, 233.8,12
None,-6.074, None, None,2017-03-19 10:00:00, None, None,51.24,2.213,273.1, None, None, None, None, None, None, 233.8,12
None,-4.191, None, None,2017-03-19 11:00:00, None, None,43.73,3.872,252.8, None, None, None, None, None, None, 234.2,12
None,-0.952, None, None,2017-03-19 12:00:00, None, None,37.83,3.433,247.8, None, None, None, None, None, None, 233.6,12
None,-0.726, None, None,2017-03-19 13:00:00, None, None,32.43,6.655,235.6, None, None, None, None, None, None, 233.4,12
None,-0.947, None, None,2017-03-19 14:00:00, None, None,26.12,10.37,237.2, None, None, None, None, None, None, 233.0,12
None,-0.293, None, None,2017-03-19 15:00:00, None, None,27.11,9.26,227.7, None, None, None, None, None, None, 232.8,12
None,-1.556, None, None,2017-03-19 16:00:00, None, None,24.29,14.65,238.9, None, None, None, None, None, None, 232.8,12
None,-1.917, None, None,2017-03-19 17:00:00, None, None,21.53,14.55,240.7, None, None, None, None, None, None, 232.6,12
None,-3.049, None, None,2017-03-19 18:00:00, None, None,14.68,17.39,254.0, None, None, None, None, None, None, 232.6,12
None,-4.839, None, None,2017-03-19 19:00:00, None, None,15.58,15.45,265.7, None, None, None, None, None, None, 232.5,12
None,-5.834, None, None,2017-03-19 20:00:00, None, None,15.1,13.83,262.9, None, None, None, None, None, None, 232.4,12
None,-6.534, None, None,2017-03-19 21:00:00, None, None,16.62,10.43,291.5, None, None, None, None, None, None, 232.2,12
None,-6.66, None, None,2017-03-19 22:00:00, None, None,14.81,11.02,293.9, None, None, None, None, None, None, 232.0,12
None,-6.631, None, None,2017-03-19 23:00:00, None, None,13.32,9.57,294.0, None, None, None, None, None, None, 231.8,12
None,-6.905, None, None,2017-03-20 00:00:00, None, None,11.33,8.09,295.5, None, None, None, None, None, None, 231.7,12
None,-7.33, None, None,2017-03-20 01:00:00, None, None,37.33,3.808,353.6, None, None, None, None, None, None, 231.1,12
None,-7.72, None, None,2017-03-20 02:00:00, None, None,22.82,3.135,14.68, None, None, None, None, None, None, 231.1,12
None,-7.19, None, None,2017-03-20 03:00:00, None, None,15.01,5.625,27.62, None, None, None, None, None, None, 231.0,12
None,-7.51, None, None,2017-03-20 04:00:00, None, None,18.95,6.342,27.08, None, None, None, None, None, None, 230.7,12
None,-8.1, None, None,2017-03-20 05:00:00, None, None,12.03,6.92,28.43, None, None, None, None, None, None, 230.5,12
None,-8.73, None, None,2017-03-20 06:00:00, None, None,41.42,2.382,61.88, None, None, None, None, None, None, 230.4,12
None,-8.45, None, None,2017-03-20 07:00:00, None, None,33.55,4.808,0.345, None, None, None, None, None, None, 230.2,12
None,-7.9, None, None,2017-03-20 08:00:00, None, None,13.28,9.56,29.9, None, None, None, None, None, None, 230.0,12
None,-6.132, None, None,2017-03-20 09:00:00, None, None,9.22,13.8,37.19, None, None, None, None, None, None, 229.6,12
None,-3.482, None, None,2017-03-20 10:00:00, None, None,14.59,11.42,27.06, None, None, None, None, None, None, 229.4,12
None,-0.313, None, None,2017-03-20 14:00:00, None, None,26.52,9.14,69.56, None, None, None, None, None, None, 228.8,12
