RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
95.5, None, None, None, 5.94, 241.6, None, None, None, None, None, None, None, None, None, 190.4, None, None,0.668, None, None, None, None, 29.65, None, None, None, None,2019-04-23 00:00:00,17
96.4, None, None, None, 5.887, 274.0, None, None, None, None, None, None, None, None, None, 190.5, None, None,0.769, None, None, None, None, 22.43, None, None, None, None,2019-04-23 01:00:00,17
96.7, None, None, None, 5.626, 245.9, None, None, None, None, None, None, None, None, None, 192.0, None, None,0.752, None, None, None, None, 28.94, None, None, None, None,2019-04-23 02:00:00,17
96.8, None, None, None, 4.845, 259.0, None, None, None, None, None, None, None, None, None, 192.3, None, None,0.82, None, None, None, None, 26.54, None, None, None, None,2019-04-23 03:00:00,17
96.9, None, None, None, 6.85, 270.6, None, None, None, None, None, None, None, None, None, 191.4, None, None,0.14, None, None, None, None, 29.93, None, None, None, None,2019-04-23 04:00:00,17
96.4, None, None, None, 7.953, 290.6, None, None, None, None, None, None, None, None, None, 191.4, None, None,-0.072, None, None, None, None, 33.08, None, None, None, None,2019-04-23 05:00:00,17
95.7, None, None, None, 7.019, 292.0, None, None, None, None, None, None, None, None, None, 191.0, None, None,-0.412, None, None, None, None, 29.36, None, None, None, None,2019-04-23 06:00:00,17
95.9, None, None, None, 8.51, 301.2, None, None, None, None, None, None, None, None, None, 191.3, None, None,-0.495, None, None, None, None, 22.26, None, None, None, None,2019-04-23 08:00:00,17
91.6, None, None, None, 5.216, 281.3, None, None, None, None, None, None, None, None, None, 191.3, None, None,0.219, None, None, None, None, 25.27, None, None, None, None,2019-04-23 09:00:00,17
83.8, None, None, None, 4.633, 279.8, None, None, None, None, None, None, None, None, None, 191.2, None, None,1.511, None, None, None, None, 30.54, None, None, None, None,2019-04-23 10:00:00,17
