pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -5.474, 64.62, None, None, 43.65, 0.953, 233.1, None, None, None, None, None, None, -10.0, 940.0, None, None, None,2020-04-08 00:00:00, None, None,15
None, -4.511, 60.39, None, None, 63.64, 0.775, 194.4, None, None, None, None, None, None, -10.0, 940.0, None, None, None,2020-04-08 01:00:00, None, None,15
None, -6.886, 74.61, None, None, 52.92, 0.508, 197.1, None, None, None, None, None, None, -10.0, 940.0, None, None, None,2020-04-08 02:00:00, None, None,15
None, -7.725, 78.26, None, None, 47.0, 0.89, 203.6, None, None, None, None, None, None, -11.0, 940.0, None, None, None,2020-04-08 03:00:00, None, None,15
None, -8.52, 80.8, None, None, 58.02, 0.229, 200.4, None, None, None, None, None, None, -11.0, 940.0, None, None, None,2020-04-08 04:00:00, None, None,15
None, -8.81, 79.33, None, None, 26.9, 0.896, 142.4, None, None, None, None, None, None, -12.0, 940.0, None, None, None,2020-04-08 05:00:00, None, None,15
None, -7.835, 78.93, None, None, 74.88, 0.281, 1.597, None, None, None, None, None, None, -10.0, 941.0, None, None, None,2020-04-08 06:00:00, None, None,15
None, -6.239, 71.65, None, None, 66.62, 0.628, 182.7, None, None, None, None, None, None, -10.0, 941.0, None, None, None,2020-04-08 07:00:00, None, None,15
None, -5.386, 72.2, None, None, 42.25, 1.215, 153.5, None, None, None, None, None, None, -9.0, 942.0, None, None, None,2020-04-08 08:00:00, None, None,15
None, -1.891, 54.23, None, None, 46.17, 1.015, 160.5, None, None, None, None, None, None, -9.0, 941.0, None, None, None,2020-04-08 09:00:00, None, None,15
None, 0.768, 45.09, None, None, 24.92, 4.279, 134.3, None, None, None, None, None, None, -10.0, 941.0, None, None, None,2020-04-08 10:00:00, None, None,15
