CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -6.471, None, None, None, None, 9.5, 66.31, 0.0, 1.338, 209.3, -6999.0, 1.3, -6.5, -7.0, 0.0, None, None, 209.0, -1.2, None, None, -6999.0, None,2020-04-08 00:00:00, 203.0, None, 202.6,15
None, -6.304, None, None, None, None, 7.3, 59.99, 0.0, 1.581, 229.9, -6999.0, 1.6, -6.3, -7.0, 0.0, None, None, 230.0, -1.2, None, None, -6999.0, None,2020-04-08 01:00:00, 203.0, None, 202.5,15
None, -6.13, None, None, None, None, 9.0, 67.58, 0.0, 1.608, 52.93, -6999.0, 1.6, -6.1, -7.0, 0.0, None, None, 53.0, -1.2, None, None, -6999.0, None,2020-04-08 02:00:00, 202.0, None, 202.4,15
None, -6.277, None, None, None, None, 5.3, 77.9, 0.0, 0.879, 344.6, -6999.0, 0.9, -6.3, -7.0, 0.0, None, None, 345.0, -1.2, None, None, -6999.0, None,2020-04-08 03:00:00, 202.0, None, 202.3,15
None, -7.107, None, None, None, None, 4.0, 58.97, 0.0, 0.573, 126.6, -6999.0, 0.6, -7.1, -7.4, 0.0, None, None, 127.0, -1.2, None, None, -6999.0, None,2020-04-08 04:00:00, 202.0, None, 202.0,15
None, -6.959, None, None, None, None, 3.9, 22.43, 0.0, 1.373, 193.7, -6999.0, 1.4, -7.0, -7.6, 0.0, None, None, 194.0, -1.2, None, None, -6999.0, None,2020-04-08 05:00:00, 202.0, None, 201.9,15
None, -7.411, None, None, None, None, 6.6, 17.17, 0.0, 2.904, 189.9, -6999.0, 2.9, -7.4, -7.6, 0.0, None, None, 190.0, -1.2, None, None, -6999.0, None,2020-04-08 06:00:00, 202.0, None, 201.7,15
None, -6.959, None, None, None, None, 5.1, 15.11, 0.0, 2.799, 180.7, -6999.0, 2.8, -7.0, -7.5, 0.0, None, None, 181.0, -7.0, None, None, -6999.0, None,2020-04-08 07:00:00, 202.0, None, 201.7,15
None, -5.847, None, None, None, None, 4.5, 33.11, 0.0, 1.354, 189.3, -6999.0, 1.4, -5.8, -7.5, 0.0, None, None, 189.0, -5.9, None, None, -6999.0, None,2020-04-08 08:00:00, 202.0, None, 201.9,15
None, -5.592, None, None, None, None, 12.1, 31.31, 0.0, 2.866, 232.0, -6999.0, 2.9, -5.6, -7.5, 0.0, None, None, 232.0, -5.3, None, None, -6999.0, None,2020-04-08 09:00:00, 202.0, None, 201.7,15
