wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
45.0, -17.2, None, -0.07, 6.0, 100.1, -19.0, None, None, 86.0,2023-12-03 00:00:00, None, None,49
67.5, -16.1, None, -0.12, 11.0, 100.0, -17.9, None, None, 86.0,2023-12-03 01:00:00, None, None,49
67.5, -15.9, None, -0.15, 10.0, 100.0, -17.5, None, None, 88.0,2023-12-03 02:00:00, None, None,49
90.0, -14.7, None, -0.2, 11.0, 99.8, -16.3, None, None, 88.0,2023-12-03 03:00:00, None, None,49
292.5, -15.0, None, -0.18, 4.0, 99.8, -16.7, None, None, 87.0,2023-12-03 04:00:00, None, None,49
292.5, -15.2, None, -0.22, 2.0, 99.8, -16.9, None, None, 86.0,2023-12-03 05:00:00, None, None,49
67.5, -13.3, None, -0.26, 14.0, 99.6, -14.8, None, None, 89.0,2023-12-03 06:00:00, None, None,49
67.5, -12.1, None, -0.35, 10.0, 99.4, -13.4, None, None, 90.0,2023-12-03 07:00:00, None, None,49
67.5, -12.5, None, -0.36, 10.0, 99.3, -14.0, None, None, 88.0,2023-12-03 08:00:00, None, None,49
270.0, -12.9, None, -0.33, 1.0, 99.2, -14.4, None, None, 88.0,2023-12-03 09:00:00, None, None,49
247.5, -11.9, None, -0.23, 2.0, 99.2, -13.3, None, None, 89.0,2023-12-03 10:00:00, None, None,49
202.5, -11.4, None, -0.12, 2.0, 99.2, -12.9, None, None, 89.0,2023-12-03 11:00:00, None, None,49
67.5, -11.2, None, 0.01, 10.0, 99.2, -12.5, None, None, 90.0,2023-12-03 12:00:00, None, None,49
67.5, -10.9, None, 0.11, 7.0, 99.2, -12.4, None, None, 89.0,2023-12-03 13:00:00, None, None,49
67.5, -11.0, None, 0.12, 3.0, 99.3, -12.7, None, None, 87.0,2023-12-03 14:00:00, None, None,49
0.0, -10.8, None, 0.17, 4.0, 99.4, -13.1, None, -13.4, 84.0,2023-12-03 15:00:00, -19.8, 0.0,49
45.0, -11.8, None, 0.18, 9.0, 99.4, -13.3, None, None, 88.0,2023-12-03 16:00:00, None, None,49
67.5, -12.4, None, 0.19, 10.0, 99.5, -13.9, None, None, 88.0,2023-12-03 17:00:00, None, None,49
67.5, -12.9, None, 0.14, 12.0, 99.5, -14.5, None, None, 88.0,2023-12-03 18:00:00, None, None,49
67.5, -13.5, None, 0.14, 15.0, 99.6, -15.1, None, None, 88.0,2023-12-03 19:00:00, None, None,49
67.5, -13.5, None, 0.18, 13.0, 99.7, -15.1, None, None, 87.0,2023-12-03 20:00:00, None, None,49
67.5, -13.4, None, 0.25, 12.0, 99.8, -15.0, None, None, 88.0,2023-12-03 21:00:00, None, None,49
67.5, -13.5, None, 0.26, 11.0, 99.9, -15.1, None, None, 88.0,2023-12-03 22:00:00, None, None,49
67.5, -13.3, None, 0.29, 11.0, 100.0, -15.0, None, None, 87.0,2023-12-03 23:00:00, None, None,49
67.5, -14.5, None, 0.31, 10.0, 100.1, -16.2, None, None, 87.0,2023-12-04 00:00:00, None, None,49
45.0, -15.1, None, 0.35, 5.0, 100.3, -16.8, None, None, 87.0,2023-12-04 01:00:00, None, None,49
45.0, -13.8, None, 0.28, 6.0, 100.3, -15.4, None, None, 88.0,2023-12-04 02:00:00, None, None,49
None, -14.4, None, 0.2, 0.0, 100.3, -16.3, None, None, 86.0,2023-12-04 03:00:00, None, None,49
67.5, -15.4, None, 0.1, 5.0, 100.4, -17.0, None, None, 88.0,2023-12-04 04:00:00, None, None,49
180.0, -16.8, None, 0.08, 1.0, 100.4, -18.6, None, None, 86.0,2023-12-04 05:00:00, None, None,49
315.0, -15.0, None, 0.03, 1.0, 100.4, -16.7, None, None, 86.0,2023-12-04 06:00:00, None, None,49
None, -13.6, None, -0.07, 0.0, 100.3, -15.2, None, None, 88.0,2023-12-04 07:00:00, None, None,49
292.5, -12.4, None, -0.16, 1.0, 100.2, -13.7, None, None, 90.0,2023-12-04 08:00:00, None, None,49
135.0, -10.4, None, -0.23, 2.0, 100.1, -11.5, None, None, 92.0,2023-12-04 09:00:00, None, None,49
22.5, -8.9, None, -0.19, 6.0, 100.0, -9.7, None, None, 94.0,2023-12-04 10:00:00, None, None,49
270.0, -8.7, None, -0.17, 3.0, 100.0, -9.9, None, None, 91.0,2023-12-04 11:00:00, None, None,49
225.0, -7.6, None, -0.2, 1.0, 99.9, -8.5, None, None, 93.0,2023-12-04 12:00:00, None, None,49
247.5, -6.9, None, -0.31, 3.0, 99.7, -7.8, None, None, 93.0,2023-12-04 13:00:00, None, None,49
247.5, -6.5, None, -0.42, 1.0, 99.5, -7.3, None, None, 94.0,2023-12-04 14:00:00, None, None,49
270.0, -6.1, None, -0.44, 2.0, 99.4, -7.1, None, -10.7, 93.0,2023-12-04 15:00:00, -21.0, 0.5,49
67.5, -5.2, None, -0.39, 5.0, 99.2, -5.8, None, None, 96.0,2023-12-04 16:00:00, None, None,49
0.0, -5.1, None, -0.32, 8.0, 99.2, -5.9, None, None, 95.0,2023-12-04 17:00:00, None, None,49
