station_observations
pcpn_amt_pst24hrs, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, cum_pcpn_amt, MIN_TEMP, ONE_DAY_SNOW, time, air_temp_1, SNOW_ON_THE_GROUND, snw_dpth, MAX_TEMP
None, None, None, 207.0, 1364.0, None, None, 2021-12-06 15:00:00, -9.6, None, 64.0, None
None, None, 1.0, 207.0, 1365.0, None, None, 2021-12-06 16:00:00, -10.0, None, 64.0, None
None, None, 1.0, 207.0, 1366.0, None, None, 2021-12-06 17:00:00, -10.1, None, 64.0, None
None, None, 0.0, 207.0, 1366.0, None, None, 2021-12-06 18:00:00, -10.1, None, 64.0, None
None, None, 2.0, 207.0, 1368.0, None, None, 2021-12-06 19:00:00, -10.4, None, 65.0, None
None, None, 4.0, 207.0, 1374.0, None, None, 2021-12-06 21:00:00, -12.0, None, 65.0, None
None, None, 2.0, 207.0, 1376.0, None, None, 2021-12-06 22:00:00, -12.3, None, 65.0, None
None, None, 2.0, 207.0, 1378.0, None, None, 2021-12-06 23:00:00, -12.1, None, 65.0, None
None, None, 4.0, 207.0, 1382.0, None, None, 2021-12-07 00:00:00, -11.9, None, 65.0, None
None, None, None, 207.0, 1379.0, None, None, 2021-12-07 01:00:00, -11.5, None, 64.0, None
None, None, None, 207.0, 1378.0, None, None, 2021-12-07 02:00:00, -11.1, None, 64.0, None
None, None, None, 207.0, 1377.0, None, None, 2021-12-07 03:00:00, -10.7, None, 65.0, None
None, None, None, 207.0, 1376.0, None, None, 2021-12-07 04:00:00, -10.3, None, 64.0, None
None, None, 3.0, 207.0, 1379.0, None, None, 2021-12-07 05:00:00, -10.1, None, 64.0, None
None, None, None, 207.0, 1376.0, None, None, 2021-12-07 06:00:00, -9.7, None, 64.0, None
None, None, None, 207.0, 1375.0, None, None, 2021-12-07 07:00:00, -9.4, None, 64.0, None
None, None, None, 207.0, 1369.0, None, None, 2021-12-07 08:00:00, -9.4, None, 65.0, None
None, None, None, 207.0, 1365.0, None, None, 2021-12-07 09:00:00, -9.0, None, 65.0, None
None, None, None, 207.0, 1359.0, None, None, 2021-12-07 10:00:00, -8.6, None, 65.0, None
None, None, None, 207.0, 1356.0, None, None, 2021-12-07 11:00:00, -8.3, None, 64.0, None
None, None, None, 207.0, 1354.0, None, None, 2021-12-07 12:00:00, -7.0, None, 62.0, None
None, None, 1.0, 207.0, 1355.0, None, None, 2021-12-07 13:00:00, -7.0, None, 64.0, None
None, None, None, 207.0, 1352.0, None, None, 2021-12-07 14:00:00, -6.9, None, 66.0, None
None, None, None, 207.0, 1351.0, None, None, 2021-12-07 15:00:00, -6.8, None, 66.0, None
None, None, 1.0, 207.0, 1352.0, None, None, 2021-12-07 16:00:00, -6.6, None, 66.0, None
None, None, 0.0, 207.0, 1352.0, None, None, 2021-12-07 17:00:00, -6.3, None, 66.0, None
None, None, 0.0, 207.0, 1352.0, None, None, 2021-12-07 18:00:00, -6.0, None, 66.0, None
None, None, None, 207.0, 1349.0, None, None, 2021-12-07 19:00:00, -5.8, None, 66.0, None
None, None, 1.0, 207.0, 1350.0, None, None, 2021-12-07 20:00:00, -5.8, None, 68.0, None
None, None, 1.0, 207.0, 1351.0, None, None, 2021-12-07 21:00:00, -5.5, None, 68.0, None
None, None, 2.0, 207.0, 1353.0, None, None, 2021-12-07 22:00:00, -5.1, None, 69.0, None
None, None, 0.0, 207.0, 1353.0, None, None, 2021-12-07 23:00:00, -4.0, None, 69.0, None
None, None, 0.0, 207.0, 1353.0, None, None, 2021-12-08 00:00:00, -3.5, None, 69.0, None
None, None, 1.0, 207.0, 1354.0, None, None, 2021-12-08 01:00:00, -3.0, None, 69.0, None
None, None, None, 207.0, 1352.0, None, None, 2021-12-08 02:00:00, -2.9, None, 68.0, None
None, None, None, 207.0, 1351.0, None, None, 2021-12-08 03:00:00, -2.2, None, 68.0, None
None, None, None, 207.0, 1350.0, None, None, 2021-12-08 04:00:00, -2.5, None, 62.0, None
None, None, 1.0, 207.0, 1351.0, None, None, 2021-12-08 05:00:00, -2.8, None, 73.0, None
None, None, 2.0, 207.0, 1353.0, None, None, 2021-12-08 06:00:00, -3.0, None, 75.0, None
None, None, 1.0, 207.0, 1354.0, None, None, 2021-12-08 07:00:00, -3.1, None, 74.0, None
None, None, 1.0, 207.0, 1355.0, None, None, 2021-12-08 08:00:00, -3.5, None, 76.0, None
None, None, 1.0, 207.0, 1356.0, None, None, 2021-12-08 09:00:00, -4.1, None, 76.0, None
None, None, 1.0, 207.0, 1357.0, None, None, 2021-12-08 10:00:00, -4.3, None, 76.0, None
0.0, None, None, 207.0, 1356.0, None, None, 2021-12-08 11:00:00, -1.9, None, 70.0, None
2.0, None, 0.0, 207.0, 1356.0, None, None, 2021-12-08 12:00:00, -1.5, None, 72.0, None
1.0, None, 0.0, 207.0, 1356.0, None, None, 2021-12-08 13:00:00, -1.9, None, 69.0, None
5.0, None, 1.0, 207.0, 1357.0, None, None, 2021-12-08 14:00:00, -4.6, None, 75.0, None
7.0, None, 1.0, 207.0, 1358.0, None, None, 2021-12-08 15:00:00, -5.0, None, 70.0, None
7.0, None, 1.0, 207.0, 1359.0, None, None, 2021-12-08 16:00:00, -6.2, None, 74.0, None
9.0, None, 2.0, 207.0, 1361.0, None, None, 2021-12-08 17:00:00, -6.8, None, 75.0, None
9.0, None, 0.0, 207.0, 1361.0, None, None, 2021-12-08 18:00:00, -6.8, None, 70.0, None
13.0, None, 1.0, 207.0, 1362.0, None, None, 2021-12-08 19:00:00, -6.9, None, 75.0, None
13.0, None, 1.0, 207.0, 1363.0, None, None, 2021-12-08 20:00:00, -7.1, None, 72.0, None
12.0, None, 0.0, 207.0, 1363.0, None, None, 2021-12-08 21:00:00, -7.0, None, 73.0, None
10.0, None, 0.0, 207.0, 1363.0, None, None, 2021-12-08 22:00:00, -7.2, None, 71.0, None
10.0, None, 0.0, 207.0, 1363.0, None, None, 2021-12-08 23:00:00, -7.2, None, 76.0, None
11.0, None, 1.0, 207.0, 1364.0, None, None, 2021-12-09 00:00:00, -7.2, None, 71.0, None
10.0, None, 0.0, 207.0, 1364.0, None, None, 2021-12-09 01:00:00, -7.2, None, 79.0, None
12.0, None, 0.0, 207.0, 1364.0, None, None, 2021-12-09 02:00:00, -7.1, None, 78.0, None
14.0, None, 1.0, 207.0, 1365.0, None, None, 2021-12-09 03:00:00, -7.0, None, 80.0, None
