station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
16.0, None, 689.0, None, -0.6, 194.0, None, None, 0.0, 586.0, None, 2021-01-01 00:00:00, None
16.0, None, 690.0, None, -0.3, 193.0, None, None, 1.0, 587.0, None, 2021-01-01 01:00:00, None
16.0, None, 691.0, None, -0.1, 191.0, None, None, 1.0, 589.0, None, 2021-01-01 02:00:00, None
16.0, None, 691.0, None, -0.4, 189.0, None, None, 0.0, 591.0, None, 2021-01-01 03:00:00, None
17.0, None, 692.0, None, -0.1, 198.0, None, None, 1.0, 594.0, None, 2021-01-01 04:00:00, None
28.0, None, 703.0, None, 0.3, 197.0, None, None, 11.0, 597.0, None, 2021-01-01 05:00:00, None
31.0, None, 706.0, None, 1.3, 195.0, None, None, 3.0, 600.0, None, 2021-01-01 06:00:00, None
35.0, None, 710.0, None, 2.1, 193.0, None, None, 4.0, 603.0, None, 2021-01-01 07:00:00, None
36.0, None, 711.0, None, 2.7, 190.0, None, None, 1.0, 606.0, None, 2021-01-01 08:00:00, None
37.0, None, 712.0, None, 2.8, 186.0, None, None, 1.0, 608.0, None, 2021-01-01 09:00:00, None
39.0, None, 714.0, None, 3.1, 186.0, None, None, 2.0, 610.0, None, 2021-01-01 10:00:00, None
44.0, None, 719.0, None, 3.2, 181.0, None, None, 5.0, 613.0, None, 2021-01-01 11:00:00, None
39.0, None, 714.0, None, 3.2, 179.0, None, None, None, 617.0, None, 2021-01-01 12:00:00, None
50.0, None, 726.0, None, 3.2, 178.0, None, None, 12.0, 621.0, None, 2021-01-01 13:00:00, None
59.0, None, 738.0, None, 2.5, 176.0, None, None, 12.0, 624.0, None, 2021-01-01 14:00:00, None
60.0, None, 744.0, None, 2.3, 174.0, None, None, 6.0, 626.0, None, 2021-01-01 15:00:00, None
66.0, None, 751.0, None, 1.4, 175.0, None, None, 7.0, 626.0, None, 2021-01-01 16:00:00, None
78.0, None, 764.0, None, 0.8, 175.0, None, None, 13.0, 625.0, None, 2021-01-01 17:00:00, None
75.0, None, 762.0, None, 1.2, 175.0, None, None, None, 626.0, None, 2021-01-01 18:00:00, None
81.0, None, 768.0, None, 0.9, 173.0, None, None, 6.0, 625.0, None, 2021-01-01 19:00:00, None
81.0, None, 769.0, None, 1.1, 175.0, None, None, 1.0, 626.0, None, 2021-01-01 20:00:00, None
77.0, None, 765.0, None, 1.2, 175.0, None, None, None, 626.0, None, 2021-01-01 21:00:00, None
85.0, None, 774.0, None, 1.1, 173.0, None, None, 9.0, 625.0, None, 2021-01-01 22:00:00, None
77.0, None, 766.0, None, 1.1, 173.0, None, None, None, 624.0, None, 2021-01-01 23:00:00, None
78.0, None, 767.0, None, 0.8, 170.0, None, None, 1.0, 624.0, None, 2021-01-02 00:00:00, None
71.0, None, 761.0, None, 1.0, 172.0, None, None, None, 624.0, None, 2021-01-02 01:00:00, None
65.0, None, 756.0, None, 1.0, 173.0, None, None, None, 624.0, None, 2021-01-02 02:00:00, None
67.0, None, 758.0, None, 1.2, 172.0, None, None, 2.0, 624.0, None, 2021-01-02 03:00:00, None
88.0, None, 780.0, None, 0.2, 171.0, None, None, 22.0, 624.0, None, 2021-01-02 04:00:00, None
68.0, None, 771.0, None, 0.0, 170.0, None, None, None, 624.0, None, 2021-01-02 05:00:00, None
69.0, None, 775.0, None, -0.1, 173.0, None, None, 4.0, 624.0, None, 2021-01-02 06:00:00, None
