AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
-1.7, 1.0, 0.0, 13.9, 1.856,2017-02-05 00:00:00, 259.0, None,95.0,6
-1.8, None, 0.0, 9.7, None,2017-02-05 00:15:00, 245.0, None,94.0,6
-2.0, None, 0.0, 9.6, None,2017-02-05 00:30:00, 270.0, None,94.0,6
-2.2, None, 0.0, 7.7, None,2017-02-05 00:45:00, 235.0, None,94.0,6
-2.1, 1.0, 0.0, 6.4, 1.856,2017-02-05 01:00:00, 223.0, None,95.0,6
-2.0, None, 0.0, 11.4, None,2017-02-05 01:15:00, 249.0, None,94.0,6
-2.1, None, 0.0, 10.5, None,2017-02-05 01:30:00, 259.0, None,94.0,6
-2.2, None, 0.0, 7.2, None,2017-02-05 01:45:00, 237.0, None,94.0,6
-2.1, 0.0, 0.0, 6.7, 1.856,2017-02-05 02:00:00, 218.0, None,94.0,6
-2.2, None, 0.0, 4.7, None,2017-02-05 02:15:00, 77.0, None,95.0,6
-2.2, None, 0.0, 5.2, None,2017-02-05 02:30:00, 272.0, None,95.0,6
-2.2, None, 0.0, 6.8, None,2017-02-05 02:45:00, 313.0, None,96.0,6
-2.1, 0.0, 0.0, 5.6, 1.856,2017-02-05 03:00:00, 69.0, None,96.0,6
-2.1, None, 0.0, 6.5, None,2017-02-05 03:15:00, 37.0, None,96.0,6
-2.2, None, 0.0, 6.1, None,2017-02-05 03:30:00, 62.0, None,97.0,6
-2.2, None, 0.0, 5.8, None,2017-02-05 03:45:00, 65.0, None,97.0,6
-2.1, 0.0, 0.0, 11.1, 1.856,2017-02-05 04:00:00, 242.0, None,95.0,6
-2.2, None, 0.0, 8.0, None,2017-02-05 04:15:00, 225.0, None,94.0,6
-2.5, None, 0.0, 3.8, None,2017-02-05 04:30:00, 2.0, None,95.0,6
-2.4, None, 0.0, 4.8, None,2017-02-05 04:45:00, 55.0, None,96.0,6
-2.3, 1.0, 0.0, 5.6, 1.856,2017-02-05 05:00:00, 46.0, None,97.0,6
-2.2, None, 0.0, 6.7, None,2017-02-05 05:15:00, 36.0, None,97.0,6
-2.2, None, 0.0, 8.1, None,2017-02-05 05:30:00, 297.0, None,96.0,6
-2.3, None, 0.0, 7.0, None,2017-02-05 05:45:00, 298.0, None,96.0,6
-2.5, 0.0, 0.0, 2.8, 1.856,2017-02-05 06:00:00, 276.0, None,96.0,6
-2.8, None, 0.0, 2.9, None,2017-02-05 06:15:00, 310.0, None,96.0,6
-2.9, None, 0.0, 4.3, None,2017-02-05 06:30:00, 78.0, None,96.0,6
-2.7, None, 0.0, 7.9, None,2017-02-05 06:45:00, 289.0, None,96.0,6
-2.5, 0.0, 0.0, 8.3, 1.856,2017-02-05 07:00:00, 268.0, None,97.0,6
-2.5, None, 0.0, 9.7, None,2017-02-05 07:15:00, 277.0, None,97.0,6
-2.4, None, 0.0, 1.0, None,2017-02-05 07:30:00, 360.0, None,97.0,6
-2.4, None, 0.0, 2.5, None,2017-02-05 07:45:00, 51.0, None,97.0,6
-2.4, 2.0, 0.0, 4.6, 1.856,2017-02-05 08:00:00, 78.0, None,97.0,6
-2.4, None, 0.0, 2.8, None,2017-02-05 08:15:00, 340.0, None,97.0,6
-2.3, None, 0.0, 5.3, None,2017-02-05 08:30:00, 267.0, None,96.0,6
-2.0, None, 0.0, 11.2, None,2017-02-05 08:45:00, 261.0, None,95.0,6
-1.9, -1.0, 0.0, 10.7, 1.856,2017-02-05 09:00:00, 264.0, None,95.0,6
-1.8, None, 0.0, 10.2, None,2017-02-05 09:15:00, 272.0, None,95.0,6
-1.4, None, 0.0, 3.9, None,2017-02-05 09:30:00, 285.0, None,94.0,6
-1.2, None, 0.0, 3.8, None,2017-02-05 09:45:00, 34.0, None,95.0,6
-0.9, 0.0, 0.0, 3.6, 1.856,2017-02-05 10:00:00, 83.0, None,96.0,6
-0.5, None, 0.0, 5.3, None,2017-02-05 10:15:00, 65.0, None,95.0,6
-0.1, None, 0.0, 2.0, None,2017-02-05 10:30:00, 59.0, None,95.0,6
-0.4, None, 0.0, 6.3, None,2017-02-05 10:45:00, 95.0, None,95.0,6
-0.7, 1.0, 0.26, 8.2, 1.856,2017-02-05 11:00:00, 96.0, None,95.0,6
-1.1, None, 0.0, 9.3, None,2017-02-05 11:15:00, 107.0, None,96.0,6
-1.3, None, 0.0, 7.5, None,2017-02-05 11:30:00, 108.0, None,96.0,6
-1.2, None, 0.0, 7.2, None,2017-02-05 11:45:00, 89.0, None,97.0,6
-1.1, -1.0, 0.0, 6.4, 1.856,2017-02-05 12:00:00, 91.0, None,97.0,6
-1.0, None, 0.0, 7.8, None,2017-02-05 12:15:00, 87.0, None,97.0,6
-0.8, None, 0.0, 9.0, None,2017-02-05 12:30:00, 92.0, None,97.0,6
-0.9, None, 0.0, 9.6, None,2017-02-05 12:45:00, 87.0, None,97.0,6
-0.7, 0.0, 0.0, 10.6, 1.856,2017-02-05 13:00:00, 94.0, None,97.0,6
-0.6, None, 0.0, 8.2, None,2017-02-05 13:15:00, 83.0, None,97.0,6
-0.4, None, 0.0, 6.3, None,2017-02-05 13:30:00, 81.0, None,97.0,6
-0.8, None, 0.0, 9.6, None,2017-02-05 13:45:00, 85.0, None,97.0,6
-1.5, 3.0, 0.0, 15.0, 1.856,2017-02-05 14:00:00, 95.0, None,97.0,6
-1.7, None, 0.0, 12.3, None,2017-02-05 14:15:00, 90.0, None,97.0,6
-1.7, None, 0.0, 11.4, None,2017-02-05 14:30:00, 94.0, None,97.0,6
-1.6, None, 0.0, 9.4, None,2017-02-05 14:45:00, 86.0, None,97.0,6
-1.6, 1.0, 0.0, 9.9, 1.856,2017-02-05 15:00:00, 82.0, None,97.0,6
-1.5, None, 0.0, 7.4, None,2017-02-05 15:15:00, 74.0, None,97.0,6
-1.5, None, 0.0, 8.2, None,2017-02-05 15:30:00, 80.0, None,97.0,6
-1.6, None, 0.0, 7.2, None,2017-02-05 15:45:00, 70.0, None,97.0,6
-1.9, 1.0, 0.0, 9.3, 1.856,2017-02-05 16:00:00, 88.0, None,97.0,6
-2.2, None, 0.0, 11.8, None,2017-02-05 16:15:00, 74.0, None,97.0,6
-2.4, None, 0.0, 10.8, None,2017-02-05 16:30:00, 90.0, None,97.0,6
-2.5, None, 0.0, 10.3, None,2017-02-05 16:45:00, 72.0, None,97.0,6
-2.8, 0.0, 0.0, 12.3, 1.856,2017-02-05 17:00:00, 83.0, None,97.0,6
-2.9, None, 0.0, 11.7, None,2017-02-05 17:15:00, 91.0, None,97.0,6
-3.0, None, 0.0, 12.6, None,2017-02-05 17:30:00, 93.0, None,97.0,6
-3.0, None, 0.0, 12.6, None,2017-02-05 17:45:00, 86.0, None,97.0,6
-3.2, 1.0, 0.0, 12.7, 1.856,2017-02-05 18:00:00, 78.0, None,97.0,6
-3.3, None, 0.0, 14.7, None,2017-02-05 18:15:00, 94.0, None,96.0,6
-3.5, None, 0.0, 14.2, None,2017-02-05 18:30:00, 90.0, None,96.0,6
-3.7, None, 0.0, 15.7, None,2017-02-05 18:45:00, 91.0, None,96.0,6
-3.8, 1.0, 0.0, 15.3, 1.856,2017-02-05 19:00:00, 81.0, None,96.0,6
-3.9, None, 0.0, 16.6, None,2017-02-05 19:15:00, 82.0, None,96.0,6
-3.9, None, 0.0, 17.9, None,2017-02-05 19:30:00, 85.0, None,96.0,6
-3.9, None, 0.0, 18.6, None,2017-02-05 19:45:00, 82.0, None,96.0,6
-4.0, 0.0, 0.0, 21.4, 1.856,2017-02-05 20:00:00, 82.0, None,96.0,6
-4.2, None, 0.0, 24.8, None,2017-02-05 20:15:00, 92.0, None,96.0,6
-4.4, None, 0.0, 23.1, None,2017-02-05 20:30:00, 87.0, None,95.0,6
-4.5, None, 0.0, 20.3, None,2017-02-05 20:45:00, 84.0, None,95.0,6
-4.7, 0.0, 0.0, 22.3, 1.856,2017-02-05 21:00:00, 87.0, None,95.0,6
-4.7, None, 0.0, 18.8, None,2017-02-05 21:15:00, 79.0, None,95.0,6
-4.8, None, 0.0, 18.3, None,2017-02-05 21:30:00, 86.0, None,95.0,6
-4.9, None, 0.0, 19.5, None,2017-02-05 21:45:00, 86.0, None,94.0,6
-5.1, 0.0, 0.0, 20.9, 1.856,2017-02-05 22:00:00, 91.0, None,94.0,6
-5.0, None, 0.0, 14.2, None,2017-02-05 22:15:00, 84.0, None,95.0,6
-4.8, None, 0.0, 15.4, None,2017-02-05 22:30:00, 68.0, None,95.0,6
-4.9, None, 0.0, 14.5, None,2017-02-05 22:45:00, 74.0, None,95.0,6
-4.9, 0.0, 0.0, 16.0, 1.856,2017-02-05 23:00:00, 78.0, None,95.0,6
