RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
80.1, None, None, None, 2.94, 58.67,-5.0,-2.4, -5.0, 983.0, None, None, None,30.0, None, 29.75, None, None, -1.961, None,-1.3, None, None, 64.62, None,-2.0, 1028.6,0.2,0.0,80.0,2022-01-29 00:00:00,983.0,5
81.7, None, None, None, 0.714, 147.0,-5.0,-2.5, -5.0, 982.0, None, None, None,30.0, None, 29.61, None, None, -2.424, None,-1.3, None, None, 49.41, None,-2.4, 1027.6,0.0,0.0,82.0,2022-01-29 01:00:00,982.0,5
82.0, None, None, None, 0.422, 155.0,-5.0,-2.8, -5.0, 982.0, None, None, None,30.0, None, 29.69, None, None, -2.572, None,-1.3, None, None, 31.73, None,-2.6, 1027.6,0.0,0.0,82.0,2022-01-29 02:00:00,982.0,5
82.5, None, None, None, 0.221, 134.3,-5.0,-2.8, -5.0, 982.0, None, None, None,30.0, None, 29.66, None, None, -2.558, None,-1.3, None, None, 51.83, None,-2.6, 1027.6,0.0,0.0,83.0,2022-01-29 03:00:00,982.0,5
82.2, None, None, None, 0.236, 146.9,-5.0,-2.8, -5.0, 981.0, None, None, None,30.0, None, 29.66, None, None, -2.62, None,-1.3, None, None, 42.74, None,-2.6, 1026.5,0.0,0.0,82.0,2022-01-29 04:00:00,981.0,5
, None, None, None, None, None,-4.0,-2.9, None, None, None, None, None,30.0, None, None, None, None, None, None,-0.9, None, None, None, None,-0.9, 1026.5,0.1,0.0,76.0,2022-01-29 11:00:00,981.0,5
73.07, None, None, None, 3.981, 10.02,-4.0,-2.9, -4.0, 981.0, None, None, None,30.0, None, 29.93, None, None, -0.51, None,-0.5, None, None, 56.6, None,-0.5, 1026.5,0.1,0.0,73.0,2022-01-29 12:00:00,981.0,5
70.96, None, None, None, 4.317, 2.315,-4.0,-2.9, -4.0, 980.0, None, None, None,30.0, None, 29.91, None, None, -0.12, None,-0.1, None, None, 56.43, None,-0.1, 1025.5,-0.1,0.0,71.0,2022-01-29 13:00:00,980.0,5
68.73, None, None, None, 5.474, 5.309,-5.0,-2.9, -5.0, 979.0, None, None, None,30.0, None, 29.94, None, None, -0.069, None,0.0, None, None, 59.05, None,-0.1, 1024.4,0.2,0.0,69.0,2022-01-29 14:00:00,979.0,5
70.14, None, None, None, 5.536, 14.06,-4.0,-2.9, -4.0, 979.0, None, None, None,30.0, None, 29.93, None, None, -0.074, None,0.0, None, None, 46.18, None,-0.1, 1024.4,0.0,0.0,70.0,2022-01-29 15:00:00,979.0,5
69.93, None, None, None, 5.923, 10.83,-4.0,-2.9, -4.0, 979.0, None, None, None,30.0, None, 30.0, None, None, -0.074, None,0.0, None, None, 46.6, None,-0.1, 1024.4,0.2,0.0,70.0,2022-01-29 16:00:00,979.0,5
71.28, None, None, None, 6.015, 16.1,-4.0,-2.9, -4.0, 978.0, None, None, None,30.0, None, 30.02, None, None, -0.087, None,0.0, None, None, 49.17, None,-0.1, None,-0.1,0.0,71.0,2022-01-29 17:00:00,978.0,5
70.72, None, None, None, 4.082, 42.39,-4.0,-2.9, -4.0, 979.0, None, None, None,30.0, None, 30.12, None, None, -0.092, None,0.0, None, None, 57.1, None,-0.1, None,0.0,0.0,71.0,2022-01-29 18:00:00,979.0,5
71.44, None, None, None, 2.867, 53.83,-4.0,-0.3, -4.0, 978.0, None, None, None,30.0, None, 29.95, None, None, -0.189, None,-0.1, None, None, 65.07, None,-0.2, None,0.1,0.0,71.0,2022-01-29 19:00:00,978.0,5
74.94, None, None, None, 3.594, 47.11,-4.0,-0.4, -4.0, 978.0, None, None, None,30.0, None, 29.92, None, None, -0.304, None,-0.1, None, None, 58.64, None,-0.3, None,0.0,0.0,75.0,2022-01-29 20:00:00,978.0,5
77.87, None, None, None, 3.39, 33.09,-4.0,-0.6, -4.0, 978.0, None, None, None,30.0, None, 29.85, None, None, -0.643, None,-0.1, None, None, 48.02, None,-0.6, None,0.1,0.0,78.0,2022-01-29 21:00:00,978.0,5
83.4, None, None, None, 0.529, 89.5,-3.0,-1.1, -3.0, 978.0, None, None, None,30.0, None, 29.56, None, None, -1.093, None,-0.1, None, None, 68.14, None,-1.1, None,0.1,0.0,83.0,2022-01-29 22:00:00,978.0,5
88.7, None, None, None, 0.417, 80.9,-3.0,-1.4, -3.0, 977.0, None, None, None,30.0, None, 29.96, None, None, -1.409, None,-0.1, None, None, 61.28, None,-1.4, 1022.3,0.4,1.0,89.0,2022-01-29 23:00:00,977.0,5
90.6, None, None, None, 0.171, 105.1,-3.0,-1.6, -3.0, 977.0, None, None, None,30.0, None, 30.38, None, None, -1.559, None,-0.1, None, None, 49.78, None,-1.6, 1022.3,0.5,1.0,91.0,2022-01-30 00:00:00,977.0,5
91.7, None, None, None, 0.0, 152.2,-3.0,-1.7, -3.0, 977.0, None, None, None,31.0, None, 31.03, None, None, -1.635, None,-0.1, None, None, 72.17, None,-1.6, 1022.3,0.5,1.0,92.0,2022-01-30 01:00:00,977.0,5
92.4, None, None, None, 0.0, 8.21,-3.0,-1.7, -3.0, 976.0, None, None, None,29.0, None, 29.36, None, None, -1.653, None,-0.1, None, None, 40.23, None,-1.7, 1021.2,0.9,-2.0,92.0,2022-01-30 02:00:00,976.0,5
92.8, None, None, None, 0.0, 115.8,-3.0,-1.7, -3.0, 976.0, None, None, None,32.0, None, 31.74, None, None, -1.701, None,-0.1, None, None, 48.04, None,-1.7, 1021.2,0.8,3.0,93.0,2022-01-30 03:00:00,976.0,5
93.4, None, None, None, 0.0, 108.7,-3.0,-1.8, -3.0, 975.0, None, None, None,33.0, None, 32.99, None, None, -1.749, None,-0.1, None, None, 42.96, None,-1.7, 1020.2,0.4,2.0,93.0,2022-01-30 04:00:00,975.0,5
93.6, None, None, None, 0.0, 133.6,-3.0,-1.9, -3.0, 975.0, None, None, None,33.0, None, 33.24, None, None, -1.855, None,-0.1, None, None, 37.25, None,-1.9, 1020.2,0.0,0.0,94.0,2022-01-30 05:00:00,975.0,5
93.1, None, None, None, 0.171, 119.8,-3.0,-1.9, -3.0, 974.0, None, None, None,33.0, None, 33.18, None, None, -1.795, None,-0.1, None, None, 51.76, None,-1.8, 1019.2,0.0,0.0,93.0,2022-01-30 06:00:00,974.0,5
92.9, None, None, None, 0.028, 150.8,-3.0,-1.8, -3.0, 974.0, None, None, None,33.0, None, 33.11, None, None, -1.791, None,-1.8, None, None, 36.81, None,-1.8, 1019.2,0.0,0.0,93.0,2022-01-30 07:00:00,974.0,5
93.0, None, None, None, 0.0, 130.5,-3.0,-1.8, -3.0, 973.0, None, None, None,33.0, None, 33.17, None, None, -1.746, None,-1.7, None, None, 42.87, None,-1.7, 1018.1,-0.1,0.0,93.0,2022-01-30 08:00:00,973.0,5
92.8, None, None, None, 0.0, 148.0,-2.0,-1.8, -2.0, 973.0, None, None, None,33.0, None, 33.39, None, None, -1.554, None,-1.5, None, None, 38.28, None,-1.6, 1018.1,0.0,0.0,93.0,2022-01-30 09:00:00,973.0,5
90.4, None, None, None, 0.152, 112.8,-2.0,-1.8, -2.0, 973.0, None, None, None,33.0, None, 33.44, None, None, -1.075, None,-1.0, None, None, 62.89, None,-1.1, 1018.1,0.0,0.0,90.0,2022-01-30 10:00:00,973.0,5
85.5, None, None, None, 0.085, 67.7,-2.0,-1.8, -2.0, 972.0, None, None, None,33.0, None, 33.42, None, None, -0.274, None,-0.3, None, None, 69.31, None,-0.3, 1017.1,0.0,0.0,86.0,2022-01-30 11:00:00,972.0,5
80.8, None, None, None, 2.681, 358.5,-3.0,-1.8, -3.0, 970.0, None, None, None,34.0, None, 33.51, None, None, 0.031, None,0.4, None, None, 68.97, None,0.0, 1015.0,0.1,0.0,81.0,2022-01-30 12:00:00,970.0,5
81.0, None, None, None, 2.921, 32.67,-3.0,-1.8, -3.0, 969.0, None, None, None,33.0, None, 33.15, None, None, 0.023, None,0.4, None, None, 60.93, None,0.0, 1013.9,0.1,0.0,81.0,2022-01-30 13:00:00,969.0,5
79.12, None, None, None, 4.792, 16.74,-3.0,-1.8, -3.0, 967.0, None, None, None,33.0, None, 33.2, None, None, 0.209, None,0.4, None, None, 53.78, None,0.2, 1011.8,0.0,0.0,79.0,2022-01-30 14:00:00,967.0,5
81.5, None, None, None, 8.47, 17.28,-3.0,-1.8, -3.0, 966.0, None, None, None,33.0, None, 33.07, None, None, 0.066, None,0.4, None, None, 35.96, None,0.1, 1010.8,-0.1,0.0,82.0,2022-01-30 15:00:00,966.0,5
82.5, None, None, None, 10.46, 10.75,-2.0,-1.8, -2.0, 964.0, None, None, None,33.0, None, 33.31, None, None, -0.101, None,0.4, None, None, 32.99, None,-0.1, 1008.7,0.0,0.0,83.0,2022-01-30 16:00:00,964.0,5
80.2, None, None, None, 9.13, 16.21,-3.0,-1.8, -3.0, 963.0, None, None, None,33.0, None, 33.34, None, None, 0.035, None,0.4, None, None, 35.19, None,0.0, 1007.7,0.1,0.0,80.0,2022-01-30 17:00:00,963.0,5
83.9, None, None, None, 2.635, 51.69,-2.0,-1.8, -2.0, 962.0, None, None, None,33.0, None, 33.19, None, None, -0.173, None,0.4, None, None, 57.68, None,-0.2, 1006.6,0.1,0.0,84.0,2022-01-30 18:00:00,962.0,5
85.9, None, None, None, 0.631, 94.6,-2.0,-0.4, -2.0, 961.0, None, None, None,33.0, None, 32.98, None, None, -0.266, None,-0.2, None, None, 64.72, None,-0.3, 1005.6,0.1,0.0,86.0,2022-01-30 19:00:00,961.0,5
88.8, None, None, None, 0.172, 97.4,-2.0,-0.6, -2.0, 961.0, None, None, None,31.0, None, 30.79, None, None, -0.63, None,-0.2, None, None, 71.49, None,-0.6, 1005.6,0.5,-2.0,89.0,2022-01-30 20:00:00,961.0,5
91.0, None, None, None, 0.0, 140.2,-2.0,-0.8, -2.0, 960.0, None, None, None,30.0, None, 30.13, None, None, -0.764, None,-0.2, None, None, 61.71, None,-0.8, 1004.5,0.4,-1.0,91.0,2022-01-30 21:00:00,960.0,5
92.4, None, None, None, 0.0, 172.4,-2.0,-0.8, -2.0, 959.0, None, None, None,33.0, None, 33.18, None, None, -0.789, None,-0.2, None, None, 59.39, None,-0.8, 1003.5,0.2,4.0,92.0,2022-01-30 22:00:00,959.0,5
93.1, None, None, None, 0.0, 157.4,-2.0,-0.8, -2.0, 959.0, None, None, None,35.0, None, 35.09, None, None, -0.731, None,-0.2, None, None, 14.93, None,-0.7, 1003.4,0.6,2.0,93.0,2022-01-30 23:00:00,959.0,5
93.3, None, None, None, 0.0, 344.0,-2.0,-0.8, -2.0, 960.0, None, None, None,36.0, None, 35.64, None, None, -0.739, None,-0.2, None, None, 65.4, None,-0.7, 1004.4,1.6,1.0,93.0,2022-01-31 00:00:00,960.0,5
94.0, None, None, None, 0.0, 268.2,-1.0,-0.8, -1.0, 961.0, None, None, None,36.0, None, 35.95, None, None, -0.617, None,-0.2, None, None, 68.36, None,-0.6, 1005.5,0.4,1.0,94.0,2022-01-31 01:00:00,961.0,5
94.0, None, None, None, 0.952, 227.7,-1.0,-0.8, -1.0, 962.0, None, None, None,36.0, None, 35.5, None, None, -0.348, None,-0.2, None, None, 46.89, None,-0.3, 1006.5,0.0,0.0,94.0,2022-01-31 02:00:00,962.0,5
93.7, None, None, None, 2.83, 212.5,-1.0,-0.8, -1.0, 964.0, None, None, None,35.0, None, 34.78, None, None, 0.341, None,0.3, None, None, 46.56, None,0.3, 1008.6,0.0,-1.0,94.0,2022-01-31 03:00:00,964.0,5
89.4, None, None, None, 2.989, 172.7,-1.0,-0.8, -1.0, 965.0, None, None, None,34.0, None, 34.1, None, None, 0.124, None,0.4, None, None, 49.39, None,0.1, 1009.6,0.0,-1.0,89.0,2022-01-31 04:00:00,965.0,5
88.8, None, None, None, 3.614, 177.6,-2.0,-0.8, -2.0, 967.0, None, None, None,34.0, None, 33.84, None, None, -0.495, None,0.4, None, None, 44.25, None,-0.5, 1011.8,0.0,0.0,89.0,2022-01-31 05:00:00,967.0,5
90.5, None, None, None, 0.987, 182.5,-2.0,-1.2, -2.0, 968.0, None, None, None,34.0, None, 33.67, None, None, -1.216, None,0.4, None, None, 40.81, None,-1.2, 1012.9,-0.1,0.0,91.0,2022-01-31 06:00:00,968.0,5
88.5, None, None, None, 1.511, 185.7,-2.0,-1.2, -2.0, 969.0, None, None, None,34.0, None, 33.9, None, None, -0.994, None,-0.9, None, None, 43.72, None,-1.0, 1013.9,0.0,0.0,89.0,2022-01-31 07:00:00,969.0,5
81.9, None, None, None, 1.705, 184.4,-3.0,-1.2, -3.0, 971.0, None, None, None,34.0, None, 34.27, None, None, -0.766, None,-0.7, None, None, 43.51, None,-0.8, 1016.0,0.0,1.0,82.0,2022-01-31 08:00:00,971.0,5
75.12, None, None, None, 2.431, 182.5,-3.0,-1.2, -3.0, 972.0, None, None, None,35.0, None, 35.38, None, None, -0.031, None,0.1, None, None, 55.43, None,0.0, 1017.0,0.0,2.0,75.0,2022-01-31 09:00:00,972.0,5
72.82, None, None, None, 1.804, 206.7,-4.0,-1.2, -4.0, 973.0, None, None, None,37.0, None, 36.86, None, None, -0.308, None,0.1, None, None, 49.59, None,-0.3, 1018.1,0.1,2.0,73.0,2022-01-31 10:00:00,973.0,5
73.92, None, None, None, 2.534, 219.1,-4.0,-1.2, -4.0, 973.0, None, None, None,36.0, None, 36.26, None, None, -0.244, None,0.1, None, None, 50.88, None,-0.2, 1018.1,-0.1,-1.0,74.0,2022-01-31 11:00:00,973.0,5
65.82, None, None, None, 2.21, 240.3,-4.0,-1.2, -4.0, 974.0, None, None, None,36.0, None, 36.29, None, None, 1.342, None,1.5, None, None, 55.65, None,1.3, 1019.0,0.1,0.0,66.0,2022-01-31 12:00:00,974.0,5
68.02, None, None, None, 1.666, 211.7,-4.0,-1.2, -4.0, 974.0, None, None, None,36.0, None, 36.17, None, None, 0.902, None,1.5, None, None, 37.49, None,0.9, 1019.0,0.1,0.0,68.0,2022-01-31 13:00:00,974.0,5
63.79, None, None, None, 2.298, 190.7,-5.0,-1.2, -5.0, 975.0, None, None, None,37.0, None, 37.18, None, None, 1.327, None,1.5, None, None, 47.33, None,1.3, 1020.1,0.0,2.0,64.0,2022-01-31 14:00:00,975.0,5
59.22, None, None, None, 1.746, 155.7,-5.0,-1.2, -5.0, 975.0, None, None, None,36.0, None, 36.26, None, None, 2.038, None,2.1, None, None, 33.26, None,2.0, 1020.0,0.0,-1.0,59.0,2022-01-31 15:00:00,975.0,5
64.6, None, None, None, 0.535, 156.6,-5.0,-1.2, -5.0, 975.0, None, None, None,36.0, None, 35.8, None, None, 1.574, None,2.5, None, None, 37.19, None,1.6, 1020.0,0.1,0.0,65.0,2022-01-31 16:00:00,975.0,5
67.79, None, None, None, 0.095, 164.5,-5.0,-1.2, -5.0, 976.0, None, None, None,36.0, None, 35.56, None, None, -0.026, None,2.5, None, None, 19.12, None,0.0, 1021.2,0.0,0.0,68.0,2022-01-31 17:00:00,976.0,5
76.35, None, None, None, 0.0, 135.7,-5.0,-1.5, -5.0, 976.0, None, None, None,35.0, None, 34.84, None, None, -1.516, None,2.5, None, None, 56.16, None,-1.5, 1021.3,-0.1,-1.0,76.0,2022-01-31 18:00:00,976.0,5
78.47, None, None, None, 0.183, 98.0,-4.0,-2.0, -4.0, 976.0, None, None, None,35.0, None, 34.84, None, None, -1.603, None,-1.2, None, None, 73.92, None,-1.6, 1021.3,-0.1,0.0,78.0,2022-01-31 19:00:00,976.0,5
80.2, None, None, None, 0.039, 342.9,-4.0,-2.0, -4.0, 976.0, None, None, None,35.0, None, 35.05, None, None, -1.205, None,-1.2, None, None, 36.15, None,-1.2, 1021.3,-0.1,0.0,80.0,2022-01-31 20:00:00,976.0,5
82.8, None, None, None, 0.207, 106.5,-3.0,-2.0, -3.0, 977.0, None, None, None,35.0, None, 35.25, None, None, -1.257, None,-0.8, None, None, 64.22, None,-1.3, 1022.3,0.0,0.0,83.0,2022-01-31 21:00:00,977.0,5
88.4, None, None, None, 0.034, 5.456,-4.0,-2.1, -4.0, 976.0, None, None, None,35.0, None, 34.55, None, None, -2.076, None,-0.8, None, None, 27.89, None,-2.1, 1021.3,0.5,-1.0,88.0,2022-01-31 22:00:00,976.0,5
90.7, None, None, None, 0.0, 3.306,-3.0,-2.3, -3.0, 977.0, None, None, None,34.0, None, 33.88, None, None, -2.17, None,-0.8, None, None, 3.96, None,-2.2, 1022.3,-0.1,-1.0,91.0,2022-01-31 23:00:00,977.0,5
91.9, None, None, None, 0.0, 358.5,-3.0,-2.3, -3.0, 977.0, None, None, None,33.0, None, 33.31, None, None, -2.197, None,-0.8, None, None, 20.03, None,-2.2, 1022.2,0.0,-1.0,92.0,2022-02-01 00:00:00,977.0,5
92.8, None, None, None, 0.013, 293.8,-3.0,-2.4, -3.0, 976.0, None, None, None,36.0, None, 35.59, None, None, -2.376, None,-0.8, None, None, 64.14, None,-2.4, 1021.2,0.0,3.0,93.0,2022-02-01 01:00:00,976.0,5
92.4, None, None, None, 0.361, 229.3,-4.0,-2.6, -4.0, 977.0, None, None, None,36.0, None, 36.17, None, None, -2.594, None,-0.8, None, None, 56.53, None,-2.6, 1022.3,0.0,1.0,92.0,2022-02-01 02:00:00,977.0,5
92.1, None, None, None, 0.491, 219.4,-3.0,-2.9, -3.0, 977.0, None, None, None,36.0, None, 35.96, None, None, -2.521, None,-0.8, None, None, 37.41, None,-2.5, 1022.2,0.0,0.0,92.0,2022-02-01 03:00:00,977.0,5
90.4, None, None, None, 0.505, 199.0,-3.0,-2.9, -3.0, 977.0, None, None, None,36.0, None, 36.21, None, None, -2.19, None,-0.8, None, None, 52.49, None,-2.2, 1022.2,0.0,1.0,90.0,2022-02-01 04:00:00,977.0,5
89.4, None, None, None, 0.301, 204.8,-4.0,-2.9, -4.0, 977.0, None, None, None,36.0, None, 35.84, None, None, -2.401, None,-0.8, None, None, 40.36, None,-2.4, 1022.3,0.0,0.0,89.0,2022-02-01 05:00:00,977.0,5
88.1, None, None, None, 0.497, 220.3,-4.0,-2.9, -4.0, 977.0, None, None, None,36.0, None, 35.58, None, None, -2.718, None,-0.8, None, None, 47.79, None,-2.7, 1022.4,0.0,0.0,88.0,2022-02-01 06:00:00,977.0,5
86.4, None, None, None, 0.426, 209.5,-5.0,-2.9, -5.0, 977.0, None, None, None,36.0, None, 35.83, None, None, -2.882, None,-2.4, None, None, 39.61, None,-2.9, 1022.4,0.0,1.0,86.0,2022-02-01 07:00:00,977.0,5
82.5, None, None, None, 3.205, 225.1,-5.0,-3.4, -5.0, 977.0, None, None, None,36.0, None, 35.62, None, None, -2.521, None,-2.4, None, None, 40.33, None,-2.5, 1022.4,0.1,0.0,83.0,2022-02-01 08:00:00,977.0,5
75.7, None, None, None, 1.901, 221.7,-5.0,-3.4, -5.0, 978.0, None, None, None,36.0, None, 35.68, None, None, -1.633, None,-1.2, None, None, 51.46, None,-1.6, 1023.4,-0.1,0.0,76.0,2022-02-01 09:00:00,978.0,5
71.95, None, None, None, 1.749, 216.4,-6.0,-3.4, -6.0, 978.0, None, None, None,36.0, None, 35.91, None, None, -1.7, None,-1.2, None, None, 56.14, None,-1.7, 1023.4,-0.1,0.0,72.0,2022-02-01 10:00:00,978.0,5
48.43, None, None, None, 3.114, 146.0,-10.0,-3.4, -10.0, 978.0, None, None, None,36.0, None, 35.8, None, None, 0.235, None,0.4, None, None, 47.8, None,0.2, 1023.4,0.0,0.0,48.0,2022-02-01 11:00:00,978.0,5
43.92, None, None, None, 3.545, 164.3,-10.0,-3.4, -10.0, 978.0, None, None, None,36.0, None, 35.9, None, None, -0.083, None,0.6, None, None, 60.83, None,-0.1, 1023.4,0.1,0.0,44.0,2022-02-01 12:00:00,978.0,5
46.65, None, None, None, 3.836, 126.8,-9.0,-3.4, -9.0, 978.0, None, None, None,36.0, None, 35.85, None, None, -0.691, None,0.6, None, None, 63.91, None,-0.7, 1023.4,0.1,0.0,47.0,2022-02-01 13:00:00,978.0,5
39.54, None, None, None, 3.635, 91.3,-12.0,-3.4, -12.0, 978.0, None, None, None,36.0, None, 35.77, None, None, 0.151, None,0.9, None, None, 63.01, None,0.2, 1023.4,0.0,0.0,40.0,2022-02-01 14:00:00,978.0,5
33.92, None, None, None, 4.686, 108.3,-14.0,-3.4, -14.0, 979.0, None, None, None,36.0, None, 35.78, None, None, 0.395, None,0.9, None, None, 65.31, None,0.4, 1024.4,-0.1,0.0,34.0,2022-02-01 15:00:00,979.0,5
31.04, None, None, None, 4.078, 115.4,-13.0,-3.4, -13.0, 980.0, None, None, None,36.0, None, 35.88, None, None, -0.268, None,0.9, None, None, 67.03, None,-0.3, 1025.5,0.1,0.0,31.0,2022-02-01 16:00:00,980.0,5
36.13, None, None, None, 4.753, 137.8,-13.0,-3.4, -13.0, 980.0, None, None, None,36.0, None, 36.26, None, None, -1.696, None,0.9, None, None, 59.04, None,-1.7, 1025.6,0.0,1.0,36.0,2022-02-01 17:00:00,980.0,5
33.56, None, None, None, 2.577, 152.5,-15.0,-3.4, -15.0, 981.0, None, None, None,36.0, None, 36.36, None, None, -2.199, None,0.9, None, None, 54.01, None,-2.2, 1026.6,0.1,0.0,34.0,2022-02-01 18:00:00,981.0,5
54.25, None, None, None, 1.111, 143.9,-12.0,-4.7, -12.0, 982.0, None, None, None,36.0, None, 36.26, None, None, -4.396, None,-2.2, None, None, 33.61, None,-4.4, 1027.8,0.1,0.0,54.0,2022-02-01 19:00:00,982.0,5
56.47, None, None, None, 1.678, 157.3,-12.0,-5.3, -12.0, 983.0, None, None, None,36.0, None, 35.7, None, None, -5.36, None,-2.2, None, None, 44.37, None,-5.4, 1028.9,-0.1,-1.0,56.0,2022-02-01 20:00:00,983.0,5
56.47, None, None, None, 1.011, 172.8,-12.0,-6.0, -12.0, 984.0, None, None, None,37.0, None, 36.52, None, None, -5.828, None,-2.2, None, None, 31.76, None,-5.8, 1029.9,-0.1,1.0,56.0,2022-02-01 21:00:00,984.0,5
64.49, None, None, None, 0.297, 168.0,-12.0,-7.1, -12.0, 985.0, None, None, None,36.0, None, 36.29, None, None, -7.088, None,-2.2, None, None, 21.12, None,-7.1, 1031.0,-0.1,0.0,64.0,2022-02-01 22:00:00,985.0,5
62.51, None, None, None, 0.415, 165.1,-13.0,-7.7, -13.0, 986.0, None, None, None,36.0, None, 36.43, None, None, -7.557, None,-2.2, None, None, 27.33, None,-7.6, 1032.0,-0.1,0.0,63.0,2022-02-01 23:00:00,986.0,5
