wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
144.0, None, None,0.0, None,4.8, None,2.8, None, None, None,85.0,2021-10-01 00:00:00,40,,,,,,
294.0, 84.0, 11.6,0.0, 0.5,7.0, 2.9,2.3, 301.0, 0.0, None,87.0,2021-10-01 01:00:00,40,,,,,,
201.0, 85.0, 4.8,0.0, 0.5,5.7, 2.8,1.9, 144.0, 0.0, None,83.0,2021-10-01 02:00:00,40,,,,,,
355.0, 87.0, 7.0,0.0, 0.4,3.0, 2.3,0.1, 294.0, 0.0, None,92.0,2021-10-01 03:00:00,40,,,,,,
338.0, 83.0, 5.7,0.0, -0.7,3.9, 1.9,-1.0, 201.0, 0.0, None,96.0,2021-10-01 04:00:00,40,,,,,,
71.0, 92.0, 3.0,0.0, -1.0,4.1, 0.1,0.6, 355.0, 0.0, None,87.0,2021-10-01 05:00:00,40,,,,,,
80.0, 96.0, 3.9,0.0, -1.6,3.6, -1.0,-0.1, 338.0, 0.0, None,92.0,2021-10-01 06:00:00,40,,,,,,
123.0, 87.0, 4.1,0.0, -1.3,3.7, 0.6,2.6, 71.0, 0.0, None,77.0,2021-10-01 07:00:00,40,,,,,,
163.0, 92.0, 3.6,0.0, -1.2,5.9, -0.1,6.2, 80.0, 0.0, None,69.0,2021-10-01 08:00:00,40,,,,,,
165.0, 77.0, 3.7,0.0, -1.0,7.1, 2.6,7.3, 123.0, 0.0, None,62.0,2021-10-01 09:00:00,40,,,,,,
184.0, 69.0, 5.9,0.0, 0.9,6.3, 6.2,7.1, 163.0, 0.0, None,56.0,2021-10-01 10:00:00,40,,,,,,
220.0, None, None,0.0, None,7.5, None,9.8, None, None, None,49.0,2021-10-01 11:00:00,40,,,,,,
202.0, 56.0, 6.3,0.0, -1.1,8.8, 7.1,10.4, 184.0, 0.0, None,42.0,2021-10-01 12:00:00,40,,,,,,
247.0, None, None,0.0, None,8.0, None,10.8, None, None, None,40.0,2021-10-01 13:00:00,40,,,,,,
124.0, 42.0, 8.8,0.0, -2.0,9.1, 10.4,11.0, 202.0, 0.0, None,44.0,2021-10-01 14:00:00,40,,,,,,
190.0, 40.0, 8.0,0.0, -2.3,6.3, 10.8,10.6, 247.0, 0.0, None,44.0,2021-10-01 15:00:00,40,,,,,,
173.0, 44.0, 9.1,0.0, -0.8,3.8, 11.0,7.4, 124.0, 0.0, None,64.0,2021-10-01 16:00:00,40,,,,,,
338.0, 44.0, 6.3,0.0, -1.1,2.6, 10.6,4.5, 190.0, 0.0, None,72.0,2021-10-01 17:00:00,40,,,,,,
357.0, 64.0, 3.8,0.0, 1.0,5.0, 7.4,4.1, 173.0, 0.0, None,70.0,2021-10-01 18:00:00,40,,,,,,
262.0, 72.0, 2.6,0.0, -0.1,2.7, 4.5,3.5, 338.0, 0.0, None,73.0,2021-10-01 19:00:00,40,,,,,,
348.0, 70.0, 5.0,0.0, -0.9,2.4, 4.1,2.9, 357.0, 0.0, None,78.0,2021-10-01 20:00:00,40,,,,,,
335.0, 73.0, 2.7,0.0, -0.9,3.0, 3.5,1.8, 262.0, 0.0, None,82.0,2021-10-01 21:00:00,40,,,,,,
355.0, None, None,0.0, None,2.5, None,2.1, None, None, None,79.0,2021-10-01 22:00:00,40,,,,,,
349.0, 82.0, 3.0,0.0, -0.9,5.5, 1.8,1.7, 335.0, 0.0, None,78.0,2021-10-01 23:00:00,40,,,,,,
356.0, None, None,0.0, None,7.1, None,2.2, None, None, None,82.0,2021-10-02 00:00:00,40,,,,,,
12.0, 78.0, 5.5,0.0, -1.7,6.2, 1.7,2.3, 349.0, 0.0, 0.0,81.0,2021-10-02 01:00:00,40,,,,,,
16.0, 82.0, 7.1,0.0, -0.6,6.6, 2.2,2.6, 356.0, 0.0, 0.0,80.0,2021-10-02 02:00:00,40,,,,,,
318.0, 81.0, 6.2,0.0, -0.6,2.4, 2.3,2.9, 12.0, 0.0, 0.0,78.0,2021-10-02 03:00:00,40,,,,,,
355.0, None, None,0.0, None,5.6, None,3.4, None, None, None,80.0,2021-10-02 04:00:00,40,,,,,,
294.0, None, None,0.0, None,2.7, None,3.5, None, None, None,76.0,2021-10-02 05:00:00,40,,,,,,
122.0, None, None,0.0, None,2.3, None,3.5, None, None, None,76.0,2021-10-02 06:00:00,40,,,,,,
71.0, 76.0, 2.7,0.0, -0.3,2.0, 3.5,4.2, 294.0, 0.0, None,75.0,2021-10-02 07:00:00,40,,,,,,
136.0, 76.0, 2.3,0.0, -0.3,3.5, 3.5,5.2, 122.0, 0.0, None,66.0,2021-10-02 08:00:00,40,,,,,,
136.0, 75.0, 2.0,0.0, 0.2,3.6, 4.2,5.9, 71.0, 0.0, None,61.0,2021-10-02 09:00:00,40,,,,,,
125.0, 66.0, 3.5,0.0, -0.6,4.2, 5.2,6.9, 136.0, 0.0, None,60.0,2021-10-02 10:00:00,40,,,,,,
112.0, 61.0, 3.6,0.0, -1.0,4.3, 5.9,7.9, 136.0, 0.0, None,55.0,2021-10-02 11:00:00,40,,,,,,
147.0, 60.0, 4.2,0.0, -0.3,8.6, 6.9,8.4, 125.0, 0.0, None,54.0,2021-10-02 12:00:00,40,,,,,,
125.0, None, None,0.0, None,6.0, None,9.4, None, None, None,55.0,2021-10-02 13:00:00,40,,,,,,
150.0, 54.0, 8.6,0.0, -0.4,8.4, 8.4,8.6, 147.0, 0.0, None,58.0,2021-10-02 14:00:00,40,,,,,,
89.0, 55.0, 6.0,0.0, 0.8,6.6, 9.4,7.3, 125.0, 0.0, None,61.0,2021-10-02 15:00:00,40,,,,,,
155.0, 58.0, 8.4,0.0, 0.8,3.3, 8.6,7.3, 150.0, 0.0, None,62.0,2021-10-02 16:00:00,40,,,,,,
174.0, 61.0, 6.6,0.0, 0.3,2.3, 7.3,6.5, 89.0, 0.0, None,71.0,2021-10-02 17:00:00,40,,,,,,
