RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
, None, None, None,5.174,194.8,-50.0,5.0, None, None, None, None, None, None, None, None, None, None,4.966, None,5.9, None, None,31.98, None,5.0,0.0, None,2021-10-01 00:00:00, None,40,,
, None, None, None,3.018,179.8,-50.0,4.8, None, None, None, None, None, None, None, None, None, None,4.84, None,5.9, None, None,45.65, None,4.8,0.0, None,2021-10-01 01:00:00, None,40,,
, None, None, None,2.291,180.9,-50.0,4.6, None, None, None, None, None, None, None, None, None, None,4.559, None,5.9, None, None,49.7, None,4.6,0.0, None,2021-10-01 02:00:00, None,40,,
, None, None, None,3.654,194.1,-50.0,4.5, None, None, None, None, None, None, None, None, None, None,4.666, None,5.9, None, None,39.43, None,4.7,0.0, None,2021-10-01 03:00:00, None,40,,
, None, None, None,3.822,191.6,-50.0,4.5, None, None, None, None, None, None, None, None, None, None,4.531, None,5.9, None, None,32.39, None,4.5,0.0, None,2021-10-01 04:00:00, None,40,,
, None, None, None,3.568,187.0,-51.0,3.9, None, None, None, None, None, None, None, None, None, None,3.942, None,5.9, None, None,35.09, None,3.9,0.1, None,2021-10-01 05:00:00, None,40,,
, None, None, None,4.794,185.4,-51.0,3.7, None, None, None, None, None, None, None, None, None, None,3.835, None,5.9, None, None,23.85, None,3.8,0.0, None,2021-10-01 06:00:00, None,40,,
, None, None, None,4.887,183.7,-51.0,3.4, None, None, None, None, None, None, None, None, None, None,3.352, None,3.8, None, None,19.84, None,3.4,0.0, None,2021-10-01 07:00:00, None,40,,
, None, None, None,3.769,162.7,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.276, None,3.8, None, None,28.43, None,3.3,0.0, None,2021-10-01 08:00:00, None,40,,
, None, None, None,1.918,146.8,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.371, None,3.8, None, None,38.01, None,3.4,0.0, None,2021-10-01 09:00:00, None,40,,
, None, None, None,2.119,173.3,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.613, None,3.8, None, None,44.08, None,3.6,0.0, None,2021-10-01 10:00:00, None,40,,
, None, None, None,2.87,231.1,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.346, None,4.3, None, None,32.3, None,4.3,0.0, None,2021-10-01 11:00:00, None,40,,
, None, None, None,3.705,205.3,-49.0,3.0, None, None, None, None, None, None, None, None, None, None,7.73, None,7.7, None, None,27.14, None,7.7,-0.1, None,2021-10-01 12:00:00, None,40,,
, None, None, None,4.338,236.4,-47.0,3.0, None, None, None, None, None, None, None, None, None, None,10.9, None,10.9, None, None,27.47, None,10.9,0.0, None,2021-10-01 13:00:00, None,40,,
, None, None, None,4.196,248.5,-47.0,3.0, None, None, None, None, None, None, None, None, None, None,10.82, None,12.1, None, None,27.58, None,10.8,-0.9, None,2021-10-01 14:00:00, None,40,,
, None, None, None,5.409,248.6,-49.0,3.0, None, None, None, None, None, None, None, None, None, None,7.11, None,12.1, None, None,23.63, None,7.1,-2.3, None,2021-10-01 15:00:00, None,40,,
, None, None, None,2.127,267.3,-49.0,3.0, None, None, None, None, None, None, None, None, None, None,7.36, None,12.1, None, None,50.19, None,7.4,3.1, None,2021-10-01 16:00:00, None,40,,
, None, None, None,1.214,11.31,-49.0,3.0, None, None, None, None, None, None, None, None, None, None,6.616, None,12.1, None, None,62.84, None,6.6,-21.3, None,2021-10-01 17:00:00, None,40,,
, None, None, None,1.549,30.27,-50.0,3.0, None, None, None, None, None, None, None, None, None, None,5.992, None,12.1, None, None,39.26, None,6.0,21.6, None,2021-10-01 18:00:00, None,40,,
, None, None, None,4.152,56.22,-50.0,4.9, None, None, None, None, None, None, None, None, None, None,4.946, None,6.0, None, None,7.31, None,4.9,0.0, None,2021-10-01 19:00:00, None,40,,
, None, None, None,7.78,68.67,-51.0,4.3, None, None, None, None, None, None, None, None, None, None,4.261, None,6.0, None, None,8.99, None,4.3,0.0, None,2021-10-01 20:00:00, None,40,,
, None, None, None,10.79,63.29,-51.0,3.6, None, None, None, None, None, None, None, None, None, None,3.642, None,6.0, None, None,10.12, None,3.6,0.0, None,2021-10-01 21:00:00, None,40,,
, None, None, None,10.94,68.51,-51.0,3.5, None, None, None, None, None, None, None, None, None, None,4.019, None,6.0, None, None,11.49, None,4.0,-0.2, None,2021-10-01 22:00:00, None,40,,
, None, None, None,13.36,69.99,-51.0,3.5, None, None, None, None, None, None, None, None, None, None,4.396, None,6.0, None, None,10.55, None,4.4,0.0, None,2021-10-01 23:00:00, None,40,,
, None, None, None,12.48,72.0,-51.0,3.5, None, None, None, None, None, None, None, None, None, None,3.997, None,6.0, None, None,11.96, None,4.0,0.0, None,2021-10-02 00:00:00, None,40,,
, None, None, None,12.8,64.92,-50.0,3.5, None, None, None, None, None, None, None, None, None, None,4.714, None,6.0, None, None,12.65, None,4.7,0.0, None,2021-10-02 01:00:00, None,40,,
, None, None, None,10.6,66.36,-51.0,3.1, None, None, None, None, None, None, None, None, None, None,3.083, None,6.0, None, None,11.45, None,3.1,0.0, None,2021-10-02 02:00:00, None,40,,
, None, None, None,11.79,66.24,-51.0,2.9, None, None, None, None, None, None, None, None, None, None,2.976, None,6.0, None, None,10.58, None,3.0,0.0, None,2021-10-02 03:00:00, None,40,,
, None, None, None,10.8,65.4,-51.0,2.9, None, None, None, None, None, None, None, None, None, None,2.919, None,6.0, None, None,11.06, None,2.9,0.0, None,2021-10-02 04:00:00, None,40,,
, None, None, None,10.95,68.66,-51.0,2.9, None, None, None, None, None, None, None, None, None, None,3.266, None,6.0, None, None,15.19, None,3.3,0.0, None,2021-10-02 05:00:00, None,40,,
, None, None, None,11.09,64.86,-51.0,2.9, None, None, None, None, None, None, None, None, None, None,3.072, None,6.0, None, None,10.13, None,3.1,0.1, None,2021-10-02 06:00:00, None,40,,
, None, None, None,9.35,64.28,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.292, None,3.3, None, None,9.98, None,3.3,0.0, None,2021-10-02 07:00:00, None,40,,
, None, None, None,7.9,62.57,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.699, None,3.8, None, None,14.33, None,3.7,0.0, None,2021-10-02 08:00:00, None,40,,
, None, None, None,0.54,226.7,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.892, None,3.9, None, None,69.76, None,3.9,0.2, None,2021-10-02 09:00:00, None,40,,
, None, None, None,4.999,69.15,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,3.949, None,4.1, None, None,32.62, None,3.9,0.2, None,2021-10-02 10:00:00, None,40,,
, None, None, None,7.21,73.1,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.23, None,4.2, None, None,16.28, None,4.2,0.3, None,2021-10-02 11:00:00, None,40,,
, None, None, None,8.12,72.6,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.239, None,4.4, None, None,15.91, None,4.2,0.0, None,2021-10-02 12:00:00, None,40,,
, None, None, None,11.58,58.94,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.279, None,4.4, None, None,11.43, None,4.3,0.0, None,2021-10-02 13:00:00, None,40,,
, None, None, None,10.14,56.7,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.394, None,4.4, None, None,12.23, None,4.4,0.2, None,2021-10-02 14:00:00, None,40,,
, None, None, None,11.34,57.17,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.366, None,4.4, None, None,11.31, None,4.4,0.0, None,2021-10-02 15:00:00, None,40,,
, None, None, None,10.22,61.01,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.211, None,4.4, None, None,12.98, None,4.2,0.7, None,2021-10-02 16:00:00, None,40,,
, None, None, None,13.64,61.64,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.105, None,4.4, None, None,14.36, None,4.1,0.0, None,2021-10-02 17:00:00, None,40,,
, None, None, None,16.43,56.32,-51.0,3.0, None, None, None, None, None, None, None, None, None, None,4.211, None,4.4, None, None,9.63, None,4.2,0.0, None,2021-10-02 18:00:00, None,40,,
