time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-04-01,0.0,14.7,-4.5,14
2016-04-02,0.0,13.3,-1.6,14
2016-04-03,0.0,13.0,-3.9,14
2016-04-04,7.4,5.0,-0.5,14
2016-04-05,10.7,3.8,-0.7,14
2016-04-06,0.0,12.3,-0.4,14
2016-04-07,0.0,13.5,-0.3,14
