pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -8.85, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -8.9, -8.9, 0.0, -6999.0, 0.0,2021-02-19 00:00:00, 21.0, 20.89, -6999.0,8
None, -9.09, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -9.1, -9.1, 0.2, -6999.0, 0.0,2021-02-19 01:00:00, 21.0, 20.86, -6999.0,8
None, -10.01, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -10.0, -10.0, 0.0, -6999.0, 0.0,2021-02-19 02:00:00, 21.0, 20.67, -6999.0,8
None, -9.58, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -9.6, -10.4, -0.3, -6999.0, 0.0,2021-02-19 03:00:00, 21.0, 20.61, -6999.0,8
None, -10.5, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -10.5, -10.9, -0.1, -6999.0, 0.0,2021-02-19 04:00:00, 20.0, 20.3, -6999.0,8
None, -11.1, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -11.1, -11.3, 0.5, -6999.0, 0.0,2021-02-19 05:00:00, 20.0, 20.18, -6999.0,8
None, -10.09, -6.2, -6999.0, -6999.0, -6999.0, -6999.0, -10.1, -11.3, -1.1, -6999.0, 0.0,2021-02-19 06:00:00, 20.0, 20.02, -6999.0,8
None, -10.83, -10.1, -6999.0, -6999.0, -6999.0, -6999.0, -10.8, -11.3, 0.9, -6999.0, 0.0,2021-02-19 07:00:00, 20.0, 20.12, -6999.0,8
None, -10.67, -10.1, -6999.0, -6999.0, -6999.0, -6999.0, -10.7, -11.4, -0.9, -6999.0, 0.0,2021-02-19 08:00:00, 20.0, 20.21, -6999.0,8
None, -9.02, -8.8, -6999.0, -6999.0, -6999.0, -6999.0, -9.0, -11.4, 0.0, -6999.0, 1.0,2021-02-19 09:00:00, 21.0, 21.11, -6999.0,8
None, -7.81, -7.7, -6999.0, -6999.0, -6999.0, -6999.0, -7.8, -11.4, -0.1, -6999.0, 0.0,2021-02-19 10:00:00, 22.0, 21.53, -6999.0,8
None, -4.349, -4.3, -6999.0, -6999.0, -6999.0, -6999.0, -4.3, -11.4, 0.3, -6999.0, 2.0,2021-02-19 11:00:00, 23.0, 23.31, -6999.0,8
None, -2.524, -2.5, -6999.0, -6999.0, -6999.0, -6999.0, -2.5, -11.4, 0.0, -6999.0, 0.0,2021-02-19 12:00:00, 24.0, 23.74, -6999.0,8
None, 0.047, 1.3, -6999.0, -6999.0, -6999.0, -6999.0, 0.0, -11.4, 0.0, -6999.0, -1.0,2021-02-19 13:00:00, 23.0, 22.96, -6999.0,8
None, -0.658, 1.3, -6999.0, -6999.0, -6999.0, -6999.0, -0.7, -11.4, 0.0, -6999.0, 0.0,2021-02-19 14:00:00, 23.0, 23.3, -6999.0,8
