time,tasmin,tasmax,pcp,week_of_year
2019-04-16,-3.2,3.4,3.6,16
2019-04-17,-2.3,6.5,3.3,16
2019-04-18,-2.3,4.0,1.0,16
2019-04-19,-4.1,6.3,0.2,16
2019-04-20,-7.9,10.0,0.0,16
2019-04-21,-0.7,6.5,2.4,16
2019-04-22,-0.5,5.9,11.7,16
