pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-10.78, None, None, None, None,68.11, None,0.185,91.2, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 00:00:00, None, None, 168.0, None,6
None,-10.39, None, None, None, None,77.3, None,0.071,30.26, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 01:00:00, None, None, 167.3, None,6
None,-10.3, None, None, None, None,72.7, None,0.141,74.8, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 02:00:00, None, None, 167.5, None,6
None,-10.1, None, None, None, None,75.4, None,0.113,76.5, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 03:00:00, None, None, 166.2, None,6
None,-10.06, None, None, None, None,58.6, None,0.171,186.0, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 04:00:00, None, None, 168.1, None,6
None,-9.86, None, None, None, None,63.35, None,0.17,336.9, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 05:00:00, None, None, 167.9, None,6
None,-10.27, None, None, None, None,53.55, None,0.296,173.2, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 06:00:00, None, None, 167.6, None,6
None,-10.37, None, None, None, None,33.13, None,0.47,326.6, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 07:00:00, None, None, 167.3, None,6
None,-10.04, None, None, None, None,34.8, None,0.5,307.9, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 08:00:00, None, None, 167.1, None,6
None,-9.73, None, None, None, None,46.44, None,0.659,324.8, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 09:00:00, None, None, 166.8, None,6
None,-7.55, None, None, None, None,75.2, None,0.094,180.4, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 10:00:00, None, None, 166.3, None,6
None,-6.663, None, None, None, None,37.79, None,1.031,123.9, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 11:00:00, None, None, 165.9, None,6
None,-5.148, None, None, None, None,35.52, None,1.703,152.0, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 12:00:00, None, None, 165.5, None,6
None,-5.046, None, None, None, None,24.11, None,2.401,131.8, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 13:00:00, None, None, 165.3, None,6
None,-4.458, None, None, None, None,19.3, None,2.711,119.9, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 14:00:00, None, None, 165.1, None,6
None,-6.066, None, None, None, None,22.21, None,2.157,123.8, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 15:00:00, None, None, 165.0, None,6
None,-7.01, None, None, None, None,27.42, None,1.358,130.8, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 16:00:00, None, None, 165.0, None,6
None,-8.57, None, None, None, None,58.98, None,0.391,144.4, None, None, None, None, None, None, None, None, None, None, None,2018-02-05 17:00:00, None, None, 165.0, None,6
