pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,8.49, None, None, None, None, None, None, None, None, None, None,2018-08-27 01:00:00, None, None,35
None,8.79, None, None, None, None, None, None, None, None, None, None,2018-08-27 02:00:00, None, None,35
None,8.47, None, None, None, None, None, None, None, None, None, None,2018-08-27 03:00:00, None, None,35
None,8.39, None, None, None, None, None, None, None, None, None, None,2018-08-27 04:00:00, None, None,35
None,8.33, None, None, None, None, None, None, None, None, None, None,2018-08-27 05:00:00, None, None,35
None,7.99, None, None, None, None, None, None, None, None, None, None,2018-08-27 06:00:00, None, None,35
None,7.78, None, None, None, None, None, None, None, None, None, None,2018-08-27 07:00:00, None, None,35
None,8.15, None, None, None, None, None, None, None, None, None, None,2018-08-27 08:00:00, None, None,35
None,8.47, None, None, None, None, None, None, None, None, None, None,2018-08-27 09:00:00, None, None,35
None,9.49, None, None, None, None, None, None, None, None, None, None,2018-08-27 10:00:00, None, None,35
None,10.96, None, None, None, None, None, None, None, None, None, None,2018-08-27 11:00:00, None, None,35
None,12.8, None, None, None, None, None, None, None, None, None, None,2018-08-27 12:00:00, None, None,35
None,14.95, None, None, None, None, None, None, None, None, None, None,2018-08-27 13:00:00, None, None,35
None,14.78, None, None, None, None, None, None, None, None, None, None,2018-08-27 14:00:00, None, None,35
None,14.14, None, None, None, None, None, None, None, None, None, None,2018-08-27 15:00:00, None, None,35
None,16.63, None, None, None, None, None, None, None, None, None, None,2018-08-27 16:00:00, None, None,35
None,16.8, None, None, None, None, None, None, None, None, None, None,2018-08-27 17:00:00, None, None,35
None,15.61, None, None, None, None, None, None, None, None, None, None,2018-08-27 18:00:00, None, None,35
None,14.52, None, None, None, None, None, None, None, None, None, None,2018-08-27 19:00:00, None, None,35
None,13.44, None, None, None, None, None, None, None, None, None, None,2018-08-27 20:00:00, None, None,35
None,12.94, None, None, None, None, None, None, None, None, None, None,2018-08-27 21:00:00, None, None,35
None,12.81, None, None, None, None, None, None, None, None, None, None,2018-08-27 22:00:00, None, None,35
None,12.42, None, None, None, None, None, None, None, None, None, None,2018-08-27 23:00:00, None, None,35
None,11.77, None, None, None, None, None, None, None, None, None, None,2018-08-28 00:00:00, None, None,35
None,11.82, None, None, None, None, None, None, None, None, None, None,2018-08-28 01:00:00, None, None,35
None,11.64, None, None, None, None, None, None, None, None, None, None,2018-08-28 02:00:00, None, None,35
None,11.59, None, None, None, None, None, None, None, None, None, None,2018-08-28 03:00:00, None, None,35
None,11.66, None, None, None, None, None, None, None, None, None, None,2018-08-28 04:00:00, None, None,35
None,11.54, None, None, None, None, None, None, None, None, None, None,2018-08-28 05:00:00, None, None,35
None,11.48, None, None, None, None, None, None, None, None, None, None,2018-08-28 06:00:00, None, None,35
None,11.49, None, None, None, None, None, None, None, None, None, None,2018-08-28 07:00:00, None, None,35
None,11.35, None, None, None, None, None, None, None, None, None, None,2018-08-28 08:00:00, None, None,35
None,11.64, None, None, None, None, None, None, None, None, None, None,2018-08-28 09:00:00, None, None,35
None,12.07, None, None, None, None, None, None, None, None, None, None,2018-08-28 10:00:00, None, None,35
