wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
20.0,2021-09-25 03:00:00, None, 157.0, None, 0.0, None, None, None, 0.0,39
19.9,2021-09-25 04:00:00, None, 160.0, None, 0.0, None, None, None, 0.0,39
23.4,2021-09-25 05:00:00, None, 158.0, None, 0.0, None, None, None, 0.0,39
19.6,2021-09-25 06:00:00, None, 161.0, None, 0.0, None, None, None, 0.0,39
19.7,2021-09-25 07:00:00, None, 162.0, None, 0.0, None, None, None, 0.0,39
21.0,2021-09-25 08:00:00, None, 162.0, None, 0.0, None, None, None, 0.0,39
17.8,2021-09-25 09:00:00, None, 161.0, None, 0.0, None, None, None, 0.0,39
19.3,2021-09-25 10:00:00, None, 163.0, None, 0.0, None, None, None, 0.0,39
16.8,2021-09-25 11:00:00, None, 152.0, None, 0.0, None, None, None, 0.0,39
21.2,2021-09-25 12:00:00, None, 140.0, None, 0.0, None, None, None, 0.0,39
18.0,2021-09-25 13:00:00, None, 152.0, None, 0.0, None, None, None, 0.0,39
22.7,2021-09-25 14:00:00, None, 153.0, None, 0.0, None, None, None, 0.0,39
26.5,2021-09-25 15:00:00, None, 152.0, None, 0.0, None, None, None, 0.0,39
37.2,2021-09-25 16:00:00, None, 143.0, None, 0.0, None, None, None, 0.0,39
37.8,2021-09-25 17:00:00, None, 153.0, None, 0.0, None, None, None, 0.0,39
38.1,2021-09-25 18:00:00, None, 152.0, None, 0.0, None, None, None, 0.0,39
41.7,2021-09-25 19:00:00, None, 151.0, None, 0.0, None, None, None, 0.0,39
40.4,2021-09-25 20:00:00, None, 157.0, None, 0.0, None, None, None, 0.0,39
33.9,2021-09-25 21:00:00, None, 158.0, None, 0.0, None, None, None, 0.0,39
32.6,2021-09-25 22:00:00, None, 155.0, None, 0.0, None, None, None, 0.0,39
44.2,2021-09-25 23:00:00, None, 140.0, None, 0.0, None, None, None, 0.0,39
30.9,2021-09-26 00:00:00, None, 147.0, None, 0.0, None, None, None, 0.0,39
47.5,2021-09-26 01:00:00, None, 135.0, None, 0.0, None, None, None, 0.0,39
51.7,2021-09-26 02:00:00, None, 142.0, None, 0.0, None, None, None, 0.0,39
28.2,2021-09-26 03:00:00, 135.0, 150.0, 0.0, 0.0, None, 0.0, 47.5, 0.0,39
37.9,2021-09-26 04:00:00, 142.0, 144.0, 0.0, 0.0, 0.0, 0.0, 51.7, 0.0,39
48.5,2021-09-26 05:00:00, 150.0, 130.0, 0.0, 0.0, 0.0, 0.0, 28.2, 0.0,39
None,2021-09-26 06:00:00, 144.0, None, 0.0, None, 0.0, 0.0, 37.9, None,39
33.4,2021-09-26 07:00:00, 130.0, 159.0, 0.0, 0.0, 0.0, 0.0, 48.5, 0.0,39
34.1,2021-09-26 08:00:00, None, 158.0, None, 0.0, None, None, None, 0.0,39
43.3,2021-09-26 09:00:00, 159.0, 151.0, 0.0, 0.0, None, 0.0, 33.4, 0.0,39
40.6,2021-09-26 10:00:00, 158.0, 139.0, 0.0, 0.0, None, 0.0, 34.1, 0.0,39
35.9,2021-09-26 11:00:00, 151.0, 137.0, 0.0, 0.0, None, 0.0, 43.3, 0.0,39
37.1,2021-09-26 12:00:00, 139.0, 134.0, 0.0, 0.0, None, 0.0, 40.6, 0.0,39
39.3,2021-09-26 13:00:00, 137.0, 130.0, 0.0, 0.0, None, 0.0, 35.9, 0.0,39
41.5,2021-09-26 14:00:00, 134.0, 137.0, 0.0, 0.0, None, 0.0, 37.1, 0.0,39
45.0,2021-09-26 15:00:00, 130.0, 133.0, 0.0, 0.0, None, 0.0, 39.3, 0.0,39
41.7,2021-09-26 16:00:00, 137.0, 131.0, 0.0, 0.0, None, 0.0, 41.5, 0.0,39
49.4,2021-09-26 17:00:00, 133.0, 141.0, 0.0, 0.0, None, 0.0, 45.0, 0.0,39
43.5,2021-09-26 18:00:00, 131.0, 138.0, 0.0, 0.0, None, 0.0, 41.7, 0.0,39
34.3,2021-09-26 19:00:00, 141.0, 138.0, 0.0, 0.0, None, 0.0, 49.4, 0.0,39
34.4,2021-09-26 20:00:00, 138.0, 136.0, 0.0, 0.0, None, 0.0, 43.5, 0.0,39
38.1,2021-09-26 21:00:00, 138.0, 121.0, 0.0, 0.0, None, 0.0, 34.3, 0.0,39
45.6,2021-09-26 22:00:00, 136.0, 139.0, 0.0, 0.0, None, 0.0, 34.4, 0.0,39
57.6,2021-09-26 23:00:00, 121.0, 142.0, 0.0, 0.0, None, 0.0, 38.1, 0.0,39
56.9,2021-09-27 00:00:00, 139.0, 140.0, 0.0, 0.0, None, 0.0, 45.6, 0.0,39
60.3,2021-09-27 01:00:00, 142.0, 148.0, 0.0, 0.0, None, 0.0, 57.6, 0.0,39
53.5,2021-09-27 02:00:00, 140.0, 150.0, 0.0, 0.0, None, 0.0, 56.9, 0.0,39
56.4,2021-09-27 03:00:00, 148.0, 145.0, 0.0, 0.0, None, 0.0, 60.3, 0.0,39
56.2,2021-09-27 04:00:00, 150.0, 146.0, 0.0, 0.0, None, 0.0, 53.5, 0.0,39
57.9,2021-09-27 05:00:00, 145.0, 150.0, 0.0, 0.0, None, 0.0, 56.4, 0.0,39
41.2,2021-09-27 06:00:00, 146.0, 163.0, 0.0, 0.0, None, 0.0, 56.2, 0.0,39
35.0,2021-09-27 07:00:00, 150.0, 165.0, 0.0, 0.0, None, 0.0, 57.9, 0.0,39
35.8,2021-09-27 08:00:00, 163.0, 161.0, 0.0, 0.0, 0.0, 0.0, 41.2, 0.0,39
46.0,2021-09-27 09:00:00, 165.0, 157.0, 0.0, 0.0, 0.0, 0.0, 35.0, 0.0,39
None,2021-09-27 10:00:00, 161.0, None, 0.0, None, 0.0, 0.0, 35.8, None,39
32.8,2021-09-27 11:00:00, 157.0, 150.0, 0.0, 0.0, 0.0, 0.0, 46.0, 0.0,39
34.5,2021-09-27 12:00:00, None, 151.0, None, 0.0, None, None, None, 0.0,39
31.1,2021-09-27 13:00:00, 150.0, 156.0, 0.0, 0.0, None, 0.0, 32.8, 0.0,39
47.7,2021-09-27 14:00:00, 151.0, 146.0, 0.0, 0.0, None, 0.0, 34.5, 0.0,39
29.6,2021-09-27 15:00:00, 156.0, 149.0, 0.0, 0.0, None, 0.0, 31.1, 0.0,39
23.1,2021-09-27 16:00:00, 146.0, 137.0, 0.0, 0.0, None, 0.0, 47.7, 0.0,39
29.9,2021-09-27 17:00:00, None, 143.0, None, 0.0, None, None, None, 0.0,39
29.5,2021-09-27 18:00:00, None, 134.0, None, 0.0, None, None, None, 0.0,39
15.7,2021-09-27 19:00:00, 143.0, 166.0, 0.0, 0.0, None, 0.0, 29.9, 0.0,39
33.3,2021-09-27 20:00:00, None, 161.0, None, 0.0, None, None, None, 0.0,39
27.7,2021-09-27 21:00:00, None, 162.0, None, 0.0, None, None, None, 0.0,39
34.0,2021-09-27 22:00:00, 161.0, 174.0, 0.0, 0.0, None, 0.0, 33.3, 0.0,39
18.2,2021-09-27 23:00:00, None, 158.0, None, 0.0, None, None, None, 0.0,39
19.5,2021-09-28 00:00:00, None, 170.0, None, 0.0, None, None, None, 0.0,39
21.9,2021-09-28 01:00:00, None, 167.0, None, 0.0, None, None, None, 0.0,39
20.9,2021-09-28 02:00:00, None, 167.0, None, 0.0, None, None, None, 0.0,39
24.7,2021-09-28 03:00:00, None, 150.0, None, 0.0, None, None, None, 0.0,39
23.0,2021-09-28 04:00:00, None, 139.0, None, 0.0, None, None, None, 0.0,39
19.3,2021-09-28 05:00:00, None, 138.0, None, 0.0, None, None, None, 0.0,39
26.1,2021-09-28 06:00:00, 139.0, 139.0, 0.0, 0.0, None, 0.0, 23.0, 0.0,39
27.6,2021-09-28 07:00:00, 138.0, 137.0, 0.0, 0.0, None, 0.0, 19.3, 0.0,39
24.5,2021-09-28 08:00:00, None, 151.0, None, 0.0, None, None, None, 0.0,39
23.9,2021-09-28 09:00:00, None, 146.0, None, 0.0, None, None, None, 0.0,39
20.4,2021-09-28 10:00:00, 151.0, 153.0, 0.0, 0.0, None, 0.0, 24.5, 0.0,39
17.2,2021-09-28 11:00:00, 146.0, 159.0, 0.0, 0.0, None, 0.0, 23.9, 0.0,39
20.8,2021-09-28 12:00:00, 153.0, 158.0, 0.0, 0.0, 0.0, 0.0, 20.4, 0.0,39
25.2,2021-09-28 13:00:00, 159.0, 145.0, 0.0, 0.0, 0.0, 0.0, 17.2, 0.0,39
26.9,2021-09-28 14:00:00, None, 152.0, None, 0.0, None, None, None, 0.0,39
21.2,2021-09-28 15:00:00, None, 156.0, None, 0.0, None, None, None, 0.0,39
23.5,2021-09-28 16:00:00, 152.0, 166.0, 0.0, 0.0, 0.0, 0.0, 26.9, 0.0,39
26.3,2021-09-28 17:00:00, 156.0, 157.0, 0.0, 0.0, 0.0, 0.0, 21.2, 0.0,39
26.8,2021-09-28 18:00:00, 166.0, 158.0, 0.0, 0.0, 0.0, 0.0, 23.5, 0.0,39
