pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,290.0, None, 12.2,11.7, 2.0, None, None, None,-2.0,2021-07-16 16:00:00, None,29
4.0, None,291.0, None, 11.4,11.2, 2.0, None, None, None,-1.0,2021-07-16 19:00:00, None,29
None, None,303.0, None, 11.1,9.6, 1.0, None, None, None,-4.0,2021-07-17 13:00:00, None,29
None, None,309.0, None, 10.0,10.0, 2.0, None, None, None,-2.0,2021-07-18 23:00:00, None,29
None, None,309.0, None, 8.3,8.2, 2.0, None, None, None,-3.0,2021-07-19 03:00:00, None,29
None, None,309.0, None, 7.6,7.4, 2.0, None, None, None,-4.0,2021-07-19 07:00:00, None,29
None, None,309.0, None, 8.6,8.4, 2.0, None, None, 0.0,-4.0,2021-07-19 08:00:00, None,29
None, None,310.0, None, 5.7,5.7, 2.0, None, None, None,-3.0,2021-07-20 02:00:00, None,29
1.0, None,310.0, None, 5.3,4.9, 2.0, None, None, None,-5.0,2021-07-20 07:00:00, None,29
None, None,310.0, None, 14.2,14.1, 1.0, None, None, None,-4.0,2021-07-20 11:00:00, None,29
3.0, None,313.0, None, 9.1,9.0, 2.0, None, None, None,-2.0,2021-07-21 02:00:00, None,29
None, None,319.0, None, 8.4,8.3, 2.0, None, None, None,-3.0,2021-07-21 06:00:00, None,29
None, None,321.0, None, 8.3,8.2, 2.0, None, None, None,-3.0,2021-07-21 08:00:00, None,29
None, None,322.0, None, 8.1,7.9, 2.0, None, None, None,-3.0,2021-07-21 10:00:00, None,29
