pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
0.0,18.0,17.7,0.0,0.0,23.0,-6999.0,2020-09-02 00:00:00,-6999.0,-6999.0,36
0.0,17.8,17.7,0.0,0.0,23.0,-6999.0,2020-09-02 01:00:00,-6999.0,-6999.0,36
0.0,16.6,16.5,0.0,0.0,23.0,-6999.0,2020-09-02 02:00:00,-6999.0,-6999.0,36
0.0,16.1,16.1,0.0,0.0,23.0,-6999.0,2020-09-02 03:00:00,-6999.0,-6999.0,36
0.0,16.3,15.7,0.0,0.0,23.0,-6999.0,2020-09-02 04:00:00,-6999.0,-6999.0,36
0.0,15.0,15.0,0.0,0.0,23.0,-6999.0,2020-09-02 05:00:00,-6999.0,-6999.0,36
0.0,15.0,14.7,0.0,0.0,23.0,-6999.0,2020-09-02 06:00:00,-6999.0,-6999.0,36
0.0,14.5,14.5,0.0,0.0,15.0,-6999.0,2020-09-02 07:00:00,-6999.0,-6999.0,36
None,17.5,14.2,0.0,0.0,17.6,-6999.0,2020-09-02 11:00:00,-6999.0,-6999.0,36
None,18.8,14.2,0.0,0.0,18.6,-6999.0,2020-09-02 12:00:00,-6999.0,-6999.0,36
None,19.4,14.2,0.0,0.0,19.4,-6999.0,2020-09-02 13:00:00,-6999.0,-6999.0,36
None,21.4,14.2,0.0,0.0,21.7,-6999.0,2020-09-02 14:00:00,-6999.0,-6999.0,36
None,22.0,14.2,0.0,0.0,22.8,-6999.0,2020-09-02 15:00:00,-6999.0,-6999.0,36
None,23.1,14.2,0.0,0.0,23.5,-6999.0,2020-09-02 16:00:00,-6999.0,-6999.0,36
None,23.3,14.2,0.0,0.0,24.1,-6999.0,2020-09-02 17:00:00,-6999.0,-6999.0,36
None,23.3,14.2,0.0,0.0,24.1,-6999.0,2020-09-02 18:00:00,-6999.0,-6999.0,36
None,21.0,21.0,0.0,0.0,23.4,-6999.0,2020-09-02 19:00:00,-6999.0,-6999.0,36
None,19.2,19.2,0.0,0.0,23.4,-6999.0,2020-09-02 20:00:00,-6999.0,-6999.0,36
None,18.4,18.4,0.0,0.0,23.4,-6999.0,2020-09-02 21:00:00,-6999.0,-6999.0,36
None,17.5,17.2,0.0,0.0,23.4,-6999.0,2020-09-02 22:00:00,-6999.0,-6999.0,36
None,16.9,16.7,0.0,0.0,23.4,-6999.0,2020-09-02 23:00:00,-6999.0,-6999.0,36
None,16.7,16.4,0.0,0.0,23.4,-6999.0,2020-09-03 00:00:00,-6999.0,-6999.0,36
None,16.5,16.4,0.0,0.0,23.4,-6999.0,2020-09-03 01:00:00,-6999.0,-6999.0,36
None,15.6,15.7,0.0,0.0,23.4,-6999.0,2020-09-03 02:00:00,-6999.0,-6999.0,36
None,15.3,15.2,0.0,0.0,23.4,-6999.0,2020-09-03 03:00:00,-6999.0,-6999.0,36
None,15.2,15.1,0.0,0.0,23.4,-6999.0,2020-09-03 04:00:00,-6999.0,-6999.0,36
None,14.8,14.8,0.0,0.0,23.4,-6999.0,2020-09-03 05:00:00,-6999.0,-6999.0,36
None,14.6,14.6,0.0,0.0,23.4,-6999.0,2020-09-03 06:00:00,-6999.0,-6999.0,36
None,15.3,14.6,0.0,0.0,15.2,-6999.0,2020-09-03 07:00:00,-6999.0,-6999.0,36
None,17.3,14.6,0.0,0.0,18.1,-6999.0,2020-09-03 08:00:00,-6999.0,-6999.0,36
None,18.9,14.6,0.2,0.0,18.9,-6999.0,2020-09-03 09:00:00,-6999.0,-6999.0,36
0.2,20.5,14.6,0.0,0.0,20.6,-6999.0,2020-09-03 10:00:00,-6999.0,-6999.0,36
0.2,21.4,14.6,0.0,0.0,21.6,-6999.0,2020-09-03 11:00:00,-6999.0,-6999.0,36
0.2,22.7,14.6,0.0,0.0,22.7,-6999.0,2020-09-03 12:00:00,-6999.0,-6999.0,36
0.2,23.6,14.6,0.0,0.0,24.0,-6999.0,2020-09-03 13:00:00,-6999.0,-6999.0,36
0.2,23.6,14.6,0.0,0.0,24.0,-6999.0,2020-09-03 14:00:00,-6999.0,-6999.0,36
0.2,24.5,14.6,0.0,0.0,24.8,-6999.0,2020-09-03 15:00:00,-6999.0,-6999.0,36
0.2,25.3,14.6,0.0,0.0,25.8,-6999.0,2020-09-03 16:00:00,-6999.0,-6999.0,36
0.2,24.9,14.6,0.0,0.0,25.8,-6999.0,2020-09-03 17:00:00,-6999.0,-6999.0,36
0.2,24.0,14.6,0.0,0.0,25.8,-6999.0,2020-09-03 18:00:00,-6999.0,-6999.0,36
0.2,22.5,22.5,0.0,0.0,24.0,-6999.0,2020-09-03 19:00:00,-6999.0,-6999.0,36
0.2,20.6,20.7,0.0,0.0,24.0,-6999.0,2020-09-03 20:00:00,-6999.0,-6999.0,36
0.2,20.0,20.0,0.0,0.0,24.0,-6999.0,2020-09-03 21:00:00,-6999.0,-6999.0,36
0.2,19.2,19.3,0.0,0.0,24.0,-6999.0,2020-09-03 22:00:00,-6999.0,-6999.0,36
0.2,17.9,17.9,0.0,0.0,24.0,-6999.0,2020-09-03 23:00:00,-6999.0,-6999.0,36
0.2,17.6,17.6,0.0,0.0,24.0,-6999.0,2020-09-04 00:00:00,-6999.0,-6999.0,36
0.2,16.8,16.7,0.0,0.0,24.0,-6999.0,2020-09-04 01:00:00,-6999.0,-6999.0,36
0.2,16.4,16.3,0.0,0.0,24.0,-6999.0,2020-09-04 02:00:00,-6999.0,-6999.0,36
0.2,16.1,15.9,0.0,0.0,24.0,-6999.0,2020-09-04 03:00:00,-6999.0,-6999.0,36
0.2,16.0,15.7,0.0,0.0,24.0,-6999.0,2020-09-04 04:00:00,-6999.0,-6999.0,36
0.2,15.8,15.7,0.0,0.0,24.0,-6999.0,2020-09-04 05:00:00,-6999.0,-6999.0,36
0.2,16.1,15.4,0.0,0.0,24.0,-6999.0,2020-09-04 06:00:00,-6999.0,-6999.0,36
0.2,16.2,15.8,0.0,0.0,16.2,-6999.0,2020-09-04 07:00:00,-6999.0,-6999.0,36
0.2,17.5,15.8,0.0,0.0,17.7,-6999.0,2020-09-04 08:00:00,-6999.0,-6999.0,36
0.0,20.3,15.8,0.0,0.0,20.3,-6999.0,2020-09-04 09:00:00,-6999.0,-6999.0,36
0.0,22.2,15.8,0.0,0.0,22.3,-6999.0,2020-09-04 10:00:00,-6999.0,-6999.0,36
0.0,23.8,15.8,0.0,0.0,24.1,-6999.0,2020-09-04 11:00:00,-6999.0,-6999.0,36
0.0,25.1,15.8,0.0,0.0,25.3,-6999.0,2020-09-04 12:00:00,-6999.0,-6999.0,36
0.0,26.0,15.8,0.0,0.0,26.2,-6999.0,2020-09-04 13:00:00,-6999.0,-6999.0,36
0.0,24.9,15.8,0.0,0.0,26.2,-6999.0,2020-09-04 14:00:00,-6999.0,-6999.0,36
0.0,27.0,15.8,0.0,0.0,27.1,-6999.0,2020-09-04 15:00:00,-6999.0,-6999.0,36
0.0,27.3,15.8,0.0,0.0,27.6,-6999.0,2020-09-04 16:00:00,-6999.0,-6999.0,36
0.0,26.5,15.8,0.0,0.0,27.7,-6999.0,2020-09-04 17:00:00,-6999.0,-6999.0,36
