WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
237.8, None, None,74.4, None,2022-12-17 00:00:00, None,51
231.7, None, None,73.5, None,2022-12-17 01:00:00, None,51
222.8, None, None,70.6, None,2022-12-17 02:00:00, None,51
217.9, None, None,68.3, None,2022-12-17 03:00:00, None,51
217.7, None, None,66.6, None,2022-12-17 04:00:00, None,51
222.0, None, None,67.1, None,2022-12-17 05:00:00, None,51
214.2, None, None,66.9, None,2022-12-17 06:00:00, None,51
199.1, None, None,69.1, None,2022-12-17 07:00:00, None,51
205.4, None, None,70.2, None,2022-12-17 08:00:00, None,51
225.6, None, None,68.3, None,2022-12-17 09:00:00, None,51
232.3, None, None,65.8, None,2022-12-17 10:00:00, None,51
238.2, None, None,65.8, None,2022-12-17 11:00:00, None,51
224.6, None, None,66.7, None,2022-12-17 12:00:00, None,51
243.5, None, None,65.6, None,2022-12-17 13:00:00, None,51
219.4, None, None,72.3, None,2022-12-17 14:00:00, None,51
165.3, None, None,73.1, None,2022-12-17 15:00:00, None,51
197.4, None, None,71.7, None,2022-12-17 16:00:00, None,51
238.3, None, None,68.1, None,2022-12-17 17:00:00, None,51
159.4, None, None,72.7, None,2022-12-17 18:00:00, None,51
105.8, None, None,77.0, None,2022-12-17 19:00:00, None,51
176.6, None, None,76.2, None,2022-12-17 20:00:00, None,51
121.8, None, None,82.8, None,2022-12-17 21:00:00, None,51
199.4, None, None,70.9, None,2022-12-17 22:00:00, None,51
191.2, None, None,71.2, None,2022-12-17 23:00:00, None,51
351.2, None, None,82.3, None,2022-12-18 00:00:00, None,51
94.5, None, None,80.3, None,2022-12-18 01:00:00, None,51
26.6, None, None,77.6, None,2022-12-18 02:00:00, None,51
38.5, None, None,74.1, None,2022-12-18 03:00:00, None,51
37.0, None, None,75.3, None,2022-12-18 04:00:00, None,51
43.6, None, None,74.7, None,2022-12-18 05:00:00, None,51
45.8, None, None,79.8, None,2022-12-18 06:00:00, None,51
30.6, None, None,79.3, None,2022-12-18 07:00:00, None,51
38.4, None, None,77.1, None,2022-12-18 08:00:00, None,51
47.1, None, None,77.9, None,2022-12-18 09:00:00, None,51
47.0, None, None,78.1, None,2022-12-18 10:00:00, None,51
32.5, None, None,73.9, None,2022-12-18 11:00:00, None,51
34.6, None, None,77.5, None,2022-12-18 12:00:00, None,51
39.1, None, None,72.5, None,2022-12-18 13:00:00, None,51
37.6, None, None,71.5, None,2022-12-18 14:00:00, None,51
38.5, None, None,71.1, None,2022-12-18 15:00:00, None,51
36.7, None, None,65.6, None,2022-12-18 16:00:00, None,51
27.3, None, None,64.6, None,2022-12-18 17:00:00, None,51
26.1, None, None,65.5, None,2022-12-18 18:00:00, None,51
12.7, None, None,55.2, None,2022-12-18 19:00:00, None,51
4.6, None, None,54.1, None,2022-12-18 20:00:00, None,51
356.1, None, None,53.8, None,2022-12-18 21:00:00, None,51
345.9, None, None,54.6, None,2022-12-18 22:00:00, None,51
17.8, None, None,61.6, None,2022-12-18 23:00:00, None,51
86.3, None, None,65.7, None,2022-12-19 00:00:00, None,51
