CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,1.891,80.1, None,2018-04-30 00:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,18
None,1.842,80.3, None,2018-04-30 01:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,18
None,1.495,80.4, None,2018-04-30 02:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,1.573,79.5, None,2018-04-30 03:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,1.447,75.0, None,2018-04-30 04:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,1.14,77.4, None,2018-04-30 05:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,1.362,79.9, None,2018-04-30 06:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,1.669,80.7, None,2018-04-30 07:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,18
None,2.381,50.19, None,2018-04-30 08:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,3.316,48.8, None,2018-04-30 09:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,3.189,49.33, None,2018-04-30 10:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,3.816,47.46, None,2018-04-30 11:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,4.319,46.89, None,2018-04-30 12:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,5.036,40.75, None,2018-04-30 13:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,5.794,40.7, None,2018-04-30 14:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,5.542,40.97, None,2018-04-30 15:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,6.284,39.58, None,2018-04-30 16:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,6.227,35.53, None,2018-04-30 17:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,18
None,6.385,35.62, None,2018-04-30 18:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,18
None,4.452,42.48, None,2018-04-30 19:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,3.737,61.84, None,2018-04-30 20:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,18
None,3.201,72.4, None,2018-04-30 21:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,18
None,2.795,73.2, None,2018-04-30 22:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,18
None,2.487,51.86, None,2018-04-30 23:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,18
None,2.025,59.67, None,2018-05-01 00:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,18
None,2.159,49.58, None,2018-05-01 01:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,2.246,49.55, None,2018-05-01 02:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
None,2.035,49.64, None,2018-05-01 03:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,18
