wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
2.0, 101.0, 6.1, 90.0, 20.0, 31.9,2017-08-06 00:00:00, None, None, None, None, -0.13,32
4.0, 100.9, 9.3, 112.5, 27.0, 30.3,2017-08-06 01:00:00, None, None, None, None, -0.12,32
2.0, 100.9, 5.4, 315.0, 20.0, 31.1,2017-08-06 02:00:00, None, None, None, None, -0.08,32
3.0, 101.0, 5.9, 270.0, 27.0, 26.7,2017-08-06 03:00:00, None, None, None, None, -0.01,32
8.0, 101.0, 3.9, 270.0, 24.0, 26.0,2017-08-06 04:00:00, None, None, None, None, 0.08,32
6.0, 101.1, 3.5, 270.0, 28.0, 23.1,2017-08-06 05:00:00, None, None, None, None, 0.13,32
14.0, 101.1, 3.2, 292.5, 25.0, 24.2,2017-08-06 06:00:00, None, None, None, None, 0.15,32
11.0, 101.1, 3.1, 270.0, 28.0, 22.8,2017-08-06 07:00:00, None, None, None, None, 0.14,32
13.0, 101.2, 3.3, 292.5, 30.0, 21.8,2017-08-06 08:00:00, None, None, None, None, 0.11,32
7.0, 101.2, 3.2, 292.5, 33.0, 19.9,2017-08-06 09:00:00, None, None, None, None, 0.07,32
7.0, 101.2, 3.6, 270.0, 37.0, 18.7,2017-08-06 10:00:00, None, None, None, None, 0.08,32
11.0, 101.3, 3.7, 292.5, 39.0, 18.0,2017-08-06 11:00:00, None, None, None, None, 0.09,32
14.0, 101.3, 4.3, 270.0, 42.0, 17.4,2017-08-06 12:00:00, None, None, None, None, 0.13,32
12.0, 101.4, 4.3, 292.5, 43.0, 17.0,2017-08-06 13:00:00, None, None, None, None, 0.13,32
12.0, 101.4, 5.0, 292.5, 43.0, 17.7,2017-08-06 14:00:00, None, None, None, None, 0.14,32
6.0, 101.4, 5.8, 292.5, 39.0, 20.0,2017-08-06 15:00:00, None, None, None, None, 0.11,32
4.0, 101.4, 7.6, 67.5, 38.0, 22.7,2017-08-06 16:00:00, None, None, None, None, 0.07,32
5.0, 101.4, 8.5, 45.0, 37.0, 23.9,2017-08-06 17:00:00, None, None, None, None, 0.0,32
4.0, 101.4, 7.1, 45.0, 31.0, 25.3,2017-08-06 18:00:00, None, None, None, None, -0.04,32
6.0, 101.4, 7.6, 45.0, 31.0, 26.0,2017-08-06 19:00:00, None, None, None, None, -0.09,32
5.0, 101.3, 7.3, 112.5, 28.0, 27.5,2017-08-06 20:00:00, None, None, None, None, -0.11,32
3.0, 101.2, 7.2, 45.0, 26.0, 28.9,2017-08-06 21:00:00, None, None, None, None, -0.14,32
4.0, 101.2, 5.8, 45.0, 23.0, 28.9,2017-08-06 22:00:00, None, None, None, None, -0.16,32
4.0, 101.1, 6.0, 45.0, 23.0, 29.6,2017-08-06 23:00:00, 17.1, 0.0, None, 33.0, -0.15,32
4.0, 101.1, 7.4, 67.5, 24.0, 29.8,2017-08-07 00:00:00, None, None, None, None, -0.16,32
1.0, 101.1, 5.8, 135.0, 22.0, 29.5,2017-08-07 01:00:00, None, None, None, None, -0.11,32
2.0, 101.1, 4.4, 270.0, 20.0, 29.4,2017-08-07 02:00:00, None, None, None, None, -0.07,32
6.0, 101.1, 5.0, 292.5, 26.0, 25.8,2017-08-07 03:00:00, None, None, None, None, 0.02,32
7.0, 101.2, 4.1, 292.5, 28.0, 23.9,2017-08-07 04:00:00, None, None, None, None, 0.08,32
15.0, 101.2, 4.0, 292.5, 28.0, 23.8,2017-08-07 05:00:00, None, None, None, None, 0.13,32
9.0, 101.3, 4.0, 292.5, 30.0, 22.3,2017-08-07 06:00:00, None, None, None, None, 0.14,32
6.0, 101.3, 3.7, 270.0, 32.0, 20.8,2017-08-07 07:00:00, None, None, None, None, 0.13,32
10.0, 101.3, 3.8, 292.5, 34.0, 20.2,2017-08-07 08:00:00, None, None, None, None, 0.11,32
9.0, 101.3, 4.4, 292.5, 38.0, 19.2,2017-08-07 09:00:00, None, None, None, None, 0.08,32
7.0, 101.4, 4.3, 270.0, 38.0, 18.8,2017-08-07 10:00:00, None, None, None, None, 0.07,32
12.0, 101.4, 4.6, 292.5, 40.0, 18.4,2017-08-07 11:00:00, None, None, None, None, 0.07,32
13.0, 101.4, 4.1, 292.5, 38.0, 18.6,2017-08-07 12:00:00, None, None, None, None, 0.08,32
14.0, 101.5, 4.1, 292.5, 41.0, 17.4,2017-08-07 13:00:00, None, None, None, None, 0.09,32
