time,tasmin,tasmax,pcp,week_of_year
2019-11-05,-1.4,10.2,0.0,45
2019-11-06,-2.9,-1.2,0.0,45
2019-11-07,-1.3,4.5,12.2,45
2019-11-08,1.2,7.1,21.1,45
2019-11-09,2.0,5.7,1.8,45
2019-11-10,-0.9,-0.9,0.3,45
2019-11-11,-0.9,-0.9,13.3,45
